n	rho	p	cut	family	predictor	target	ci95_low	ci95_high	q
123	-0.024377345835859206	0.7889786342070981	lung_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	XRCC4	-0.19742070929314343	0.15579578441635114	0.7889786342070981
123	0.16518902953199804	0.06786619784398373	lung_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	XRCC4	-0.01650342594926364	0.3347123555957658	0.2261410260111471
123	-0.059576169532187126	0.5127465150481907	lung_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	LIG4	-0.2550847172866976	0.13668400545521098	0.6332006782789221
123	-0.036224278392364986	0.6907958459410473	lung_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	LIG4	-0.22056843396567172	0.1536378030573086	0.7626060032141752
123	0.05857656937225111	0.519857321977906	lung_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	TP53BP1	-0.12335230314985456	0.23401022246249079	0.6332006782789221
123	-0.16092621165459847	0.0753803420037157	lung_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	TP53BP1	-0.3444281183369383	0.021763909633523853	0.2261410260111471
123	0.10767950884162464	0.23582758264381581	lung_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	STING1	-0.07837925068379373	0.28927368313948926	0.6332006782789221
123	0.056451703918028645	0.5351379779185144	lung_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	STING1	-0.13198022222157116	0.24964952556155454	0.7626060032141752
123	-0.057486682746256346	0.5276672318991018	lung_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	CGAS	-0.25763063794560886	0.14406081199517803	0.6332006782789221
123	0.027511620370630055	0.7626060032141753	lung_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	CGAS	-0.1544572375371193	0.20547843816195616	0.7626060032141752
123	-0.11587623015310004	0.20184526432829517	lung_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	STAT1	-0.29969327623436387	0.0788609578374392	0.6332006782789221
123	-0.04253466764052755	0.6404088782922007	lung_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	STAT1	-0.22713528874229585	0.14327750411015402	0.7626060032141752
123	-0.07380918600301814	0.4171745584700501	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	XRCC4	STING1			0.5101000192709457
123	0.0823541551121487	0.365165866029207	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	XRCC4	CGAS			0.5101000192709457
123	-0.07374469567011906	0.41758277912525255	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	XRCC4	STAT1			0.5101000192709457
123	-0.09942474623054005	0.27389859480582884	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	LIG4	STING1			0.5101000192709457
123	0.1422527763088313	0.11652122147585735	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	LIG4	CGAS			0.5101000192709457
123	0.06821787414066632	0.45342223935195175	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	LIG4	STAT1			0.5101000192709457
123	-0.1264526447485522	0.16340528749055516	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	TP53BP1	STING1			0.5101000192709457
123	-0.054578168732506996	0.5487942255211308	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	TP53BP1	CGAS			0.5487942255211308
123	-0.08985438082831385	0.3229767459809521	lung_CRISPR	NHEJ_Chronos_vs_STING_Chronos	TP53BP1	STAT1			0.5101000192709457
95	-0.03696808510638298	0.7220862678547004	NSCLC_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	XRCC4			0.7220862678547005
95	0.17282395305240567	0.0939719855348654	NSCLC_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	XRCC4			0.2819159566045962
95	-0.1186310190369541	0.25220344927175503	NSCLC_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	LIG4			0.5044068985435101
95	-0.06436192735876252	0.5354811270966857	NSCLC_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	LIG4			0.8473170937150514
95	0.06194008958566629	0.5509760668374214	NSCLC_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	TP53BP1			0.6611712802049057
95	-0.22466483995392306	0.028608747668522682	NSCLC_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	TP53BP1			0.17165248601113609
95	0.17228443449048153	0.09501843761166588	NSCLC_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	STING1			0.3246854585064528
95	0.010813307717408448	0.9171670740691632	NSCLC_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	STING1			0.9171670740691632
95	-0.08833986562150058	0.39460384086608974	NSCLC_CRISPR	CLDN4_Chronos_vs_Chronos	CLDN4_Chronos	CGAS			0.5919057612991346
95	0.04785851014345564	0.6451172528069596	NSCLC_CRISPR	CLDN4_RNA_vs_Chronos	CLDN4_RNA	CGAS			0.8473170937150514
