gene	n	median	sd	iqr_low	iqr_high	frac_lt_m0_5	min	max
CLDN4	123	0.0499932089985047	0.12984796385252695	-0.035671602773905145	0.10720894583808525	0.0	-0.2944077449381274	0.3939579674136731
XRCC4	123	-0.235547250155407	0.13217216542309304	-0.30319191579524585	-0.15794627037335715	0.04065040650406504	-0.666692285261206	0.1746609151820615
LIG4	123	-0.0486398369444654	0.135822148915768	-0.1216470783685347	0.0250699231414786	0.008130081300813009	-0.5004210188879606	0.2435300855628435
TP53BP1	123	-0.1326201365194038	0.19116728327631236	-0.25040137135860674	-0.029280970463989503	0.032520325203252036	-0.6365450198787783	0.3340975036234871
STING1	123	0.015910094151598	0.09062612932450688	-0.03710989878006865	0.0723763154743467	0.0	-0.2554258010941478	0.3159800313439027
CGAS	123	-0.1042311724595983	0.09883827458181124	-0.15358807796787174	-0.04268890354002055	0.0	-0.4941184061595872	0.1436743164987045
STAT1	123	-0.0073976716112294	0.08641397592946957	-0.04802765450578695	0.0388344696633961	0.0	-0.3369938037379617	0.4291442087005784
