Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178239,Macrophages_mMCPcounter,5.68144384,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=672),Responders,0,GSE103725,BRAFi; antiPDL2;,0.00132399874060834,**,*,NA,672
SRX5768475,Mast resting_CIBERSORT_abs,0.03020328,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,T CD8_EPIC,0.03009999,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Tregs_quanTIseq,0.03005894,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Classswitched memory B_xCell,0.02967877,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Neutrophil_xCell,0.02945453,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,T CD8 effector memory_xCell,0.02925256,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,B_xCell,0.02921362,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,Neutrophil_xCell,0.02888645,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,Tregs_quanTIseq,0.02879869,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,Macrophage_EPIC,0.02874705,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,Plasmacytoid dendritic_xCell,0.02846883,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Macrophage_EPIC,0.0283903,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Neutrophil_xCell,0.02834979,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,Monocytes_CIBERSORT_abs,0.02819314,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,T CD4_TIMER,0.0280152167,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,B naive_CIBERSORT_abs,0.02786918,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,Eosinophil_xCell,0.02772621,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Endothelial_EPIC,0.02769237,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Mast_xCell,0.02758083,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Monocytes_CIBERSORT_abs,0.02722094,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,B memory_xCell,0.02721695,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Neutrophil_xCell,0.02609793,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,Fibroblast_EPIC,0.02596147,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,T CD4 nonregulatory_xCell,0.02587835,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Eosinophil_xCell,0.02569337,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,Endothelial_EPIC,0.02562296,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,NK_xCell,0.02531213,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,T CD8 naive_xCell,0.02530255,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,B_xCell,0.02519013,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,Neutrophil_quanTIseq,0.0249382,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,T CD8_EPIC,0.02490176,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Dendritic_quanTIseq,0.02486934,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,Macrophage_EPIC,0.02486812,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Endothelial_EPIC,0.02470782,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,T CD8_xCell,0.02452008,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,B naive_xCell,0.02451684,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,Endothelial_EPIC,0.02431506,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Tregs_quanTIseq,0.0243103,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,B memory_xCell,0.02400311,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Cancer associated fibroblast_xCell,0.02375238,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,Endothelial_EPIC,0.02362475,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,NK_quanTIseq,0.02358841,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,T CD8_EPIC,0.0235713,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,T CD8_EPIC,0.02347147,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,Endothelial_EPIC,0.02332233,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,T CD8_quanTIseq,0.02325564,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,Plasmacytoid dendritic_xCell,0.02301729,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,Monocytes_CIBERSORT_abs,0.02300046,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,Classswitched memory B_xCell,0.02284471,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,Cancer associated fibroblast_xCell,0.0221145,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,T CD8_xCell,0.02185264,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,Endothelial_EPIC,0.02180821,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,T CD8_quanTIseq,0.02154738,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,NK_quanTIseq,0.02133969,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Neutrophil_xCell,0.02132313,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Classswitched memory B_xCell,0.02129007,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Tregs_quanTIseq,0.0210967,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Fibroblast_EPIC,0.02097616,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,T regulatory Tregs_xCell,0.02095857,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,T CD8_xCell,0.0209489,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Cancer associated fibroblast_xCell,0.02090754,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,Classswitched memory B_xCell,0.02075332,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Neutrophil_xCell,0.02064916,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Endothelial_EPIC,0.02057912,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Dendritic_quanTIseq,0.0203586,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,NK_quanTIseq,0.02011494,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,B memory_xCell,0.01998531,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,NK_quanTIseq,0.01976643,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Eosinophil_xCell,0.01966647,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,Common myeloid progenitor_xCell,0.01965997,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Tregs_quanTIseq,0.01940835,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Neutrophil_quanTIseq,0.01940828,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,NK_xCell,0.01876465,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,B naive_CIBERSORT_abs,0.0186104,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,NK_quanTIseq,0.01837543,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,Classswitched memory B_xCell,0.01826105,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,NK_quanTIseq,0.01820472,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,T CD8_quanTIseq,0.01816495,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Classswitched memory B_xCell,0.01778567,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,T CD4 naive_xCell,0.01764445,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,T CD8_quanTIseq,0.01746509,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,Endothelial_EPIC,0.01744654,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,Neutrophil_quanTIseq,0.01740218,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Classswitched memory B_xCell,0.01711506,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,B naive_CIBERSORT_abs,0.01699986,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,T CD4_quanTIseq,0.01682782,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,NK_xCell,0.01671698,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,Monocytes_CIBERSORT_abs,0.01646724,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,B_xCell,0.01636745,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,NK_quanTIseq,0.01598135,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,B naive_CIBERSORT_abs,0.01582584,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Classswitched memory B_xCell,0.01576191,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,Mast resting_CIBERSORT_abs,0.01570751,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,Neutrophil_quanTIseq,0.01563251,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Fibroblast_EPIC,0.01546761,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Neutrophil_quanTIseq,0.01503279,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,NK_quanTIseq,0.01446721,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,Cancer associated fibroblast_xCell,0.01429386,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,B memory_xCell,0.0142317,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,T CD4_EPIC,0.0140664,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768481,Macrophage M1_quanTIseq,0.01394199,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,T CD4_EPIC,0.01381257,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,Fibroblast_EPIC,0.01377063,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Monocytes_CIBERSORT_abs,0.01370785,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,NK resting_CIBERSORT_abs,0.01365532,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Endothelial_EPIC,0.01359891,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Macrophage_TIMER,0.0135966162,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,B naive_CIBERSORT_abs,0.0135177,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,NK_quanTIseq,0.01342765,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,NK_quanTIseq,0.01330062,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768486,Monocytes_CIBERSORT_abs,0.01329756,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,NK_xCell,0.01312771,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,B_xCell,0.01272999,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Macrophage M1_quanTIseq,0.01264959,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,B naive_CIBERSORT_abs,0.01246239,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Endothelial_EPIC,0.01225852,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,NK resting_CIBERSORT_abs,0.01214158,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768480,B memory_xCell,0.01213378,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Eosinophil_xCell,0.0119486,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,NK_xCell,0.01165404,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768484,Macrophage M1_quanTIseq,0.01141337,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Neutrophils_CIBERSORT_abs,0.01127956,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,Endothelial_EPIC,0.01125733,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,NK activated_CIBERSORT_abs,0.01118943,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,NK_quanTIseq,0.01089271,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Macrophage M1_quanTIseq,0.01080353,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Plasmacytoid dendritic_xCell,0.01053338,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Neutrophil_quanTIseq,0.01050148,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,Neutrophil_quanTIseq,0.01016138,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Fibroblast_EPIC,0.009883583,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,Fibroblast_EPIC,0.00972601,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,NK_xCell,0.009477288,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,T CD4 naive_CIBERSORT_abs,0.008617301,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,B memory_xCell,0.008570889,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,B_quanTIseq,0.008368888,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,B_quanTIseq,0.008310026,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,T CD8_quanTIseq,0.008271144,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768485,Macrophage M1_quanTIseq,0.008113531,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768479,Macrophage M1_quanTIseq,0.007902394,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Neutrophil_quanTIseq,0.00742174,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768477,NK_EPIC,0.0070717,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,B_quanTIseq,0.007057605,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768476,Monocytes_CIBERSORT_abs,0.006796513,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768482,Fibroblast_EPIC,0.006513299,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768475,B_quanTIseq,0.00632255,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768478,Plasmacytoid dendritic_xCell,0.006229476,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
SRX5768483,Macrophage M1_quanTIseq,0.006035331,4T1_GSE130472_young_antiCTLA4(n=1824),Responders,0,GSE130472,antiCTLA4; young;,0.00182901427062846,NA,NA,NA,1824
