anchor,feature,transform,n,rho,p,ci_lo,ci_hi,label,partial_rho_epi,partial_p_epi,partial_ci_lo,partial_ci_hi,bh_q
TACSTD2,CD274,log2p1_clip,234,0.15738499153215751,0.01596688805258333,0.029736828007097912,0.2799821115084854,WEAK_POSITIVE,0.1024568924009162,0.11884670773716148,-0.02641474831291285,0.22797864280679522,0.1117682163680833
TACSTD2,IFN_compact,log2p1_clip,234,0.09709023616783888,0.13867529158823838,-0.031551009135083685,0.2225672854029594,NULL,0.0009196697884787237,0.988859775629144,-0.12761922208346585,0.12942817879574617,0.44727943058906844
TACSTD2,MHC1,log2p1_clip,234,0.07461612584929436,0.25558824605089625,-0.0541504439543538,0.20094161831958574,NULL,-0.07525652820915653,0.25254638115331185,-0.20182820161775153,0.053787525833670725,0.44727943058906844
TACSTD2,IL6,log2p1_clip,234,-0.0459641834756165,0.48410124257818354,-0.17319163055909148,0.08277212700595828,NULL,-0.01786141831912427,0.7862387076181013,-0.1460499508464449,0.11091701206183435,0.6367606082046758
TACSTD2,IL6_STAT3_compact,log2p1_clip,234,0.03968647886774305,0.5457948070325793,-0.08901496566499048,0.16708444737261713,NULL,-0.04170369784353447,0.5264519754812115,-0.16931996406421634,0.08728796584664035,0.6367606082046758
TACSTD2,CD8A,log2p1_clip,234,-0.08428917600395103,0.1988764156283171,-0.210264608674932,0.04443959651734194,NULL,-0.0901100210833792,0.17041773885031825,-0.21613075697252385,0.038863879855777245,0.44727943058906844
TACSTD2,GEP18,log2p1_clip,234,0.007811583516926528,0.90538931097224,-0.12055757651298345,0.13592379462241194,NULL,-0.052318486917775735,0.42669691824239714,-0.17963440180704401,0.07672120695581663,0.9053893109722401
TACSTD2,HALLMARK_IFNG,log2p1_clip,234,0.12878808519599091,0.04909898152056342,0.0005487664133139442,0.2528600135166384,WEAK_POSITIVE,-0.0231152829257824,0.7255967645853348,-0.15118992554165425,0.1057226119424112,
TACSTD2,HALLMARK_IFNA,log2p1_clip,234,0.15068890266019333,0.021114218080504944,0.022882742897955558,0.27364885482990847,WEAK_POSITIVE,-0.03458251304643186,0.5994460410027982,-0.1623845735384295,0.09436069705061628,
TACSTD2,HALLMARK_IL6_JAK_STAT3,log2p1_clip,234,0.12044255245198104,0.06587818814562155,-0.00792829513753354,0.24490794917672967,NULL,-0.0022441925787948986,0.9728197977400141,-0.1307302931045239,0.12631604838219493,
TACSTD2,immune8,log2p1_clip,234,-0.04271078602500379,0.5155969932827045,-0.17002782611841225,0.08600871708012361,NULL,-0.05635225762161202,0.3918681501333266,-0.18354670835000922,0.07269807327962255,
TACSTD2,CYT,log2p1_clip,234,-0.04487015935002706,0.49457527093443554,-0.1721280269352883,0.08386080244767817,NULL,-0.048651840929995895,0.4598572379667625,-0.17607466749834957,0.08037454198594403,
