treatmentGroup,n,Tacstd2_pct,Cldn4_pct,subset,rho,p,p_raw_float,method
EAD_Ctrl,7918,0.3915130083354383,0.0,EAD_Ctrl,,,,scipy.stats.spearmanr two-sided
EAD_PD1,24327,0.2260862416245324,0.0,EAD_PD1,,,,scipy.stats.spearmanr two-sided
EAE_Ctrl,9977,0.18041495439510874,0.0,EAE_Ctrl,,,,scipy.stats.spearmanr two-sided
EAE_PD1,21765,0.16080863772111187,0.004594532506317483,EAE_PD1,-0.0002720412552496174,0.9679880103618028,0.9679880103618028,scipy.stats.spearmanr two-sided
