family	malignant_def	malignant_label	immune_def	immune_label	score	score_label	n	n_NMPR	n_MPR	rho	p	highlight_rho_le_neg035	note
vs_immune	hu_markers_mean	Hu markers (mean)	CD8_NK	CD8+NK	ucell_module	UCell module	9	7	2	-0.2833333333333333	0.46003032896572	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_mean	Hu markers (mean)	CXCL13_pos	CXCL13+	ucell_module	UCell module	9	7	2	-0.45	0.2242161074923367	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_mean	Hu markers (mean)	cyto_high_T	cyto-high T	ucell_module	UCell module	9	7	2	-0.2666666666666666	0.4879222748387007	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	8	6	2	-0.2380952380952381	0.5701563208157683	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	8	6	2	-0.380952380952381	0.3518125531175647	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	8	6	2	-0.3095238095238095	0.4556448907375822	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	8	6	2	-0.4047619047619048	0.3198886412288163	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	8	6	2	-0.3333333333333334	0.4197530864197532	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	T_NK	T+NK	pct_pos	%pos UMI>0	8	6	2	-0.1904761904761905	0.6514014957024814	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CD8_only	CD8 only	pct_pos	%pos UMI>0	8	6	2	-0.261904761904762	0.530922861565801	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	8	6	2	-0.3095238095238095	0.4556448907375822	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	8	6	2	-0.2380952380952381	0.5701563208157683	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	8	6	2	-0.2380952380952381	0.5701563208157683	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	T_NK	T+NK	ucell_module	UCell module	8	6	2	-0.0952380952380952	0.8225054302036114	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CD8_only	CD8 only	ucell_module	UCell module	8	6	2	-0.2857142857142857	0.4927262450169571	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CD8_NK	CD8+NK	ucell_module	UCell module	8	6	2	-0.1904761904761905	0.6514014957024814	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	CXCL13_pos	CXCL13+	ucell_module	UCell module	8	6	2	-0.3333333333333334	0.4197530864197532	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	hu_markers_pctpos	Hu markers (%pos)	cyto_high_T	cyto-high T	ucell_module	UCell module	8	6	2	-0.2380952380952381	0.5701563208157683	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1188811188811189	0.712884219214772	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	12	8	4	-0.2447552447552448	0.4432619364501832	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1888111888111888	0.5567370561768314	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	12	8	4	-0.2937062937062937	0.3541476412329215	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	12	8	4	-0.0839160839160839	0.7954145018538978	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	T_NK	T+NK	pct_pos	%pos UMI>0	12	8	4	-0.4195804195804196	0.1745190081300594	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_only	CD8 only	pct_pos	%pos UMI>0	12	8	4	-0.3776223776223776	0.2262060449350264	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	12	8	4	-0.3706293706293707	0.2356210035126456	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	12	8	4	-0.3776223776223776	0.2262060449350264	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	12	8	4	-0.1328671328671329	0.6805975082860817	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	T_NK	T+NK	ucell_module	UCell module	12	8	4	-0.3146853146853147	0.3191387855033045	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	-0.4265734265734266	0.1666999876249449	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	-0.4125874125874127	0.1825639785731667	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.6573426573426573	0.020185498509854	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_pos	EPCAM+KRT (pos)	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.6223776223776225	0.0306758950616401	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	12	8	4	0.07692307692307693	0.8121826980280591	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	12	8	4	0.034965034965034975	0.9140933424107599	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	12	8	4	0.09090909090909093	0.7787253962454419	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	12	8	4	-0.22377622377622378	0.4844516614553987	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	12	8	4	-0.006993006993006993	0.9827917689028476	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	T_NK	T+NK	pct_pos	%pos UMI>0	12	8	4	-0.04553422044199251	0.8882523316528931	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CD8_only	CD8 only	pct_pos	%pos UMI>0	12	8	4	-0.01751316170845866	0.9569188239005485	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	12	8	4	-0.0665500144921429	0.8371878544641639	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	12	8	4	-0.2451842639184212	0.4424376657583865	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	12	8	4	-0.1015763379090602	0.753434083780813	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	T_NK	T+NK	ucell_module	UCell module	12	8	4	0.08391608391608392	0.7954145018538978	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	0.11188811188811189	0.729194990751066	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	0.0979020979020979	0.7621216559962992	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.2447552447552448	0.44326193645018325	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	epcam_krt_mean	EPCAM+KRT (mean)	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.09090909090909093	0.7787253962454419	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	12	8	4	0.0769230769230769	0.8121826980280591	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	12	8	4	-0.0279720279720279	0.9312343512018808	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	12	8	4	0.0139860139860139	0.9655902689187796	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1328671328671329	0.6805975082860817	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	12	8	4	0.0629370629370629	0.8459309212287789	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	T_NK	T+NK	pct_pos	%pos UMI>0	12	8	4	0.1549334193448797	0.6306611257501797	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CD8_only	CD8 only	pct_pos	%pos UMI>0	12	8	4	0.1197212785846797	0.7109318595190935	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	12	8	4	0.1478909911928397	0.6464563986783276	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	12	8	4	0.0	1.0	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	12	8	4	0.2253577008652796	0.481287412946627	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	T_NK	T+NK	ucell_module	UCell module	12	8	4	-0.1678321678321678	0.6020994277865379	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	-0.1608391608391608	0.6175234895401425	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	-0.1538461538461538	0.6330906812462617	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.4475524475524475	0.1445863013033476	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	copykat_stromal_p95	CopyKAT-like stromal p95	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.2657342657342658	0.4038330883147116	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	12	8	4	0.0489510489510489	0.8799185788786748	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	12	8	4	0.0489510489510489	0.8799185788786748	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	12	8	4	0.1118881118881118	0.729194990751066	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	12	8	4	-0.0979020979020979	0.7621216559962992	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	12	8	4	0.1118881118881118	0.729194990751066	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	T_NK	T+NK	pct_pos	%pos UMI>0	12	8	4	-0.2066553081598121	0.5193022970166131	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CD8_only	CD8 only	pct_pos	%pos UMI>0	12	8	4	-0.143607926009361	0.6561292074448724	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	12	8	4	-0.0980737055673684	0.761715327826085	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	12	8	4	-0.2942211167021054	0.3532650593842815	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	12	8	4	-0.0840631762006015	0.7950626235050117	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	T_NK	T+NK	ucell_module	UCell module	12	8	4	-0.0349650349650349	0.91409334241076	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	-0.0139860139860139	0.9655902689187796	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	-0.0279720279720279	0.9312343512018808	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.3636363636363637	0.2452650007307772	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	infercnv_stromal_p95	inferCNV-like stromal p95	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.2237762237762237	0.4844516614553987	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1258741258741259	0.696683109395766	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1958041958041958	0.5419358857313173	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1398601398601399	0.6646331617926677	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	12	8	4	-0.3496503496503497	0.2652387868927899	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	12	8	4	-0.1678321678321678	0.6020994277865379	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	T_NK	T+NK	pct_pos	%pos UMI>0	12	8	4	-0.1888111888111888	0.5567370561768314	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_only	CD8 only	pct_pos	%pos UMI>0	12	8	4	-0.1748251748251748	0.5868236643627043	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	12	8	4	-0.1748251748251748	0.5868236643627043	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	12	8	4	-0.3426573426573427	0.2755674509567803	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	12	8	4	-0.0909090909090909	0.7787253962454419	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	T_NK	T+NK	ucell_module	UCell module	12	8	4	-0.2937062937062937	0.3541476412329215	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_only	CD8 only	ucell_module	UCell module	12	8	4	-0.4405594405594406	0.1517350357167303	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CD8_NK	CD8+NK	ucell_module	UCell module	12	8	4	-0.4615384615384615	0.1309480695071727	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	CXCL13_pos	CXCL13+	ucell_module	UCell module	12	8	4	-0.6433566433566434	0.0240031912007136	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_public	DRMref public labels	cyto_high_T	cyto-high T	ucell_module	UCell module	12	8	4	-0.6223776223776225	0.0306758950616401	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	T_NK	T+NK	mean_log1p	mean log1p(CP10k)	9	7	2	-0.35	0.3558195725017889	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_only	CD8 only	mean_log1p	mean log1p(CP10k)	9	7	2	-0.4666666666666666	0.2053863511058121	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_NK	CD8+NK	mean_log1p	mean log1p(CP10k)	9	7	2	-0.2833333333333333	0.46003032896572	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CXCL13_pos	CXCL13+	mean_log1p	mean log1p(CP10k)	9	7	2	-0.4666666666666666	0.2053863511058121	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	cyto_high_T	cyto-high T	mean_log1p	mean log1p(CP10k)	9	7	2	-0.35	0.3558195725017889	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	T_NK	T+NK	pct_pos	%pos UMI>0	9	7	2	-0.0999999999999999	0.797971695234851	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_only	CD8 only	pct_pos	%pos UMI>0	9	7	2	-0.1999999999999999	0.6059012741795534	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_NK	CD8+NK	pct_pos	%pos UMI>0	9	7	2	-0.0499999999999999	0.8983528043506303	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CXCL13_pos	CXCL13+	pct_pos	%pos UMI>0	9	7	2	-0.1166666666666666	0.765007942926146	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	cyto_high_T	cyto-high T	pct_pos	%pos UMI>0	9	7	2	-0.0666666666666666	0.8646897846262036	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	T_NK	T+NK	ucell_module	UCell module	9	7	2	-0.0833333333333333	0.831214097710308	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_only	CD8 only	ucell_module	UCell module	9	7	2	-0.2666666666666666	0.4879222748387007	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CD8_NK	CD8+NK	ucell_module	UCell module	9	7	2	-0.2166666666666666	0.5755148957119259	False	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	CXCL13_pos	CXCL13+	ucell_module	UCell module	9	7	2	-0.3999999999999999	0.286105101908313	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
vs_immune	drmref_like	DRMref-like rebuild	cyto_high_T	cyto-high T	ucell_module	UCell module	9	7	2	-0.35	0.3558195725017889	True	Spearman; unit=post-treatment patient; scipy.stats.spearmanr
