names,scores,logfoldchanges,pvals,pvals_adj
FRK,9.540892,1.274395,1.4160931875612385e-21,2.1339507775495022e-20
ATP1A1,9.532512,1.3105304,1.5352289043070792e-21,2.3094705441112723e-20
EMD,9.532429,0.9524267,1.5364567055866699e-21,2.3094705441112723e-20
DCTPP1,9.532346,1.3380673,1.537685478325901e-21,2.3094705441112723e-20
CBLC,9.528944,1.7201416,1.5889110416429897e-21,2.38442319491113e-20
CDK5R1,9.527948,1.686898,1.6042207374437026e-21,2.4053984196902956e-20
ZNF121,9.525791,1.1583151,1.6378941849491096e-21,2.453850931193882e-20
DGKG,9.525127,1.7052293,1.6483952368469327e-21,2.467535589618381e-20
DHFR,9.518158,1.4208934,1.7627583167514724e-21,2.63654315594982e-20
TARBP1,9.512267,1.1474499,1.8655181523367477e-21,2.78793039769332e-20
PRPS2,9.511935,1.1119345,1.8714805969917032e-21,2.794527644126651e-20
WNT7B,9.503223,1.4585099,2.0349181648140554e-21,3.036064266891582e-20
SMG5,9.50256,1.067561,2.047934302363548e-21,3.052961020691093e-20
RAD23B,9.502062,1.1349812,2.057750424664293e-21,3.065063400698389e-20
ZNF337,9.497001,1.1621981,2.160227863268896e-21,3.212404745930262e-20
AAMP,9.492769,0.7971949,2.2497685203253393e-21,3.340055188933664e-20
PSMD4,9.486795,1.1090951,2.38246113883262e-21,3.5312455615226013e-20
MAPKBP1,9.486464,1.2503687,2.3900558077936086e-21,3.5395961852418394e-20
MAPK6,9.481734,1.2332265,2.5009181722853066e-21,3.700743915103823e-20
TWF1,9.476839,1.4148066,2.6210283984851073e-21,3.8753010383170874e-20
GLI2,9.470616,1.3359982,2.7819785746924736e-21,4.1064517748618155e-20
PLA2G4B,9.470533,1.1562243,2.784189316141839e-21,4.1064517748618155e-20
ZFP62,9.46821,1.1863302,2.846800591592883e-21,4.195370700410311e-20
FAM234B,9.467795,1.3411947,2.8581268316946092e-21,4.2086267285956586e-20
XRCC2,9.459001,1.6138672,3.10901219433626e-21,4.570602373318608e-20
QRFPR,9.449957,1.705808,3.389712515035945e-21,4.979209115861995e-20
DPM1,9.449542,1.0421933,3.4031732766869805e-21,4.9949176556122e-20
HOOK1,9.42797,1.3324946,4.181039939289378e-21,6.131625834605291e-20
ATRNL1,9.421415,2.019885,4.450498182884929e-21,6.52149705321604e-20
NUDCD1,9.415607,1.2688612,4.703567728386675e-21,6.886740324457798e-20
NUP62,9.414446,1.0631329,4.75586389584169e-21,6.957667010666939e-20
CFAP20,9.406397,1.2935103,5.13433970619101e-21,7.50528216322804e-20
MTX2,9.405484,1.7953209,5.179097046312711e-21,7.564582441511599e-20
GALNT3,9.404986,1.2970893,5.203672564898872e-21,7.5943331296782e-20
TOB1,9.4046545,1.1105444,5.2201202844151734e-21,7.612183480981189e-20
RIBC2,9.403991,1.6653712,5.253170133747803e-21,7.654195353070952e-20
HDAC3,9.403161,1.2542748,5.294773607888272e-21,7.708592576065078e-20
TTC5,9.396026,1.4650342,5.666281859299718e-21,8.242819210792734e-20
NTPCR,9.394615,1.1719588,5.742714817112643e-21,8.347281046162201e-20
CPNE3,9.392707,1.014808,5.847749445574234e-21,8.493115103857735e-20
CEP72,9.386401,1.3611246,6.2085162862544804e-21,9.009834768147279e-20
NMB,9.38134,1.539379,6.5139307676449504e-21,9.430312120953833e-20
TMEM106C,9.370637,1.0583982,7.209593032369996e-21,1.0420719216443198e-19
SLC44A1,9.369641,0.90380263,7.277924747857637e-21,1.0511070037845915e-19
GTF2IRD1,9.36458,1.2259113,7.635305673357814e-21,1.101839914637319e-19
RAD54L,9.356864,1.5955788,8.213825815099902e-21,1.183433339505176e-19
FASTKD2,9.356864,1.2103463,8.213825815099902e-21,1.183433339505176e-19
LAMC2,9.355288,1.2709349,8.337245308046933e-21,1.1993011119216834e-19
PRPF4,9.35396,1.183723,8.442598658364115e-21,1.2134891208554726e-19
TSEN15,9.350558,1.7776579,8.71861393265369e-21,1.252164974750971e-19
NCAPG2,9.345248,1.2510858,9.167404033222301e-21,1.315573489759636e-19
TSNARE1,9.341681,1.3054146,9.481689324664923e-21,1.3595944192071156e-19
PCNA,9.340519,1.276957,9.586296132318149e-21,1.3724139895062615e-19
EIF2AK2,9.334545,0.8582418,1.0142569987808433e-20,1.4509018699675566e-19
UBE2H,9.331641,1.0275958,1.0424394127296169e-20,1.4900363197155798e-19
SHROOM2,9.3308115,1.4670553,1.0506328125404449e-20,1.5005596649361276e-19
CACNA1I,9.326912,1.6440523,1.0900028765927976e-20,1.5543303263135682e-19
CLASP1,9.326082,0.9716052,1.0985658530347023e-20,1.565304604959391e-19
REV1,9.325916,0.89083976,1.1002864139658006e-20,1.5665197658773342e-19
CCNF,9.32517,1.9462149,1.1080619728217539e-20,1.576346949988268e-19
STRN,9.324008,1.1144334,1.1202654202075468e-20,1.5924528843312474e-19
PDLIM1,9.322349,1.0944201,1.137929791802126e-20,1.616290049677717e-19
CEP55,9.317785,1.7450348,1.1879395595500093e-20,1.6859962946978238e-19
ELAVL1,9.316873,0.77990526,1.198199259653801e-20,1.699221620937162e-19
MAPK13,9.314549,1.0322254,1.2247119236496568e-20,1.7354571709299257e-19
CUL3,9.309737,1.0265167,1.281490202196339e-20,1.8144896172745497e-19
SLC44A5,9.308327,1.6745284,1.2986199622746239e-20,1.837302992080234e-19
FAM49B,9.308161,1.2705253,1.3006500547627621e-20,1.8387341768701756e-19
PCLO,9.307082,1.3561138,1.3139223617017278e-20,1.8545926814543623e-19
PLA2R1,9.305423,1.1489937,1.3346032399465935e-20,1.8823118977153008e-19
RANGAP1,9.296545,1.0300567,1.4508359229856397e-20,2.0446480029398715e-19
DNM1L,9.294305,1.0021505,1.4817134249038693e-20,2.0865345132441147e-19
NDUFA8,9.288331,1.1375245,1.5672662595159087e-20,2.20528899322219e-19
BICD2,9.283934,1.0643653,1.6333464886835126e-20,2.2964800747822004e-19
MCM4,9.275554,1.3439673,1.766991137668359e-20,2.480520296137394e-19
ZNF217,9.271986,0.94101924,1.827119277402155e-20,2.5609459871848684e-19
POLR2K,9.266759,1.1280949,1.9188846549252967e-20,2.6874805799353284e-19
SPINK5,9.265763,1.7160506,1.9368734577165553e-20,2.710571824198215e-19
NUDT21,9.265514,0.91164696,1.941396649186544e-20,2.7147973437462956e-19
CORO1C,9.26037,0.7641697,2.0372495376914466e-20,2.846630487921338e-19
RNF217,9.259209,1.4185569,2.0595330850502343e-20,2.8755414373095034e-19
RAD51AP1,9.257466,1.7574972,2.0934110098260524e-20,2.920583381792096e-19
DLG3,9.252239,1.203964,2.1983856084994083e-20,3.062303656654307e-19
TOMM40,9.240458,1.026907,2.4544615614298305e-20,3.416375834116633e-19
PPP4R3B,9.237305,0.93138427,2.5278522378257267e-20,3.5131113509982943e-19
C1orf35,9.229754,1.137895,2.712539444243205e-20,3.763987285697354e-19
CHD8,9.217973,0.895967,3.027712528031944e-20,4.1981024783840766e-19
ZNF664,9.217724,1.1216353,3.03474745732387e-20,4.2046274633206313e-19
LRP6,9.216811,1.1392918,3.060680729628455e-20,4.2373059211643026e-19
SMC2,9.210671,1.2721759,3.2409265201895244e-20,4.483405859692067e-19
GNPAT,9.209593,1.1176113,3.2736576195365556e-20,4.525217534876987e-19
VPS37B,9.204863,0.9846188,3.421071353908816e-20,4.725371166956072e-19
BZW2,9.203369,1.2884458,3.468972319780513e-20,4.787871352369847e-19
NETO2,9.202208,1.4141909,3.5066864918105855e-20,4.8362269852296795e-19
CUL4A,9.186194,0.8246513,4.069837366157493e-20,5.60005899171046e-19
HGS,9.178976,0.84308404,4.3520849572028794e-20,5.983868220288163e-19
PRUNE1,9.176321,1.3790256,4.460696279860582e-20,6.128535003068728e-19
CRKL,9.17574,1.0517969,4.4848098314146993e-20,6.156978850686659e-19
GDI1,9.173002,0.570941,4.600234898230097e-20,6.310641384327351e-19
DNAJA3,9.172007,1.1376354,4.6429316695481055e-20,6.364377025842972e-19
CELSR1,9.17043,0.95449406,4.711337369085942e-20,6.453245335668324e-19
MEGF9,9.165784,1.3425117,4.918802905709939e-20,6.732308480423163e-19
MAP2,9.161718,1.4259505,5.107726449771357e-20,6.985589818009267e-19
GOT2,9.16064,1.2191837,5.15904153955557e-20,7.050429743648502e-19
MCUR1,9.159063,1.1962239,5.234958477254978e-20,7.148767427373987e-19
TP53,9.157404,1.0361161,5.316064124952654e-20,7.254036708070315e-19
MND1,9.152675,1.4850459,5.554092224704418e-20,7.57311381666079e-19
HSBP1,9.151845,1.0718383,5.596924430637879e-20,7.625756735570235e-19
C6orf132,9.148858,1.4037414,5.753841282350383e-20,7.827739010570571e-19
SPIRE1,9.143299,1.0898353,6.057545827940903e-20,8.23470443010671e-19
SPRY2,9.142884,1.286003,6.080835475860467e-20,8.260144683650039e-19
CIT,9.142635,1.5108144,6.094851725144684e-20,8.272959262709548e-19
SAMD4B,9.1422205,0.9653697,6.118283138387066e-20,8.298524830751442e-19
TRAP1,9.137989,1.1001114,6.362428285415601e-20,8.623192029775365e-19
BUD31,9.1367445,0.9553616,6.43605096983942e-20,8.716431219693252e-19
MET,9.133592,1.0746264,6.626351763402086e-20,8.967430913395642e-19
PRELID3B,9.132181,1.2855997,6.713276852584519e-20,9.078261199978151e-19
ARL4A,9.130107,1.2792035,6.843159129772757e-20,9.246972437858352e-19
CCDC34,9.126705,1.332183,7.061563243564719e-20,9.534958955577703e-19
URB2,9.123469,1.5915403,7.275701683015171e-20,9.809428116764218e-19
BAG3,9.119404,1.2474201,7.553864946434065e-20,1.0169270982697552e-18
SEPTIN10,9.116168,1.3081957,7.78275038098546e-20,1.0469597066164717e-18
PRPF3,9.116002,0.75846463,7.794671103296237e-20,1.0477825571690764e-18
SOGA1,9.108203,0.9373992,8.375775894867429e-20,1.1250586475449531e-18
TRIM28,9.1011505,1.3951626,8.937992195172747e-20,1.1996845583602498e-18
TIMM50,9.099657,1.2112586,9.061751651421674e-20,1.2153922924451373e-18
RASSF9,9.09219,1.1208009,9.706411795288094e-20,1.299924719141958e-18
MPHOSPH10,9.0902815,1.0121531,9.878302573059392e-20,1.3219643910410765e-18
CERS6,9.083229,1.014725,1.0540057394022498e-19,1.4094789343280605e-18
CLTB,9.081238,0.80800235,1.0734710884798703e-19,1.434446599580096e-18
C3orf52,9.079744,1.146518,1.0883028517983477e-19,1.4531901910884298e-18
RAB10,9.078168,0.8579425,1.1041783355729314e-19,1.473298705993949e-18
SLC20A1,9.077836,0.8114645,1.107549592409551e-19,1.4767055237643741e-18
ARHGEF16,9.07236,1.4341427,1.1646667835932403e-19,1.5505700180094962e-18
FLOT1,9.068212,0.6974345,1.209866472776466e-19,1.6095592802530246e-18
ARID2,9.067465,1.0588647,1.2181845654045684e-19,1.6194319557620527e-18
FN3KRP,9.066718,1.1184933,1.2265591705401816e-19,1.6293651733452463e-18
LIG3,9.065888,1.1818676,1.235931028805485e-19,1.6406075634577517e-18
UBR5,9.055434,0.8974321,1.3602575049604151e-19,1.8043151166091383e-18
ID1,9.048714,1.0085936,1.4466267740075598e-19,1.9174708627869658e-18
LMNA,9.040417,0.54880315,1.560760903376129e-19,2.0642063434907876e-18
SNAPC1,9.040334,1.2585063,1.5619460425808392e-19,2.06426148658213e-18
KREMEN1,9.037015,1.1841646,1.6100878947475263e-19,2.1247746172424777e-18
ZNF711,9.034858,1.658514,1.642163373582304e-19,2.1655204808824935e-18
ARHGEF35,9.028386,1.352348,1.7422268559452356e-19,2.2957971846992216e-18
PPHLN1,9.022495,0.87008035,1.838535624502712e-19,2.420939724956051e-18
TRAK1,9.022163,0.9310131,1.8441153221669874e-19,2.426517048912582e-18
LAMA3,9.018928,1.3212422,1.8994018642570135e-19,2.497443689397805e-18
SERPINI1,9.017434,1.3774216,1.9254680689038928e-19,2.529874457636243e-18
CASZ1,9.016273,1.0046151,1.945985876987253e-19,2.554973311800064e-18
TMEM63B,9.015443,1.0934632,1.960773577616e-19,2.5725178340626195e-18
ANP32E,9.0082245,0.8342213,2.0942016834528087e-19,2.743586574119997e-18
UBE2C,9.0081415,1.2659421,2.095786348785577e-19,2.743671570313707e-18
CCT2,9.0054865,1.4654696,2.1471260301348277e-19,2.8088453784075394e-18
CFDP1,9.0054035,0.88212204,2.1487502603639234e-19,2.8089347176212825e-18
BLACAT1,8.997272,1.5335702,2.3139572175868655e-19,3.0227112625973718e-18
FAM111B,8.996276,1.4579687,2.335030096959657e-19,3.0480331410276707e-18
FAM184A,8.9946165,1.2217548,2.3705737246331447e-19,3.092194179971254e-18
GINS2,8.994119,1.5802833,2.3813406798826145e-19,3.1039959056982557e-18
ACIN1,8.989638,0.7301902,2.480443419221393e-19,3.230840190995946e-18
STK39,8.987066,1.0389073,2.539165547901424e-19,3.3049427279210097e-18
TIMM21,8.985905,1.2829657,2.5661334459867e-19,3.337637399164114e-18
SBK1,8.984909,1.6793805,2.5894738903659624e-19,3.3655703486520316e-18
NMRK1,8.983913,1.0350053,2.613024069000533e-19,3.3912957237718636e-18
APOOL,8.97487,1.3502884,2.8368635161964543e-19,3.67651809460837e-18
BACE2,8.9699745,1.1090282,2.965821168596606e-19,3.8408873426595786e-18
ITPRID2,8.969892,1.0852659,2.9680560707410225e-19,3.841026254128149e-18
HAT1,8.968398,1.2566637,3.008570026104836e-19,3.8906672407786966e-18
DUSP14,8.965992,1.398559,3.074994690559838e-19,3.973720769411364e-18
ATP5MC3,8.965494,1.3476198,3.0889175609530243e-19,3.988857562795776e-18
MCC,8.964747,1.1260929,3.1099187265363347e-19,4.013106702656215e-18
EZR,8.964416,0.8435403,3.1192978005230476e-19,4.02233451377447e-18
ST14,8.962424,1.0059824,3.1761619829510157e-19,4.092737493091698e-18
PCSK1N,8.960931,1.4938993,3.2194810954708096e-19,4.145598588911165e-18
ORC4,8.96035,1.224979,3.236484607588323e-19,4.164522923791304e-18
GPC3,8.960184,1.3885478,3.2413590291712014e-19,4.167824398406531e-18
BCL2L2,8.957861,0.8445482,3.3103673606823096e-19,4.253527541807668e-18
HPRT1,8.95728,1.1586685,3.3278450190792633e-19,4.272943536944377e-18
NCEH1,8.949149,1.2561524,3.582321066955469e-19,4.596420911282664e-18
CERS4,8.946328,1.1741934,3.6750259308708023e-19,4.7086758786380835e-18
SMC1A,8.941101,0.9977131,3.853110203423537e-19,4.933347411518093e-18
PLA2G12A,8.936538,0.9919529,4.015533108646389e-19,5.137662594641621e-18
FGF12,8.930564,1.6489161,4.238420413095866e-19,5.4189945975651325e-18
TMCO1,8.930066,0.9612672,4.2575367919379277e-19,5.43958327705983e-18
CDH3,8.925171,1.1990871,4.450110395581019e-19,5.681601341684875e-18
DIPK2A,8.923263,1.0718392,4.527490716617776e-19,5.776310240784503e-18
UXS1,8.922101,1.032389,4.575241005209758e-19,5.8331091714019615e-18
GLRX3,8.921354,1.0579871,4.606199980062475e-19,5.8684353027570826e-18
MROH2A,8.920027,1.8902417,4.661749975805698e-19,5.93501920403528e-18
PLEKHA5,8.918699,1.0353966,4.717961677963301e-19,6.002351104458878e-18
TTLL12,8.918201,1.3477371,4.739213247894738e-19,6.0251420256509655e-18
KIF2C,8.917787,1.7981002,4.756995104870008e-19,6.04349279579298e-18
TAGLN2,8.917455,0.7180261,4.771268031661493e-19,6.0573629940636385e-18
COLGALT2,8.915132,1.5855494,4.872369980147655e-19,6.181370010653943e-18
USP10,8.90783,1.1070777,5.204097592904471e-19,6.592952550505574e-18
CNKSR3,8.907664,1.299672,5.211890514807359e-19,6.598194913311168e-18
FAM98B,8.907332,1.1175572,5.227510958060272e-19,6.613332538602809e-18
MAPK1,8.906586,0.79106754,5.2628262444963e-19,6.653347492429392e-18
SF3A2,8.903018,1.0814595,5.434834609769896e-19,6.865995046198455e-18
MALSU1,8.9016075,0.98114896,5.504359384441176e-19,6.948965032679479e-18
CLDN7,8.895053,1.0346501,5.839147290417555e-19,7.366465830461783e-18
RACK1,8.892896,0.58044237,5.953669879713148e-19,7.505698487322728e-18
EXO1,8.891651,1.7735968,6.02074692157314e-19,7.584964701685967e-18
LAMTOR4,8.889079,0.6469476,6.161747320043556e-19,7.757184405072965e-18
FAXC,8.886341,1.7256987,6.315429497600507e-19,7.945118377713028e-18
SRRT,8.884599,0.70766956,6.415192233363031e-19,8.05939216345879e-18
WWC1,8.881612,1.1868787,6.589848268242729e-19,8.273054992113072e-18
NAPRT,8.87904,0.8816232,6.744004408883933e-19,8.454827193998724e-18
TMTC3,8.874891,1.1260825,7.000181998630367e-19,8.769901847416655e-18
TBL1X,8.873979,1.4834518,7.057818197193297e-19,8.835977247845395e-18
EFNB1,8.873564,1.2163894,7.084171183319752e-19,8.862823449235723e-18
CYB5A,8.866428,0.8418151,7.552957841209987e-19,9.436231689090928e-18
CHCHD6,8.866428,1.1751772,7.552957841209987e-19,9.436231689090928e-18
CKAP2,8.86452,1.4990286,7.683440510476994e-19,9.592610756268407e-18
CABYR,8.862197,2.1903682,7.845297172834898e-19,9.78791636912152e-18
FOXA1,8.860455,1.4627944,7.968895437467971e-19,9.935253406948154e-18
CEP78,8.859625,1.2179554,8.028425815135284e-19,1.0002565303011545e-17
ABHD17C,8.855891,1.2100837,8.301794133074971e-19,1.033601996444155e-17
SUZ12,8.855642,0.9913625,8.320342121583624e-19,1.0351973557611934e-17
DCXR,8.855476,1.14493,8.332730180459672e-19,1.0360246415140389e-17
C8orf33,8.852738,1.1577203,8.539783115612497e-19,1.0610371960506016e-17
TMEM238,8.850913,1.0980505,8.68063312278626e-19,1.0777955279619007e-17
NUP205,8.84942,1.0629563,8.797578696886969e-19,1.0915648674563604e-17
SF3B4,8.847594,0.97127455,8.942627097693992e-19,1.1073425649187526e-17
SOSTDC1,8.847511,1.7534268,8.94927603288351e-19,1.1073425649187526e-17
NPM3,8.847511,1.2685314,8.94927603288351e-19,1.1073425649187526e-17
STK26,8.847096,1.3142983,8.982594019139283e-19,1.1099436675395034e-17
ABCC3,8.847096,0.9507519,8.982594019139283e-19,1.1099436675395034e-17
PLK1,8.846765,1.35657,9.00933659331446e-19,1.1124866861771953e-17
INTS2,8.846516,1.2342798,9.029445114602737e-19,1.1142076052899741e-17
APH1A,8.840127,0.91410196,9.561008599309282e-19,1.1789951382741154e-17
ZNF518B,8.829756,1.3007666,1.0490480594191048e-18,1.2918461539354091e-17
RNF43,8.826686,1.4483556,1.0782336156933065e-18,1.3268814903961325e-17
SGPP2,8.823367,1.5573486,1.110688009896753e-18,1.3658890083560001e-17
CALML4,8.819385,1.107477,1.1509087823045108e-18,1.4134255950301588e-17
PDCL3,8.816978,1.0860195,1.17590237726732e-18,1.4421579902722096e-17
TECR,8.811751,1.0182798,1.2320607431801075e-18,1.510006286261404e-17
PTBP1,8.811668,1.0435839,1.232973170020181e-18,1.510099364882926e-17
ZNF24,8.8113365,0.8380811,1.2366295554328432e-18,1.5125252956794794e-17
RNPS1,8.807105,1.1483485,1.28419780575813e-18,1.5696427208768803e-17
SLC2A12,8.804284,1.5186316,1.3169092745752185e-18,1.608536071306253e-17
ASF1B,8.802293,1.3124459,1.3404938065532974e-18,1.6362362873364895e-17
PIGN,8.792336,1.1172651,1.4648193505086814e-18,1.784371372114253e-17
PDIA6,8.79134,0.86730546,1.4778612254336535e-18,1.7990444169085466e-17
FGFR3,8.787855,1.1909032,1.5244172594587624e-18,1.854467977426485e-17
PSAT1,8.784039,1.3736504,1.5770699543752399e-18,1.9172285445344248e-17
TBCCD1,8.782296,1.103357,1.6017002816446991e-18,1.945861048757184e-17
H2AFZ,8.77989,1.3100778,1.6363391690462116e-18,1.9866059864688138e-17
CLSTN1,8.776654,0.81853175,1.684091358957575e-18,2.0432057327460416e-17
ACOT7,8.7649555,1.0885518,1.868498323710607e-18,2.2638926334193012e-17
SMIM15,8.764043,0.9717117,1.8836959089489816e-18,2.2807754690983208e-17
EIF3H,8.758567,1.175238,1.9774785517228618e-18,2.3927225398292776e-17
SIMC1,8.754584,1.3899411,2.048565589598293e-18,2.4770766636984586e-17
ZC3HAV1L,8.751514,1.5860136,2.1050787224639643e-18,2.543707240739086e-17
FSTL4,8.746619,2.52639,2.1983945705325518e-18,2.654690112496599e-17
DEPDC1B,8.739816,1.6765149,2.3349050541512802e-18,2.8157675980356086e-17
SLC20A2,8.735916,1.2444344,2.4168877021589372e-18,2.912688497134532e-17
IDH3B,8.731602,0.91784245,2.510906290307458e-18,3.023975400861944e-17
COL4A5,8.729196,1.172206,2.5648988725433505e-18,3.086941289735007e-17
MAPK8IP2,8.723305,1.8812135,2.7019742129003514e-18,3.2497495313451063e-17
AFDN,8.721977,0.83623385,2.733849297305617e-18,3.285897560869395e-17
PPIA,8.721728,0.9267477,2.7398670742225385e-18,3.2909394737817357e-17
EFTUD2,8.717248,0.9853526,2.850450865856142e-18,3.421488662320541e-17
SKP2,8.716999,1.2074968,2.8567219855648778e-18,3.426737674777591e-17
BCL7A,8.715672,1.1394265,2.890398723395002e-18,3.464831882699201e-17
TRIP13,8.715506,1.4543428,2.8946357800371372e-18,3.465309001128013e-17
ABCA12,8.711855,1.528008,2.9894181147650254e-18,3.574037432175696e-17
DENND4A,8.71144,0.9623861,3.0003808417763604e-18,3.584770042130287e-17
AFF2,8.709532,1.6105787,3.0513227943451684e-18,3.643222910470458e-17
HOXB7,8.702728,1.2949973,3.2399886485086282e-18,3.865929614773712e-17
ATP2B1,8.701235,1.0516177,3.2829199621176913e-18,3.9119837674000455e-17
EIF6,8.698746,0.89869815,3.3557235727430295e-18,3.996100109414902e-17
WDR33,8.697335,0.6605312,3.397684115850288e-18,4.043400879594281e-17
TRMT6,8.695261,1.6816629,3.460333452496213e-18,4.1152437297703646e-17
COBLL1,8.694514,1.0853477,3.483165274264632e-18,4.13966969692557e-17
IARS,8.6938505,1.101114,3.5035850460318966e-18,4.161198739211436e-17
GNA13,8.692357,0.80803925,3.549962640680269e-18,4.2135092407758644e-17
DONSON,8.691527,1.2292762,3.575989318415628e-18,4.2416120345175645e-17
RALGPS1,8.689951,1.2365901,3.625960066586734e-18,4.298060215501661e-17
CLDND1,8.675265,0.8911058,4.125876578398312e-18,4.8874310938205205e-17
FLVCR1,8.675182,1.1437529,4.128885889083461e-18,4.887788652827785e-17
BRD2,8.674021,0.6108751,4.171244456936768e-18,4.934696997449506e-17
ALYREF,8.673191,1.276389,4.201762946623151e-18,4.967545938139342e-17
CHCHD3,8.671864,1.3034997,4.251051631071211e-18,5.0225284748513464e-17
FERMT1,8.670453,1.3700203,4.304046317664497e-18,5.08181479220387e-17
MROH1,8.666471,0.74229294,4.4572243022142386e-18,5.259233354762984e-17
USP1,8.664894,1.0712051,4.519333077194071e-18,5.3290346206782864e-17
CETN2,8.660912,1.1383181,4.680070633188874e-18,5.514968351237516e-17
PTRH2,8.658754,1.6205319,4.769479812160009e-18,5.61666138610076e-17
NGDN,8.657344,1.2156197,4.828849170705201e-18,5.679167040960326e-17
ATIC,8.656597,0.9632459,4.8605747459589465e-18,5.712757544843546e-17
IRAK1,8.654523,0.95407295,4.949784957254027e-18,5.81004342219161e-17
LARS,8.648715,0.9278345,5.208262789046887e-18,6.109471613428425e-17
RGMA,8.648134,1.3211827,5.2348320050607606e-18,6.136650791387136e-17
MED30,8.647968,1.2608532,5.2424477536267904e-18,6.141590479962651e-17
RBM12B,8.646724,1.0716261,5.299915550119561e-18,6.204888159942182e-17
TCEA3,8.64523,1.059406,5.369698220873869e-18,6.282512118045103e-17
RUVBL1,8.641165,1.1351906,5.564290356258833e-18,6.505967215125695e-17
CHMP4C,8.640999,1.5545495,5.5723790435109105e-18,6.511207694013104e-17
HSPA5,8.639505,1.1217612,5.645701501978849e-18,6.592616378733775e-17
CTNNA1,8.637265,0.7251857,5.7574743551989784e-18,6.718790209076094e-17
KIAA1324,8.634942,1.3002865,5.875694072967039e-18,6.843477748340255e-17
HSPA4,8.630047,1.0666574,6.132699599123246e-18,7.13820927549787e-17
TCOF1,8.625981,1.1143322,6.354554696327324e-18,7.391673707010129e-17
BUB1,8.6255665,1.5159174,6.377633576192138e-18,7.413742366451814e-17
MDM2,8.622663,0.84140354,6.541518672921479e-18,7.599358854713737e-17
VMA21,8.620256,1.0001459,6.6804526847062575e-18,7.755769280836146e-17
LRRC14,8.618182,1.0220909,6.802558222954938e-18,7.89245395880498e-17
KNSTRN,8.616357,1.3778867,6.911831646813972e-18,8.014084567754184e-17
ANKEF1,8.612291,1.4144166,7.161478814280563e-18,8.298214187047946e-17
LIG1,8.612208,0.9432147,7.166665236078526e-18,8.298897210194074e-17
GALNT1,8.606981,0.8463987,7.500993830921637e-18,8.680477027540277e-17
PAK1,8.599597,1.1675519,7.99968073559256e-18,9.251648707216689e-17
EXT1,8.599348,0.80127317,8.017048517775062e-18,9.265798776657695e-17
VDAC1,8.597855,1.2001495,8.12203948355927e-18,9.381137478995234e-17
NUP155,8.59744,1.2402658,8.151443702137394e-18,9.409080124979948e-17
C1orf21,8.597025,0.8712658,8.180952982511433e-18,9.43710825516159e-17
NEO1,8.590636,1.1992407,8.64893773771544e-18,9.964216527056595e-17
PPP1R16A,8.589475,1.1033027,8.736820491941562e-18,1.0059044664605932e-16
KDM1B,8.589309,1.0419611,8.749446905677599e-18,1.006716156712541e-16
DDX39A,8.589143,0.86459094,8.762091328807005e-18,1.0075288838149864e-16
SMPD4,8.585907,0.97397345,9.012293737242046e-18,1.0356393306074515e-16
TIPRL,8.583666,1.0263145,9.189628258844286e-18,1.0553457948913225e-16
LPAR1,8.578522,1.1058366,9.609979207694357e-18,1.1022169926080447e-16
EPHA4,8.578024,1.5181649,9.651651599115158e-18,1.1062937544052441e-16
RDH10,8.575867,1.1269823,9.834302407197309e-18,1.1265143487127728e-16
ZNF462,8.574373,1.1208286,9.962747080444612e-18,1.1405039508133583e-16
MAP1A,8.573295,1.2358971,1.0056540970077705e-17,1.1505116231483702e-16
EXOSC9,8.570225,0.95963776,1.0328289018828444e-17,1.180852448745471e-16
AKR1C8P,8.563338,1.4464546,1.0964526689358838e-17,1.2528012678670577e-16
EIF3J,8.555373,1.0696627,1.1748767048542025e-17,1.3407110716013222e-16
GCFC2,8.554792,1.3554717,1.1808069588997765e-17,1.346627165446473e-16
MELK,8.553382,1.9092554,1.1953322669125065e-17,1.3623316549603206e-16
VARS2,8.552718,1.0750388,1.2022285816505002e-17,1.3693269769423646e-16
H2AFY,8.551888,1.0452337,1.2109042122362901e-17,1.3783388236760242e-16
CSNK1A1,8.550727,0.9010863,1.2231539773233464e-17,1.39140508838175e-16
CDC20,8.550395,2.1293058,1.2266763165114756e-17,1.394533220527813e-16
SNRPC,8.541268,0.96724945,1.3275619863680885e-17,1.5073255685473647e-16
SLC4A3,8.539941,1.512148,1.3429026631893243e-17,1.5237851526434235e-16
NEDD8,8.539775,0.8838667,1.3448325057508303e-17,1.525016408688426e-16
ELK4,8.539277,0.8659648,1.3506384689591673e-17,1.5296785621154233e-16
HOXD8,8.539277,1.8720077,1.3506384689591673e-17,1.5296785621154233e-16
SRP68,8.538364,0.92613333,1.3613470490572205e-17,1.540840017343574e-16
ZNF706,8.535792,1.0984347,1.391978608276452e-17,1.5735372457867743e-16
FOXK1,8.534963,0.988734,1.4020040908689635e-17,1.583878589014856e-16
PROSER2,8.527993,1.370087,1.4890801455975305e-17,1.6811984908362864e-16
CENPV,8.527412,1.7902138,1.4965728618194527e-17,1.6886018671516612e-16
HEBP2,8.525587,1.1463733,1.5203644312399856e-17,1.7143747081308844e-16
BRD4,8.525421,0.6162686,1.5225457180466046e-17,1.7157626621657523e-16
PPP1R13B,8.524923,1.0040965,1.5291081241412624e-17,1.7220829048735004e-16
AP3D1,8.52426,0.729623,1.5379014335291535e-17,1.7309061458542274e-16
ABI2,8.523679,0.9186538,1.5456364985038243e-17,1.7385280814635226e-16
