names,scores,logfoldchanges,pvals,pvals_adj
CLIC3,-0.43169317,-0.21644793,0.6659644394964596,0.8375822785446276
OR14J1,-0.43177614,-0.79597366,0.6659041299190315,0.8375647779159949
NOD1,-0.4318591,-0.36134133,0.6658438225021243,0.8375647779159949
OR13C8,-0.432108,-1.308108,0.6656629132179053,0.8374947781951944
PANO1,-0.432108,-0.92595047,0.6656629132179053,0.8374947781951944
PPP5D1,-0.43235692,-1.3781438,0.6654820233905311,0.8374947781951944
CLPSL2,-0.43343553,-0.94959855,0.6646983925288128,0.8366894491927664
WSCD1,-0.43443117,-1.4932107,0.6639753660374015,0.8360300439870081
GPR152,-0.43492898,-1.194535,0.6636139700059727,0.8356740374245135
OSBPL8,-0.43501195,-0.15507779,0.6635537449387466,0.8356740374245135
KRTAP4-12,-0.4351779,-1.5672786,0.6634333013256164,0.835621390415918
OR52B6,-0.4351779,-0.9131735,0.6634333013256164,0.835621390415918
ITSN2,-0.43526086,-0.21199775,0.6633730827803845,0.835621390415918
MMP7,-0.43609056,-0.3241614,0.6627710169903445,0.8350785294337443
ZNF613,-0.43650544,-0.5368259,0.6624700657503926,0.8348741428964633
FAM241A,-0.43675435,-0.4595913,0.6622895211602028,0.834763158940525
ADAM29,-0.43791592,-1.1705558,0.66144723939018,0.8339926674613019
ACOX2,-0.43791592,-0.40016147,0.66144723939018,0.8339926674613019
KCNC1,-0.4379989,-0.5882436,0.6613870927862309,0.8339926674613019
ZNF724,-0.43857968,-0.8140322,0.6609661277779086,0.8336771819167599
KCNK4,-0.43940938,-1.3069042,0.6603649352094906,0.8330935133009737
OR2T33,-0.44023907,-1.4928619,0.6597639617827961,0.8325098764286586
AMELX,-0.44057095,-1.1351664,0.6595236338465595,0.832264795318883
SLA2,-0.4409858,-0.52835506,0.6592232733407408,0.8319439184635018
ZNF441,-0.44173253,-0.6086502,0.658682762916729,0.831552441883616
GDI2,-0.4420644,-0.31077698,0.6584425932666891,0.8313655151939809
SIGLEC14,-0.44223034,-0.7112221,0.6583225216528215,0.8312720489192409
AVPR1A,-0.44289413,-0.72796154,0.6578423233337574,0.8309563016473777
OXER1,-0.44306007,-0.6594273,0.6577222958013841,0.8309209661373259
ELANE,-0.443226,-1.0613228,0.6576022770932819,0.8308856318844497
BTN3A2,-0.4438068,-0.052226927,0.6571822811443981,0.8305293469723359
TLR9,-0.4440557,-1.138303,0.6570023160097708,0.8303600399695037
NAV1,-0.44430462,-0.22153743,0.6568223707655845,0.8301907343997127
GABRA6,-0.44471946,-1.0987877,0.6565225062505591,0.8299279325916492
CRLF1,-0.44471946,-0.31746706,0.6565225062505591,0.8299279325916492
OLFM4,-0.44530025,-1.1290382,0.6561027888721813,0.8296297294606353
DAZL,-0.44588104,-0.87625647,0.6556831800296254,0.8291572183437117
XPNPEP2,-0.44621292,-1.5906425,0.6554434523221936,0.8289121292310024
TFAP2E,-0.4473745,-0.927738,0.6546046850352808,0.8281769253443532
FOXQ1,-0.4473745,-0.69593525,0.6546046850352808,0.8281769253443532
ATP8B2,-0.44853607,-0.1432875,0.653766353510211,0.8275448029673145
MRGPRX4,-0.4490339,-0.9261344,0.6534072021914985,0.8274382871186253
MDFIC2,-0.4490339,-1.0595189,0.6534072021914985,0.8274382871186253
RASSF3,-0.44919983,-0.426056,0.6532875029206546,0.8274382871186253
ATP2B2,-0.44919983,-1.2525625,0.6532875029206546,0.8274382871186253
BATF2,-0.45077628,-0.6273965,0.652150805208061,0.826618798487782
IL21,-0.45301646,-0.9147336,0.6505368875029731,0.8252506802115925
OR51A4,-0.45434397,-0.6032962,0.6495812639002263,0.8246758479037121
DMRT3,-0.45492476,-0.852724,0.649163359686785,0.824377189956776
CCDC42,-0.45500773,-1.5177151,0.6491036680946948,0.8243593753157598
VWCE,-0.45583746,-0.8059829,0.6485068761664808,0.8237753050544243
ABHD14A,-0.45782873,-0.74720025,0.6470754968878405,0.8228834844545072
ATP1B2,-0.4584925,-1.2103044,0.6465986600945487,0.8225088508093917
PHYHIP,-0.4584925,-0.95494866,0.6465986600945487,0.8225088508093917
SMIM41,-0.45857546,-0.3827891,0.6465390656938543,0.8225088508093917
PROM1,-0.45890734,0.2590265,0.6463007107683789,0.8224195905759881
TRAT1,-0.45948812,-0.5947308,0.6458836770062776,0.8221207093699732
PRDM13,-0.45973703,-1.2961204,0.6457049823091292,0.8220671400300924
SLC16A4,-0.45998594,-1.0126092,0.6455263080594188,0.8219555959512405
KLF4,-0.4600689,-0.2800079,0.645466754521566,0.8219555959512405
C1orf127,-0.46031782,-0.65103054,0.6452881075486843,0.8218261873422502
SGSM2,-0.46056673,-0.091128476,0.6451094810436027,0.8217146307260396
HAGHL,-0.46056673,-0.33243242,0.6451094810436027,0.8217146307260396
NAGPA,-0.46081564,-0.5531191,0.644930875015042,0.8216030687069757
OR10A3,-0.46081564,-0.9514958,0.644930875015042,0.8216030687069757
NOVA2,-0.46098158,-0.69931215,0.6448118157094849,0.821567344837556
ALX4,-0.46421742,-0.9412904,0.6424919827170474,0.8194212478976233
RIPK1,-0.46446633,-0.22871718,0.6423136780104505,0.819309604262182
CSF2,-0.4645493,-0.8395789,0.64225424768842,0.8192916855228269
OR5AN1,-0.46546197,-0.7868274,0.641600665397495,0.8186314801343543
CCDC54,-0.4656279,-0.9948305,0.6414818620650828,0.8185377477990486
DUSP8,-0.4659598,-0.74603677,0.6412442829402525,0.8182924323121777
GRID2IP,-0.46612573,-5.612805,0.6411255071529569,0.8182565415788144
RBMXL2,-0.46637464,-0.8243764,0.6409473606981136,0.8181448563022728
ARSB,-0.46654058,-0.5510174,0.6408286078826841,0.818051114277054
PLPPR5,-0.46662354,-1.1906979,0.6407692349222687,0.8180331658335137
RBL2,-0.46662354,-0.084007844,0.6407692349222687,0.8180331658335137
TRADD,-0.46695542,-0.40619218,0.6405317660700627,0.8179035205023936
SLC16A12,-0.4672873,-0.82952935,0.6402943340163263,0.8178895925845
OMP,-0.46894673,-1.249769,0.6391077264398883,0.8169519072023865
DNAJC15,-0.46919563,-0.26334417,0.638929814851964,0.8168401634107008
DDX24,-0.4698594,-0.06176078,0.6384554855488815,0.8162915637828583
GCNA,-0.4706891,-0.82237285,0.6378627819346243,0.8155915293056004
FERD3L,-0.47110394,-0.9663599,0.6375665168916158,0.8153282092118963
NXPE4,-0.47126988,-1.328356,0.6374480270829774,0.8152921879510444
OR51G2,-0.47126988,-1.054249,0.6374480270829774,0.8152921879510444
CHST8,-0.47160175,-0.7814564,0.6372110752657727,0.81510462281393
ART3,-0.47160175,-1.1501595,0.6372110752657727,0.81510462281393
WBP2NL,-0.4725974,-1.0172863,0.6365004423973617,0.8146573900460525
AKAP9,-0.4730952,0.009113338,0.6361452512916546,0.8143759907508326
NAA80,-0.47409084,-0.6160004,0.6354351200789587,0.8137554247560078
CH25H,-0.47409084,-0.6583589,0.6354351200789587,0.8137554247560078
FLRT1,-0.47525245,-1.1887313,0.634607057256774,0.8130987370231754
CELA2A,-0.47558433,-2.0451837,0.6343705517801467,0.8129110996086732
REEP2,-0.4762481,-0.7168382,0.6338976528261587,0.8124204406127107
TMIE,-0.47641402,-1.8240725,0.6337794514355324,0.8123842968450488
MEOX1,-0.47906905,-0.965276,0.6318895017031626,0.8107100543136375
SGSH,-0.4794839,-0.10769432,0.6315944138095462,0.8106195046568845
FAIM2,-0.4803136,-0.5403993,0.6310044141352423,0.8102078725735085
FOXO3,-0.4803136,-0.08471792,0.6310044141352423,0.8102078725735085
DNAJC5G,-0.4808944,-1.0397875,0.6305915542158822,0.809965800658792
RGS4,-0.4808944,-0.9149708,0.6305915542158822,0.809965800658792
SEMA5B,-0.4808944,-0.98562485,0.6305915542158822,0.809965800658792
ERMN,-0.4811433,-0.839103,0.6304146495386452,0.809965800658792
SLFN14,-0.48122627,-1.0776345,0.6303556860202817,0.809965800658792
RAB44,-0.48155814,-0.92889905,0.6301198554920573,0.8098785242202841
CAMK1G,-0.48247084,-0.85816556,0.6294715159247285,0.8094453390026569
RHOBTB1,-0.48263678,-0.33505765,0.6293536666567521,0.8094123918326099
NMT2,-0.48271975,-0.6169208,0.6292947455618686,0.80939427483816
SEC16B,-0.48321757,-0.5633692,0.6289412685596317,0.8091702338445718
MYOZ3,-0.4837154,-0.9392464,0.6285878765780053,0.808830857866196
CCR9,-0.48437914,-1.4028074,0.6281168196394349,0.808455222084038
TBCK,-0.484794,-0.38012066,0.6278224859387443,0.8083068990623414
FJX1,-0.4850429,-0.91842836,0.6276459141268246,0.8081948422062457
TSKS,-0.48554072,-1.6397486,0.6272928344611441,0.8077978130057091
OR4P4,-0.4856237,-1.0043843,0.6272339961446831,0.8077978130057091
STARD3NL,-0.48595557,-0.2550254,0.626998666588721,0.807591818487884
DMBT1,-0.48603854,-0.23978867,0.6269398401287483,0.8075736663463641
SEC14L6,-0.48628744,-0.43170553,0.6267633749834205,0.8074039680730477
OR5BS1P,-0.48653635,-1.0153121,0.6265869311964729,0.8073495017407698
RFX5,-0.4881128,-0.16229188,0.6254699504062007,0.8064282970063662
C1QTNF4,-0.4895233,-1.2172487,0.6244712747408017,0.8054858475918615
UBE2G2,-0.48985517,-0.033633795,0.624236392352708,0.8052979556340887
CYTH3,-0.48985517,-0.6490874,0.624236392352708,0.8052979556340887
ARMCX4,-0.49010408,-0.7745379,0.6240602556178174,0.8052979556340887
MGAM,-0.49043596,-1.0816271,0.6238254400619693,0.8052979556340887
C4B,-0.49051893,-0.62148213,0.6237667421436264,0.8052979556340887
LRRC17,-0.4908508,-0.40784946,0.6235319743619381,0.8051371670950624
PRPH2,-0.49093378,-1.2392274,0.6234732883909705,0.8051371670950624
ARHGAP17,-0.49118268,-0.23097238,0.6232972448216652,0.8050068078956589
DDIT4L,-0.4916805,-1.248299,0.622945222256827,0.8046672937466012
KRTAP19-2,-0.49184644,-1.6746233,0.6228279005438372,0.8046308922654853
NTNG1,-0.49184644,-0.69564396,0.6228279005438372,0.8046308922654853
NCKAP5L,-0.4919294,-0.4606602,0.622769243277837,0.8046308922654853
TAC3,-0.49234426,-0.84616613,0.6224759928650266,0.8044641061774161
SMCR8,-0.49242723,-0.38553208,0.6224173499680445,0.8044641061774161
MUC17,-0.4927591,-1.2612145,0.6221828023422427,0.8043155124013253
ZCCHC13,-0.49483338,-1.0285041,0.6207177494153076,0.8029965983657863
ZC3H12B,-0.49516526,-1.1613485,0.6204834802991127,0.8028085909725422
SLN,-0.49549714,-1.0438327,0.6202492496784955,0.802735658788865
RAP2B,-0.49657574,0.036028024,0.6194882662567966,0.8021533259743187
NEUROD4,-0.4966587,-1.1434555,0.6194297459399902,0.8021350838142632
SPATA22,-0.49732247,-1.430794,0.6189616702429948,0.8017589892298762
AFP,-0.49765435,-0.911354,0.6187276903176728,0.8015709360104016
C3orf38,-0.4983181,-0.4623687,0.6182598464103473,0.801424930512386
FGF10,-0.4983181,-1.2069669,0.6182598464103473,0.801424930512386
OLAH,-0.49947968,-1.8586828,0.6174414919612505,0.8006515769556426
F10,-0.49964562,-0.98250705,0.6173246229112413,0.8005575330376151
JMJD1C,-0.5005583,-0.07496445,0.6166820163981548,0.8000298093927116
LRRC55,-0.5008902,-1.1147311,0.6164484140510785,0.7999384142369265
CDC25B,-0.50105613,-0.067093335,0.6163316274375041,0.7998443584306852
MROH7,-0.50105613,-0.6517028,0.6163316274375041,0.7998443584306852
KRTAP12-4,-0.501471,-1.1012356,0.6160397033894485,0.7996954602207316
ACTRT1,-0.501471,-1.1139383,0.6160397033894485,0.7996954602207316
RYR2,-0.501471,-0.45514512,0.6160397033894485,0.7996954602207316
AMER2,-0.5023007,-0.6963374,0.6154560375035396,0.7992826303900007
PSD2,-0.50263256,-0.8873117,0.6152226392276245,0.7991702730318342
PRKAB1,-0.5030474,-0.117013045,0.6149309461314233,0.7990030495545261
KIFC3,-0.5044579,-0.44367835,0.6139396451128589,0.7982320787340613
MS4A10,-0.50462383,-1.3292502,0.6138230677907677,0.7982320787340613
ANKS1B,-0.50462383,-0.9605298,0.6138230677907677,0.7982320787340613
CLDN17,-0.5049557,-1.4835593,0.6135899424333714,0.7982320787340613
SMARCC2,-0.5052876,-0.0759797,0.6133568561409675,0.7982216929002945
BORCS6,-0.50620025,-0.5652017,0.6127160704217999,0.7976177689158317
KIRREL2,-0.50844043,-1.7308614,0.611144488380841,0.7960311290576713
MYF6,-0.50893825,-1.148111,0.6107954906746573,0.7956913691116747
CREB3L1,-0.5091042,-0.29347128,0.6106791777496067,0.7956546763794492
NR5A2,-0.50927013,-1.0088873,0.6105628746503501,0.7955605612459596
FMN1,-0.50951904,-0.19475181,0.6103884384300182,0.7953906798741965
PTTG2,-0.5105147,-0.83713263,0.6096909148424376,0.7947295651926941
HIST1H2BA,-0.51059765,-2.007625,0.6096328038693963,0.7947295651926941
BCL6B,-0.5109296,-0.77236664,0.6094003845979816,0.7945619776937283
SMARCD3,-0.51101255,-0.3760803,0.6093422859367937,0.7945619776937283
C3orf84,-0.51126146,-1.024218,0.6091680047339566,0.7945619776937283
FAM168A,-0.5114274,-0.33570606,0.6090518295856249,0.7945091899349148
HSD3B7,-0.5120082,-0.5898918,0.6086452942210947,0.7941510188330025
BMERB1,-0.51267195,-0.50938165,0.6081808303898133,0.7936597174372777
CLCNKA,-0.5139165,-1.167155,0.6073103867544152,0.7926957134030408
PDE7A,-0.5141654,-0.49019688,0.6071363647820118,0.7925831797967792
OR52E5,-0.51458025,-1.1913561,0.6068463776543167,0.7923192055972647
HCN4,-0.51458025,-1.2219443,0.6068463776543167,0.7923192055972647
HTR1E,-0.5147462,-1.0624982,0.6067304001326319,0.7923192055972647
AL391650.1,-0.51507807,-1.1398742,0.6064984748097062,0.7922087378438337
LEPROT,-0.515244,-0.5281693,0.6063825270131586,0.7921145991438895
ZBTB32,-0.515327,-0.98540276,0.6063245568321398,0.7920961881822578
FRAT1,-0.5154929,-0.8654155,0.6062086239060778,0.7920020471397033
SPATA9,-0.5154929,-1.469401,0.6062086239060778,0.7920020471397033
TLR4,-0.51590776,-0.28817478,0.6059188349811198,0.7917380376313083
RP1L1,-0.51756716,-1.4656911,0.604760299799743,0.7909684628185728
ARID3C,-0.517982,-1.1751906,0.6044708213166945,0.7907617200891511
ASCL1,-0.5182309,-1.0085976,0.6042971640795196,0.7907617200891511
RNF103,-0.5182309,-0.2073346,0.6042971640795196,0.7907617200891511
APOBEC3A,-0.51839685,-0.87461215,0.6041814050315346,0.7907617200891511
PLEKHA6,-0.51897764,-0.6024772,0.6037763267941291,0.7904832857795643
DIO1,-0.51972437,-0.60082173,0.6032556913130325,0.7900881453332976
IL11RA,-0.52196455,-0.48038968,0.6016949978140271,0.7885017273182805
WDR48,-0.5227113,-0.40054148,0.6011751716670879,0.787992113127564
ASGR2,-0.52304316,-1.5732204,0.6009442029274414,0.7878037684590153
TCP10L2,-0.523541,-1.458289,0.6005978249922057,0.7874640521885605
ERP27,-0.52378994,-0.5455613,0.6004246698698761,0.7873513884768558
MYBPC3,-0.52437073,-0.9443505,0.600020729051979,0.7870503684934519
SGCA,-0.52486855,-1.0626959,0.599674591960393,0.7867678349317568
FKBP7,-0.52536637,-0.8023669,0.5993285452992201,0.7865996530924624
NLRP14,-0.52569824,-1.8950863,0.5990978977948977,0.7864112810944005
OR6C76,-0.52652794,-1.1137803,0.5985214551124269,0.7859403425330699
GALT,-0.5266939,-0.28101924,0.5984061967791585,0.7858461533755837
FCHO2,-0.52702576,-0.35176995,0.5981757103342014,0.7856577736386567
PNMA1,-0.5274406,-0.48809105,0.5978876589671047,0.7853937209730876
SLC25A20,-0.5287681,-0.54967356,0.5969663182716967,0.7844873835261085
PLIN2,-0.52893406,-0.39478597,0.5968511961184342,0.7844873835261085
GRM3,-0.5296808,-1.3192086,0.5963332714985211,0.7840364540355984
NKX2-6,-0.5301786,-0.9046156,0.5959881021910745,0.7837538759364414
DGKB,-0.53192097,-1.1005259,0.5947807273501775,0.7823370834865394
DLEC1,-0.5331655,-0.1026258,0.5939190013806057,0.7815452825952384
OR8U1,-0.53631836,-1.1880931,0.5917385227104317,0.7793008134294882
ACTRT2,-0.5364843,-1.0529602,0.5916238625882824,0.7792635043999898
INSL5,-0.53748,-1.2508252,0.5909361162826883,0.7786985187774724
LHB,-0.5386416,-1.8917875,0.5901342106620122,0.7779257323900188
GHDC,-0.53922236,-0.4990867,0.5897334458946275,0.7775677694081004
IL17RB,-0.5398861,-1.3655603,0.5892755826843081,0.7770775817530909
STRIP2,-0.540218,-0.6055888,0.5890467125882833,0.7768325153302856
CLMN,-0.5405499,-0.22750431,0.5888178835221611,0.7766442062705907
C4orf50,-0.5413796,-1.3217057,0.5882459904797522,0.7761734297713029
NPFFR2,-0.5418774,-1.3590131,0.5879029779133995,0.7760044205798494
TLR10,-0.5418774,-0.7630881,0.5879029779133995,0.7760044205798494
GAS2,-0.5421263,-0.73286116,0.5877315063206277,0.7758915454191072
SLC38A3,-0.54303896,-1.3561555,0.5871029751535346,0.7753452824028354
RAB24,-0.5437857,-0.3916331,0.5865889540079736,0.7750633379715983
NAP1L5,-0.54494727,-0.5808663,0.5857897804207034,0.7744608499403118
SLIT2,-0.54527915,-0.577045,0.585561537963701,0.7742157935300055
ZMIZ2,-0.54527915,0.012371108,0.585561537963701,0.7742157935300055
HMGCLL1,-0.5454451,-0.67075336,0.5854474322218567,0.7741783250733356
CLLU1OS,-0.54577696,-0.9632078,0.5852192517225193,0.7739332760491276
C3orf80,-0.5461918,-0.68923956,0.5849340842167569,0.7738016233053648
THRSP,-0.5462748,-1.1902293,0.5848770584674818,0.7738016233053648
PLAAT5,-0.5462748,-1.0205824,0.5848770584674818,0.7738016233053648
CRYBA4,-0.54660666,-1.2436906,0.5846489813191542,0.7736891995128786
CERT1,-0.5470215,-0.049330786,0.5843639430641286,0.7735008306357117
TRIM61,-0.54743636,-0.39979064,0.584078969486068,0.7732749806491629
THSD7A,-0.54743636,-1.0080427,0.584078969486068,0.7732749806491629
CAMK2A,-0.5492617,-0.5790054,0.5828258549750488,0.7720689139906484
RAB42,-0.5495936,-0.46218714,0.5825981508008223,0.7718805530902133
RBPJ,-0.5496766,-0.27693436,0.5825412312455316,0.7718617869853638
EBF3,-0.5507552,-1.7705525,0.5818015133488861,0.7711080479030498
HELT,-0.5515019,-1.1158134,0.5812896582638345,0.7705427858607096
CCL24,-0.55224866,-0.81790227,0.5807780139292036,0.7700907444336329
SAMD4A,-0.55390805,-0.44586536,0.5796417820567008,0.7688665019448655
CRBN,-0.5550696,-0.40283966,0.5788470407338269,0.7680380439782285
PRF1,-0.5556504,-0.29536507,0.5784498621200707,0.767736756422117
SEMA5A,-0.5558993,-0.7025489,0.5782796819400107,0.7676237572105157
FGL1,-0.55606526,-1.1084079,0.5781662415673148,0.7675860537589891
MICALL2,-0.5576417,-0.015191842,0.5770890803759703,0.7664378112283817
KCNH5,-0.55772465,-1.0829401,0.5770324138843558,0.7664189352453116
NLRP7,-0.5578906,-1.7337435,0.5769190887678446,0.7664189352453116
AK5,-0.55805653,-0.99053943,0.5768057741420812,0.7663434383711358
KRBOX1,-0.55830544,-0.5204569,0.5766358218782891,0.7662304204599406
TNNI2,-0.5600478,-0.6758766,0.5754468176926513,0.7651010016059385
PRSS36,-0.5602967,-0.5124957,0.5752770545616313,0.7649879689158168
KRTAP12-1,-0.56071156,-2.3980982,0.5749941686226406,0.7648371445729835
HIGD1C,-0.5612094,-1.4378792,0.5746547923479538,0.7645547178316463
GBP7,-0.5617072,-1.2122722,0.5743155108754495,0.7643286338248795
SMIM2,-0.5630348,-1.0178803,0.573411224197109,0.7635754835457998
SMPDL3B,-0.5632007,-0.82221526,0.5732982358464835,0.7635376651963531
DIXDC1,-0.56394744,-0.39558607,0.5727899189684835,0.763161083579307
TDRD12,-0.56419635,-1.8907416,0.5726205275586411,0.763029110128148
AP5Z1,-0.5648601,-0.33770996,0.572168933442228,0.7625399199344856
PHETA1,-0.5653579,-0.6344071,0.5718303489409435,0.7623137859570857
SUCNR1,-0.5660217,-0.6664285,0.571379051162517,0.7617684078455741
KRTAP19-6,-0.56635356,-1.9623716,0.5711534658355992,0.7617115947675026
TMEM50A,-0.5685108,0.013596341,0.5696881953999113,0.7604126426288059
EP300,-0.56884265,-0.024141753,0.5694629284639496,0.7602243768068981
RAB39B,-0.56934047,-1.2588354,0.5691251077969841,0.7599419801079108
ZNF835,-0.5695064,-0.6675328,0.5690125221795763,0.7598478484287219
TEX38,-0.5700042,-1.2154628,0.5686748291714243,0.7595092617468168
PRKAR2B,-0.57017016,-0.4645339,0.5685622861237087,0.759471324557256
SIT1,-0.5716636,-0.6189321,0.5675498780894873,0.7586241632718431
ORAI2,-0.5725763,-0.4872807,0.5669316095181953,0.75815352913886
SYPL2,-0.57324004,-1.0920743,0.5664821625084355,0.7579265159538121
OR5M11,-0.57481647,-1.1300391,0.5654154113574734,0.7568357990091545
CP,-0.57581216,-0.06192677,0.5647421715006433,0.7561588980272279
KDM4E,-0.5759781,-1.5471371,0.5646300023598703,0.7560647850914358
GFRA2,-0.57639295,-0.7692545,0.5643496264140864,0.7558575417800654
SPOCD1,-0.5765589,-0.90642875,0.5642374948036475,0.7558195068405615
HPX,-0.5768078,-0.50839853,0.5640693175028695,0.7557624602107246
PRAMEF11,-0.57805234,-1.0221338,0.5632287932984941,0.75502854425022
PLD3,-0.5784672,0.05370948,0.5629487528472641,0.7548773553555417
IL18BP,-0.5792139,-0.29256338,0.5624448493886745,0.7544258017693544
PCDH9,-0.581786,-0.7497048,0.5607108509554302,0.7524913018360379
PERM1,-0.5820349,-1.2005441,0.5605431821337273,0.7523781462498275
KRT86,-0.58269864,-1.140536,0.5600961840414967,0.7518340702283546
P4HTM,-0.58344537,-0.1793068,0.5595935178076041,0.751438692128881
MBOAT4,-0.5849388,-1.0184141,0.5585888423808378,0.7504803431942596
FABP4,-0.5857685,-1.1308057,0.5580310683451211,0.7499542080573565
IL33,-0.5861004,-0.36515757,0.5578080346021028,0.749877760717236
B3GNT9,-0.587262,-0.66391397,0.5570277582186147,0.7491077263945658
STAG3,-0.58792573,-0.7251508,0.5565821248508847,0.7487315275657989
TCL1A,-0.58883846,-1.2578473,0.555969662894948,0.7480748546055375
GJA9,-0.59024894,-1.1732422,0.5550237781385002,0.7470248465469578
MYBL1,-0.59182537,-1.4251125,0.5539675443969989,0.7458812708083996
KLK1,-0.59265506,-1.1565381,0.5534120274211016,0.7454112759108519
OR8G1,-0.59265506,-1.3439153,0.5534120274211016,0.7454112759108519
PIWIL2,-0.59373367,-0.899362,0.552690263666632,0.7448109114715383
PTCH2,-0.59373367,-1.2330475,0.552690263666632,0.7448109114715383
CPXCR1,-0.59431446,-1.7132648,0.5523018130023251,0.7445825278269714
GDF10,-0.59456336,-0.7032748,0.55213537517978,0.7444137362300648
NFKBIA,-0.5966376,-0.13015276,0.5507493517831148,0.7431000035680546
KEL,-0.5967206,-1.1684015,0.5506939464780631,0.7430807844957377
WT1,-0.59680355,-0.7852404,0.5506385439160564,0.743061566251799
MRGPRG,-0.5977992,-2.0306323,0.549973927218839,0.7424058987622977
ANO2,-0.59821403,-0.81997234,0.5496971202856205,0.7422350121552959
GJD3,-0.5993756,-0.8392292,0.5489224263820447,0.7414107858353324
CD83,-0.5994586,-0.4640159,0.548867111726872,0.741391542686511
TIAM2,-0.5998734,-0.6510795,0.5485905797227248,0.7410734612192721
FBLIM1,-0.5998734,-0.3973138,0.5485905797227248,0.7410734612192721
USP17L2,-0.6020307,-0.59880847,0.5471537231813688,0.7396305626801386
ITIH3,-0.60269445,-1.7187651,0.5467119884561178,0.739421001468257
INSYN2A,-0.6046857,-0.7028186,0.545387844845035,0.7382384916388556
AC025287.4,-0.6075067,-1.2003393,0.543514703179268,0.7363102908971427
LTC4S,-0.6078386,-0.638316,0.5432945442552706,0.7360672726034071
CHRNA6,-0.6083364,-0.7167787,0.5429643891392155,0.7358961048896591
IFITM10,-0.60949796,-0.5654216,0.5421944160620493,0.7353493947237756
SHC2,-0.6119041,-0.5993391,0.5406012060710056,0.7335192463885655
LIME1,-0.612153,-0.5594853,0.5404365249290608,0.7333509158557077
SPESP1,-0.61306566,-0.8729923,0.5398329087889191,0.7326970530310771
CMTM7,-0.61339754,-0.3745235,0.5396134957078318,0.7325838505543787
SSTR3,-0.6134805,-1.2156527,0.5395586494154654,0.7325838505543787
ZNF251,-0.614974,-0.42287284,0.5385718937500806,0.7315905491249214
KCNE2,-0.61522293,-1.2552731,0.5384075225052305,0.731477348268131
NDUFAF3,-0.6158037,-0.2716345,0.5380240874913471,0.7312866173378475
EPB41L4A,-0.6185417,-0.44343382,0.5362183134353775,0.7295462515976238
APEH,-0.6191225,-0.3820654,0.5358356629976346,0.7291355411243159
SHISAL2A,-0.6194544,-1.107949,0.5356170673651389,0.7289479771687035
CBR4,-0.61953735,-0.34900627,0.5355624254775737,0.7289285635665439
CHRNA2,-0.6199522,-1.4912878,0.5352892581746889,0.7286666398603271
UBQLNL,-0.62260723,-1.1738077,0.533542652095994,0.7265081836090647
SOCS1,-0.62335396,-0.23604219,0.5330519385891083,0.7260590498980815
SGCZ,-0.6235199,-0.961486,0.5329429221494874,0.7259653341556398
ZNF385D,-0.6248474,-1.6923969,0.5320711968310556,0.7251609026416312
KCNE5,-0.62526226,-1.121095,0.5317989308543927,0.7249540208951409
ADGRG3,-0.62559414,-1.1522168,0.5315811689137505,0.7247666220376058
CD22,-0.631568,-0.4779551,0.5276691985596746,0.7206848268722807
PPP1R12C,-0.6318999,-0.0054679764,0.5274522980446883,0.7204976041616796
LRFN5,-0.63306147,-1.5540051,0.5266935045112826,0.7198423678508733
SYNE1,-0.6334763,-0.019973015,0.5264226419640405,0.7195811278395414
TAAR2,-0.6334763,-0.9157474,0.5264226419640405,0.7195811278395414
CASQ1,-0.634306,-1.0178645,0.5258811304156317,0.7190587023701733
CLEC4D,-0.6348868,-0.885357,0.5255022418422517,0.7187583886641541
PLCE1,-0.6360484,-0.6372806,0.52474488382414,0.7178856765441951
KRTAP20-2,-0.6365462,-2.091014,0.5244204730091935,0.7175506138574329
HAND2,-0.63754183,-1.2151233,0.523771959781579,0.7168806057571527
ETHE1,-0.6387864,-0.4745001,0.5229618969934708,0.7158804311816143
ZNF610,-0.6390353,-1.3804218,0.5227999616615662,0.7157673068312038
CTSO,-0.639865,-0.4713324,0.5222603632690945,0.7151370098677916
RAD21L1,-0.64152443,-1.0888275,0.5211820258874544,0.7138770192220194
SOGA3,-0.6419393,-0.57057726,0.5209126207439916,0.713778788788712
OR52R1,-0.64285195,-1.339899,0.520320181975221,0.7131835278413685
NAV3,-0.6440135,-0.882903,0.519566671601505,0.7124211698634338
SAMD14,-0.64525807,-0.8027855,0.5187599643535996,0.7115852622502494
TECPR1,-0.64534104,-0.24264015,0.5187062068870991,0.7115852622502494
C11orf95,-0.6463367,-0.622071,0.5180613418591014,0.7110051242650416
TRIM64B,-0.6468345,-1.0784421,0.5177390648903728,0.7107789611000684
SLC25A53,-0.64700043,-0.95782053,0.5176316622893565,0.7106855577846036
ITGAD,-0.6484939,-1.6788878,0.5166655579579176,0.7096829732796383
HNRNPCL2,-0.6501533,-1.7502288,0.5155932056168917,0.7086953053907222
PDE6C,-0.6506511,-1.6340483,0.5152717253154524,0.7084152354824357
NKX6-1,-0.6513978,-1.0756625,0.514789700089441,0.70802212827325
TPSG1,-0.6518127,-1.0734456,0.5145220095751557,0.7077617981454043
IGHA2,-0.6518127,-1.3160362,0.5145220095751557,0.7077617981454043
GPR176,-0.6518127,-0.6924724,0.5145220095751557,0.7077617981454043
SEC31B,-0.65239346,-0.5385489,0.5141473644510446,0.7074620709172795
FAM149A,-0.65264237,-0.6960961,0.5139868456979844,0.7072951082693583
