,CLDN4-high,Immune niche,CLDN4-high & immune,Other
CLDN4-high,8.864851602950479,-14.055458270734263,-4.951556297997022,-0.26351118717114097
Immune niche,-14.055458270734263,51.03482346471586,29.1241011488139,-36.534928471795034
CLDN4-high & immune,-4.951556297997022,29.1241011488139,8.608272833105186,-17.134774725661295
Other,-0.26351118717114097,-36.534928471795034,-17.134774725661295,21.260728601458652
