module	gene	compartment	n_cells	n_detected	pct_detected	total_umi
nhej	XRCC6	all_post	78651	27880	35.44773747314084	54944
nhej	XRCC6	a3_post	4683	3226	68.88746530002135	9198
nhej	XRCC6	epi_post	8718	6107	70.05047029135123	17304
nhej	XRCC6	myeloid_post	15676	9880	63.026282214850724	20883
nhej	XRCC6	tnk_post	31933	7455	23.34575517489744	10203
nhej	XRCC5	all_post	78651	41849	53.20847795959365	111668
nhej	XRCC5	a3_post	4683	3923	83.77108691010037	19054
nhej	XRCC5	epi_post	8718	7383	84.68685478320715	35252
nhej	XRCC5	myeloid_post	15676	12261	78.2151058943608	37811
nhej	XRCC5	tnk_post	31933	14037	43.9576613534588	24124
nhej	PRKDC	all_post	78651	23090	29.3575415442906	44246
nhej	PRKDC	a3_post	4683	3168	67.64894298526586	10042
nhej	PRKDC	epi_post	8718	5751	65.96696490020646	17813
nhej	PRKDC	myeloid_post	15676	6403	40.84587905077826	10882
nhej	PRKDC	tnk_post	31933	6302	19.735070303447845	8714
nhej	LIG4	all_post	78651	6676	8.488131110856823	8174
nhej	LIG4	a3_post	4683	576	12.299807815502882	674
nhej	LIG4	epi_post	8718	1265	14.510208763477863	1587
nhej	LIG4	myeloid_post	15676	2616	16.687930594539424	3266
nhej	LIG4	tnk_post	31933	1658	5.192121003350766	1945
nhej	XRCC4	all_post	78651	3856	4.902671294706996	4515
nhej	XRCC4	a3_post	4683	310	6.619688234038009	359
nhej	XRCC4	epi_post	8718	645	7.3984858912594635	772
nhej	XRCC4	myeloid_post	15676	2134	13.613166624138811	2549
nhej	XRCC4	tnk_post	31933	476	1.4906209876929821	513
nhej	DCLRE1C	all_post	78651	6137	7.802825138904782	7237
nhej	DCLRE1C	a3_post	4683	768	16.399743754003843	958
nhej	DCLRE1C	epi_post	8718	1409	16.161963753154392	1757
nhej	DCLRE1C	myeloid_post	15676	1955	12.47129369737178	2337
nhej	DCLRE1C	tnk_post	31933	1621	5.076253405567908	1812
nhej	PAXX	all_post	78651	11909	15.141574805151873	14929
nhej	PAXX	a3_post	4683	1167	24.91992312620115	1658
nhej	PAXX	epi_post	8718	2115	24.260151410874055	3073
nhej	PAXX	myeloid_post	15676	2608	16.636897167644808	3145
nhej	PAXX	tnk_post	31933	5408	16.93545861647825	6596
nhej	PNKP	all_post	78651	7647	9.722699012091391	9240
nhej	PNKP	a3_post	4683	1081	23.083493487080933	1415
nhej	PNKP	epi_post	8718	2125	24.37485661849048	2824
nhej	PNKP	myeloid_post	15676	2602	16.598622097473847	3103
nhej	PNKP	tnk_post	31933	1739	5.44577709579432	1962
nhej	APLF	all_post	78651	914	1.1620958411209013	1038
nhej	APLF	a3_post	4683	105	2.242152466367713	131
nhej	APLF	epi_post	8718	208	2.3858683184216565	250
nhej	APLF	myeloid_post	15676	348	2.219954069915795	384
nhej	APLF	tnk_post	31933	148	0.46347039113143146	167
nhej	POLL	all_post	78651	3098	3.938920039160341	3440
nhej	POLL	a3_post	4683	363	7.7514413837283795	405
nhej	POLL	epi_post	8718	716	8.212892865336086	811
nhej	POLL	myeloid_post	15676	1160	7.399846899719316	1298
nhej	POLL	tnk_post	31933	764	2.3925093163811733	825
nhej	POLM	all_post	78651	4709	5.987209317109763	5394
nhej	POLM	a3_post	4683	517	11.039931667734358	648
nhej	POLM	epi_post	8718	934	10.713466391374169	1159
nhej	POLM	myeloid_post	15676	1365	8.707578463893851	1556
nhej	POLM	tnk_post	31933	1270	3.9770770049791753	1394
sting	CGAS	all_post	78651	12391	15.754408716990248	17932
sting	CGAS	a3_post	4683	1209	25.816784112748238	1814
sting	CGAS	epi_post	8718	2001	22.9525120440468	3005
sting	CGAS	myeloid_post	15676	4661	29.73335034447563	7410
sting	CGAS	tnk_post	31933	3631	11.37068236620424	4831
sting	TMEM173	all_post	78651	19275	24.506999275279398	36207
sting	TMEM173	a3_post	4683	524	11.18940849882554	948
sting	TMEM173	epi_post	8718	2033	23.31956870841936	5627
sting	TMEM173	myeloid_post	15676	7204	45.95560091860168	15153
sting	TMEM173	tnk_post	31933	8102	25.371872357749037	12393
sting	TBK1	all_post	78651	10551	13.414959758935042	13041
sting	TBK1	a3_post	4683	1053	22.485586162716206	1359
sting	TBK1	epi_post	8718	2012	23.078687772424868	2605
sting	TBK1	myeloid_post	15676	3932	25.08292931870375	5100
sting	TBK1	tnk_post	31933	2836	8.881094792221214	3268
sting	IKBKE	all_post	78651	8911	11.329798731103228	11468
sting	IKBKE	a3_post	4683	760	16.22891308989964	1010
sting	IKBKE	epi_post	8718	1396	16.01284698325304	1897
sting	IKBKE	myeloid_post	15676	3556	22.6843582546568	4918
sting	IKBKE	tnk_post	31933	2746	8.599254689506154	3219
sting	IRF3	all_post	78651	21921	27.871228592134873	31235
sting	IRF3	a3_post	4683	2204	47.06384796070895	3697
sting	IRF3	epi_post	8718	4176	47.90089470061941	7275
sting	IRF3	myeloid_post	15676	5529	35.27047716254147	8001
sting	IRF3	tnk_post	31933	7888	24.70171922462656	10212
sting_no_irf3	CGAS	all_post	78651	12391	15.754408716990248	17932
sting_no_irf3	CGAS	a3_post	4683	1209	25.816784112748238	1814
sting_no_irf3	CGAS	epi_post	8718	2001	22.9525120440468	3005
sting_no_irf3	CGAS	myeloid_post	15676	4661	29.73335034447563	7410
sting_no_irf3	CGAS	tnk_post	31933	3631	11.37068236620424	4831
sting_no_irf3	TMEM173	all_post	78651	19275	24.506999275279398	36207
sting_no_irf3	TMEM173	a3_post	4683	524	11.18940849882554	948
sting_no_irf3	TMEM173	epi_post	8718	2033	23.31956870841936	5627
sting_no_irf3	TMEM173	myeloid_post	15676	7204	45.95560091860168	15153
sting_no_irf3	TMEM173	tnk_post	31933	8102	25.371872357749037	12393
sting_no_irf3	TBK1	all_post	78651	10551	13.414959758935042	13041
sting_no_irf3	TBK1	a3_post	4683	1053	22.485586162716206	1359
sting_no_irf3	TBK1	epi_post	8718	2012	23.078687772424868	2605
sting_no_irf3	TBK1	myeloid_post	15676	3932	25.08292931870375	5100
sting_no_irf3	TBK1	tnk_post	31933	2836	8.881094792221214	3268
sting_no_irf3	IKBKE	all_post	78651	8911	11.329798731103228	11468
sting_no_irf3	IKBKE	a3_post	4683	760	16.22891308989964	1010
sting_no_irf3	IKBKE	epi_post	8718	1396	16.01284698325304	1897
sting_no_irf3	IKBKE	myeloid_post	15676	3556	22.6843582546568	4918
sting_no_irf3	IKBKE	tnk_post	31933	2746	8.599254689506154	3219
ifn_effector	ISG15	all_post	78651	22638	28.782850821985736	82265
ifn_effector	ISG15	a3_post	4683	3416	72.94469357249626	23121
ifn_effector	ISG15	epi_post	8718	5681	65.16402844689149	38900
ifn_effector	ISG15	myeloid_post	15676	7938	50.6379178361827	26371
ifn_effector	ISG15	tnk_post	31933	5094	15.952149813672376	8023
ifn_effector	IFI6	all_post	78651	42719	54.3146304560654	659367
ifn_effector	IFI6	a3_post	4683	4064	86.781977364937	123053
ifn_effector	IFI6	epi_post	8718	7676	88.04771736636843	220630
ifn_effector	IFI6	myeloid_post	15676	14218	90.69915794845623	352807
ifn_effector	IFI6	tnk_post	31933	11524	36.08805937431497	34905
ifn_effector	IFI27	all_post	78651	15752	20.02771738439435	176921
ifn_effector	IFI27	a3_post	4683	4339	92.65428144351911	68220
ifn_effector	IFI27	epi_post	8718	7692	88.23124569855472	117650
ifn_effector	IFI27	myeloid_post	15676	5042	32.163817300331715	49939
ifn_effector	IFI27	tnk_post	31933	1278	4.002129458553847	2995
ifn_effector	IFI44	all_post	78651	16361	20.80202413192458	30117
ifn_effector	IFI44	a3_post	4683	2580	55.092889173606665	6562
ifn_effector	IFI44	epi_post	8718	4428	50.791465932553336	11102
ifn_effector	IFI44	myeloid_post	15676	6400	40.82674151569278	11613
ifn_effector	IFI44	tnk_post	31933	3575	11.195315191181537	4673
ifn_effector	IFI44L	all_post	78651	16110	20.48289277949422	46400
ifn_effector	IFI44L	a3_post	4683	2630	56.160580824257956	10958
ifn_effector	IFI44L	epi_post	8718	4545	52.13351686166552	18871
ifn_effector	IFI44L	myeloid_post	15676	6366	40.60984945139066	17820
ifn_effector	IFI44L	tnk_post	31933	2703	8.464597751542291	4814
ifn_effector	IFIT1	all_post	78651	8330	10.591092293804275	18219
ifn_effector	IFIT1	a3_post	4683	1899	40.55092889173606	4855
ifn_effector	IFIT1	epi_post	8718	3272	37.531543932094515	8270
ifn_effector	IFIT1	myeloid_post	15676	3094	19.737177851492728	6732
ifn_effector	IFIT1	tnk_post	31933	533	1.66911971941252	694
ifn_effector	IFIT2	all_post	78651	12501	15.894267078613113	37040
ifn_effector	IFIT2	a3_post	4683	665	14.200298953662182	2139
ifn_effector	IFIT2	epi_post	8718	1250	14.338150952053223	3466
ifn_effector	IFIT2	myeloid_post	15676	5647	36.02322020923705	18945
ifn_effector	IFIT2	tnk_post	31933	960	3.0062944289606364	1480
ifn_effector	IFIT3	all_post	78651	18555	23.59156272647519	61877
ifn_effector	IFIT3	a3_post	4683	2030	43.34828101644245	5830
ifn_effector	IFIT3	epi_post	8718	3715	42.61298462950218	10775
ifn_effector	IFIT3	myeloid_post	15676	8243	52.583567236539935	32404
ifn_effector	IFIT3	tnk_post	31933	1223	3.829893840227977	1856
ifn_effector	IFIT5	all_post	78651	10458	13.296715871381165	13917
ifn_effector	IFIT5	a3_post	4683	1464	31.262011531069827	2033
ifn_effector	IFIT5	epi_post	8718	2760	31.658637302133517	3860
