spec	Sample	ifn	sting	nhej	n_high	n_low
post_a3_q4q1	BD_immune03	0.09934153032688015	0.07848857918662507	0.10742389339620578	187	187
post_a3_q4q1	BD_immune04	0.20645860001509014	0.1848201485656551	0.02206873303099588	13	19
post_a3_q4q1	BD_immune07	0.005915772020631316	-0.0074878501923441865	-0.07203123405434939	803	803
post_a3_q4q1	BD_immune09	0.06857520300099651	0.01580274294996481	-0.05640933124454922	41	41
post_a3_q4q1	BD_immune10	0.05506765952870388	0.05815746293560713	0.035857310916020985	48	82
post_a3_q4q1	BD_immune12	0.047702083931325606	0.07193209131069665	0.04124505591328076	77	153
post_a3_median	BD_immune03	0.03813290511428086	0.03964449237925868	0.044010340245440704	373	373
post_a3_median	BD_immune04	0.12226137412252835	0.07140800208824713	-0.0018040057410766697	25	26
post_a3_median	BD_immune07	-0.001664847054884122	-0.004263413585469694	-0.045193432075907425	1604	1605
post_a3_median	BD_immune09	0.013274315828642469	-0.01341415475979843	-0.07635684973220896	82	82
post_a3_median	BD_immune10	0.0349340986741726	0.06800449156879498	0.04174987663138513	94	95
post_a3_median	BD_immune12	0.06457369514284014	0.06969657669291913	0.10004131486613119	153	153
post_a3_tertile	BD_immune03	0.06663446555743557	0.06273395710938337	0.07946527787779337	249	249
post_a3_tertile	BD_immune04	0.19437817198994028	0.1388076443718947	0.03543484443267039	17	19
post_a3_tertile	BD_immune07	0.0066258781821111334	-0.0029419173485410177	-0.06171807789127692	1070	1070
post_a3_tertile	BD_immune09	0.076332182242	0.010952167626760545	-0.07239010010262606	55	55
post_a3_tertile	BD_immune10	0.05619561688598587	0.09253947486643184	0.047473585796288215	63	82
post_a3_tertile	BD_immune12	0.05880405661032437	0.06757695388436367	0.07500533351546038	102	153
post_a3_decile	BD_immune03	0.08176020343075219	0.04316619506654604	0.07865636968974277	75	178
post_a3_decile	BD_immune07	0.054171047713396314	-0.013481791956755224	-0.07850444676997953	321	321
post_a3_decile	BD_immune09	0.056261342942775405	0.036163368018060305	-0.018599200076374334	17	32
post_a3_decile	BD_immune10	0.05069274806840232	0.07871212195819009	0.0561160346118211	19	82
post_a3_decile	BD_immune12	0.05118128731052404	0.07886689777853033	0.003933163461170147	31	153
post_a3_top20	BD_immune03	0.10475521857801917	0.07228287962182847	0.1083626362219704	150	178
post_a3_top20	BD_immune04	0.1990221237937509	0.13585495541699566	0.0196551803100736	11	19
post_a3_top20	BD_immune07	0.018272787940743163	-0.009047259763772991	-0.07443313766091672	642	642
post_a3_top20	BD_immune09	0.0988497911775717	0.02306596218249421	-0.04004902068443067	33	33
post_a3_top20	BD_immune10	0.050368151850471166	0.07847991535655267	0.03837008873920275	38	82
post_a3_top20	BD_immune12	0.04726609947176555	0.07361221576219366	0.017671580605153947	62	153
post_a3_detected	BD_immune03	0.1225327925879291	0.0929626624348471	0.15642552366944512	568	178
post_a3_detected	BD_immune04	0.21073248655520677	0.1195012063844244	0.0332928142614943	32	19
post_a3_detected	BD_immune07	0.06907563014540596	-0.005299195170224258	0.007923970025575489	3005	204
post_a3_detected	BD_immune09	0.17117130355686228	0.07439573542410374	0.009826024126655536	132	32
post_a3_detected	BD_immune10	0.05465340510888289	0.08890613186515735	0.0598012405127315	107	82
post_a3_detected	BD_immune12	0.06457369514284014	0.06969657669291913	0.10004131486613119	153	153
post_a3_pos_median	BD_immune03	-0.02482081702747263	0.0019802737821909833	-0.04688189070890614	284	284
post_a3_pos_median	BD_immune04	-0.009439752443205496	0.04526415756669844	-0.005892858985591415	16	16
post_a3_pos_median	BD_immune07	-0.015239117868216745	-0.0027258299583227397	-0.04977724656938354	1501	1504
post_a3_pos_median	BD_immune09	-0.01950304213897125	-0.03898487598858774	-0.0900683380605859	66	66
post_a3_pos_median	BD_immune10	-0.006931724693330615	-0.03391361686769867	-0.03956289649390238	53	54
post_a3_pos_median	BD_immune12	-0.03231749860961067	-0.0025943363385224905	-0.11873765638523526	76	77
post_a3_pos_q4q1	BD_immune03	-0.04218678859528696	-0.026218389925543345	-0.08282123938866204	142	142
post_a3_pos_q4q1	BD_immune04	-0.06669684538447063	-0.00523515895460136	-0.0071687524048730245	8	8
post_a3_pos_q4q1	BD_immune07	-0.009470976339761794	-0.009251428189546884	-0.0833839321069571	752	752
post_a3_pos_q4q1	BD_immune09	-0.15019713984014527	-0.08151447747567334	-0.1041985106111856	33	33
post_a3_pos_q4q1	BD_immune10	0.0043888312231551985	-0.016862124942652712	-0.05607475327407055	27	27
post_a3_pos_q4q1	BD_immune12	-0.04081082108952269	0.0005138579759094153	-0.17690327865448008	39	39
post_epi_q4q1	BD_immune02	0.03260529468254025	-0.13535894249473807	-0.055663679610966854	25	25
post_epi_q4q1	BD_immune03	0.10270883670532605	0.06363734093634157	0.07991836963630489	262	262
post_epi_q4q1	BD_immune04	0.19892081683060242	0.1637162427013366	0.06372252963688546	33	33
post_epi_q4q1	BD_immune06	0.09942262988811262	0.12077873422501653	0.11092906900800953	11	11
post_epi_q4q1	BD_immune07	0.020666331481081324	-0.003974426253041785	-0.06503815104944505	1324	1324
post_epi_q4q1	BD_immune09	0.09194280868161075	0.009994399364234047	-0.06924761185919157	70	70
post_epi_q4q1	BD_immune10	0.058260694499048554	0.07790905996934208	0.050569100007523654	61	89
post_epi_q4q1	BD_immune11	-0.0018283268589609492	0.06964051355703016	0.011417423311904068	107	107
post_epi_q4q1	BD_immune12	0.12998039914691495	0.14010383821336245	0.04695321960755408	109	173
