Sample	paper_group	timing	compartment	splitter	n_cells	n_high	n_low	eligible	reason	q75	q25	splitter_high	splitter_low	umi_high	umi_low	CLDN4_high	CLDN4_low	TACSTD2_high	TACSTD2_low	nhej_high	nhej_low	nhej_delta	sting_high	sting_low	sting_delta	sting_no_irf3_high	sting_no_irf3_low	sting_no_irf3_delta	ifn_effector_high	ifn_effector_low	ifn_effector_delta	ifn_isg40_high	ifn_isg40_low	ifn_isg40_delta	sting_negative_high	sting_negative_low	sting_negative_delta	rna_sensing_high	rna_sensing_low	rna_sensing_delta	hr_high	hr_low	hr_delta	oxphos_high	oxphos_low	oxphos_delta	prolif_high	prolif_low	prolif_delta	nhej_resid_delta	sting_resid_delta	ifn_effector_resid_delta	sting_no_irf3_resid_delta	oxphos_resid_delta	prolif_resid_delta
BD_immune01	TN	pre	a3	CLDN4	568	142	142	True		3.0308380572418105	1.0759847929177249	3.5278450998524553	0.217652035108356	18347.345070422536	13454.570422535211	3.5278450998524553	0.217652035108356	2.7885310356430653	0.78908146428671	0.21215925218137577	0.25289860782584095	-0.04073935564446518	0.1495192680412242	0.12797326692119135	0.021546001120032854	0.09721708268998625	0.07478051693455437	0.022436565755431875	0.20745951398081008	0.151600328098264	0.0558591858825461	0.19604787132473434	0.14427528250953767	0.05177258881519667	0.0	0.006445438913600756	-0.006445438913600756	0.17907943195340237	0.13434553289611623	0.04473389905728614	0.07450540986187834	0.1499665237604753	-0.07546111389859697	0.8592654570796341	0.9116520201347601	-0.05238656305512601	0.20414340757109573	0.4711833766704774	-0.26703996909938166	-0.06065050898429333	0.0038791297241637743	0.045768869982848445	0.011366247966992427	-0.08084084946533779	-0.2865961768558154
BD_immune01	TN	pre	a3	TACSTD2	568	142	142	True		2.7656848715602544	0.5522365073823422	3.395081621227315	0.060166683480218384	19148.901408450703	14538.922535211268	2.9932321834714797	0.9298223412135147	3.395081621227315	0.060166683480218384	0.18645237607170692	0.2554734476452917	-0.06902107157358475	0.16976331864529465	0.13875554189141845	0.0310077767538762	0.11111477491746916	0.08658389757768707	0.024530877339782084	0.22910247931435598	0.13709456672372367	0.09200791259063232	0.2151738391451148	0.13421390484008594	0.08095993430502885	0.001201177250039391	0.011857426153799453	-0.010656248903760062	0.17510959316330404	0.15777546376170107	0.017334129401602977	0.08508916602049024	0.1444620832237301	-0.05937291720323987	0.8753559253820489	0.8925775498138319	-0.01722162443178299	0.18037581446382253	0.4279363183695321	-0.24756050390570958	-0.08981119605505963	0.012561007285046633	0.08147216310230412	0.01297186411020852	-0.04693201570864264	-0.26798001385085035
BD_immune01	TN	pre	epi	CLDN4	645	162	162	True		3.055193603424777	1.217947888844799	3.550771336094203	0.3013675362949062	19800.574074074073	15078.567901234568	3.550771336094203	0.3013675362949062	2.8217045038321538	0.7514163803836339	0.2154948776162305	0.26031668462437585	-0.04482180700814534	0.15604061063777772	0.13511610426756862	0.020924506370209095	0.09620073211643927	0.07813960268326794	0.018061129433171327	0.21281873617105684	0.1557706826812736	0.05704805348978326	0.20109600728237464	0.14928922603154451	0.05180678125083013	0.0	0.005649705714390787	-0.005649705714390787	0.18535908541773571	0.14614668440767292	0.03921240101006279	0.08224953034886852	0.15029079404769558	-0.06804126369882706	0.8641975316934661	0.9124534481041763	-0.04825591641071014	0.2102832370102094	0.4687929880249161	-0.2585097510147067						
BD_immune01	TN	pre	epi	TACSTD2	645	162	162	True		2.7715580744333073	0.6642768289793102	3.378869188664784	0.10028370884177501	20395.35802469136	16061.537037037036	3.039584288195037	0.9901537995400437	3.378869188664784	0.10028370884177501	0.18779625786802245	0.2653787723649629	-0.07758251449694042	0.16929066874816515	0.13751505278240267	0.03177561596576248	0.1059941632439678	0.08277407352826244	0.02322008971570537	0.23189644406849758	0.1427307529288317	0.08916569113966588	0.21778871234194302	0.13932253967792002	0.078466172664023	0.001052883762380207	0.010393546381725445	-0.009340662619345238	0.18192589989282484	0.16116239872801408	0.020763501164810766	0.0859233312275925	0.14553110240993608	-0.059607771182343575	0.8815946491896701	0.9029691003760713	-0.021374451186401133	0.17731720227202008	0.43611714257893075	-0.25879994030691067						
BD_immune02	NMPR	post	a3	CLDN4	10	0	0	False	n_cells<20																																														
BD_immune02	NMPR	post	a3	TACSTD2	10	0	0	False	n_cells<20																																														
BD_immune02	NMPR	post	epi	CLDN4	99	25	25	True		2.620345102071907	1.5657920783346755	3.0244249015588998	0.5288286431748925	6081.8	4852.52	3.0244249015588998	0.5288286431748925	1.0940005074054677	0.809388375919446	0.1509706805001968	0.20663436011116365	-0.055663679610966854	0.14782985458736264	0.2831887970821007	-0.13535894249473807	0.12385206009116327	0.2781790273138515	-0.15432696722268824	0.39353484200596106	0.3609295473234208	0.03260529468254025	0.3538988869834015	0.3299914916647949	0.023907395318606584	0.0	0.0	0.0	0.1231031792750523	0.1418854026971234	-0.018782223422071115	0.024308769214487134	0.026390465732791735	-0.0020816965183046016	0.7269446579884332	0.5856951097117462	0.141249548276687	0.10677743066451853	0.12275727351807247	-0.015979842853553944						
BD_immune02	NMPR	post	epi	TACSTD2	99	25	35	True		1.8414828198864044	0.0	2.363142107207531	0.0	6536.96	3161.657142857143	2.2469188488703025	1.6723451332946717	2.363142107207531	0.0	0.17135401271639175	0.13768398296530338	0.033670029751088376	0.14860919795228428	0.244232379533482	-0.09562318158119773	0.10019274966341751	0.20532383305069857	-0.10513108338728105	0.44767911388628806	0.35183079651102755	0.0958483173752605	0.40392230843926424	0.3192263976555286	0.08469591078373562	0.0	0.0	0.0	0.1869946006998263	0.1016012101219151	0.08539339057791119	0.02476967102468874	0.023237973584908672	0.0015316974397800685	0.7313338957074148	0.5747853242434093	0.15654857146400547	0.06102509162913469	0.0935072429908772	-0.03248215136174251						
BD_immune03	MPR	post	a3	CLDN4	746	187	187	True		1.5443733650507947	0.31926860725068407	1.9905330653948112	0.013454688327123642	19089.358288770054	5338.165775401069	1.9905330653948112	0.013454688327123642	0.9425259349644426	0.5198658720782682	0.28799584801292694	0.18057195461672115	0.10742389339620578	0.1678513834001327	0.08936280421350763	0.07848857918662507	0.12926638564656823	0.06690477836091155	0.06236160728565668	0.3571915703470395	0.2578500400201594	0.09934153032688015	0.36299588109310654	0.25790795334394545	0.10508792774916109	0.0	0.0	0.0	0.21843265521664404	0.11314352809058466	0.10528912712605938	0.10797903011625999	0.06864327862633714	0.039335751489922854	1.1228662302570125	0.914040152086826	0.2088260781701865	0.349326490903013	0.3229919795307593	0.026334511372253677	0.004978155886377979	0.015400650428032275	0.016194461868664974	0.010870286698168296	-0.005223827903926056	-0.1339658100659139
BD_immune03	MPR	post	a3	TACSTD2	746	187	214	True		1.2135464277691974	0.0	1.6991037861388347	0.0	21291.88770053476	4871.901869158878	1.1641904324819894	0.6810611477359709	1.6991037861388347	0.0	0.2795207574818691	0.20324044211803777	0.07628031536383134	0.15395892578742953	0.08827692367321753	0.065682002114212	0.12186593977845958	0.06204814311622006	0.05981779666223952	0.3809368575973243	0.25492553271796015	0.12601132487936417	0.3852622820847145	0.25606616343999006	0.12919611864472447	0.0017608085755372327	0.0011665274384196369	0.0005942811371175958	0.23500045576085796	0.10839542619111282	0.12660502956974512	0.10790712704087024	0.07384942035752474	0.0340577066833455	1.1462191143892202	0.9355492279589279	0.21066988643029227	0.3252154049225899	0.34387681356208605	-0.01866140863949617	-0.03590185981684179	-0.0034018001777412804	0.03496196327323476	0.0034327435908446634	-0.023723311806082677	-0.19419666445596795
