kind	contrast	n	mean_high	mean_low	median_delta	n_high_gt_low	wilcoxon_w	p_value	p_bh	spearman_rho	spearman_p
paired	CLDN4_a3_nhej	6	0.2109851191783577	0.1979593811854235	0.0289630219735084	4.0	9.0	0.84375	0.84375		
paired	CLDN4_a3_sting	6	0.1868668030307026	0.1199146072380018	0.0650447771231518	5.0	1.0	0.0625	0.09375		
paired	CLDN4_a3_sting_no_irf3	6	0.1296519782302429	0.0784238655467349	0.0559200965670705	5.0	2.0	0.09375			
paired	CLDN4_a3_ifn_effector	6	0.4622015373724004	0.3816913959017958	0.0618214312648501	6.0	0.0	0.03125	0.09375		
paired	CLDN4_a3_ifn_isg40	6	0.4418728881847796	0.3683901275786662	0.0538535177009052	6.0	0.0	0.03125			
paired	CLDN4_a3_rna_sensing	6	0.2084854800400502	0.1656071650607955	0.0471084799035478	5.0	2.0	0.09375			
paired	CLDN4_a3_hr	6	0.0627067690794852	0.0616351518585528	0.0069980080434647	3.0	10.0	1.0			
paired	CLDN4_a3_oxphos	6	0.9466643163429994	0.8690154057931512	0.0808173768679861	4.0	4.0	0.21875			
paired	CLDN4_a3_prolif	6	0.251515985024733	0.2926689981185784	-0.0063762800364538	3.0	8.0	0.6875			
paired	CLDN4_a3_umi	6	14581.579850052429	6335.48138986695	8143.953760162602	5.0	1.0	0.0625			
paired_resid	CLDN4_a3_nhej_resid_umi	6	-0.0380357915455667	0.0	-0.0287001677782477	1.0	1.0	0.0625			
paired_resid	CLDN4_a3_sting_resid_umi	6	0.0289029823918025	0.0	0.012340428456007	4.0	4.0	0.21875			
paired_resid	CLDN4_a3_ifn_effector_resid_umi	6	0.0294611770663808	0.0	0.0153207089221065	6.0	0.0	0.03125			
paired_resid	CLDN4_a3_sting_no_irf3_resid_umi	6	0.0191188476832436	0.0	0.009469931722925	4.0	7.0	0.5625			
paired_resid	CLDN4_a3_oxphos_resid_umi	6	-0.0394794278273598	0.0	-0.0638582693559927	1.0	5.0	0.3125			
paired	TACSTD2_a3_nhej	6	0.2095627846589356	0.2018230503369438	0.021183191299093	3.0	10.0	1.0	1.0		
paired	TACSTD2_a3_sting	6	0.1825694688954735	0.1232234811822333	0.0650919131728595	5.0	1.0	0.0625	0.09375		
paired	TACSTD2_a3_ifn_effector	6	0.4618985870052014	0.3785183418101727	0.0508226193653373	6.0	0.0	0.03125	0.09375		
paired	TACSTD2_a3_prolif	6	0.2066666703249237	0.3464126823021869	-0.1079787684465418	0.0	0.0	0.03125			
paired	TACSTD2_a3_umi	6	15226.072086212822	6685.155357914341	8398.98517628205	6.0	0.0	0.03125			
paired_resid	TACSTD2_a3_nhej_resid_umi	6	-0.045424749063795	0.0	-0.0444472280749251	0.0	0.0	0.03125			
paired_resid	TACSTD2_a3_sting_resid_umi	6	0.0198887201565948	0.0	0.0239290983593226	4.0	3.0	0.15625			
paired_resid	TACSTD2_a3_ifn_effector_resid_umi	6	0.0311412700400593	0.0	0.0081227796639924	4.0	6.0	0.4375			
sample_spearman	post_a3_CLDN4_vs_nhej	6								0.0857142857142857	0.8717434402332361
sample_spearman	post_a3_CLDN4_vs_sting	6								0.6	0.208
sample_spearman	post_a3_CLDN4_vs_ifn_effector	6								0.942857142857143	0.004804664723032
sample_spearman	post_a3_CLDN4_vs_TACSTD2	6								0.7714285714285715	0.0723965014577259
sample_spearman	post_a3_CLDN4_vs_TACSTD2	6								0.7714285714285715	0.0723965014577259
cross_compartment	post_a3_CLDN4_vs_mye_sting	6								0.0857142857142857	0.8717434402332361
cross_compartment	post_a3_CLDN4_vs_mye_ifn_effector	6								0.4285714285714286	0.3965014577259473
cross_compartment	post_a3_CLDN4_vs_tnk_nhej	6								0.3714285714285715	0.4684781341107872
cross_compartment	post_a3_CLDN4_vs_tnk_sting	6								0.2571428571428572	0.6227871720116619
cross_compartment	post_a3_CLDN4_vs_tnk_ifn_effector	6								0.4285714285714286	0.3965014577259473
