Sample	paper_group	n_cells	nhej_delta	sting_delta	ifn_effector_delta	nhej_sign	sting_sign	ifn_effector_sign	pattern
BD_immune03	MPR	746	0.10742389339620578	0.07848857918662507	0.09934153032688015	up	up	up	all_up
BD_immune04	NMPR	51	0.02206873303099588	0.1848201485656551	0.20645860001509014	up	up	up	all_up
BD_immune07	NMPR	3209	-0.07203123405434939	-0.0074878501923441865	0.005915772020631316	down	down	up	mixed
BD_immune09	NMPR	164	-0.05640933124454922	0.01580274294996481	0.06857520300099651	down	up	up	mixed
BD_immune10	NMPR	189	0.035857310916020985	0.05815746293560713	0.05506765952870388	up	up	up	all_up
BD_immune12	NMPR	306	0.04124505591328076	0.07193209131069665	0.047702083931325606	up	up	up	all_up
