ModelID,TACSTD2,CLDN4,TACSTD2_column,CLDN4_column
ACH-001113,3.0669502439246266,6.349082146391089,TACSTD2 (4070),CLDN4 (1364)
ACH-001289,0.0976107966264223,0.6229303509201767,TACSTD2 (4070),CLDN4 (1364)
ACH-001339,0.2016338611696504,0.6870606883398922,TACSTD2 (4070),CLDN4 (1364)
ACH-001979,0.0,0.2630344058337938,TACSTD2 (4070),CLDN4 (1364)
ACH-002438,0.0565835283663675,1.0,TACSTD2 (4070),CLDN4 (1364)
ACH-001538,10.130827934145133,7.697176093573043,TACSTD2 (4070),CLDN4 (1364)
ACH-000242,8.266552317942395,8.598424760527719,TACSTD2 (4070),CLDN4 (1364)
ACH-000708,6.956405199635573,9.246313069955152,TACSTD2 (4070),CLDN4 (1364)
ACH-000327,0.3561438102252753,3.016139702655253,TACSTD2 (4070),CLDN4 (1364)
ACH-000233,0.6870606883398922,0.8875252707415875,TACSTD2 (4070),CLDN4 (1364)
ACH-000461,7.133501877815012,8.37347421446529,TACSTD2 (4070),CLDN4 (1364)
ACH-000705,0.5945485495503542,8.272769732436512,TACSTD2 (4070),CLDN4 (1364)
ACH-001794,0.0565835283663675,1.3391373849195856,TACSTD2 (4070),CLDN4 (1364)
ACH-002023,8.674192268145683,7.740387932468353,TACSTD2 (4070),CLDN4 (1364)
ACH-000528,7.385689870739212,8.603477988254005,TACSTD2 (4070),CLDN4 (1364)
ACH-002501,0.0426443374084937,0.01435529297707,TACSTD2 (4070),CLDN4 (1364)
ACH-001655,0.0,0.2630344058337938,TACSTD2 (4070),CLDN4 (1364)
ACH-000167,1.0840642647884746,1.4436066514756145,TACSTD2 (4070),CLDN4 (1364)
ACH-000792,3.2387868595871163,1.298658315564515,TACSTD2 (4070),CLDN4 (1364)
ACH-001098,8.35363205414768,7.213833283099293,TACSTD2 (4070),CLDN4 (1364)
ACH-000570,0.2986583155645151,2.27500704749987,TACSTD2 (4070),CLDN4 (1364)
ACH-000351,1.2141248053528475,3.418189947945766,TACSTD2 (4070),CLDN4 (1364)
