CCLE_ID,TACSTD2_RPKM,CLDN4_RPKM
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.47516e-01,2.26585e-01
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.57104e-01,7.58142e-01
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.16037e-01,1.55954e-01
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.22677e-01,3.05710e-01
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.29424e-01,3.90444e-01
KNS42_CENTRAL_NERVOUS_SYSTEM,1.24415e-01,1.08082e+00
KNS60_CENTRAL_NERVOUS_SYSTEM,3.26779e-01,4.75004e-01
KNS62_LUNG,1.22378e+02,5.29822e+01
KNS81_CENTRAL_NERVOUS_SYSTEM,3.33529e-01,1.25268e+00
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.49029e-01,1.52328e-01
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.85657e-02,1.32296e-01
KP2_PANCREAS,4.35084e+02,1.43277e+02
KP3_PANCREAS,5.12848e-01,6.80311e+01
KP4_PANCREAS,2.48634e-01,1.87367e+00
KPL1_BREAST,9.58372e+01,7.78246e+01
KPMRTRY_SOFT_TISSUE,5.55230e-03,5.84754e-01
KPNRTBM1_AUTONOMIC_GANGLIA,1.18838e-01,3.08964e-01
KPNSI9S_AUTONOMIC_GANGLIA,2.20853e-01,1.13540e+00
KPNYN_AUTONOMIC_GANGLIA,1.12726e-01,2.95784e-01
KS1_CENTRAL_NERVOUS_SYSTEM,1.22092e-01,2.66935e-01
KU1919_URINARY_TRACT,1.45390e+01,1.98632e+01
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.40146e-02,1.92641e-01
KURAMOCHI_OVARY,5.71257e-01,1.02721e+02
KYM1_SOFT_TISSUE,1.15515e-01,5.53887e+01
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.24166e-01,4.41524e-01
KYSE140_OESOPHAGUS,2.83592e+01,1.86431e+01
KYSE150_OESOPHAGUS,4.30246e+02,1.18998e+02
KYSE180_OESOPHAGUS,5.52457e+01,1.76708e+01
KYSE270_OESOPHAGUS,1.53526e+02,2.09750e+00
KYSE30_OESOPHAGUS,8.74762e+02,6.61629e+02
KYSE410_OESOPHAGUS,1.06722e+02,1.18780e+02
KYSE450_OESOPHAGUS,5.49545e+01,2.08656e+00
KYSE510_OESOPHAGUS,2.75063e+02,1.17856e+02
KYSE520_OESOPHAGUS,9.64165e+01,6.59546e+00
KYSE70_OESOPHAGUS,1.50747e-01,3.02157e+00
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.91821e-01,3.34353e-01
L33_PANCREAS,4.54728e+01,3.99376e+01
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.46943e-01,2.32143e-01
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.28997e-01,7.57913e-02
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.52620e-01,2.06563e-01
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.02320e-01,2.71041e-01
LC1F_LUNG,3.77295e-01,8.77821e+01
LCLC103H_LUNG,1.27670e+01,6.23734e+01
LCLC97TM1_LUNG,1.52331e+02,1.77866e+02
LI7_LIVER,1.54886e-01,1.80672e+01
LK2_LUNG,2.28629e+01,1.32356e+00
LMSU_STOMACH,3.21218e-01,7.13632e-01
LN18_CENTRAL_NERVOUS_SYSTEM,7.00207e-02,1.58904e+00
LN215_CENTRAL_NERVOUS_SYSTEM,1.98767e-01,3.78346e+00
LN229_CENTRAL_NERVOUS_SYSTEM,2.31882e-01,4.87678e-01
LN235_CENTRAL_NERVOUS_SYSTEM,9.82685e-02,3.77599e-01
LN319_CENTRAL_NERVOUS_SYSTEM,5.88092e-02,9.84757e-01
LN340_CENTRAL_NERVOUS_SYSTEM,3.18222e-01,9.42729e-01
LN382_CENTRAL_NERVOUS_SYSTEM,1.07369e-01,1.31969e+00
LN428_CENTRAL_NERVOUS_SYSTEM,9.95712e-02,1.41587e+00
LN443_CENTRAL_NERVOUS_SYSTEM,6.86943e-02,4.52278e-01
LN464_CENTRAL_NERVOUS_SYSTEM,7.43887e-02,2.66709e-01
LNCAPCLONEFGC_PROSTATE,3.00079e+00,9.53162e+01
LNZ308_CENTRAL_NERVOUS_SYSTEM,1.23601e-01,8.07592e-02
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.59636e-02,1.96505e-01
LOUNH91_LUNG,2.10014e-01,4.68414e+01
LOVO_LARGE_INTESTINE,3.48583e-01,7.32540e+01
LOXIMVI_SKIN,2.73175e-01,2.87299e-01
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.63365e-01,3.72451e-01
LS1034_LARGE_INTESTINE,3.38864e+00,9.85273e+01
LS123_LARGE_INTESTINE,2.02904e+02,1.27542e+02
LS180_LARGE_INTESTINE,5.02362e-01,6.99507e+01
LS411N_LARGE_INTESTINE,3.79642e+01,4.08896e+01
LS513_LARGE_INTESTINE,8.18399e+00,1.73288e+02
LU65_LUNG,7.69585e+00,4.73527e+01
LU99_LUNG,7.37304e+00,6.13234e-01
LUDLU1_LUNG,1.46139e+02,1.35702e+02
LXF289_LUNG,7.69876e+00,1.13916e+01
M059K_CENTRAL_NERVOUS_SYSTEM,1.04238e-01,4.01916e-01
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.71991e-02,2.07282e-01
MALME3M_SKIN,1.64364e-01,3.09144e-01
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.70637e-02,1.93845e-01
MCAS_OVARY,1.15376e+02,2.13226e+02
MCF7_BREAST,5.89920e+01,6.41285e+01
MDAMB134VI_BREAST,3.12522e-01,2.79143e+01
MDAMB157_BREAST,9.59993e-02,4.67092e-01
MDAMB175VII_BREAST,2.11150e+02,3.59379e+02
MDAMB231_BREAST,2.24581e+01,2.84062e+01
MDAMB361_BREAST,2.91889e+01,5.70538e+01
MDAMB415_BREAST,1.82114e+02,5.97359e+01
MDAMB435S_SKIN,9.23837e-02,1.03488e+00
MDAMB436_BREAST,1.41188e-01,7.02666e-01
MDAMB453_BREAST,4.86782e+01,4.95482e+01
MDAMB468_BREAST,3.07058e+02,3.58876e+01
MDAPCA2B_PROSTATE,9.54370e+01,7.67370e+01
MDST8_LARGE_INTESTINE,1.97461e-01,3.10219e-01
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.75705e-01,9.57629e-02
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.61720e+00,1.87799e-01
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.93731e-01,1.47973e-01
MELHO_SKIN,1.12648e-01,1.78701e-01
MELJUSO_SKIN,7.95513e-02,7.01096e-01
MESSA_SOFT_TISSUE,6.57731e-02,4.03351e-01
MEWO_SKIN,7.29249e-02,1.37991e-01
MFE280_ENDOMETRIUM,2.36884e-01,5.15499e+01
MFE296_ENDOMETRIUM,3.15324e-01,7.69780e-01
MFE319_ENDOMETRIUM,3.68324e+02,5.15980e+01
MG63_BONE,1.62470e-01,2.44610e-01
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.45425e-01,1.84252e-01
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.62498e-01,1.85391e-01
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.53400e-01,1.61512e-01
MHHES1_BONE,2.33332e-01,6.40859e-01
MHHNB11_AUTONOMIC_GANGLIA,3.84673e-01,7.91040e-01
MIAPACA2_PANCREAS,3.69121e-01,1.62341e+01
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.19207e-01,1.75159e-01
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.82590e-01,1.57147e-01
MKN1_STOMACH,7.98321e-01,3.21410e+00
MKN45_STOMACH,9.67173e-02,4.32310e+01
MKN74_STOMACH,2.49153e+02,1.66308e+02
MKN7_STOMACH,3.85977e+02,2.66926e+01
ML1_THYROID,3.09951e-01,1.45795e+01
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.30265e-01,1.19725e-01
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.91129e-01,1.12981e-01
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.84208e-01,2.44806e-01
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.12692e-01,1.96820e-01
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.94176e-01,3.82501e-01
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.52867e-01,6.94086e+01
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.45874e-01,5.35445e-01
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.46058e-01,2.23050e-01
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.92194e-01,3.59254e-01
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.08798e-01,1.24011e-01
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.30311e-01,1.29200e-01
MON_SOFT_TISSUE,0.00000e+00,1.50116e+02
MORCPR_LUNG,8.07229e+01,7.10610e+01
MPP89_PLEURA,4.79168e-01,4.87265e-01
MSTO211H_PLEURA,7.37800e-02,3.12112e-01
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.08571e-01,2.96624e-01
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.22603e-01,1.20197e-01
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.33680e-01,1.48023e-01
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.30195e-01,2.83281e-01
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.76604e-01,1.94117e-01
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.71970e-01,3.64939e-01
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.14487e-01,3.96186e-01
NB1_AUTONOMIC_GANGLIA,1.33064e-01,5.39446e-01
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.88066e-01,2.99256e-01
NCCSTCK140_STOMACH,1.88008e+02,1.20846e+02
NCIH1048_LUNG,6.43022e-02,1.65177e+00
NCIH1092_LUNG,1.63516e-01,1.23750e+01
NCIH1105_LUNG,2.04834e-01,1.18899e+01
NCIH1155_LUNG,1.77336e-01,7.47147e+00
NCIH1184_LUNG,9.55328e-02,3.88026e-01
NCIH1299_LUNG,7.79740e-02,9.78435e-01
NCIH1339_LUNG,9.08383e-01,2.29238e-01
NCIH1341_LUNG,2.32073e-01,5.85377e+00
NCIH1355_LUNG,1.38027e+01,5.45893e-01
NCIH1373_LUNG,1.25613e+02,7.06029e+01
NCIH1385_LUNG,3.26155e-01,6.56535e+01
NCIH1395_LUNG,2.86899e-01,2.58434e+00
NCIH1435_LUNG,2.74887e+02,1.55286e+02
NCIH1436_LUNG,1.58577e-01,1.75944e+01
NCIH1437_LUNG,5.35324e+01,4.72179e+01
NCIH146_LUNG,6.33413e-01,1.67119e+00
NCIH1563_LUNG,1.91561e+01,1.92647e-01
NCIH1568_LUNG,5.62430e+01,7.91588e+01
NCIH1573_LUNG,1.42244e+02,1.14218e+02
NCIH1581_LUNG,1.08778e-01,6.02858e-01
NCIH1618_LUNG,1.51349e-01,5.27394e+01
NCIH1623_LUNG,5.76492e+01,1.10712e+02
NCIH1648_LUNG,3.76724e+02,9.51961e+01
NCIH1650_LUNG,5.86503e+02,6.45220e+01
NCIH1651_LUNG,1.09494e-01,2.09993e+01
NCIH1666_LUNG,3.08021e+02,3.78586e+01
NCIH1693_LUNG,4.55388e+01,2.69502e+01
NCIH1694_LUNG,1.73571e-01,7.79082e-01
NCIH1703_LUNG,2.18175e-01,2.93837e-01
NCIH1734_LUNG,1.04903e+00,5.67739e+01
NCIH1755_LUNG,1.19402e+01,5.54698e+01
NCIH1781_LUNG,2.58092e+02,1.98769e+02
NCIH1792_LUNG,1.40302e+01,3.46985e+01
NCIH1793_LUNG,3.13042e+02,4.85063e+01
NCIH1819_LUNG,1.24192e+02,8.31430e+01
NCIH1836_LUNG,7.97491e-01,2.75852e+01
NCIH1838_LUNG,9.93322e+01,1.28203e+02
NCIH1869_LUNG,4.39491e+02,1.14793e+02
NCIH1876_LUNG,7.20389e-01,1.46218e+01
NCIH1915_LUNG,2.09594e+00,8.34211e-01
NCIH1930_LUNG,1.93133e-01,1.12090e+00
NCIH1944_LUNG,5.71017e-01,1.02723e+01
NCIH1963_LUNG,2.21449e-01,4.03467e+00
NCIH196_LUNG,2.37883e-01,7.53550e-01
NCIH1975_LUNG,2.60450e+01,4.73406e+01
NCIH2004RT_SOFT_TISSUE,9.09616e-02,7.63577e+00
NCIH2009_LUNG,1.69867e+02,4.32457e+01
NCIH2023_LUNG,1.62798e+00,6.71145e-01
NCIH2029_LUNG,6.31081e-01,1.05269e+02
NCIH2030_LUNG,2.57696e-01,3.97444e-01
NCIH2052_PLEURA,4.87409e-01,7.02726e-01
NCIH2066_LUNG,5.16970e-01,1.06310e+01
NCIH2073_LUNG,6.90252e+01,3.15370e+01
NCIH2077_LUNG,1.11307e-01,7.03021e-01
NCIH2081_LUNG,1.99157e-01,2.16384e+01
NCIH2085_LUNG,1.60882e+02,1.06016e+02
NCIH2087_LUNG,1.83415e+02,8.42911e+01
NCIH209_LUNG,3.51915e-01,3.61290e+01
NCIH2106_LUNG,4.05740e-01,1.91254e+01
NCIH2110_LUNG,2.99351e+02,1.33165e+02
NCIH211_LUNG,6.25188e-01,5.57008e-01
NCIH2122_LUNG,1.20060e+02,1.23873e+02
NCIH2126_LUNG,2.78591e+02,5.06770e+01
NCIH2170_LUNG,1.18640e+02,1.42408e+02
NCIH2171_LUNG,6.46109e-02,3.42247e+01
NCIH2172_LUNG,5.81402e+01,1.82202e+00
NCIH2196_LUNG,2.34480e+01,4.32247e+01
NCIH2227_LUNG,1.51289e-01,1.30285e+00
NCIH2228_LUNG,2.08654e+01,1.95247e+01
NCIH226_LUNG,2.89058e-01,5.23010e-01
NCIH2286_LUNG,7.02906e-01,3.00805e-01
NCIH2291_LUNG,2.49677e+02,2.31092e+02
NCIH2342_LUNG,1.65932e+02,1.42545e+02
NCIH2347_LUNG,3.76385e+02,1.08111e+02
NCIH23_LUNG,2.95554e-01,5.40190e-01
NCIH2405_LUNG,1.03635e+00,3.58147e+01
NCIH2444_LUNG,1.11509e+02,2.03562e+02
NCIH2452_PLEURA,7.39884e+01,1.25650e+00
NCIH2882_LUNG,1.19911e-01,5.64356e+00
NCIH2887_LUNG,2.11108e-01,1.78673e+02
NCIH28_PLEURA,3.82725e-01,1.82158e+01
NCIH292_LUNG,5.81171e+02,8.91033e+01
NCIH3122_LUNG,1.75971e+02,7.60136e+01
NCIH322_LUNG,1.64430e+02,6.50940e+01
NCIH3255_LUNG,4.54610e+02,4.70641e+02
NCIH358_LUNG,1.22079e+02,6.80814e+01
NCIH441_LUNG,3.51553e+02,6.76561e+01
NCIH446_LUNG,2.06492e-01,2.14930e-01
NCIH460_LUNG,1.44193e-01,7.34674e+00
NCIH508_LARGE_INTESTINE,2.88754e+01,1.25826e+02
NCIH510_LUNG,2.82778e+00,6.21250e+01
NCIH520_LUNG,9.27327e-01,1.96421e+00
NCIH522_LUNG,1.14026e-01,7.50345e-01
NCIH524_LUNG,1.99956e-01,6.10713e+00
NCIH526_LUNG,1.97349e-01,1.97678e+01
NCIH596_LUNG,4.77106e+02,5.19554e+01
NCIH647_LUNG,4.67127e+01,2.71219e+01
NCIH650_LUNG,1.47573e+01,4.80226e-01
NCIH660_PROSTATE,6.33078e+01,1.45894e+02
NCIH661_LUNG,6.90844e-01,8.86049e-01
NCIH684_LIVER,5.56786e+00,1.96737e+02
NCIH69_LUNG,2.20246e-01,7.25470e+00
NCIH716_LARGE_INTESTINE,3.98248e-01,1.88643e+01
NCIH727_LUNG,1.53911e+00,1.27728e+02
NCIH747_LARGE_INTESTINE,9.80179e+01,1.13237e+02
NCIH810_LUNG,2.63696e-01,2.73533e+01
NCIH82_LUNG,1.86123e-01,2.51907e-01
NCIH838_LUNG,6.56730e+00,1.76583e-01
NCIH841_LUNG,1.24403e-01,4.86421e-01
NCIH854_LUNG,6.52464e+00,1.21711e+02
NCIH889_LUNG,1.84100e-01,1.83912e+01
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.22191e-01,3.98438e-01
NCIN87_STOMACH,2.65449e+02,9.70764e+01
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.38728e-01,1.91898e-01
NH6_AUTONOMIC_GANGLIA,2.48209e-01,3.31489e-01
NHAHTDD_CENTRAL_NERVOUS_SYSTEM,1.08600e-01,1.54371e-01
NIHOVCAR3_OVARY,2.75292e+01,4.15907e+01
NMCG1_CENTRAL_NERVOUS_SYSTEM,1.24656e-01,6.86633e-01
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.44605e-01,1.49165e-01
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.36234e-01,3.25745e-01
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.36995e-01,2.69045e-01
NUGC2_STOMACH,4.01274e+02,1.34303e+02
NUGC3_STOMACH,8.57684e+01,5.01120e+01
NUGC4_STOMACH,3.63220e+00,7.16521e+01
OAW28_OVARY,2.41647e+02,5.26182e+01
OAW42_OVARY,1.73523e-01,4.58784e-01
OC314_OVARY,1.67669e-01,2.96945e+00
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.32084e-01,1.45860e-01
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.59129e-01,2.39987e-01
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.41874e-01,2.73907e-01
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.31021e-01,1.41067e-01
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.90387e-01,2.49909e-01
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.68454e-01,4.78787e-01
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.16188e-01,6.21215e-01
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.03727e-02,1.07286e-01
OCUM1_STOMACH,1.27147e+01,1.31009e+02
OE19_OESOPHAGUS,6.40716e+01,1.12748e+02
OE21_OESOPHAGUS,7.98838e+01,2.32027e+01
OE33_OESOPHAGUS,2.41652e+02,2.16561e+02
OELE_OVARY,5.48966e-01,1.86184e+00
ONCODG1_OVARY,2.74726e-01,6.13955e+01
ONS76_CENTRAL_NERVOUS_SYSTEM,5.61520e-01,3.98585e+00
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.15445e-02,8.29645e-02
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.79169e-01,2.86700e-01
OSRC2_KIDNEY,2.83758e-01,2.39592e+01
OUMS23_LARGE_INTESTINE,1.92225e+02,1.19489e+02
OV56_OVARY,4.68433e+01,3.68790e+00
OV7_OVARY,1.13279e+00,2.20705e+00
OV90_OVARY,6.49026e-01,7.75768e-01
OVCAR4_OVARY,2.04343e+02,4.40323e+01
OVCAR8_OVARY,5.76712e-01,3.70609e-01
OVISE_OVARY,1.52604e-01,1.05453e+02
OVK18_OVARY,8.30352e-01,5.96736e-01
OVKATE_OVARY,1.40744e+03,1.02875e+02
OVMANA_OVARY,2.31118e+01,3.09467e+01
OVSAHO_OVARY,3.27707e-01,6.87077e+01
OVTOKO_OVARY,5.09072e-01,3.43772e-01
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.46680e-01,7.26290e-01
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.95761e-01,3.48789e-01
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.57018e-01,3.50341e-01
PANC0203_PANCREAS,1.73004e+02,1.18146e+02
PANC0213_PANCREAS,1.11212e+03,2.08982e+02
PANC0327_PANCREAS,2.39976e+02,9.61666e+01
PANC0403_PANCREAS,3.43010e+02,1.45625e+02
PANC0504_PANCREAS,1.60712e+02,1.05571e+02
PANC0813_PANCREAS,2.42739e+02,1.24357e+02
PANC1005_PANCREAS,2.10526e+02,1.68775e+02
PANC1_PANCREAS,3.12515e-01,2.36270e+01
PATU8902_PANCREAS,1.00748e+02,5.39458e+01
PATU8988S_PANCREAS,6.44769e+01,7.39878e+01
PATU8988T_PANCREAS,1.58855e+00,2.49795e-01
PC14_LUNG,3.02119e+02,1.58308e+02
PC3_PROSTATE,6.36256e+01,9.38162e+01
PC9_LUNG,1.80918e+02,6.83979e+01
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,6.04023e+02,1.41376e+02
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,4.85102e+02,1.48096e+01
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,3.79073e+02,1.67991e+01
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,4.03429e+02,1.91923e+01
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.66375e-01,1.88833e-01
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.38627e-01,9.06192e-01
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.58111e-01,1.41125e-01
PK1_PANCREAS,1.88467e+02,1.03696e+02
PK45H_PANCREAS,3.77493e+02,4.97242e+01
PK59_PANCREAS,2.48885e+02,1.77802e+02
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.31109e-01,1.95558e-01
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.64801e-02,8.62572e-02
PLCPRF5_LIVER,2.15221e-01,5.22416e-01
PRECLH_PROSTATE,6.16061e+01,8.98960e-01
PSN1_PANCREAS,6.50955e-01,2.26771e+01
QGP1_PANCREAS,1.40758e-01,9.58372e+01
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.73314e-01,1.79528e-01
RCC10RGB_KIDNEY,3.36796e-01,4.03526e+01
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.57430e-01,1.66634e-01
RCM1_LARGE_INTESTINE,2.41011e+02,1.44620e+02
RDES_BONE,3.80143e-01,5.66750e-01
RD_SOFT_TISSUE,5.31280e-01,8.83507e-01
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.10531e+00,5.49609e-01
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.24052e-01,3.65791e-01
RERFGC1B_STOMACH,8.29711e+00,6.90340e+01
RERFLCAD1_LUNG,6.33055e+02,2.06648e+02
RERFLCAD2_LUNG,2.60333e+02,8.67492e+01
RERFLCAI_LUNG,1.57160e+01,2.07064e+00
RERFLCKJ_LUNG,3.53136e+02,5.71786e+01
RERFLCMS_LUNG,7.30827e+00,1.54137e+01
RERFLCSQ1_LUNG,5.68765e+00,7.94640e+00
RH18_SOFT_TISSUE,4.32190e-01,3.01838e+00
RH30_SOFT_TISSUE,4.46591e-01,1.25002e+01
RH41_SOFT_TISSUE,4.03650e-01,5.35047e-01
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.11877e-01,2.21400e-01
RKN_SOFT_TISSUE,4.40641e+00,3.67313e-01
RKO_LARGE_INTESTINE,1.87294e-01,2.12583e-01
RL952_ENDOMETRIUM,3.33996e+02,6.81199e+01
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.73168e-01,2.11753e-01
RMGI_OVARY,1.20481e+02,1.64733e+02
RMUGS_OVARY,4.37283e+02,8.97771e+01
RPMI7951_SKIN,5.37639e-01,6.30160e-01
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.75338e-01,3.22938e+00
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.17528e-01,6.20564e-01
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.14935e-01,3.13974e-01
RS5_FIBROBLAST,5.63917e-01,2.42154e-01
RT112_URINARY_TRACT,2.47329e+02,6.44981e+01
RT4_URINARY_TRACT,2.11405e+02,1.07436e+02
RVH421_SKIN,3.62703e-01,1.01277e-01
S117_THYROID,1.41198e+00,4.30873e-01
SALE_LUNG,6.03685e+02,5.20736e+01
SAOS2_BONE,3.16234e-01,4.61599e-01
SBC5_LUNG,2.31896e-01,1.11462e+00
SCABER_URINARY_TRACT,1.66089e+02,1.04370e+01
SCC15_UPPER_AERODIGESTIVE_TRACT,4.12824e+02,3.93669e+01
SCC25_UPPER_AERODIGESTIVE_TRACT,8.71430e+01,2.91722e+00
SCC4_UPPER_AERODIGESTIVE_TRACT,5.24922e+02,5.35343e+01
SCC9_UPPER_AERODIGESTIVE_TRACT,3.65683e+02,1.10141e+01
SCLC21H_LUNG,3.65827e-01,2.08551e+01
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.58336e-01,3.52393e-01
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.29629e-01,1.81373e-01
SF126_CENTRAL_NERVOUS_SYSTEM,3.04223e-01,9.04465e-01
SF172_CENTRAL_NERVOUS_SYSTEM,1.23628e+02,6.20122e+01
SF268_CENTRAL_NERVOUS_SYSTEM,5.31430e-01,5.69622e-01
SF295_CENTRAL_NERVOUS_SYSTEM,1.06213e-01,1.58039e+00
SF539_CENTRAL_NERVOUS_SYSTEM,5.52341e-01,3.61364e-01
SF767_CERVIX,2.30587e+02,7.25059e+01
SH10TC_STOMACH,2.20910e-01,1.94853e+01
SH4_SKIN,3.38937e-01,4.09102e-01
SHP77_LUNG,2.78329e-01,2.17984e+01
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.00685e-01,1.37888e-01
SIHA_CERVIX,3.48782e+01,1.95739e-01
SIMA_AUTONOMIC_GANGLIA,5.61390e-01,4.31064e-01
SJSA1_BONE,3.92116e-01,4.10372e-01
SKBR3_BREAST,1.11567e+02,1.56859e+02
SKCO1_LARGE_INTESTINE,1.51587e+02,2.10053e+02
SKES1_BONE,4.13683e-01,4.69155e-01
SKHEP1_LIVER,2.63678e-01,1.75901e-01
SKLMS1_SOFT_TISSUE,2.70152e-01,1.99079e+00
SKLU1_LUNG,1.36132e+00,5.31534e-01
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.63679e+00,1.86792e-01
SKMEL1_SKIN,3.84299e-01,2.12397e-01
SKMEL24_SKIN,4.83226e-01,7.19804e-01
SKMEL28_SKIN,1.55467e+00,5.50570e-01
SKMEL30_SKIN,3.34486e-01,1.99521e-01
SKMEL31_SKIN,1.31235e+00,9.62269e-01
SKMEL3_SKIN,1.10329e+00,6.45718e-01
SKMEL5_SKIN,4.58216e-01,3.08914e-01
SKMES1_LUNG,1.17238e+02,3.52488e+01
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.62818e-01,2.04770e-01
SKNAS_AUTONOMIC_GANGLIA,5.23489e-01,5.99765e+00
SKNBE2_AUTONOMIC_GANGLIA,3.47235e-01,4.99074e-01
