ModelID,cell_line_name,CCLE_Name,lineage,lineage_subtype,primary_disease,TACSTD2,CLDN4
ACH-000578,HCC-1171,HCC1171_LUNG,lung,NSCLC,Lung Cancer,8.981481659478533,9.613329054371054
ACH-000033,NCI-H1819,NCIH1819_LUNG,lung,NSCLC,Lung Cancer,7.58067312962826,8.27500704749987
ACH-000481,NCI-H2170,NCIH2170_LUNG,lung,NSCLC,Lung Cancer,7.4035233757923855,8.974586670402223
ACH-000871,NCI-H510,NCIH510_LUNG,lung,SCLC,Lung Cancer,2.4905701304462013,8.014411089200111
ACH-000690,HCC-2814,HCC2814_LUNG,lung,NSCLC,Lung Cancer,6.094869432718697,7.299940629824065
ACH-000858,KNS-62,KNS62_LUNG,lung,NSCLC,Lung Cancer,7.16400181665555,7.2645364309990255
ACH-000787,LXF-289,LXF289_LUNG,lung,NSCLC,Lung Cancer,3.711494906650088,5.530445354692906
ACH-000749,DMS 273,DMS273_LUNG,lung,SCLC,Lung Cancer,0.5849625007211562,1.4059923596758368
ACH-000358,NCI-H69,NCIH69_LUNG,lung,SCLC,Lung Cancer,0.3673710656485294,4.549053029337288
ACH-000331,IST-MES2,ISTMES2_PLEURA,lung,mesothelioma,Lung Cancer,0.925999418556223,1.2203299548795556
ACH-000594,DMS 153,DMS153_LUNG,lung,SCLC,Lung Cancer,1.3950627995175775,7.937403247633806
ACH-000868,HCC-1195,HCC1195_LUNG,lung,NSCLC,Lung Cancer,6.912649864897204,8.798309782454597
ACH-000186,NCI-H2444,NCIH2444_LUNG,lung,NSCLC,Lung Cancer,7.260590274730996,9.39902151756372
ACH-000677,SW 1573,SW1573_LUNG,lung,NSCLC,Lung Cancer,1.6276068381296498,3.056583528366368
ACH-000672,IA-LM,IALM_LUNG,lung,NSCLC,Lung Cancer,0.4329594072761063,6.010556078374215
ACH-000530,DMS 114,DMS114_LUNG,lung,SCLC,Lung Cancer,0.3448284969974411,0.9855004303048848
ACH-000012,HCC827,HCC827_LUNG,lung,NSCLC,Lung Cancer,8.32683392436484,8.083372949582133
ACH-000945,NCI-H650,NCIH650_LUNG,lung,NSCLC,Lung Cancer,4.558267634055736,1.15704371014558
ACH-000662,COR-L23,CORL23_LUNG,lung,NSCLC,Lung Cancer,7.484138131201669,7.970163424660996
ACH-000282,NCI-H1755,NCIH1755_LUNG,lung,NSCLC,Lung Cancer,4.3045110418099535,7.778471434199833
ACH-000261,RERF-LC-AI,RERFLCAI_LUNG,lung,NSCLC,Lung Cancer,4.620586410451877,3.125981653854716
ACH-000153,NCI-H2052,NCIH2052_PLEURA,lung,mesothelioma,Lung Cancer,0.5058909297299572,1.2448870591235344
ACH-001561,Mero-84,MERO84_PLEURA,lung,mesothelioma,Lung Cancer,0.0,0.3673710656485294
ACH-000681,A549,A549_LUNG,lung,NSCLC,Lung Cancer,0.2016338611696504,2.204766750654613
ACH-000866,NCI-H1048,NCIH1048_LUNG,lung,SCLC,Lung Cancer,0.1243281350022017,2.780310099043376
ACH-000586,NCI-H1876,NCIH1876_LUNG,lung,SCLC,Lung Cancer,1.1243281350022014,6.043956872790206
ACH-000394,NCI-H2081,NCIH2081_LUNG,lung,SCLC,Lung Cancer,0.3895668117627256,6.338246117182035
ACH-000379,NCI-H1781,NCIH1781_LUNG,lung,NSCLC,Lung Cancer,8.714966684909777,9.609585073883544
ACH-000901,HCC-1359,HCC1359_LUNG,lung,NSCLC,Lung Cancer,0.6507645591169022,2.867896463992655
ACH-000816,NCI-H524,NCIH524_LUNG,lung,SCLC,Lung Cancer,0.3561438102252753,4.606442228131607
ACH-000511,Calu-1,CALU1_LUNG,lung,NSCLC,Lung Cancer,6.243935601566864,6.346425085585596
ACH-000975,,HCC2450_LUNG,lung,NSCLC,Lung Cancer,4.129283016944966,1.1826922975161902
ACH-000109,NCI-H3255,NCIH3255_LUNG,lung,NSCLC,Lung Cancer,9.573590387357845,10.91423562233191
ACH-000712,HCC-1833,HCC1833_LUNG,lung,NSCLC,Lung Cancer,0.5849625007211562,8.311566689720246
ACH-000523,NCI-H1184,NCIH1184_LUNG,lung,SCLC,Lung Cancer,0.2387868595871164,0.8953026213333066
ACH-000890,SW 1271,SW1271_LUNG,lung,SCLC,Lung Cancer,0.4854268271702416,2.127633279725874
ACH-000562,HCC-78,HCC78_LUNG,lung,NSCLC,Lung Cancer,9.636207701187567,8.728328706711626
ACH-000399,NCI-H2196,NCIH2196_LUNG,lung,SCLC,Lung Cancer,5.4202128906107845,7.545736753493382
ACH-000710,NCI-H854,NCIH854_LUNG,lung,NSCLC,Lung Cancer,3.388189537156084,8.781621997870603
ACH-000066,HCC4006,HCC4006_LUNG,lung,NSCLC,Lung Cancer,7.940871478189196,7.705286790272472
ACH-000314,HCC-2108,HCC2108_LUNG,lung,NSCLC,Lung Cancer,0.6780719051126377,4.92837032301897
ACH-001977,NO36,NO36_LUNG,lung,mesothelioma,Lung Cancer,0.0,2.7676547982373463
ACH-000893,NCI-H1651,NCIH1651_LUNG,lung,NSCLC,Lung Cancer,0.1890338243900171,6.492173659610827
ACH-000187,COR-L311,CORL311_LUNG,lung,SCLC,Lung Cancer,0.1634987322828795,6.726967416706032
ACH-000569,IST-MES1,ISTMES1_PLEURA,lung,mesothelioma,Lung Cancer,0.2750070474998698,1.292781749227846
ACH-000924,NCI-H2172,NCIH2172_LUNG,lung,NSCLC,Lung Cancer,6.454998363444033,2.957914598632985
ACH-000639,NCI-H211,NCIH211_LUNG,lung,SCLC,Lung Cancer,0.963474123974886,1.6690267655096307
ACH-000590,NCI-H2073,NCIH2073_LUNG,lung,NSCLC,Lung Cancer,6.329841176530628,6.47021145739054
ACH-000553,Sq-1,SQ1_LUNG,lung,NSCLC,Lung Cancer,9.110483309816226,8.567537842323427
ACH-000339,,HCC461_LUNG,lung,NSCLC,Lung Cancer,4.007195501404204,3.4329594072761065
ACH-000789,NCI-H810,NCIH810_LUNG,lung,NSCLC,Lung Cancer,0.4436066514756146,6.783456654360239
ACH-000670,SBC-5,SBC5_LUNG,lung,SCLC,Lung Cancer,0.3219280948873623,1.803227036434928
ACH-000744,NCI-H1623,NCIH1623_LUNG,lung,NSCLC,Lung Cancer,6.357200084860054,8.588414823644175
ACH-001557,Mero-41,MERO41_PLEURA,lung,mesothelioma,Lung Cancer,0.0,0.4222330006830478
ACH-000525,NCI-H2171,NCIH2171_LUNG,lung,SCLC,Lung Cancer,0.1505596765753814,7.073284691861976
ACH-000853,NCI-H661,NCIH661_LUNG,lung,NSCLC,Lung Cancer,0.8237493603082727,2.097610796626422
ACH-000675,NCI-H1734,NCIH1734_LUNG,lung,NSCLC,Lung Cancer,1.4698859762744636,7.906289347406072
ACH-000891,HCC-1438,HCC1438_LUNG,lung,NSCLC,Lung Cancer,6.66803400407589,1.599317793698226
ACH-000851,MOR/CPR,MORCPR_LUNG,lung,NSCLC,Lung Cancer,6.602884408718419,7.695854657571727
ACH-000506,NCI-H146,NCIH146_LUNG,lung,SCLC,Lung Cancer,0.9560566524124028,2.111031312388744
ACH-000603,BEN,BEN_LUNG,lung,NSCLC,Lung Cancer,0.5753123306874368,8.75278203628655
ACH-001386,SCLC-22H,SCLC22H_LUNG,lung,SCLC,Lung Cancer,0.2016338611696504,6.463687842201262
ACH-000129,NCI-H1341,NCIH1341_LUNG,lung,SCLC,Lung Cancer,0.2986583155645151,4.563768278452033
ACH-000434,NCI-H1915,NCIH1915_LUNG,lung,NSCLC,Lung Cancer,1.790772037862,1.6182386555954549
ACH-000514,NCI-H1092,NCIH1092_LUNG,lung,SCLC,Lung Cancer,0.3334237337251918,5.560103513464738
ACH-000414,NCI-H1944,NCIH1944_LUNG,lung,NSCLC,Lung Cancer,0.6959938131099002,5.124328135002202
ACH-000665,SK-MES-1,SKMES1_LUNG,lung,NSCLC,Lung Cancer,7.524972598286626,7.105594275795191
ACH-000803,COLO 668,COLO668_LUNG,lung,SCLC,Lung Cancer,1.4750848829487828,7.347311316365285
ACH-001549,Lu-135,LU135_LUNG,lung,SCLC,Lung Cancer,0.1505596765753814,7.002927502063069
ACH-000706,EKVX,EKVX_LUNG,lung,NSCLC,Lung Cancer,1.613531652917927,1.6780719051126378
ACH-000737,NCI-H1385,NCIH1385_LUNG,lung,NSCLC,Lung Cancer,0.5160151470036647,7.925168680632868
ACH-000251,,NCIH2887_LUNG,lung,NSCLC,Lung Cancer,0.3673710656485294,9.220233204382192
ACH-000951,NCI-H2342,NCIH2342_LUNG,lung,NSCLC,Lung Cancer,7.909173056285013,8.99734886767138
ACH-000826,CAL-12T,CAL12T_LUNG,lung,NSCLC,Lung Cancer,9.267044141809931,8.591933685085198
ACH-000092,NCI-H2452,NCIH2452_PLEURA,lung,mesothelioma,Lung Cancer,6.997292407636508,2.1473066987802936
ACH-000669,SW 900,SW900_LUNG,lung,NSCLC,Lung Cancer,6.709152756902506,8.359661722333877
ACH-000648,NCI-H28,NCIH28_PLEURA,lung,mesothelioma,Lung Cancer,0.6135316529179271,6.058965822002304
ACH-000367,NCI-H226,NCIH226_LUNG,lung,NSCLC,Lung Cancer,0.5260688116675876,1.250961573533219
ACH-000589,NCI-H1437,NCIH1437_LUNG,lung,NSCLC,Lung Cancer,6.179710083870624,7.278170649631172
ACH-000628,NCI-H596,NCIH596_LUNG,lung,NSCLC,Lung Cancer,9.604497632823191,7.768449015180547
ACH-000645,JL-1,JL1_PLEURA,lung,mesothelioma,Lung Cancer,0.1634987322828795,1.8559896973084808
ACH-000086,ACC-MESO-1,ACCMESO1_PLEURA,lung,mesothelioma,Lung Cancer,0.5360529002402097,3.78135971352466
ACH-000264,Calu-6,CALU6_LUNG,lung,NSCLC,Lung Cancer,0.5260688116675876,3.5360529002402097
ACH-000297,NCI-H889,NCIH889_LUNG,lung,SCLC,Lung Cancer,0.3561438102252753,6.156841524588401
ACH-000843,HARA,HARA_LUNG,lung,NSCLC,Lung Cancer,5.27015513876653,3.2078928516413328
ACH-000840,HCC-366,HCC366_LUNG,lung,NSCLC,Lung Cancer,4.654779216959517,1.835924074254375
ACH-000912,NCI-H2286,NCIH2286_LUNG,lung,SCLC,Lung Cancer,1.1309308698264486,0.9411063109464316
ACH-000508,COR-L88,CORL88_LUNG,lung,SCLC,Lung Cancer,1.922197848396367,7.228722507620357
ACH-000667,HCC-44,HCC44_LUNG,lung,NSCLC,Lung Cancer,4.516015147003665,5.751410160064371
ACH-000718,NCI-H2291,NCIH2291_LUNG,lung,NSCLC,Lung Cancer,8.588864518190148,9.779391059535914
ACH-000747,NCI-H1703,NCIH1703_LUNG,lung,NSCLC,Lung Cancer,0.3785116232537298,0.8718436485093178
ACH-000438,,LU65_LUNG,lung,NSCLC,Lung Cancer,3.613531652917927,7.421475790846857
ACH-000021,NCI-H1693,NCIH1693_LUNG,lung,NSCLC,Lung Cancer,5.863195112473192,6.39557697654977
ACH-000980,NCI-H1155,NCIH1155_LUNG,lung,NSCLC,Lung Cancer,0.3561438102252753,5.059182199211692
ACH-000845,NCI-H1373,NCIH1373_LUNG,lung,NSCLC,Lung Cancer,7.475003793943287,7.982366179580753
ACH-000698,DMS 53,DMS53_LUNG,lung,SCLC,Lung Cancer,6.278170649631172,8.729110867230046
ACH-000852,NCI-H1435,NCIH1435_LUNG,lung,NSCLC,Lung Cancer,8.705390478092138,9.14399536846634
ACH-000448,NCI-H1666,NCIH1666_LUNG,lung,NSCLC,Lung Cancer,8.693312708445319,6.976249058832341
ACH-000867,ChaGo-K-1,CHAGOK1_LUNG,lung,NSCLC,Lung Cancer,7.084170591577843,7.580447019598663
ACH-000766,NCI-H1648,NCIH1648_LUNG,lung,NSCLC,Lung Cancer,9.097215728928624,8.380071387399655
ACH-000343,NCI-H522,NCIH522_LUNG,lung,NSCLC,Lung Cancer,0.2750070474998698,1.6461626571578936
ACH-000774,RERF-LC-Ad2,RERFLCAD2_LUNG,lung,NSCLC,Lung Cancer,8.409687931015343,8.132216946540623
ACH-000733,NCI-H1838,NCIH1838_LUNG,lung,NSCLC,Lung Cancer,7.209355882940924,8.838636678597908
ACH-000780,NCI-H1105,NCIH1105_LUNG,lung,SCLC,Lung Cancer,0.2509615735332188,5.447579196548882
ACH-001555,Mero-14,MERO14_PLEURA,lung,mesothelioma,Lung Cancer,0.1110313123887439,0.879705766282288
ACH-000921,NCI-H157-DM,NCIH157DM_LUNG,lung,NSCLC,Lung Cancer,1.2141248053528475,0.765534746362977
ACH-000790,SHP-77,SHP77_LUNG,lung,SCLC,Lung Cancer,0.3561438102252753,6.344295907915817
ACH-000482,RERF-LC-KJ,RERFLCKJ_LUNG,lung,NSCLC,Lung Cancer,9.156993166412644,7.835292504380046
ACH-000870,NCI-H1930,NCIH1930_LUNG,lung,SCLC,Lung Cancer,0.411426245726465,2.16349873228288
ACH-000779,,PC9_LUNG,lung,NSCLC,Lung Cancer,7.915341628301788,7.807226104249501
ACH-000290,NCI-H209,NCIH209_LUNG,lung,SCLC,Lung Cancer,0.6599245584023783,7.313517964272896
ACH-001556,Mero-25,MERO25_PLEURA,lung,mesothelioma,Lung Cancer,0.070389327891398,0.0565835283663675
ACH-000378,NCI-H647,NCIH647_LUNG,lung,NSCLC,Lung Cancer,6.128870759465125,6.660780334032546
ACH-000575,,HCC364_LUNG,lung,NSCLC,Lung Cancer,1.5897634869849773,7.328136340322853
ACH-000767,NCI-H526,NCIH526_LUNG,lung,SCLC,Lung Cancer,0.3895668117627256,6.461397589926158
ACH-000451,NCI-H2085,NCIH2085_LUNG,lung,NSCLC,Lung Cancer,8.037492045399082,8.717367975478947
ACH-000454,HCC-95,HCC95_LUNG,lung,NSCLC,Lung Cancer,8.221103725367875,7.282995721155153
ACH-000161,COR-L105,CORL105_LUNG,lung,NSCLC,Lung Cancer,0.7484612330040357,4.739308070860385
ACH-000395,NCI-H520,NCIH520_LUNG,lung,NSCLC,Lung Cancer,1.3448284969974411,3.063502942306158
ACH-000916,NCI-H1573,NCIH1573_LUNG,lung,NSCLC,Lung Cancer,7.811085643846393,8.777879936782805
ACH-000292,NCI-H841,NCIH841_LUNG,lung,SCLC,Lung Cancer,0.2141248053528473,1.1890338243900171
ACH-000837,NCI-H322,NCIH322_LUNG,lung,NSCLC,Lung Cancer,7.897845456005512,7.851124362886753
ACH-000463,NCI-H460,NCIH460_LUNG,lung,NSCLC,Lung Cancer,0.2265085298086797,4.671859468247477
ACH-001992,ONE58,ONE58_LUNG,lung,mesothelioma,Lung Cancer,3.785550551739256,0.9411063109464316
ACH-000064,SALE,SALE_LUNG,lung,,Non-Cancerous,9.761069145499366,7.56711948795167
ACH-000861,HOP-62,HOP62_LUNG,lung,NSCLC,Lung Cancer,1.6369145803558778,4.62702310555406
ACH-000563,EBC-1,EBC1_LUNG,lung,NSCLC,Lung Cancer,7.8400225529032195,8.450510204006784
ACH-000355,NCI-H82,NCIH82_LUNG,lung,SCLC,Lung Cancer,0.3895668117627256,0.722466024471091
ACH-000757,A427,A427_LUNG,lung,NSCLC,Lung Cancer,0.2016338611696504,0.8237493603082727
ACH-000447,NCI-H2228,NCIH2228_LUNG,lung,NSCLC,Lung Cancer,5.211401637418471,6.434461432441338
ACH-000319,MPP 89,MPP89_PLEURA,lung,mesothelioma,Lung Cancer,0.765534746362977,1.38404980679516
ACH-000892,NCI-H1563,NCIH1563_LUNG,lung,NSCLC,Lung Cancer,5.007644030878014,0.8399595874895318
ACH-000904,NCI-H2106,NCIH2106_LUNG,lung,NSCLC,Lung Cancer,0.8639384504239714,6.491211756003092
ACH-000610,NCI-H2227,NCIH2227_LUNG,lung,SCLC,Lung Cancer,0.3448284969974411,2.114367024952
ACH-000416,NCI-H838,NCIH838_LUNG,lung,NSCLC,Lung Cancer,3.16349873228288,0.5459683691052926
ACH-000752,NCI-H196,NCIH196_LUNG,lung,SCLC,Lung Cancer,0.4854268271702416,1.782408564927373
ACH-000731,HCC-2279,HCC2279_LUNG,lung,NSCLC,Lung Cancer,5.036942844798256,5.933572638261024
ACH-000875,NCI-H2347,NCIH2347_LUNG,lung,NSCLC,Lung Cancer,9.13696548671871,8.638725510025145
ACH-000442,RERF-LC-Sq1,RERFLCSQ1_LUNG,lung,NSCLC,Lung Cancer,3.4918530963296748,5.204766750654613
ACH-001558,Mero-48a,MERO48A_PLEURA,lung,mesothelioma,Lung Cancer,0.0840642647884745,0.6690267655096305
ACH-000841,NCI-H2087,NCIH2087_LUNG,lung,NSCLC,Lung Cancer,8.13190839267029,8.338379842448932
ACH-000860,NCI-H358,NCIH358_LUNG,lung,NSCLC,Lung Cancer,7.491692787974502,7.933395595120775
ACH-001562,Mero-95,MERO95_PLEURA,lung,mesothelioma,Lung Cancer,0.01435529297707,0.6040713236688608
ACH-000335,MSTO-211H,MSTO211H_PLEURA,lung,mesothelioma,Lung Cancer,0.1505596765753814,0.918386234446348
ACH-000929,NCI-H2110,NCIH2110_LUNG,lung,NSCLC,Lung Cancer,8.766263865647513,8.914803677251783
ACH-000311,NCI-H2122,NCIH2122_LUNG,lung,NSCLC,Lung Cancer,7.302044817770586,8.631504490305947
ACH-000390,LUDLU-1,LUDLU1_LUNG,lung,NSCLC,Lung Cancer,7.742545233866053,8.912619928185523
ACH-000496,NCI-H1792,NCIH1792_LUNG,lung,NSCLC,Lung Cancer,4.558267634055736,7.153095971734591
ACH-000062,RERF-LC-MS,RERFLCMS_LUNG,lung,NSCLC,Lung Cancer,3.533563348214512,5.8109571587378
ACH-000878,HCC-15,HCC15_LUNG,lung,NSCLC,Lung Cancer,4.805808348701467,7.320574933893158
ACH-000515,HCC-33,HCC33_LUNG,lung,SCLC,Lung Cancer,0.5945485495503542,3.114367024952
ACH-000825,HOP-92,HOP92_LUNG,lung,NSCLC,Lung Cancer,8.219507368762953,7.353323291162897
ACH-000743,COR-L95,CORL95_LUNG,lung,SCLC,Lung Cancer,2.983677694698067,8.475206507911906
ACH-000813,T3M-10,T3M10_LUNG,lung,NSCLC,Lung Cancer,4.5496691707264905,5.012121672712217
ACH-000257,COR-L279,CORL279_LUNG,lung,SCLC,Lung Cancer,1.82781902461732,6.8562387598970815
ACH-000521,NCI-H2030,NCIH2030_LUNG,lung,NSCLC,Lung Cancer,0.4329594072761063,1.070389327891398
ACH-000029,HCC-827-GR5,HCC827GR5_LUNG,lung,NSCLC,Lung Cancer,8.195249157802179,8.24939793313549
ACH-000150,HCC2935,HCC2935_LUNG,lung,NSCLC,Lung Cancer,8.58845230354392,9.90000636716138
ACH-000869,NCI-H1568,NCIH1568_LUNG,lung,NSCLC,Lung Cancer,6.552438555253539,8.339360115848175
ACH-000431,NCI-H1694,NCIH1694_LUNG,lung,SCLC,Lung Cancer,0.4005379295837288,1.879705766282288
ACH-000703,DMS 79,DMS79_LUNG,lung,SCLC,Lung Cancer,1.070389327891398,7.445014845868423
ACH-000337,NCI-H3122,NCIH3122_LUNG,lung,NSCLC,Lung Cancer,7.420802381631812,7.350408843944249
ACH-000444,LU99,LU99_LUNG,lung,NSCLC,Lung Cancer,3.582556003014061,1.6735564239901446
ACH-000298,NCI-H2029,NCIH2029_LUNG,lung,SCLC,Lung Cancer,1.0071955014042038,8.810410969331894
ACH-000886,NCI-H2009,NCIH2009_LUNG,lung,NSCLC,Lung Cancer,8.038205693766274,7.349436051713823
ACH-000888,NCI-H1793,NCIH1793_LUNG,lung,NSCLC,Lung Cancer,8.83491342970104,7.45392906064805
ACH-000659,SCLC-21H,SCLC21H_LUNG,lung,SCLC,Lung Cancer,0.4436066514756146,6.32102612859297
ACH-000030,PC-14,PC14_LUNG,lung,NSCLC,Lung Cancer,8.783620349575703,9.117123585704368
ACH-000775,NCI-H727,NCIH727_LUNG,lung,lung_carcinoid,Lung Cancer,1.8237493603082728,8.956724627300089
ACH-000559,NCI-H1836,NCIH1836_LUNG,lung,SCLC,Lung Cancer,1.232660756790275,6.854619083961035
ACH-000510,NCI-H1299,NCIH1299_LUNG,lung,NSCLC,Lung Cancer,0.1634987322828795,1.819668183496456
ACH-000844,DMS 454,DMS454_LUNG,lung,SCLC,Lung Cancer,2.572889668420581,8.439041288369602
ACH-000925,DV-90,DV90_LUNG,lung,NSCLC,Lung Cancer,7.0574502721839,9.361132303672685
ACH-000143,,HCC2429_LUNG,lung,NSCLC,Lung Cancer,4.370861740085285,0.4750848829487828
ACH-000382,COR-L24,CORL24_LUNG,lung,SCLC,Lung Cancer,0.6599245584023783,7.717539343391165
ACH-000695,COR-L47,CORL47_LUNG,lung,SCLC,Lung Cancer,0.6507645591169022,4.309612772454123
ACH-001560,Mero-83,MERO83_PLEURA,lung,mesothelioma,Lung Cancer,0.0426443374084937,0.2141248053528473
ACH-000015,NCI-H1581,NCIH1581_LUNG,lung,NSCLC,Lung Cancer,0.1505596765753814,1.15704371014558
ACH-000791,RERF-LC-Ad1,RERFLCAD1_LUNG,lung,NSCLC,Lung Cancer,10.143765840975458,9.78342391308819
ACH-001075,NCI-H292,NCIH292_LUNG,lung,NSCLC,Lung Cancer,9.615574465930752,8.257623557919201
ACH-000900,NCI-H23,NCIH23_LUNG,lung,NSCLC,Lung Cancer,0.4436066514756146,1.292781749227846
ACH-000666,NCI-H1355,NCIH1355_LUNG,lung,NSCLC,Lung Cancer,4.462052318796433,1.263034405833794
ACH-000872,HCC515,HCC515_LUNG,lung,NSCLC,Lung Cancer,5.928133407829852,4.513490745588118
ACH-000121,NCI-H2405,NCIH2405_LUNG,lung,NSCLC,Lung Cancer,1.3448284969974411,7.188044796421695
ACH-000781,NCI-H2023,NCIH2023_LUNG,lung,NSCLC,Lung Cancer,1.7739963251111732,1.599317793698226
ACH-000830,NCI-H1436,NCIH1436_LUNG,lung,SCLC,Lung Cancer,0.3895668117627256,6.280770770130602
