slide_claim,layer,dataset,cohort,partner,primary,n,spearman_rho,spearman_p,spearman_q_bh_primary6,spearman_ci95_low,spearman_ci95_high,pearson_r,pearson_p,rounds_to_slide_0.69,abs_diff_vs_slide_0.69,n_equals_slide_118,slide_0.69_inside_ci95,note
"CCLE protein coexpression TACSTD2–CLDN4 Spearman 0.69, n=118, labeled NSCLC",protein,Gygi_CCLE_MS,lung_suffix,CLDN1,True,70,0.11440818825999474,0.34564316133457335,0.34564316133457335,-0.11551855942598685,0.33398575094377975,0.09083313400297748,0.4545634650703755,False,0.5755918117400052,False,False,PRIMARY protein: CCLE name ends with _LUNG. Pairwise complete cases. No imputation.
"CCLE protein coexpression TACSTD2–CLDN4 Spearman 0.69, n=118, labeled NSCLC",protein,Gygi_CCLE_MS,lung_suffix,CLDN4,True,45,0.6931488801054019,1.3117431950020398e-07,1.5740918340024475e-07,0.4833291593279783,0.8222327111970432,0.6871878120527255,1.8535570143264805e-07,True,0.00314888010540193,False,True,PRIMARY protein: CCLE name ends with _LUNG. Pairwise complete cases. No imputation.
"CCLE protein coexpression TACSTD2–CLDN4 Spearman 0.69, n=118, labeled NSCLC",protein,Gygi_CCLE_MS,lung_suffix,CLDN7,True,65,0.7016608391608391,7.47564064337753e-11,1.1213460965066295e-10,0.5219235047106827,0.8252199946882589,0.6860684248778224,2.843330683305095e-10,False,0.011660839160839154,False,True,PRIMARY protein: CCLE name ends with _LUNG. Pairwise complete cases. No imputation.
"CCLE protein coexpression TACSTD2–CLDN4 Spearman 0.69, n=118, labeled NSCLC",RNA,DepMap_Public_24Q4_log2TPM,lung_cell_lines,CLDN1,True,214,0.4669611859380081,5.480139911560395e-13,1.096027982312079e-12,0.35115520338439327,0.5713879980884868,0.46453559206679146,7.478077813996324e-13,False,0.22303881406199183,False,False,PRIMARY RNA: OncotreeLineage==Lung and ModelType==Cell Line.
"CCLE protein coexpression TACSTD2–CLDN4 Spearman 0.69, n=118, labeled NSCLC",RNA,DepMap_Public_24Q4_log2TPM,lung_cell_lines,CLDN4,True,214,0.6074923026927191,5.636455165585778e-23,3.3818730993514673e-22,0.5133482836771316,0.6871859820977054,0.5624370891915033,3.001007452146409e-19,False,0.0825076973072808,False,False,PRIMARY RNA: OncotreeLineage==Lung and ModelType==Cell Line.
"CCLE protein coexpression TACSTD2–CLDN4 Spearman 0.69, n=118, labeled NSCLC",RNA,DepMap_Public_24Q4_log2TPM,lung_cell_lines,CLDN7,True,214,0.5947691792090892,7.289729573166664e-22,2.1869188719499992e-21,0.4901717407614792,0.6854471154356284,0.53580587164442,2.6678565120717146e-17,False,0.09523082079091072,False,False,PRIMARY RNA: OncotreeLineage==Lung and ModelType==Cell Line.
