col,ccle,TACSTD2,CLDN1,CLDN4,CLDN7,CLDN3,CLDN5,CLDN18,EPCAM,KRT8,KRT18,KRT19,CellLineName,StrippedCellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,disease_group,is_lung_suffix
NCIH2170_LUNG_TenPx12,NCIH2170_LUNG,-0.116836720531755,-0.908542904241169,1.43351888686291,-0.056916201378697,0.10391973618031,,-0.219364232365491,0.0402768693279025,,,,NCI-H2170,NCIH2170,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
HCC1500_BREAST_TenPx12,HCC1500_BREAST,0.775721410714726,-1.46817020118686,0.265636300353966,-0.393554122205868,0.949996708670613,,1.99634296577149,-0.172772207080062,,,,HCC1500,HCC1500,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
MDAMB436_BREAST_TenPx12,MDAMB436_BREAST,-2.62685400599167,-1.30288141374488,-2.30851010788453,-2.92845808300846,-2.27246130517929,,2.97745301681002,-3.03076289816469,,,,MDA-MB-436,MDAMB436,Cell Line,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS,other,False
DV90_LUNG_TenPx12,DV90_LUNG,1.92830661848231,-0.161724238713047,2.5333035825933,2.55212764857096,1.94455158911021,,8.88497795164157,2.12062905675159,,,,DV-90,DV90,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
SNU61_LARGE_INTESTINE_TenPx12,SNU61_LARGE_INTESTINE,-0.0846602631251004,0.0112119558932199,0.743266100006861,2.01038807745953,1.76026868281506,,3.07460996143082,2.55014080906838,,,,SNU-61,SNU61,Cell Line,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,other,False
SBC5_LUNG_TenPx13,SBC5_LUNG,-2.34135061053231,-1.46025061514361,-2.4884112980203,-3.92844120205129,-3.87764874299409,,,-5.06569196084178,,,,SBC-5,SBC5,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HT1376_URINARY_TRACT_TenPx13,HT1376_URINARY_TRACT,3.20893929374137,3.60392343274074,1.18549927227929,1.55444587372387,0.0941629922547264,,,-1.25050486204247,,,,HT-1376,HT1376,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
CFPAC1_PANCREAS_TenPx13,CFPAC1_PANCREAS,0.929924478194107,-0.518292000681177,0.868501041122002,0.178339143056381,3.24153647719232,,,0.892372584285059,,,,CFPAC-1,CFPAC1,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
NCIH3255_LUNG_TenPx13,NCIH3255_LUNG,0.0984662090825736,-0.0362976203686341,0.94867281700122,-0.628862116995387,3.48249576070517,,,0.206762116273402,,,,NCI-H3255,NCIH3255,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH1975_LUNG_TenPx13,NCIH1975_LUNG,0.0336846436092726,-1.18119894141884,1.05156867095784,0.399509307235716,0.652340533055395,,,0.985449418820517,,,,NCI-H1975,NCIH1975,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
COLO678_LARGE_INTESTINE_TenPx13,COLO678_LARGE_INTESTINE,-2.35861978002407,-1.0683942729749,0.761477758958542,-0.307348257042251,1.76948229881644,,,1.12591591653006,,,,COLO-678,COLO678,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
SNU119_OVARY_TenPx13,SNU119_OVARY,2.13314170312326,1.05256151770373,0.14089618210751,2.51183778500776,0.559831868554216,,,2.82892972901602,,,,SNU-119,SNU119,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
CORL105_LUNG_TenPx13,CORL105_LUNG,-2.92509722976601,0.102506446953155,-2.08255300509259,-2.02838665716497,-7.76567710171911,,,0.331118259555896,,,,COR-L105,CORL105,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HCC70_BREAST_TenPx13,HCC70_BREAST,2.34846962151259,-0.225839469020926,1.33436980234114,1.80016633013878,0.945809647695382,,,0.48037043850847,,,,HCC70,HCC70,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
AGS_STOMACH_TenPx16,AGS_STOMACH,0.217039386055999,-0.429801157643997,1.55025995262901,0.560457488829996,-1.05413475538062,,,0.893257379574562,,,,AGS,AGS,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
HCC1143_BREAST_TenPx16,HCC1143_BREAST,3.48765222702588,2.25881439018536,2.52642699658073,2.33503274939483,1.519105612762,,,2.43590038340451,,,,HCC1143,HCC1143,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
NCIH1666_LUNG_TenPx16,NCIH1666_LUNG,1.12307829490342,-2.09386206765778,0.0919837283122551,1.12094029560761,-0.85354158141189,,,1.2313976641836,,,,NCI-H1666,NCIH1666,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2291_LUNG_TenPx16,NCIH2291_LUNG,1.15732875736606,-0.269035454428353,1.62027705011321,-0.108638228497469,2.29918206765592,,,0.949676880483241,,,,NCI-H2291,NCIH2291,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH747_LARGE_INTESTINE_TenPx16,NCIH747_LARGE_INTESTINE,0.460212462735332,0.0116797170133851,2.29653299150534,0.64434811754293,2.68378262579055,,,1.14737620637971,,,,NCI-H747,NCIH747,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH838_LUNG_TenPx16,NCIH838_LUNG,-1.89744275080729,-0.982947162009221,-2.52590355835083,-0.934052195206831,-1.49292209695205,,,-2.93006848375667,,,,NCI-H838,NCIH838,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
FUOV1_OVARY_TenPx16,FUOV1_OVARY,-2.55666408555646,0.910588294195498,-2.56395091975349,-1.12044293959063,-1.75557839127786,,,-0.951133218366634,,,,FU-OV-1,FUOV1,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
RERFLCSQ1_LUNG_TenPx16,RERFLCSQ1_LUNG,-2.3115335708691,-0.470286387534822,-1.47787413312702,-1.08076674975995,-0.915129970054403,,,-3.37560521687676,,,,RERF-LC-Sq1,RERFLCSQ1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
DETROIT562_UPPER_AERODIGESTIVE_TRACT_TenPx16,DETROIT562_UPPER_AERODIGESTIVE_TRACT,1.28145384599287,1.2485244886933,-0.0341679293825485,-0.451324353177629,-0.364954305675893,,,1.66441304266831,,,,Detroit 562,DETROIT562,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oropharynx Squamous Cell Carcinoma,OPHSC,other,False
L33_PANCREAS_TenPx17,L33_PANCREAS,1.65147696235868,1.7893489741373,,1.35231288285625,-1.2728940270037,,,0.886177254402306,,,,L3.3,L33,Cell Line,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,PAASC,other,False
MKN45_STOMACH_TenPx17,MKN45_STOMACH,-0.518045826193258,0.638617574139555,,0.705836980799666,2.8012970641959,,,1.82078169684687,,,,MKN-45,MKN45,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,other,False
MKN7_STOMACH_TenPx17,MKN7_STOMACH,2.63405389627585,-0.277739816939433,,1.11449448339657,0.224724724924383,,,1.47041996206385,,,,MKN7,MKN7,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
NCIH1793_LUNG_TenPx17,NCIH1793_LUNG,-0.083063792179741,0.207855493559233,,-2.69263257625351,-4.79370610570175,,,-3.29033937959209,,,,NCI-H1793,NCIH1793,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2126_LUNG_TenPx17,NCIH2126_LUNG,1.8354819076635,-0.653590892410036,,2.26860262194422,2.84777733333478,,,1.54449966540665,,,,NCI-H2126,NCIH2126,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2228_LUNG_TenPx17,NCIH2228_LUNG,-0.38960318536105,0.875894200170816,,-1.20289639504653,-1.5262755394456,,,-0.985646923411868,,,,NCI-H2228,NCIH2228,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH661_LUNG_TenPx17,NCIH661_LUNG,-2.91049842318675,-0.832967297810696,,-2.83685418969793,0.228955708542008,,,-1.69039861668352,,,,NCI-H661,NCIH661,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
SNUC2A_LARGE_INTESTINE_TenPx17,SNUC2A_LARGE_INTESTINE,-1.38224268463538,-1.77036726496759,,0.568423008165723,2.13667187312387,,,0.406018724366349,,,,SNU-C2A,SNUC2A,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
TE6_OESOPHAGUS_TenPx17,TE6_OESOPHAGUS,-0.380583842563007,-0.535050825263185,,0.696436669681215,-2.54627803640915,,,1.07490244864367,,,,TE-6,TE6,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
IGROV1_OVARY_TenPx19,IGROV1_OVARY,-1.64619945686873,5.4233892034985,,-1.54283569370546,2.87655130734688,,,1.60363806394916,,,,IGROV1,IGROV1,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV,other,False
LCLC103H_LUNG_TenPx19,LCLC103H_LUNG,0.110895394999786,-1.44053837113568,,0.165942343961371,-1.34480722293282,,,-2.08108416522163,,,,LCLC-103H,LCLC103H,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
LOXIMVI_SKIN_TenPx19,LOXIMVI_SKIN,-1.19000025740162,-3.61747038299749,,-1.44956135764006,-0.843116755175234,,,-2.42470005989771,,,,LOX IMVI,LOXIMVI,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
MDAMB453_BREAST_TenPx19,MDAMB453_BREAST,2.29424561943277,-3.46521979073185,,1.87800833198847,1.48740342533946,,,2.16041671245326,,,,MDA-MB-453,MDAMB453,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
NCIH1703_LUNG_TenPx19,NCIH1703_LUNG,-0.652791698042157,-0.289952833718148,,-0.984185297113246,-1.28460001138029,,,-1.46822123886669,,,,NCI-H1703,NCIH1703,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
NCIH196_LUNG_TenPx19,NCIH196_LUNG,-1.04924283994366,-0.904416160362831,,-1.83683117579298,-2.4051295429933,,,-2.70537170822021,,,,NCI-H196,NCIH196,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,other,True
NCIH2009_LUNG_TenPx19,NCIH2009_LUNG,2.90046392497731,-3.3127565738864,,2.71859570484062,-1.82701299910644,,,3.95367058290977,,,,NCI-H2009,NCIH2009,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2286_LUNG_TenPx19,NCIH2286_LUNG,-0.782937107900153,3.25431589465088,,-2.31482215332593,-1.14993637262113,,,-3.30702660794262,,,,NCI-H2286,NCIH2286,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
SNUC1_LARGE_INTESTINE_TenPx19,SNUC1_LARGE_INTESTINE,-1.17677216559002,1.46787808401532,,3.1622163623946,3.74344569341349,,,3.58028740513998,,,,SNU-C1,SNUC1,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
COLO205_LARGE_INTESTINE_TenPx20,COLO205_LARGE_INTESTINE,3.4044182021014,-8.9183810155785,1.12011865081111,2.83545709937053,0.281553283037292,,-3.35977590942912,1.10122902814979,,,,COLO 205,COLO205,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
CORL47_LUNG_TenPx20,CORL47_LUNG,-1.83301114565456,-3.93151819629585,-1.59425174221189,-0.0703556734849174,1.21032224149026,,0.160898398342717,0.883781290359895,,,,COR-L47,CORL47,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HCC1187_BREAST_TenPx20,HCC1187_BREAST,3.94416375394237,0.953869082343721,2.47259022196995,-1.8235996563497,-1.56081740043027,,0.260468622054035,-0.22641101874634,,,,HCC1187,HCC1187,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
HUH6_LIVER_TenPx20,HUH6_LIVER,-1.15408963570978,-3.25612495313092,1.76571005092751,1.86475352322196,1.51773788442117,,-1.42694531752878,3.05630983862994,,,,HuH-6,HUH6,Cell Line,Liver,Hepatoblastoma,Hepatoblastoma,LIHB,other,False
NCIH146_LUNG_TenPx20,NCIH146_LUNG,-2.08231363308606,1.63459693782776,-2.7852227248516,1.06636621159319,0.0686542057065515,,5.73077737089007,0.971200089612696,,,,NCI-H146,NCIH146,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
SNU1_STOMACH_TenPx20,SNU1_STOMACH,-1.12635705768581,-2.865200576441,-2.82241945379418,-2.23481448652533,-3.12913118313421,,-1.40573513045724,-2.4332431907189,,,,SNU-1,SNU1,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
NCIH23_LUNG_TenPx20,NCIH23_LUNG,-1.66944521320683,3.05455696428644,-3.00559581288356,-5.02117857715905,-1.64050350342971,,-0.801178891734741,-3.22577244337992,,,,NCI-H23,NCIH23,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
OSRC2_KIDNEY_TenPx20,OSRC2_KIDNEY,-2.17609331196932,0.414299089323938,0.984611207228935,-3.90043663405977,0.724196785539618,,-0.249895905661282,-2.5045828010248,,,,OS-RC-2,OSRC2,Cell Line,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,other,False
SW948_LARGE_INTESTINE_TenPx20,SW948_LARGE_INTESTINE,-0.929152149834954,2.04654029357395,3.02984232340644,2.53162425751975,2.31833430521572,,0.399706943266753,2.4260553073845,,,,SW948,SW948,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
CORL88_LUNG_TenPx21,CORL88_LUNG,-1.72973617467559,,2.81733527015499,1.81445779656411,2.25601156305811,,,3.23860829686851,,,,COR-L88,CORL88,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HCC2218_BREAST_TenPx21,HCC2218_BREAST,0.611458271988616,,1.02765564543109,-1.44069438140637,1.39855857790244,,,0.0605981635477317,,,,HCC2218,HCC2218,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
HCC44_LUNG_TenPx21,HCC44_LUNG,-0.78931032834856,,-0.55894243942282,-0.631377485904891,-0.17092448063622,,,-2.43959845497658,,,,HCC-44,HCC44,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HSC4_UPPER_AERODIGESTIVE_TRACT_TenPx21,HSC4_UPPER_AERODIGESTIVE_TRACT,2.6766428670691,,1.87347111289797,1.98546521818541,0.051664250439306,,,1.7580581230079,,,,HSC-4,HSC4,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
NCIH2172_LUNG_TenPx21,NCIH2172_LUNG,-0.414957089414946,,-2.02076147165257,-1.24898163808796,-0.570148419557519,,,-2.0384387522882,,,,NCI-H2172,NCIH2172,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
TCCSUP_URINARY_TRACT_TenPx21,TCCSUP_URINARY_TRACT,-1.46102727077654,,-2.44244611489195,-1.85376009454929,-0.873844022791911,,,-2.18276229575182,,,,TCCSUP,TCCSUP,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
TE11_OESOPHAGUS_TenPx21,TE11_OESOPHAGUS,3.57708838529699,,1.94876137396093,2.76102782446155,0.621793121667157,,,1.15584804909058,,,,TE-11,TE11,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
UACC62_SKIN_TenPx21,UACC62_SKIN,-1.44780252177647,,-3.31995533469532,-2.18573924113196,-1.43042346001109,,,-2.62024029828698,,,,UACC-62,UACC62,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
VCAP_PROSTATE_TenPx21,VCAP_PROSTATE,-0.848138843821536,,0.957315662377395,0.532500358941745,-0.386029950512032,,,2.51876605189495,,,,VCaP,VCAP,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
EFM19_BREAST_TenPx22,EFM19_BREAST,2.45290363227519,-2.29058039172074,,1.78635417530293,3.690177105905,,-0.788982410239526,0.746946637290768,,,,EFM-19,EFM19,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
HUG1N_STOMACH_TenPx22,HUG1N_STOMACH,0.740765159790499,-1.98605065278158,,1.30706084330222,5.08305297752273,,6.55089800928996,2.29070992394485,,,,HuG1-N,HUG1N,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
KYSE510_OESOPHAGUS_TenPx22,KYSE510_OESOPHAGUS,1.71383824829515,-1.01952349502653,,0.354139266164083,-0.177509945029062,,0.478560730112066,0.495141471236411,,,,KYSE-510,KYSE510,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
LU65_LUNG_TenPx22,LU65_LUNG,-2.11516727050587,0.924364198300843,,-1.22041616201181,-0.834044494900287,,-8.77385977283223,-0.0547635594871325,,,,Lu-65,LU65,Cell Line,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC,NSCLC,True
NCIH460_LUNG_TenPx22,NCIH460_LUNG,-2.01460867410348,-0.0482936527615035,,-1.25388364387382,-2.12898892227073,,-2.7639228027119,-1.99681625796651,,,,NCI-H460,NCIH460,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
NCIH522_LUNG_TenPx22,NCIH522_LUNG,-1.62335456917925,-0.611792867871782,,-2.18749572094775,0.355056707636278,,0.746545077914933,-1.22511229991025,,,,NCI-H522,NCIH522,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT_TenPx22,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,2.9387341196035,3.41636366779629,,1.61819351647143,-2.83253963227864,,-3.17896758969017,0.978173590264806,,,,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
SKMEL30_SKIN_TenPx22,SKMEL30_SKIN,-2.31323261687641,-1.53584017912247,,-2.08335934580326,-2.37274567839643,,0.373741652583172,-1.84182584741515,,,,SK-MEL-30,SKMEL30,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
SW1990_PANCREAS_TenPx22,SW1990_PANCREAS,0.0358061931797187,2.9161755764673,,-0.812121899175629,-1.22169795374368,,-1.65347066524302,0.290358826587371,,,,SW 1990,SW1990,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
A673_BONE_TenPx27,A673_BONE,-0.303248405314129,,,-3.5849173921278,-10.3394500122806,,,-2.83916237340313,,,,A-673,A673,Cell Line,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,other,False
MDAMB231_BREAST_TenPx27,MDAMB231_BREAST,3.41095600790095,,,2.24354012142582,0.0305730148650785,,,-0.457363022586823,,,,MDA-MB-231,MDAMB231,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
HEYA8_OVARY_TenPx27,HEYA8_OVARY,1.33805536543041,,,-1.8368960940287,-3.59020095625631,,,-0.290254460981419,,,,Hey-A8,HEYA8,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
RH41_SOFT_TISSUE_TenPx27,RH41_SOFT_TISSUE,-1.26675883702621,,,-3.07550443686475,-3.28618711649324,,,-3.9362058023367,,,,RH-41,RH41,Cell Line,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,other,False
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx27,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.56048556650226,,,-0.268588964666052,-0.0650886092365677,,,2.13327651368273,,,,KMS-12-BM,KMS12BM,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
LN229_CENTRAL_NERVOUS_SYSTEM_TenPx27,LN229_CENTRAL_NERVOUS_SYSTEM,-1.26148430703033,,,-5.20145180379432,-4.14202057823799,,,-2.50467383669185,,,,LN-229,LN229,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
LS180_LARGE_INTESTINE_TenPx27,LS180_LARGE_INTESTINE,-0.594936009051565,,,5.54532601695584,4.37865021232365,,,6.04104261367242,,,,LS 180,LS180,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx27,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.55527307005078,,,-1.14149583356455,-11.7704923976657,,,-1.05779826600374,,,,MOLM-13,MOLM13,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx27,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.13483187715976,,,-0.907103672473564,-3.49423964920027,,,0.497276727308914,,,,KARPAS-299,KARPAS299,Cell Line,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP,other,False
CAL120_BREAST_TenPx28,CAL120_BREAST,2.4487442645328,2.77864123698424,,,-0.360503980484324,,,-1.22771691705983,,,,CAL-120,CAL120,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
DU145_PROSTATE_TenPx28,DU145_PROSTATE,2.7572798120102,1.90173073558524,,,1.37741624974553,,,2.69787984850802,,,,DU 145,DU145,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
G401_SOFT_TISSUE_TenPx28,G401_SOFT_TISSUE,-2.09679831339788,-1.64822141450495,,,-0.735948165290838,,,-1.39354054736614,,,,G-401,G401,Cell Line,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,other,False
IM95_STOMACH_TenPx28,IM95_STOMACH,3.50174943376198,2.2807005519943,,,3.4633998321989,,,5.65567727557371,,,,IM95,IM95,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
JHUEM2_ENDOMETRIUM_TenPx28,JHUEM2_ENDOMETRIUM,-1.61479195941901,-2.13339174879959,,,0.205110759696397,,,-1.48665647932818,,,,JHUEM-2,JHUEM2,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx28,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.57807593782731,-2.42137083862302,,,-0.951454825473199,,,-4.13904768029691,,,,KARPAS-422,KARPAS422,Cell Line,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,other,False
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx28,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.61946183096121,-2.48579708144729,,,-2.54126824265709,,,-0.165782570369815,,,,KASUMI-1,KASUMI1,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
HCC15_LUNG_TenPx28,HCC15_LUNG,-0.0542793420375973,1.18357752187213,,,0.348719881966065,,,1.41198814867723,,,,HCC-15,HCC15,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
U87MG_CENTRAL_NERVOUS_SYSTEM_TenPx28,U87MG_CENTRAL_NERVOUS_SYSTEM,-2.0318261326679,-1.89478166272361,,,-1.7908529040628,,,-3.53836228112673,,,,U-87 MG,U87MG,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
ASPC1_PANCREAS_TenPx29,ASPC1_PANCREAS,-1.77895936370396,0.485131294058006,,0.515983539584915,3.99185048038313,,,2.54663680500596,3.74575161006566,,,AsPC-1,ASPC1,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
SNU719_STOMACH_TenPx29,SNU719_STOMACH,1.95907507871251,1.47022947238617,,2.6564326328783,-0.216640756040805,,,4.14537004132581,4.71904728816517,,,SNU-719,SNU719,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
CORL23_LUNG_TenPx29,CORL23_LUNG,3.13909136531352,0.107349149977306,,1.36541328298093,0.875553221075829,,,2.57829402421931,0.921831456212107,,,COR-L23,CORL23,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx29,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.2048887313199,-2.10544472856139,,-1.25699731867853,-1.62973835892976,,,-4.1931225811416,-1.08836526891379,,,F-36P,F36P,Cell Line,Myeloid,Myelodysplastic Syndromes,Myelodysplastic Syndromes,MDS,other,False
