col,ccle,TACSTD2,CLDN1,CLDN4,CLDN7,CellLineName,StrippedCellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,disease_group,is_lung_suffix
NCIH747_LARGE_INTESTINE_TenPx16,NCIH747_LARGE_INTESTINE,0.460212462735332,0.0116797170133851,2.29653299150534,0.64434811754293,NCI-H747,NCIH747,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
NCIH838_LUNG_TenPx16,NCIH838_LUNG,-1.89744275080729,-0.982947162009221,-2.52590355835083,-0.934052195206831,NCI-H838,NCIH838,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
FUOV1_OVARY_TenPx16,FUOV1_OVARY,-2.55666408555646,0.910588294195498,-2.56395091975349,-1.12044293959063,FU-OV-1,FUOV1,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
RERFLCSQ1_LUNG_TenPx16,RERFLCSQ1_LUNG,-2.3115335708691,-0.470286387534822,-1.47787413312702,-1.08076674975995,RERF-LC-Sq1,RERFLCSQ1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
DETROIT562_UPPER_AERODIGESTIVE_TRACT_TenPx16,DETROIT562_UPPER_AERODIGESTIVE_TRACT,1.28145384599287,1.2485244886933,-0.0341679293825485,-0.451324353177629,Detroit 562,DETROIT562,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oropharynx Squamous Cell Carcinoma,OPHSC,other,False
L33_PANCREAS_TenPx17,L33_PANCREAS,1.65147696235868,1.7893489741373,,1.35231288285625,L3.3,L33,Cell Line,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,PAASC,other,False
MKN45_STOMACH_TenPx17,MKN45_STOMACH,-0.518045826193258,0.638617574139555,,0.705836980799666,MKN-45,MKN45,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,other,False
MKN7_STOMACH_TenPx17,MKN7_STOMACH,2.63405389627585,-0.277739816939433,,1.11449448339657,MKN7,MKN7,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
NCIH1793_LUNG_TenPx17,NCIH1793_LUNG,-0.083063792179741,0.207855493559233,,-2.69263257625351,NCI-H1793,NCIH1793,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2126_LUNG_TenPx17,NCIH2126_LUNG,1.8354819076635,-0.653590892410036,,2.26860262194422,NCI-H2126,NCIH2126,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2228_LUNG_TenPx17,NCIH2228_LUNG,-0.38960318536105,0.875894200170816,,-1.20289639504653,NCI-H2228,NCIH2228,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH661_LUNG_TenPx17,NCIH661_LUNG,-2.91049842318675,-0.832967297810696,,-2.83685418969793,NCI-H661,NCIH661,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
SNUC2A_LARGE_INTESTINE_TenPx17,SNUC2A_LARGE_INTESTINE,-1.38224268463538,-1.77036726496759,,0.568423008165723,SNU-C2A,SNUC2A,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
TE6_OESOPHAGUS_TenPx17,TE6_OESOPHAGUS,-0.380583842563007,-0.535050825263185,,0.696436669681215,TE-6,TE6,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
IGROV1_OVARY_TenPx19,IGROV1_OVARY,-1.64619945686873,5.4233892034985,,-1.54283569370546,IGROV1,IGROV1,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV,other,False
LCLC103H_LUNG_TenPx19,LCLC103H_LUNG,0.110895394999786,-1.44053837113568,,0.165942343961371,LCLC-103H,LCLC103H,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
LOXIMVI_SKIN_TenPx19,LOXIMVI_SKIN,-1.19000025740162,-3.61747038299749,,-1.44956135764006,LOX IMVI,LOXIMVI,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
MDAMB453_BREAST_TenPx19,MDAMB453_BREAST,2.29424561943277,-3.46521979073185,,1.87800833198847,MDA-MB-453,MDAMB453,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
NCIH1703_LUNG_TenPx19,NCIH1703_LUNG,-0.652791698042157,-0.289952833718148,,-0.984185297113246,NCI-H1703,NCIH1703,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
NCIH196_LUNG_TenPx19,NCIH196_LUNG,-1.04924283994366,-0.904416160362831,,-1.83683117579298,NCI-H196,NCIH196,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,other,True
NCIH2009_LUNG_TenPx19,NCIH2009_LUNG,2.90046392497731,-3.3127565738864,,2.71859570484062,NCI-H2009,NCIH2009,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
NCIH2286_LUNG_TenPx19,NCIH2286_LUNG,-0.782937107900153,3.25431589465088,,-2.31482215332593,NCI-H2286,NCIH2286,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
SNUC1_LARGE_INTESTINE_TenPx19,SNUC1_LARGE_INTESTINE,-1.17677216559002,1.46787808401532,,3.1622163623946,SNU-C1,SNUC1,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
COLO205_LARGE_INTESTINE_TenPx20,COLO205_LARGE_INTESTINE,3.4044182021014,-8.9183810155785,1.12011865081111,2.83545709937053,COLO 205,COLO205,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
CORL47_LUNG_TenPx20,CORL47_LUNG,-1.83301114565456,-3.93151819629585,-1.59425174221189,-0.0703556734849174,COR-L47,CORL47,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HCC1187_BREAST_TenPx20,HCC1187_BREAST,3.94416375394237,0.953869082343721,2.47259022196995,-1.8235996563497,HCC1187,HCC1187,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
HUH6_LIVER_TenPx20,HUH6_LIVER,-1.15408963570978,-3.25612495313092,1.76571005092751,1.86475352322196,HuH-6,HUH6,Cell Line,Liver,Hepatoblastoma,Hepatoblastoma,LIHB,other,False
NCIH146_LUNG_TenPx20,NCIH146_LUNG,-2.08231363308606,1.63459693782776,-2.7852227248516,1.06636621159319,NCI-H146,NCIH146,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
SNU1_STOMACH_TenPx20,SNU1_STOMACH,-1.12635705768581,-2.865200576441,-2.82241945379418,-2.23481448652533,SNU-1,SNU1,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
NCIH23_LUNG_TenPx20,NCIH23_LUNG,-1.66944521320683,3.05455696428644,-3.00559581288356,-5.02117857715905,NCI-H23,NCIH23,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
OSRC2_KIDNEY_TenPx20,OSRC2_KIDNEY,-2.17609331196932,0.414299089323938,0.984611207228935,-3.90043663405977,OS-RC-2,OSRC2,Cell Line,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,other,False
SW948_LARGE_INTESTINE_TenPx20,SW948_LARGE_INTESTINE,-0.929152149834954,2.04654029357395,3.02984232340644,2.53162425751975,SW948,SW948,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
CORL88_LUNG_TenPx21,CORL88_LUNG,-1.72973617467559,,2.81733527015499,1.81445779656411,COR-L88,CORL88,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,NET,True
HCC2218_BREAST_TenPx21,HCC2218_BREAST,0.611458271988616,,1.02765564543109,-1.44069438140637,HCC2218,HCC2218,Cell Line,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,other,False
HCC44_LUNG_TenPx21,HCC44_LUNG,-0.78931032834856,,-0.55894243942282,-0.631377485904891,HCC-44,HCC44,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HSC4_UPPER_AERODIGESTIVE_TRACT_TenPx21,HSC4_UPPER_AERODIGESTIVE_TRACT,2.6766428670691,,1.87347111289797,1.98546521818541,HSC-4,HSC4,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
NCIH2172_LUNG_TenPx21,NCIH2172_LUNG,-0.414957089414946,,-2.02076147165257,-1.24898163808796,NCI-H2172,NCIH2172,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,NSCLC,True
TCCSUP_URINARY_TRACT_TenPx21,TCCSUP_URINARY_TRACT,-1.46102727077654,,-2.44244611489195,-1.85376009454929,TCCSUP,TCCSUP,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
TE11_OESOPHAGUS_TenPx21,TE11_OESOPHAGUS,3.57708838529699,,1.94876137396093,2.76102782446155,TE-11,TE11,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
UACC62_SKIN_TenPx21,UACC62_SKIN,-1.44780252177647,,-3.31995533469532,-2.18573924113196,UACC-62,UACC62,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
VCAP_PROSTATE_TenPx21,VCAP_PROSTATE,-0.848138843821536,,0.957315662377395,0.532500358941745,VCaP,VCAP,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
EFM19_BREAST_TenPx22,EFM19_BREAST,2.45290363227519,-2.29058039172074,,1.78635417530293,EFM-19,EFM19,Cell Line,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,other,False
HUG1N_STOMACH_TenPx22,HUG1N_STOMACH,0.740765159790499,-1.98605065278158,,1.30706084330222,HuG1-N,HUG1N,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
KYSE510_OESOPHAGUS_TenPx22,KYSE510_OESOPHAGUS,1.71383824829515,-1.01952349502653,,0.354139266164083,KYSE-510,KYSE510,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
LU65_LUNG_TenPx22,LU65_LUNG,-2.11516727050587,0.924364198300843,,-1.22041616201181,Lu-65,LU65,Cell Line,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC,NSCLC,True
NCIH460_LUNG_TenPx22,NCIH460_LUNG,-2.01460867410348,-0.0482936527615035,,-1.25388364387382,NCI-H460,NCIH460,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
NCIH522_LUNG_TenPx22,NCIH522_LUNG,-1.62335456917925,-0.611792867871782,,-2.18749572094775,NCI-H522,NCIH522,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT_TenPx22,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,2.9387341196035,3.41636366779629,,1.61819351647143,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,Cell Line,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,other,False
SKMEL30_SKIN_TenPx22,SKMEL30_SKIN,-2.31323261687641,-1.53584017912247,,-2.08335934580326,SK-MEL-30,SKMEL30,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
SW1990_PANCREAS_TenPx22,SW1990_PANCREAS,0.0358061931797187,2.9161755764673,,-0.812121899175629,SW 1990,SW1990,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
A673_BONE_TenPx27,A673_BONE,-0.303248405314129,,,-3.5849173921278,A-673,A673,Cell Line,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,other,False
MDAMB231_BREAST_TenPx27,MDAMB231_BREAST,3.41095600790095,,,2.24354012142582,MDA-MB-231,MDAMB231,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
HEYA8_OVARY_TenPx27,HEYA8_OVARY,1.33805536543041,,,-1.8368960940287,Hey-A8,HEYA8,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
RH41_SOFT_TISSUE_TenPx27,RH41_SOFT_TISSUE,-1.26675883702621,,,-3.07550443686475,RH-41,RH41,Cell Line,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,other,False
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx27,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.56048556650226,,,-0.268588964666052,KMS-12-BM,KMS12BM,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
LN229_CENTRAL_NERVOUS_SYSTEM_TenPx27,LN229_CENTRAL_NERVOUS_SYSTEM,-1.26148430703033,,,-5.20145180379432,LN-229,LN229,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
LS180_LARGE_INTESTINE_TenPx27,LS180_LARGE_INTESTINE,-0.594936009051565,,,5.54532601695584,LS 180,LS180,Cell Line,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,other,False
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx27,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.55527307005078,,,-1.14149583356455,MOLM-13,MOLM13,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx27,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.13483187715976,,,-0.907103672473564,KARPAS-299,KARPAS299,Cell Line,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP,other,False
CAL120_BREAST_TenPx28,CAL120_BREAST,2.4487442645328,2.77864123698424,,,CAL-120,CAL120,Cell Line,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,other,False
DU145_PROSTATE_TenPx28,DU145_PROSTATE,2.7572798120102,1.90173073558524,,,DU 145,DU145,Cell Line,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,other,False
G401_SOFT_TISSUE_TenPx28,G401_SOFT_TISSUE,-2.09679831339788,-1.64822141450495,,,G-401,G401,Cell Line,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,other,False
IM95_STOMACH_TenPx28,IM95_STOMACH,3.50174943376198,2.2807005519943,,,IM95,IM95,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,other,False
JHUEM2_ENDOMETRIUM_TenPx28,JHUEM2_ENDOMETRIUM,-1.61479195941901,-2.13339174879959,,,JHUEM-2,JHUEM2,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx28,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.57807593782731,-2.42137083862302,,,KARPAS-422,KARPAS422,Cell Line,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,other,False
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx28,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.61946183096121,-2.48579708144729,,,KASUMI-1,KASUMI1,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
HCC15_LUNG_TenPx28,HCC15_LUNG,-0.0542793420375973,1.18357752187213,,,HCC-15,HCC15,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,NSCLC,True
U87MG_CENTRAL_NERVOUS_SYSTEM_TenPx28,U87MG_CENTRAL_NERVOUS_SYSTEM,-2.0318261326679,-1.89478166272361,,,U-87 MG,U87MG,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
ASPC1_PANCREAS_TenPx29,ASPC1_PANCREAS,-1.77895936370396,0.485131294058006,,0.515983539584915,AsPC-1,ASPC1,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
SNU719_STOMACH_TenPx29,SNU719_STOMACH,1.95907507871251,1.47022947238617,,2.6564326328783,SNU-719,SNU719,Cell Line,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,other,False
CORL23_LUNG_TenPx29,CORL23_LUNG,3.13909136531352,0.107349149977306,,1.36541328298093,COR-L23,CORL23,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx29,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.2048887313199,-2.10544472856139,,-1.25699731867853,F-36P,F36P,Cell Line,Myeloid,Myelodysplastic Syndromes,Myelodysplastic Syndromes,MDS,other,False
HEC50B_ENDOMETRIUM_TenPx29,HEC50B_ENDOMETRIUM,-2.08783252198495,1.83101934792662,,-1.73276768348714,HEC-50B,HEC50B,Cell Line,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,other,False
KNS81_CENTRAL_NERVOUS_SYSTEM_TenPx29,KNS81_CENTRAL_NERVOUS_SYSTEM,-1.02292368893298,-1.36000445901429,,-0.161718301263678,KNS-81,KNS81,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx29,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.70457652874535,-1.44788883890071,,-1.9390725658513,OCI-AML5,OCIAML5,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
TE10_OESOPHAGUS_TenPx29,TE10_OESOPHAGUS,4.36706067067802,4.24352326343859,,0.901032627748625,TE-10,TE10,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
WM115_SKIN_TenPx29,WM115_SKIN,-1.42916010801181,-3.518847577951,,-1.06435855506969,WM-115,WM115,Cell Line,Skin,Melanoma,Melanoma,MEL,other,False
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx33,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.08073151421121,-1.75307152541524,-1.50999626225838,-0.527369221297311,EOL-1,EOL1,Cell Line,Myeloid,Myeloproliferative Neoplasms,"Chronic Eosinophilic Leukemia, NOS",CELNOS,other,False
SW1573_LUNG_TenPx33,SW1573_LUNG,-0.83930017148715,-0.609656176022515,0.831708353025961,-0.728067763406198,SW 1573,SW1573,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,NSCLC,True
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx33,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.46933982391254,-1.63595780965492,-3.57819953490705,-0.932149030017186,HEL 92.1.7,HEL9217,Cell Line,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,other,False
K029AX_SKIN_TenPx33,K029AX_SKIN,-1.56701239621426,-1.9489940596907,-2.05750760422896,-1.25831437486026,K029AX,K029AX,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
JHOS2_OVARY_TenPx33,JHOS2_OVARY,4.77332196051872,2.93335762636716,2.61487648970328,0.394840439529995,JHOS-2,JHOS2,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
SNU685_ENDOMETRIUM_TenPx33,SNU685_ENDOMETRIUM,-0.818257311248896,-1.03432102808978,-0.609348883480069,-0.836498847577232,SNU-685,SNU685,Cell Line,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS,other,False
NIHOVCAR3_OVARY_TenPx33,NIHOVCAR3_OVARY,2.8612171098832,1.82243519205156,1.96228957035812,1.31742088100128,NIH:OVCAR-3,NIHOVCAR3,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,other,False
SAOS2_BONE_TenPx33,SAOS2_BONE,-1.28966860792997,-1.85195664635592,-0.113784343763821,-0.671497172128997,Saos-2,SAOS2,Cell Line,Bone,Osteosarcoma,Osteosarcoma,OS,other,False
TE4_OESOPHAGUS_TenPx33,TE4_OESOPHAGUS,-1.01803885306397,2.57382117776068,2.80239113710971,2.01536241488587,TE-4,TE4,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
JHH1_LIVER_TenPx34,JHH1_LIVER,-1.4676412787404,1.55011975555823,2.9685421459352,,JHH-1,JHH1,Cell Line,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,other,False
SW1271_LUNG_TenPx34,SW1271_LUNG,-1.2723361866078,2.93406197230398,-4.59299576257199,,SW 1271,SW1271,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,other,True
NCIH226_LUNG_TenPx34,NCIH226_LUNG,-1.10791952240559,0.996859916246108,-3.08535075601732,,NCI-H226,NCIH226,Cell Line,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,other,True
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx34,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.70261883369736,-5.03976119785251,-2.18590462449922,,REC-1,REC1,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL,other,False
HT1080_SOFT_TISSUE_TenPx34,HT1080_SOFT_TISSUE,-0.586188511464107,-2.20858933537794,-1.39115167107441,,HT-1080,HT1080,Cell Line,Soft Tissue,Fibrosarcoma,Fibrosarcoma,FIBS,other,False
KYSE30_OESOPHAGUS_TenPx34,KYSE30_OESOPHAGUS,5.17373685764476,2.64137459887142,4.34103054303214,,KYSE-30,KYSE30,Cell Line,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,other,False
U2OS_BONE_TenPx34,U2OS_BONE,-0.713610426565389,0.028530672271212,-0.328039395708345,,U-2 OS,U2OS,Cell Line,Bone,Osteosarcoma,Osteosarcoma,OS,other,False
GB1_CENTRAL_NERVOUS_SYSTEM_TenPx34,GB1_CENTRAL_NERVOUS_SYSTEM,-0.19186283781944,-1.10203006905997,-5.08813152755779,,GB-1,GB1,Cell Line,CNS/Brain,Diffuse Glioma,Glioblastoma,GB,other,False
IALM_LUNG_TenPx34,IALM_LUNG,-1.25170740133634,-1.33085245160073,1.44201520116742,,IA-LM,IALM,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,NSCLC,True
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx35,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-3.73928399482905,-1.95175199668182,-2.020419563371,-3.5021217756516,CMK,CMK,Cell Line,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,MLADS,other,False
COLO829_SKIN_TenPx35,COLO829_SKIN,-0.175855702127167,0.27434243347659,-1.49761362063317,4.66824947608082,COLO 829,COLO829,Cell Line,Skin,Melanoma,Cutaneous Melanoma,SKCM,other,False
NCIH647_LUNG_TenPx35,NCIH647_LUNG,1.03568725879343,2.57782023396497,-0.390832839409234,0.505306550534536,NCI-H647,NCIH647,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS,NSCLC,True
OV56_OVARY_TenPx35,OV56_OVARY,2.10534386099806,3.5375108030242,1.12344894374933,1.08537909808845,OV56,OV56,Cell Line,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,other,False
RH30_SOFT_TISSUE_TenPx35,RH30_SOFT_TISSUE,0.85910437470254,-4.13854392636565,-0.0486090871684901,-1.13592364599251,RH-30,RH30,Cell Line,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,other,False
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_TenPx35,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.26481171745985,-1.34856102136682,-0.213838394440157,-0.501253234113614,RPMI 8226,RPMI8226,Cell Line,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,other,False
SJSA1_BONE_TenPx35,SJSA1_BONE,-0.856634635248498,0.890247459692809,-0.425464678178497,-2.34680721125243,SJSA-1,SJSA1,Cell Line,Bone,Osteosarcoma,Osteosarcoma,OS,other,False
HEC6_ENDOMETRIUM_TenPx35,HEC6_ENDOMETRIUM,-2.70998658760839,-1.15536440204197,-1.4500436040386,-1.77507286328554,HEC-6,HEC6,Cell Line,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC,other,False
SW837_LARGE_INTESTINE_TenPx35,SW837_LARGE_INTESTINE,3.65675607329036,-0.234588957085859,3.09225164008981,4.22003242999982,SW837,SW837,Cell Line,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,other,False
CAKI1_KIDNEY_TenPx36,CAKI1_KIDNEY,-1.35423337651447,2.91033629149706,,-1.49534663341155,Caki-1,CAKI1,Cell Line,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,other,False
KP2_PANCREAS_TenPx36,KP2_PANCREAS,4.80330562506263,3.33729163622049,,0.626842553403588,KP-2,KP2,Cell Line,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,other,False
KU1919_URINARY_TRACT_TenPx36,KU1919_URINARY_TRACT,0.805820826257742,-0.839838920959743,,1.21222358592178,KU-19-19,KU1919,Cell Line,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,other,False
