release,release_date,filename,url,md5_hash
DepMap Public 24Q4,2024-12-16,Model.csv,https://ndownloader.figshare.com/files/51065297,675210d17675f3517b0ce39a3c274f16
DepMap Public 24Q4,2024-12-16,OmicsExpressionProteinCodingGenesTPMLogp1.csv,https://ndownloader.figshare.com/files/51065489,71794802b750ce77c422dad0720a40af
Proteomics,2020-01-27,protein_quant_current_normalized.csv,https://gygi.hms.harvard.edu/publications/ccle.html,
