ccle,TACSTD2_protein,CLDN1_protein,CLDN4_protein,CLDN7_protein,TACSTD2_rna,CLDN1_rna,CLDN4_rna,CLDN7_rna
RERFLCMS_LUNG,-0.745382022943137,,,-0.119296520930839,3.534808661231747,3.727920454563199,5.811471030529836,3.91456452349394
ABC1_LUNG,2.42004783204824,,1.35907839420605,1.59350458542826,7.385689870739212,6.550746785383243,8.603477988254005,7.47856740557945
NCIH358_LUNG,2.02092051722455,-0.449375356705342,2.27815904368953,3.97785306702596,7.492414035336726,1.7949356628035362,7.9341036373619165,6.341096237957642
DMS273_LUNG,-1.24638140571614,-0.65451866975751,-1.3415908617903,-3.28983536254229,0.5849625007211562,0.1763227726404628,1.4059923596758368,0.722466024471091
NCIH1299_LUNG,-0.834182839388835,0.343048632090064,-1.26831048249319,-3.16142170096503,0.1634987322828795,4.335569005556748,1.819668183496456,0.5849625007211562
NCIH1048_LUNG,-1.13920343347137,0.033573478176521,-0.822462624743977,0.332962216884266,0.1243281350022017,6.7389029142817645,2.780310099043376,6.443440891144429
NCIH1693_LUNG,0.832171497546333,0.512822575951275,1.85390699585657,1.36576116731677,5.864681405572597,6.255311886359598,6.397118409042582,6.263973354803409
DMS114_LUNG,-1.32058734772584,0.1799986120526,-1.79906692198814,-2.58171370536218,0.3448284969974411,0.3448284969974411,0.9855004303048848,0.4222330006830478
LUDLU1_LUNG,1.6576758653625,1.23330383109232,1.09732336115942,0.470700742669474,7.742882021000409,5.95489421979703,8.913009056991898,6.125981653854716
HCC827_LUNG,2.5252116126129,0.602749432203196,1.80847161075187,,8.326968711587892,4.844486087757799,8.083532513265412,7.658354316774077
NCIH2110_LUNG,1.38376982126725,0.996066385884504,-0.687148129330744,,8.766860143829545,5.281698250098829,8.915401388260412,8.613863116455487
NCIH520_LUNG,-2.61515514580385,2.18968566365901,-1.89315199122283,,1.3448284969974411,0.4956951626240687,3.063502942306158,6.548282482376233
HCC95_LUNG,1.65996246468271,1.29923364381439,0.159743518456201,-0.0359310164371491,8.221393782341856,6.006746832440585,7.283273598920621,6.369291981680036
LK2_LUNG,-0.552712789456478,-1.73754344195964,-2.24264941636874,0.649117871367873,5.211790976252541,0.7570232465074596,2.541019153133559,6.813011548605618
NCIH1650_LUNG,2.28243773514674,-0.585357473601811,1.584797934609,-0.0405519368318115,9.811824211241978,5.404971223589166,7.974471952285043,7.232277010268292
NCIH1573_LUNG,0.538564421516332,1.37552395116865,0.904895344446136,1.3044000488379,7.812113112983306,4.573495715495609,8.778898476008376,7.318859105968651
A549_LUNG,-2.79992187142195,0.452105476536667,-5.30030757200522,-4.5626077319536,0.2016338611696504,6.07724299893246,2.204766750654613,0.722466024471091
NCIH2170_LUNG,-0.116836720531755,-0.908542904241169,1.43351888686291,-0.056916201378697,7.403693786262805,0.4005379295837288,8.974787405160122,6.783063710045979
DV90_LUNG,1.92830661848231,-0.161724238713047,2.5333035825933,2.55212764857096,7.058099988493412,3.0461417816447205,9.36187799586609,7.783914954166059
SBC5_LUNG,-2.34135061053231,-1.46025061514361,-2.4884112980203,-3.92844120205129,0.3219280948873623,0.6690267655096305,1.807354922057604,0.8155754288625725
NCIH3255_LUNG,0.0984662090825736,-0.0362976203686341,0.94867281700122,-0.628862116995387,9.574479999326677,5.947198584262056,10.91513244895065,8.637784110291324
NCIH1975_LUNG,0.0336846436092726,-1.18119894141884,1.05156867095784,0.399509307235716,5.3125199674749455,1.0772429989324606,7.45022149589718,5.890933021705543
CORL105_LUNG,-2.92509722976601,0.102506446953155,-2.08255300509259,-2.02838665716497,0.7484612330040357,6.666614587352882,4.739848102699328,4.017031080527841
NCIH1666_LUNG,1.12307829490342,-2.09386206765778,0.0919837283122551,1.12094029560761,8.693591496830619,3.399171093819823,6.976478203534362,7.354381632113322
NCIH2291_LUNG,1.15732875736606,-0.269035454428353,1.62027705011321,-0.108638228497469,8.58942643932765,5.556429415449573,9.779932707234156,7.666472568842073
NCIH838_LUNG,-1.89744275080729,-0.982947162009221,-2.52590355835083,-0.934052195206831,3.1651079851445365,1.9634741239748856,0.5459683691052926,0.3673710656485294
RERFLCSQ1_LUNG,-2.3115335708691,-0.470286387534822,-1.47787413312702,-1.08076674975995,3.4918530963296748,4.141596278383818,5.204766750654613,1.5558161550616396
NCIH1793_LUNG,-0.083063792179741,0.207855493559233,,-2.69263257625351,8.835545165508693,4.093391153253013,7.454587186925478,0.8953026213333066
NCIH2126_LUNG,1.8354819076635,-0.653590892410036,,2.26860262194422,8.774490584953922,4.781884234541486,7.608365723163637,7.581727841454475
NCIH2228_LUNG,-0.38960318536105,0.875894200170816,,-1.20289639504653,5.212569338850806,7.20094763377342,6.435461914479276,4.48155728070859
NCIH661_LUNG,-2.91049842318675,-0.832967297810696,,-2.83685418969793,0.8237493603082727,0.5558161550616396,2.097610796626422,2.0669502439246266
LCLC103H_LUNG,0.110895394999786,-1.44053837113568,,0.165942343961371,4.305240965954483,1.726831217032493,7.908272516291422,6.020813304252452
NCIH1703_LUNG,-0.652791698042157,-0.289952833718148,,-0.984185297113246,0.3785116232537298,5.1013979521825314,0.8718436485093178,0.4222330006830478
