symbol	ensembl	mean_within_sample_spearman	detection_frac
RPS13	ENSG00000110700	-0.5802539601588116	0.930976430976431
RPL21	ENSG00000122026	-0.5800827953791439	0.9545454545454546
RPS27A	ENSG00000143947	-0.5703324979860319	0.9629629629629629
RPS3A	ENSG00000145425	-0.5662102987218768	0.9461279461279462
EEF1A1	ENSG00000156508	-0.5652165062315846	0.9848484848484849
RPS4X	ENSG00000198034	-0.5620836441552953	0.9612794612794613
RPS6	ENSG00000137154	-0.5607115419014971	0.9511784511784511
RPL7	ENSG00000147604	-0.558749780412378	0.9612794612794613
RPL10	ENSG00000147403	-0.5522973591558931	0.9932659932659933
RPL8	ENSG00000161016	-0.5429496901569276	0.9696969696969697
RPS17	ENSG00000182774	-0.5405033153845866	0.9292929292929293
RPL27A	ENSG00000166441	-0.539006026222304	0.968013468013468
RPL5	ENSG00000122406	-0.536920600439948	0.8855218855218855
RPS18	ENSG00000231500	-0.5367238702499489	0.9730639730639731
RPL6	ENSG00000089009	-0.5342519456022664	0.9393939393939394
RPL26	ENSG00000161970	-0.5300159036603551	0.9292929292929293
RPS3	ENSG00000149273	-0.5299554653783365	0.9427609427609428
RPS25	ENSG00000118181	-0.5289408098966377	0.9461279461279462
RPL18A	ENSG00000105640	-0.5276571635504447	0.9562289562289562
RPS15A	ENSG00000134419	-0.5274226770379551	0.9646464646464646
RPL11	ENSG00000142676	-0.5240681176117022	0.968013468013468
RPS12	ENSG00000112306	-0.5238232777839512	0.9494949494949495
RPS23	ENSG00000186468	-0.5223768999327527	0.9478114478114478
RPS14	ENSG00000164587	-0.5208276188022344	0.9663299663299664
RPL31	ENSG00000071082	-0.5200381703977763	0.9511784511784511
RPL41	ENSG00000229117	-0.5191104807948135	0.9814814814814815
RPL10A	ENSG00000198755	-0.5162364875775198	0.9259259259259259
RPL9	ENSG00000163682	-0.515368168304251	0.9511784511784511
RPL19	ENSG00000108298	-0.5149133721967011	0.9545454545454546
RPLP0	ENSG00000089157	-0.5145888788104358	0.9393939393939394
RPL15	ENSG00000174748	-0.5123236716634664	0.9612794612794613
RPS10	ENSG00000124614	-0.5087948485789656	0.8602693602693603
RPL27	ENSG00000131469	-0.5078413908584686	0.9225589225589226
RPL13A	ENSG00000142541	-0.5001291189788165	0.9764309764309764
RPL23A	ENSG00000198242	-0.49775556919013547	0.9511784511784511
RPLP1	ENSG00000137818	-0.49706845704471453	0.9865319865319865
RPL13	ENSG00000167526	-0.49586548907525024	0.9781144781144782
RPS7	ENSG00000171863	-0.49317843743222467	0.9444444444444444
RPL30	ENSG00000156482	-0.4926701835402387	0.9478114478114478
RPL35A	ENSG00000182899	-0.49085122070054976	0.9225589225589226
