Study_ID	GSM_ID	IN_VIVO	Cancer_type	Cell_Line	sub_clone	Condition	ICB	ICB_study	ICB_group	ICB_Baseline_TYPE	Baseline	Cell_treatment	Cell_genotype	Tumor	Mouse_genotype	Mouse_strain	Mouse_treatment	Timepoint	Implantation	Implantation_site	SRX_ID	SampleName	Tacstd2	Cldn4
GSE107801	GSM2879445	in_vivo	Mammary carcinoma	EMT6	parental	antiTGFb_trap	1	R	antiPDL1		0		WT	primary	WT	BALB/c	M7824 (anti_PDL1_TGFb_Trap)		orthotopic	mammary fat pad	SRX3453200	SRX3453200	0.04941327198602516	0.06895703099687639
GSE107801	GSM2879446	in_vivo	Mammary carcinoma	EMT6	parental	antiTGFb_trap	1	R	antiPDL1		0		WT	primary	WT	BALB/c	M7824 (anti_PDL1_TGFb_Trap)		orthotopic	mammary fat pad	SRX3453201	SRX3453201	0.39814487192922193	1.1792988349652818
GSE109485	GSM2944217	in_vivo	Melanoma	B16	B16F1	intracranial	0	Baseline		NR	1		WT	primary	WT	C57BL/6J	isotype; intracranial;		non-orthotopic	intracranial	SRX3591526	SRX3591526	0.005155145990914952	0.0
GSE109485	GSM2944218	in_vivo	Melanoma	B16	B16F1	intracranial	0	Baseline		NR	1		WT	primary	WT	C57BL/6J	isotype; intracranial;		non-orthotopic	intracranial	SRX3591527	SRX3591527	0.0020016382809721874	0.001831163143574927
GSE109485	GSM2944219	in_vivo	Melanoma	B16	B16F1	intracranial	0	Baseline		NR	1		WT	primary	WT	C57BL/6J	isotype; intracranial;		non-orthotopic	intracranial	SRX3591528	SRX3591528	0.0	0.0
GSE109485	GSM2944220	in_vivo	Melanoma	B16	B16F1	intracranial	1	NR	antiCTLA4&antiPD1		0		WT	primary	WT	C57BL/6J	antiPD1; antiCTLA4; intracranial;		non-orthotopic	intracranial	SRX3591529	SRX3591529	0.025117105588216507	0.0
GSE109485	GSM2944221	in_vivo	Melanoma	B16	B16F1	intracranial	1	NR	antiCTLA4&antiPD1		0		WT	primary	WT	C57BL/6J	antiPD1; antiCTLA4; intracranial;		non-orthotopic	intracranial	SRX3591530	SRX3591530	0.03201151811101884	0.0
GSE109485	GSM2944222	in_vivo	Melanoma	B16	B16F1	intracranial	1	NR	antiCTLA4&antiPD1		0		WT	primary	WT	C57BL/6J	antiPD1; antiCTLA4; intracranial;		non-orthotopic	intracranial	SRX3591531	SRX3591531	0.0	0.0
GSE109485	GSM2944223	in_vivo	Melanoma	B16	B16F1	intra&extracranial	0	Baseline		R	1		WT	primary	WT	C57BL/6J	isotype; intra&extracranial;		non-orthotopic	intracranial	SRX3591532	SRX3591532	0.0	0.0
GSE109485	GSM2944224	in_vivo	Melanoma	B16	B16F1	intra&extracranial	0	Baseline		R	1		WT	primary	WT	C57BL/6J	isotype; intra&extracranial;		non-orthotopic	intracranial	SRX3591533	SRX3591533	0.0	0.0
GSE109485	GSM2944225	in_vivo	Melanoma	B16	B16F1	intra&extracranial	0	Baseline		R	1		WT	primary	WT	C57BL/6J	isotype; intra&extracranial;		non-orthotopic	intracranial	SRX3591534	SRX3591534	0.012365020089902607	0.0
GSE109485	GSM2944226	in_vivo	Melanoma	B16	B16F1	intra&extracranial	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	C57BL/6J	antiPD1; antiCTLA4; intra&extracranial;		non-orthotopic	intracranial	SRX3591535	SRX3591535	0.015112577105561475	0.0012221147461425707
GSE109485	GSM2944227	in_vivo	Melanoma	B16	B16F1	intra&extracranial	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	C57BL/6J	antiPD1; antiCTLA4; intra&extracranial;		non-orthotopic	intracranial	SRX3591536	SRX3591536	0.007752818842474545	0.0
GSE109485	GSM2944228	in_vivo	Melanoma	B16	B16F1	intra&extracranial	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	C57BL/6J	antiPD1; antiCTLA4; intra&extracranial;		non-orthotopic	intracranial	SRX3591537	SRX3591537	0.0	0.0005535795256006131
GSE111157	GSM3024253	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX3744255	SRX3744255	4.1138145489830995	0.8873043898952586
GSE111157	GSM3024254	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX3744256	SRX3744256	2.4748890533223173	3.4959889355425373
GSE111157	GSM3024255	in_vivo	Mammary carcinoma	Met1	parental		0				1		WT	primary	WT	FVB	no_treatment		orthotopic	mammary fat pad	SRX3744257	SRX3744257	2.1703878018814384	2.586085719920875
GSE111329	GSM3028602	in_vivo	Mammary carcinoma	4T1	parental		0				1	splice.oligomer.control	WT	primary	WT	BALB/c	no_treatment		orthotopic	unknown	SRX3756779	SRX3756779	2.59268298128466	6.393381911128759
GSE111329	GSM3028603	in_vivo	Mammary carcinoma	4T1	parental		0				0	LFPRLR.splice.modulating.oligomer	prolactin.receptor_knockdown	primary	WT	BALB/c	no_treatment		orthotopic	unknown	SRX3756780	SRX3756780	2.272299202443143	6.311654326275821
GSE112973	GSM3092543	in_vivo	Bladder carcinoma	BBN963	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923604	SRX3923604	8.137503321383251	7.23454082140483
GSE112973	GSM3092544	in_vivo	Bladder carcinoma	BBN963	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923605	SRX3923605	8.281686238407273	7.629013471053905
GSE112973	GSM3092545	in_vivo	Bladder carcinoma	MB49	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923606	SRX3923606	0.4969926208691906	0.0
GSE112973	GSM3092546	in_vivo	Bladder carcinoma	MB49	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923607	SRX3923607	0.31188684340065426	0.0
GSE112973	GSM3092547	in_vivo	Bladder carcinoma	MB49	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923608	SRX3923608	0.0	0.0
GSE112973	GSM3092548	in_vivo	Bladder carcinoma	MB49	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923609	SRX3923609	0.15295519237454291	0.0
GSE112973	GSM3092549	in_vivo	Bladder carcinoma	UPPL1541	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923610	SRX3923610	8.441385460921838	7.894524685353231
GSE112973	GSM3092550	in_vivo	Bladder carcinoma	UPPL1541	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923611	SRX3923611	8.473231719037251	7.759636889455183
GSE112973	GSM3092551	in_vivo	Bladder carcinoma	UPPL1541	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923612	SRX3923612	8.224039573998644	7.433703860376959
GSE112973	GSM3092552	in_vivo	Bladder carcinoma	UPPL1541	parental		0				1		WT	primary	WT	C57BL/6	no_treatment		subcutaneous	flank	SRX3923613	SRX3923613	8.218089101895437	7.545460592067093
GSE113379	GSM3104650	in_vivo	Mammary carcinoma	NDL(UCD)	parental		0				1		WT	primary	WT	FVB/N	no_treatment		orthotopic	mammary fat pad	SRX3972566	SRX3972566	1.142522575340996	1.7284072955977294
GSE113379	GSM3104651	in_vivo	Mammary carcinoma	NDL(UCD)	parental		0				1		WT	primary	WT	FVB/N	no_treatment		orthotopic	mammary fat pad	SRX3972567	SRX3972567	1.4505994773565845	1.8768567686567332
GSE113379	GSM3104652	in_vivo	Mammary carcinoma	NDL(UCD)	parental		0				1		WT	primary	WT	FVB/N	no_treatment		orthotopic	mammary fat pad	SRX3972568	SRX3972568	0.8473090579685195	1.4285331684784566
GSE115109	GSM3165395	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	B6.129P2-Syktm1.2Tara/J (flox)	no_treatment		subcutaneous	unknown	SRX4142090	SRX4142090	0.1656279475777561	0.07729322899943866
GSE115109	GSM3165396	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	B6.129P2-Syktm1.2Tara/J (flox)	no_treatment		subcutaneous	unknown	SRX4142091	SRX4142091	0.07626292199458323	0.07160934544200684
GSE115109	GSM3165397	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	C57BL/6 Syk cre	no_treatment		subcutaneous	unknown	SRX4142092	SRX4142092	0.09106401917422252	0.03837706154545866
GSE115109	GSM3165398	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	KO	C57BL/6 Syk cre	no_treatment		subcutaneous	unknown	SRX4142093	SRX4142093	0.0	0.0
GSE115109	GSM3165405	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	vehicle		subcutaneous	unknown	SRX4142100	SRX4142100	0.28499163268484656	0.11611289478484192
GSE115109	GSM3165406	in_vivo	Lung carcinoma	LLC	parental		0				1		WT	primary	WT	C57BL/6	vehicle		subcutaneous	unknown	SRX4142101	SRX4142101	0.11033235415236317	0.0
GSE115109	GSM3165407	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	WT	C57BL/6	SRX3207		subcutaneous	unknown	SRX4142102	SRX4142102	0.7276853961244703	0.7490511079036514
GSE115109	GSM3165408	in_vivo	Lung carcinoma	LLC	parental		0				0		WT	primary	WT	C57BL/6	SRX3207		subcutaneous	unknown	SRX4142103	SRX4142103	0.1579603453007238	0.0
GSE124821	GSM3554691	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100689	SRX5100689	3.1242260507896353	6.192827711010626
GSE124821	GSM3554692	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100686	SRX5100686	2.3451701026404534	5.872665031438842
GSE124821	GSM3554693	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100687	SRX5100687	2.872265752433679	6.753097864872053
GSE124821	GSM3554694	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100692	SRX5100692	3.0106411114065432	6.710357578985729
GSE124821	GSM3554695	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100693	SRX5100693	3.7428006604312647	7.082991446384384
GSE124821	GSM3554696	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100690	SRX5100690	2.821989136319588	7.122174335655537
GSE124821	GSM3554697	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100691	SRX5100691	2.0330152008446567	5.453242479573054
GSE124821	GSM3554698	in_vivo	Mammary cancer, NOS	KPB25L	parental	day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100680	SRX5100680	2.991243189120318	6.113681707006078
GSE124821	GSM3554699	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100597	SRX5100597	3.578768114882274	8.276501015865556
GSE124821	GSM3554700	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100596	SRX5100596	3.890031529798452	7.228736791182795
GSE124821	GSM3554701	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100599	SRX5100599	3.662661255475094	8.009374031050898
GSE124821	GSM3554702	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100598	SRX5100598	2.077441270407888	5.025978861385194
GSE124821	GSM3554703	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100618	SRX5100618	3.140753956370553	6.288471983541457
GSE124821	GSM3554704	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100617	SRX5100617	2.4794840972377306	6.559707191864097
GSE124821	GSM3554705	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100591	SRX5100591	3.5581943952159185	7.338384549352501
GSE124821	GSM3554706	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100588	SRX5100588	3.0813668993121466	6.078828002770068
GSE124821	GSM3554707	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100589	SRX5100589	3.060876089814556	3.8324272651279037
GSE124821	GSM3554708	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100594	SRX5100594	3.2548008185344894	7.467291709400928
GSE124821	GSM3554709	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100609	SRX5100609	3.4908651853167525	4.091552849447989
GSE124821	GSM3554710	in_vivo	Mammary cancer, NOS	KPB25L	parental	day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100595	SRX5100595	2.567240473291622	3.7052135683574767
GSE124821	GSM3554711	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100592	SRX5100592	3.195664924830151	6.279992079920964
GSE124821	GSM3554712	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100593	SRX5100593	3.708346950188505	6.799270546244753
GSE124821	GSM3554713	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100586	SRX5100586	2.7917107350798136	6.095234777733219
GSE124821	GSM3554714	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100587	SRX5100587	3.5387605102487325	6.796357972763031
GSE124821	GSM3554715	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100855	SRX5100855	2.5185540223015423	7.173744905155125
GSE124821	GSM3554716	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100854	SRX5100854	4.584550071442809	6.245880129974367
GSE124821	GSM3554717	in_vivo	Mammary cancer, NOS	KPB25L	parental	end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100853	SRX5100853	4.261696437356732	6.61265884722995
GSE124821	GSM3554718	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-Apobec	Apobec_day3	0				1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100631	SRX5100631	3.0450315622852657	5.806962017548409
GSE124821	GSM3554719	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-Apobec	Apobec_day3	0				1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100821	SRX5100821	2.0067357036769735	4.829813694933573
GSE124821	GSM3554720	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-Apobec	Apobec_day3	0				1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100818	SRX5100818	3.3669348360865157	5.978512946497903
GSE124821	GSM3554721	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-Apobec	Apobec_day3	0				1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100622	SRX5100622	3.1448068480608553	6.21395038494984
GSE124821	GSM3554722	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-Apobec	Apobec_day3	0				1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100623	SRX5100623	3.7065009358211802	7.981694672957487
GSE124821	GSM3554724	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100863	SRX5100863	2.0135808864472615	4.425848795958771
GSE124821	GSM3554725	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100861	SRX5100861	1.5082090621996187	4.225087098864769
GSE124821	GSM3554726	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100822	SRX5100822	2.6103906100715832	5.526799178976782
GSE124821	GSM3554727	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100823	SRX5100823	2.1557022860476533	4.4718392577791475
GSE124821	GSM3554728	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day3	orthotopic	mammary gland	SRX5100820	SRX5100820	1.866476390553755	5.795774089562243
GSE124821	GSM3554729	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100777	SRX5100777	3.6002089658525693	8.115552507836753
GSE124821	GSM3554730	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100776	SRX5100776	2.808526326936047	7.117805567491547
GSE124821	GSM3554731	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100779	SRX5100779	0.5054885445805524	2.2438357001851665
GSE124821	GSM3554732	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	end	orthotopic	mammary gland	SRX5100773	SRX5100773	1.2240970915681788	4.937167199107335
GSE124821	GSM3554733	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100709	SRX5100709	1.8799687989256757	4.207919238354779
GSE124821	GSM3554734	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100712	SRX5100712	3.5363332035790482	4.84016761475744
GSE124821	GSM3554735	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100711	SRX5100711	3.350696240410991	4.934358872172858
GSE124821	GSM3554736	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day3	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day3	orthotopic	mammary gland	SRX5100714	SRX5100714	3.608206259361591	6.311341133776483
GSE124821	GSM3554737	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100713	SRX5100713	3.3089464907462656	7.64967520609296
GSE124821	GSM3554738	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100716	SRX5100716	4.303776584443635	7.093941588100352
GSE124821	GSM3554739	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100715	SRX5100715	3.6569352903668912	5.680349676932605
GSE124821	GSM3554740	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100708	SRX5100708	0.0	0.11630353401649646
GSE124821	GSM3554741	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	day7	orthotopic	mammary gland	SRX5100707	SRX5100707	0.09423336690170514	0.11129311106700276
GSE124821	GSM3554742	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100619	SRX5100619	0.47069095257208154	0.6188964121630878
GSE124821	GSM3554743	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100620	SRX5100620	0.7804906871196363	0.12757913637885132
GSE124821	GSM3554744	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_day7	1	R	antiCTLA4&antiPD1		0		WT	primary	WT	FVB/NJ	antiPD1; antiCTLA4;	day7	orthotopic	mammary gland	SRX5100621	SRX5100621	3.1405658343891547	5.756415842219894
GSE124821	GSM3554745	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100605	SRX5100605	4.621089154847835	8.124943201837517
GSE124821	GSM3554746	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100604	SRX5100604	0.026100315342793473	1.112649429050005
GSE124821	GSM3554747	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100766	SRX5100766	3.0045587393466215	7.573691550630386
GSE124821	GSM3554748	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100767	SRX5100767	4.954354300112074	8.6190812347637
GSE124821	GSM3554749	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100590	SRX5100590	3.8282814257058737	7.57960492288375
GSE124821	GSM3554750	in_vivo	Mammary cancer, NOS	KPB25L	KPB25L-UV	UV_end	0	Baseline		R	1		WT	primary	WT	FVB/NJ	no_treatment	end	orthotopic	mammary gland	SRX5100608	SRX5100608	3.8248260891989037	7.540997563672842
GSE124821	GSM3554785	in_vivo	Mammary cancer, NOS	p53-2153F	parental	day3	0				1		WT	primary	WT	BALB/cJ	no_treatment	day3	orthotopic	mammary gland	SRX5100645	SRX5100645	0.3198491168047564	2.3395815297620013
GSE124821	GSM3554786	in_vivo	Mammary cancer, NOS	p53-2153F	parental	day3	0				1		WT	primary	WT	BALB/cJ	no_treatment	day3	orthotopic	mammary gland	SRX5100721	SRX5100721	0.0	3.405777300424362
GSE124821	GSM3554787	in_vivo	Mammary cancer, NOS	p53-2153F	parental	day3	0				1		WT	primary	WT	BALB/cJ	no_treatment	day3	orthotopic	mammary gland	SRX5100644	SRX5100644	0.22342996419446826	3.792873776272426
GSE124821	GSM3554788	in_vivo	Mammary cancer, NOS	p53-2153F	parental	day3	0				1		WT	primary	WT	BALB/cJ	no_treatment	day3	orthotopic	mammary gland	SRX5100757	SRX5100757	0.34036286995042014	5.432091492099257
GSE124821	GSM3554789	in_vivo	Mammary cancer, NOS	p53-2224	parental	end	0				1		WT	primary	WT	BALB/cJ	no_treatment	end	orthotopic	mammary gland	SRX5100774	SRX5100774	4.4148524392290645	7.004225366134902
GSE124821	GSM3554790	in_vivo	Mammary cancer, NOS	p53-2225L	parental	end	0	Baseline		NR	1		WT	primary	WT	BALB/cJ	no_treatment	end	orthotopic	mammary gland	SRX5100674	SRX5100674	1.7747794706100395	6.9172281071426545
GSE124821	GSM3554791	in_vivo	Mammary cancer, NOS	p53-2225L	parental	day3	0	Baseline		NR	1		WT	primary	WT	BALB/cJ	no_treatment	day3	orthotopic	mammary gland	SRX5100756	SRX5100756	4.827356068752802	7.072718429803549
