ModelID	CellLineName	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	CLDN4_Chronos	CD274	sig_IFNG	sig_MHC1
ACH-000757	A427	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.8237493603082727	0.0646288214995473	0.3103401206121505	-0.14356591598694735	0.15915691839011264
ACH-000681	A549	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	2.204766750654613	0.0193894614449345	1.7865963618908067	-0.2352609689134405	-1.0262170815613052
ACH-003012	A549_CRAF_KD	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.8439838440483265	-0.0357893203658509	0.6507645591169022	-0.2772522585087798	-1.1831271065590492
ACH-000528	ABC-1	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.603477988254005	0.1109505025585806	0.9107326619029126	-0.3567629647933632	-0.6120813603868801
ACH-000161	COR-L105	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	4.739848102699328	0.0603058573767082	2.8579809951275723	0.21265718440288994	0.9198043663880662
ACH-000264	Calu-6	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.5360529002402097	-0.0453877172456699	0.8318772411916731	-0.2858351141603501	-0.18317449830121316
ACH-000706	EKVX	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.6780719051126378	0.0215844039867369	0.6690267655096305	-0.15132401957302033	-0.03486143838633646
ACH-002650	ETCC-016	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.795455272044121	0.1865405951077892	0.6870606883398922	0.13908785721461867	-1.4356388413799366
ACH-000667	HCC-44	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.751410160064371	0.0189549535713476	5.826548487290915	-0.03776867911491199	0.6805025335208263
ACH-000339	HCC-461	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.4329594072761065	0.0664303217381711	4.510329019490572	0.03905891864139183	0.4768156254192508
ACH-000562	HCC-78	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.728600810643192	0.0264818971823197	5.750338520244706	0.7198999624682026	1.711800269241441
ACH-000012	HCC-827	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.083532513265412	0.1556820250287438	4.327687364176047	0.130716898274581	0.06875700014777592
ACH-000029	HCC-827-GR5	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.249540152313218	0.0691107777185273	2.6484654430273142	-0.06070596019024174	-0.009987036542726868
ACH-000872	HCC515	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	4.513490745588118	-0.006507395038314	0.925999418556223	-0.22216646590439273	-0.4462514739966899
ACH-000861	HOP-62	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	4.627606838129649	0.1585272543931696	3.7516779456875775	0.3293497506982459	0.5467532859224022
ACH-000787	LXF-289	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.530757457461217	0.0509674033871221	4.856487779495678	0.3825472240548814	1.0129722164857002
ACH-000851	MOR/CPR	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.696202521253611	0.1831918200298959	0.0976107966264223	-0.5277019359663782	0.4527497726254804
ACH-000666	NCI-H1355	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.263034405833794	0.2096257283476155	0.918386234446348	0.09060971216183926	-0.20177666233541347
ACH-000845	NCI-H1373	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.982594354827899	0.036873471408618	5.218781167784069	0.21456201591288457	0.3601993739575312
ACH-000589	NCI-H1437	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.278356528010724	0.0134532230042848	1.263034405833794	-0.16452920392406858	0.07786086872784866
ACH-000869	NCI-H1568	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.339627347580395	-0.04489068525002	2.070389327891398	-0.0018178104520043157	0.05823234467602288
ACH-000916	NCI-H1573	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.778898476008376	-0.2026442145557763	0.632268215499513	0.2738707601682503	0.08890888579423217
ACH-000766	NCI-H1648	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.380677507222886	0.2104751435906083	1.1890338243900171	0.821855310514247	0.8862973474167044
ACH-000448	NCI-H1666	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.976478203534362	0.1034673891175899	1.3504972470841332	0.10135888942713273	-0.22938269820413054
