gene,n_cohorts,n_up,frac_up,mean_baseline,mean_icb,mean_delta,paired_t_p,wilcoxon_p,cohens_dz
Abtb1,64,33,0.515625,3.9568867285850695,3.9852364079671156,0.02834967938204618,0.32748172053490354,0.5339826781723465,0.12335868705163945
Acot5,64,26,0.40625,0.008370965731362066,0.01192597312066766,0.0035550073893055945,0.07138385371238769,0.014506665013774822,0.22924492260824644
Acss2,65,33,0.5076923076923077,2.3128917826734394,2.2748372719562155,-0.038054510717223565,0.2891124494047691,0.47425352306687507,-0.13258554431622901
Adh7,65,29,0.4461538461538462,2.1041879149414524,2.0015224480138314,-0.10266546692762114,0.041683643443182275,0.041134924573699196,-0.25779850223529743
Aif1l,65,29,0.4461538461538462,3.5356579635801055,3.500073881035681,-0.03558408254442415,0.6373755016766408,0.49054910551317266,-0.05874656729751329
Akap7,63,31,0.49206349206349204,3.9958280349051063,3.957874611129191,-0.03795342377591494,0.27573596143460366,0.5154468642535983,-0.1385429516456721
Akr1c21,62,8,0.12903225806451613,0.004666290278562406,0.006962566900367498,0.0022962766218050934,0.3050498576705439,0.4928932964396343,0.13136423816101025
Alg9,65,35,0.5384615384615384,4.246878376084595,4.27190494631676,0.025026570232164393,0.33345051893264993,0.4047295080331258,0.12087860955233805
Alkbh2,65,32,0.49230769230769234,3.5599049928591064,3.592964347359079,0.03305935449997248,0.3612823103109232,0.49466953248043877,0.11405102010484257
Ankub1,65,27,0.4153846153846154,0.00967055712414091,0.011041353805212586,0.0013707966810716766,0.42581135301546685,0.40282517330769574,0.09941313252242402
Ano9,64,34,0.53125,1.0070684263413794,1.084964517109492,0.07789609076811235,0.1020068202933887,0.07540220983042195,0.20742433070663366
Aplp2,63,29,0.4603174603174603,6.969116357851487,6.947443205579993,-0.021673152271493572,0.5195178193025918,0.3378335872483632,-0.08161282253222872
Apool,65,30,0.46153846153846156,3.7324672984753717,3.7124704412766882,-0.01999685719868426,0.48637209171141577,0.519775711342682,-0.08684271167764013
Arfgap1,65,24,0.36923076923076925,4.966399492737013,4.935430727305435,-0.030968765431578317,0.29519467069674465,0.14776021520919674,-0.13091054003396072
Arhgap26,64,30,0.46875,0.8970355552836038,0.8999145162829496,0.0028789609993459973,0.8941176789831022,0.6541078635191557,0.016704295243971334
Arhgef2,62,22,0.3548387096774194,6.034958872406155,5.929711749084834,-0.1052471233213227,0.03128912640714218,0.02049503622478223,-0.2799409742732739
Arl16,65,24,0.36923076923076925,4.031110396743902,3.8853589786403813,-0.1457514181035211,0.0023082787952754,0.005106778929040828,-0.3937483597133011
Armh1,63,25,0.3968253968253968,0.06276972642725324,0.06259809207070932,-0.00017163435654393534,0.9833703110751912,0.7058772594589169,-0.002636678106535793
Arpc4,64,33,0.515625,7.483583551993604,7.533751233778705,0.0501676817851016,0.09402916852884094,0.17673517347829648,0.21252263277196048
Arx,63,26,0.4126984126984127,0.015066466655884795,0.015265671820447439,0.00019920516456264017,0.9450694778006303,0.7002768499800818,0.00871578231354571
Asb4,63,26,0.4126984126984127,0.5551300585955323,0.5314436911201543,-0.02368636747537807,0.2582861826629101,0.11377517196234055,-0.14374390576490176
Atp10a,65,29,0.4461538461538462,2.345699039873306,2.268565411742277,-0.0771336281310294,0.10131489151392684,0.2060470043895648,-0.20620047776969563
Atp6v1fnb,63,21,0.3333333333333333,0.017664552548806698,0.02236426131753606,0.0046997087687293574,0.24505409974886977,0.518809073978113,0.14785651323730523
Atp8b5,61,30,0.4918032786885246,0.1614660429655773,0.16392106095129297,0.0024550179857156158,0.841145796873893,0.7168064590976054,0.025773674367857918
Atrnl1,64,23,0.359375,3.0534071345003517,2.9144726646508126,-0.13893446984953903,0.0020850415171062772,0.004206422938397927,-0.40134703565226776
Atxn7l3,64,28,0.4375,4.672727888745807,4.661396693098737,-0.01133119564706872,0.6895258760475458,0.794236962958387,-0.05016785059075303
Axin1,65,24,0.36923076923076925,5.004920043201748,4.891484203014264,-0.11343584018748405,0.0041961904072099,0.013380683616554222,-0.3683075463132746
B3glct,65,17,0.26153846153846155,2.930190252160685,2.7461651562187686,-0.18402509594191585,8.503080224822409e-06,4.5560254027509545e-06,-0.6005158035950918
B4galt4,65,28,0.4307692307692308,2.529665859548817,2.5534881380337517,0.023822278484934768,0.5701222306528763,0.8882640674749208,0.07080120564321911
Bcl2l13,65,27,0.4153846153846154,4.03386800716986,3.8859338396063086,-0.14793416756355168,0.002614716096435078,0.004077483742876215,-0.3885249705162173
Bcorl1,65,20,0.3076923076923077,2.17543785601244,2.0016109030670366,-0.17382695294540382,0.0002051477465542704,0.0002310155698239791,-0.48851165134783264
Bicral,64,24,0.375,2.4913740388822045,2.3744666175920637,-0.11690742129014067,0.01189118136769947,0.011695892204383516,-0.3238181061298362
Bnc2,65,23,0.35384615384615387,2.3252598563275706,2.1601229802316007,-0.16513687609597014,0.004309670327679032,0.006754109675371204,-0.36714717326581975
Bphl,65,24,0.36923076923076925,4.121339718598078,4.034484178038605,-0.0868555405594731,0.018501837491146846,0.03028588524631692,-0.29981248456394205
Brinp2,63,29,0.4603174603174603,0.03374987220584454,0.035568149771775255,0.0018182775659307026,0.8251010670867424,0.20282672592320028,0.02796001638163491
Btn1a1,62,35,0.5645161290322581,0.1946449874774466,0.2421409478565685,0.04749596037912191,0.04496225801671368,0.07363570494644488,0.25998230394442823
C1ql3,64,28,0.4375,0.4943194037771434,0.48454972592601026,-0.009769677851133144,0.7246292497792637,0.3595682227166076,-0.04423184545788412
Camk2d,65,31,0.47692307692307695,4.9127178750132465,4.878632620822975,-0.03408525419027184,0.42500013522988866,0.8064099017681527,-0.0995883799651129
Cars,65,32,0.49230769230769234,5.494691864114715,5.477129651858101,-0.017562212256613235,0.5776794270891067,0.5808099114605116,-0.06941462415818594
Casq2,63,24,0.38095238095238093,0.6923249980957854,0.6256011523554403,-0.066723845740345,0.16615288573294826,0.10469062696935935,-0.17652919624871674
Cavin1,65,28,0.4307692307692308,6.5416368458945655,6.411126629227436,-0.1305102166671297,0.007382419479052466,0.04049122628082359,-0.34323865366904316
Cavin2,65,23,0.35384615384615387,3.761644486596458,3.585606393078573,-0.17603809351788474,0.01560907981306049,0.005648019180473612,-0.3081359414015702
Cc2d1b,65,28,0.4307692307692308,4.817895425034144,4.789304834033708,-0.028590591000434186,0.2784117083580644,0.22046203255692387,-0.1355925187663259
Ccdc183,62,22,0.3548387096774194,0.021801631228619,0.02352188093502115,0.0017202497064021482,0.7055893305860007,0.8269881396445289,0.048204327408317475
Ccdc184,64,34,0.53125,0.19651608052094946,0.21416652472091918,0.01765044419996973,0.23430691048202032,0.41840697662867754,0.15010561612887416
Ccdc33,62,24,0.3870967741935484,0.27470905979259713,0.2507799859480705,-0.02392907384452665,0.44247169718323753,0.11822823265553412,-0.09817883281559597
Ccdc60,63,22,0.3492063492063492,0.02593968708321667,0.01917882984709725,-0.00676085723611941,0.0353607396337006,0.028166778877837348,-0.2710321803308798
Ccnk,64,27,0.421875,4.343783627363555,4.302214033502228,-0.04156959386132715,0.17421714483640227,0.10702971240697048,-0.1717878330597515
Cd300e,63,34,0.5396825396825397,0.6626427413615531,0.7204317817760095,0.057789040414456226,0.25588868970887757,0.3242121290982306,0.14447772208734289
Cd302,65,33,0.5076923076923077,3.9631023792828834,4.074610888441515,0.11150850915863089,0.09930478498689137,0.27369114839984354,0.2074500963039536
Cdkl2,65,22,0.3384615384615385,1.9944004748228872,1.9030054342143887,-0.0913950406084985,0.007504898067729307,0.002675055226105467,-0.3424916983112252
Cenpc1,64,17,0.265625,3.2196427356891313,2.9937082913824113,-0.22593444430671988,1.443302212472385e-05,1.6272282011352961e-06,-0.5878752924359278
Cenpv,65,32,0.49230769230769234,4.716749010530549,4.652132081294951,-0.06461692923559867,0.23871313129076083,0.41213946748829755,-0.1475152228117781
Cetn4,65,25,0.38461538461538464,2.457230123744106,2.3392174034649624,-0.11801272027914399,0.0064355501881865175,0.013137938158178604,-0.349431101428861
Cfap77,63,30,0.47619047619047616,0.2164514232092215,0.20971771788191892,-0.006733705327302558,0.6953631867410219,0.6612770709306977,-0.049565535891714196
Cfc1,64,9,0.140625,0.004921631976295644,0.0030063659884221987,-0.0019152659878734451,0.15072523994089795,0.07190333008390941,-0.1818337029064152
Chil1,65,40,0.6153846153846154,1.3006950691973609,1.5354342053711463,0.23473913617378556,0.0021865107381786736,0.0033991544260441224,0.39600655464555085
Chuk,62,25,0.4032258064516129,4.5764811667293035,4.505761565394099,-0.07071960133520447,0.0936523765006587,0.14572528426622125,-0.21628550881181727
Cip2a,64,20,0.3125,4.316637157663713,4.128896375047824,-0.18774078261588878,0.0008402818866765745,0.0012376217661077772,-0.4384307482189546
Ckb,65,35,0.5384615384615384,5.269441295686316,5.381389509247748,0.11194821356143188,0.1545870202626926,0.19456762280294448,0.17867792980924238
Cldn34a,64,2,0.03125,0.0012336657173486626,0.0008008460487762652,-0.0004328196685723974,0.2790916807221513,0.003510363671504142,-0.13647131726071848
Cldn34b3,65,4,0.06153846153846154,0.0012327105812480177,0.0011055933252293445,-0.00012711725601867316,0.5950731199000198,0.06150392570318533,-0.0662559070703123
Clec2m,64,21,0.328125,0.005772876712545457,0.008127688763692274,0.002354812051146816,0.10745798044243823,0.0366621565369585,0.20412472238585808
Clec4g,63,26,0.4126984126984127,0.06914178010531971,0.07549220388846434,0.006350423783144649,0.5611489147438999,0.7715576324575686,0.07361293723448709
Cma2,63,30,0.47619047619047616,0.12132423120446995,0.13934001083322553,0.018015779628755585,0.35408628073576526,0.1265435516802202,0.11763380450108295
Cnr1,60,31,0.5166666666666667,0.16197001826285215,0.16995387575419166,0.007983857491339494,0.7152549397196287,0.23689744183987416,0.04732332234187822
Col10a1,63,22,0.3492063492063492,0.6013343187793807,0.4812341286945304,-0.12010019008485028,0.011698928777757982,0.001919584908950583,-0.32731939083038
Col23a1,63,33,0.5238095238095238,0.7739785123463275,0.7850760303357016,0.011097517989373955,0.7989688612078669,0.7116137656990484,0.03222501571927584
Colec12,65,34,0.5230769230769231,3.9260437872121017,3.8796319825394123,-0.046411804672688815,0.527518589193016,0.9037731627615625,-0.07879528212087128
Commd5,65,33,0.5076923076923077,4.5585917268055605,4.576636252012258,0.018044525206697026,0.5101635108103175,0.7168372639161561,0.08214692880948056
Cped1,63,32,0.5079365079365079,1.3961264690010995,1.4110572177193017,0.014930748718202255,0.7935619068823027,0.9672348097355186,0.03311201199073427
Crlf1,65,26,0.4,3.338917930415677,3.2408193680457233,-0.09809856236995353,0.1740664682527697,0.14959786271077508,-0.17049134837869256
Crot,40,15,0.375,3.7838731347836423,3.705897816637779,-0.07797531814586246,0.0841607065885892,0.0770006142774946,-0.28022171299706305
Cryge,64,5,0.078125,0.004066154983286889,0.0044325821510912845,0.00036642716780439484,0.7234927746282804,0.07345086128284452,0.044422376609524764
Csmd2,64,21,0.328125,0.010786436823411334,0.013667951623720594,0.002881514800309258,0.5933485891808851,0.815910895361044,0.06709051931272245
Cst7,65,51,0.7846153846153846,1.8945605311562632,2.4984870120469695,0.6039264808907062,2.6554916325470813e-07,3.960287354525582e-08,0.7137155337141066
Ctdnep1,63,40,0.6349206349206349,6.648909978912333,6.720633359129279,0.07172338021694535,0.02486762989311629,0.008395153879822268,0.2896883716782331
Ctf2,64,17,0.265625,0.014315316814191008,0.013491638656584919,-0.000823678157606092,0.7327419851141193,0.8507369906100234,-0.042874729346927265
Cxcl3,65,43,0.6615384615384615,1.4225463779547312,1.651141484377126,0.22859510642239458,0.01645969570324539,0.03028588524631692,0.3055536270562733
Cyp27b1,65,31,0.47692307692307695,0.30210077290187126,0.28945986093531895,-0.012640911966552308,0.31953440901921515,0.26407416724734045,-0.12443370597628442
Cyp2f2,62,32,0.5161290322580645,0.8875422184985061,0.9500572672068524,0.06251504870834619,0.36127231978653873,0.28815507877256286,0.11682159982131067
Cystm1,65,36,0.5538461538461539,4.599475992264172,4.669702406518517,0.07022641425434403,0.16560575148553397,0.2514307083038029,0.17395558477948167
Defa41,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Defb38,64,2,0.03125,0.0008369942830559517,0.0008008460487762652,-3.614823427968648e-05,0.03158418984893793,0.0057715890441035304,-0.2748294617870166
Dennd4b,62,39,0.6290322580645161,3.027156785108995,3.1123529640531395,0.08519617894414538,0.0158279958422692,0.014836407489634239,0.3152332337365501
Dennd5b,64,23,0.359375,1.5305626589116383,1.4352062828044732,-0.09535637610716492,0.003551099581358359,0.004575372949575682,-0.3786689659685802
Dffa,64,31,0.484375,3.2256668826407,3.216047521013903,-0.009619361626797072,0.7820725456350319,0.4538568880066578,-0.03472548805609285
Dhrs7b,65,32,0.49230769230769234,4.258721762746564,4.247415755708766,-0.011306007037798407,0.7099379276234372,0.6925745556271665,-0.04633916743057886
Dhx15,64,20,0.3125,6.189881005285393,6.034776688652436,-0.15510431663295757,0.000701558123223519,0.0012967874323763125,-0.4455827484658907
Diaph3,65,14,0.2153846153846154,3.244700625948679,3.010752917474226,-0.2339477084744532,3.999172963085752e-05,2.1284121165365825e-05,-0.5473464143627307
Diras2,63,41,0.6507936507936508,0.18548593820650927,0.18487274740098225,-0.0006131908055270166,0.9727542458891771,0.18398051628410061,-0.004320421240446309
