gene,n_cohorts,n_up,frac_up,mean_baseline,mean_icb,mean_delta,paired_t_p,wilcoxon_p,cohens_dz
Disp2,62,20,0.3225806451612903,0.540482507666513,0.46310391403476897,-0.0773785936317441,0.006822776284220131,0.0038271552799339467,-0.3556793358818184
Dlg5,64,22,0.34375,3.7913366314589743,3.6292201632499417,-0.16211646820903297,0.00035967266585365006,0.0009319108953689271,-0.47154136823588505
Dnah6,65,28,0.4307692307692308,0.06493122138702069,0.06028831500367199,-0.004642906383348702,0.26226978682642393,0.134132976801309,-0.1402849892413776
Dnaja1,63,28,0.4444444444444444,6.7227441727276105,6.636283716359144,-0.08646045636846791,0.021030714789953706,0.05974393352512608,-0.29830712104539114
Dnajc16,64,27,0.421875,2.46783458867849,2.4379717393817915,-0.029862849296698364,0.23389602579804436,0.22102264306190755,-0.15023903172158284
Dpep2,65,47,0.7230769230769231,2.234822792818794,2.4445668455367344,0.20974405271794017,0.000217275312545992,4.3585439033855505e-05,0.4863824775356805
Drp2,62,22,0.3548387096774194,0.46815747521367884,0.41527022779002176,-0.052887247423657066,0.00355584734188067,0.0058003864160732915,-0.3851604254821171
Dsg1a,62,25,0.4032258064516129,0.09358804802909922,0.15191384422793433,0.058325796198835135,0.11659316127821445,0.1124223160537582,0.2021621435813216
Dsg3,62,31,0.5,0.1438313099504508,0.22663230079019955,0.08280099083974882,0.059472061455444085,0.11811033436870186,0.24390445749682554
Dtna,64,19,0.296875,1.681465543761173,1.5465585845359735,-0.13490695922519952,0.003624740798300089,0.003548323688620894,-0.37777870921128437
Duoxa2,62,31,0.5,0.06230451194715098,0.10092333257071034,0.03861882062355937,0.20338024353686585,0.013226281600924464,0.16329395447379982
Dync1i1,61,17,0.2786885245901639,0.3126627208054903,0.22022048606288147,-0.0924422347426089,6.548750266927406e-05,2.444316259512523e-05,-0.5495785336579228
Dyrk3,65,18,0.27692307692307694,2.2535818187679193,1.9945894671136755,-0.2589923516542436,1.0373209321932785e-05,5.843393855079531e-06,-0.5938011268568595
Ece2,65,22,0.3384615384615385,1.2965794442853895,1.229535856330926,-0.06704358795446352,0.06485571455020679,0.04178727084552506,-0.23301117648268221
Echdc3,65,17,0.26153846153846155,3.0000063048701904,2.820094838435965,-0.1799114664342246,3.5197854710318846e-05,6.439093770380024e-05,-0.551813836455181
Ecpas,63,27,0.42857142857142855,4.796801453655038,4.721987451216403,-0.07481400243863569,0.06170476424201478,0.07850131720600455,-0.23973790610152276
Edaradd,61,37,0.6065573770491803,0.18794181544737107,0.20024969982337373,0.012307884376002689,0.6424237453348396,0.16897600838431603,0.05975139438883509
Edc4,64,30,0.46875,4.2499418082798375,4.190599150359674,-0.059342657920164736,0.12841278867725267,0.10558156128211937,-0.1925799170971203
Eef1a2,64,34,0.53125,0.9781201899486375,0.9901378754299772,0.012017685481339826,0.9229998002200335,0.7431477813467691,0.012130456047899935
Eif2b3,64,23,0.359375,4.254159250419143,4.198024430529413,-0.05613481988973087,0.06953322163642381,0.03128909984321362,-0.23079949366545904
Epha1,65,24,0.36923076923076925,1.6532476476494085,1.5752205752730548,-0.07802707237635365,0.27869806914690176,0.08326221824328542,-0.13551101399425705
Ephb3,65,27,0.4153846153846154,2.6696617454310623,2.5894397904771154,-0.0802219549539466,0.10670700565526418,0.16894427047092375,-0.20294538168941573
Epm2aip1,65,20,0.3076923076923077,3.127901242339394,2.9943666442613095,-0.13353459807808418,0.0025251511477027136,0.0005803321591786517,-0.3899896699497798
Epn3,64,25,0.390625,1.1010602428426612,1.0905409941825406,-0.010519248660120745,0.7137933145409423,0.47800820837432434,-0.04605281807706679
Epop,65,29,0.4461538461538462,2.0692304991290746,2.017551187022798,-0.05167931210627652,0.11345444722596355,0.18572748611278234,-0.19905495353043184
Erc1,64,19,0.296875,3.0090309672257245,2.834416892331466,-0.17461407489425895,0.0002972872829205162,0.00039354134553042347,-0.4788037987635022
Erich1,65,19,0.2923076923076923,2.888449780189521,2.780935466902808,-0.1075143132867135,0.0009202667058262936,0.0003923112931107332,-0.4311116245069112
Errfi1,64,29,0.453125,5.72996930966321,5.583246177301822,-0.14672313236138707,0.016985796517613908,0.06300923718321606,-0.3065121666090375
Exoc7,65,22,0.3384615384615385,5.008328893547997,4.927156396116874,-0.08117249743112291,0.0008614727235758548,0.0007550730448429266,-0.43372214682983307
F5,61,34,0.5573770491803278,0.30114234504871684,0.3175389906173154,0.016396645568598628,0.5861012606619744,0.1399276783662121,0.07009361610851103
F9,63,21,0.3333333333333333,0.11290489496237725,0.0938069363190079,-0.019097958643369373,0.006293020376673359,0.0024075691927545944,-0.35634502858186495
Fam126b,63,22,0.3492063492063492,1.8568541667470266,1.7427059791700874,-0.1141481875769395,0.008134137595615116,0.004306049331067522,-0.34451515888706796
Fam169b,65,43,0.6615384615384615,0.8664617442225703,1.0330907396912912,0.16662899546872081,0.0001935414882634163,0.0002832490434811671,0.4906657816719354
Fancd2,65,18,0.27692307692307694,2.3568646455887476,2.163479384102016,-0.19338526148673227,0.00012366964178050965,0.00010232173971664284,-0.5070757277288782
Far1,65,32,0.49230769230769234,4.730182292261935,4.677517289280996,-0.05266500298093812,0.1863395975717467,0.36889044270402427,-0.16568787709143637
Fbp1,61,28,0.45901639344262296,0.4524992430388849,0.4732776797898541,0.02077843675096914,0.5915758080644161,0.7227732399830445,0.06906892359232214
Ficd,65,26,0.4,1.8743618282745544,1.837980151907491,-0.036381676367063256,0.1184537893767127,0.15332540006734957,-0.19629113830780384
Fli1,65,43,0.6615384615384615,2.3227388063341934,2.444287430684316,0.12154862435012206,0.007599538791806585,0.008696076892188986,0.34192214036716223
Fmo6,64,24,0.375,0.017665600038292734,0.01648032346778302,-0.0011852765705097166,0.7769992162152358,0.43452083346948633,-0.03555612291705567
Fscn2,62,35,0.5645161290322581,0.1017030949912992,0.09865500847532506,-0.003048086515974154,0.7590665664306606,0.7338286304210737,-0.039126946085407684
Gabarapl1,65,29,0.4461538461538462,5.857186386251034,5.84551708060258,-0.011669305648453792,0.8057776000954984,0.761223493721075,-0.030623901049660254
Gatd3a,65,35,0.5384615384615384,4.66441958224895,4.689824874426482,0.02540529217753226,0.31526541737152863,0.322153210767531,0.12554496352139755
Gbf1,64,28,0.4375,4.837882458360173,4.762050199439577,-0.07583225892059631,0.1066681950776815,0.17888745719311105,-0.20459423300482524
Gbp2b,65,53,0.8153846153846154,3.328648009952308,3.8555699039790166,0.5269218940267081,8.580706943482211e-06,2.0530774826736433e-06,0.6002095009844521
Gda,65,44,0.676923076923077,3.0980451540941707,3.2858149305019104,0.18776977640774004,0.00899538890582263,0.0023500203705824263,0.33419993142417864
Gdpgp1,65,21,0.3230769230769231,1.1767788955017524,1.125416714438249,-0.051362181063503605,0.031072202412467703,0.01198170041925525,-0.2734666563895305
Ggh,65,41,0.6307692307692307,3.429079351763,3.557844844997293,0.12876549323429284,0.010105361526185037,0.003993949386631055,0.32880601647468666
Glra3,64,11,0.171875,0.003659586817937576,0.002077762779129868,-0.0015818240388077078,0.09110268237184962,0.09902265313360177,-0.21448202244761477
Glyat,63,24,0.38095238095238093,0.03077006801181558,0.02425862555745861,-0.006511442454356973,0.2680472915140879,0.2998059296996388,-0.14080513815730714
Gm10230,64,2,0.03125,0.0012911784900584986,0.0008008460487762652,-0.0004903324412822334,0.28415057723353554,0.003510363671504142,-0.13503081151109209
Gm10271,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm10676,65,29,0.4461538461538462,0.44091028927936876,0.44034641351985354,-0.000563875759515153,0.9711363940361263,0.7168372639161561,-0.004505543970016553
Gm11007,64,23,0.359375,1.2648518048507946,1.1655488674174346,-0.09930293743335974,0.5984212835192904,0.5423419454494496,-0.06616907496554096
Gm14190,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm15262,65,9,0.13846153846153847,0.0009419487595593624,0.0012512930269481112,0.00030934426738874886,0.10675023853586828,0.975736119417176,0.20291982848132237
Gm17190,64,23,0.359375,0.01809335557704644,0.017446711775849343,-0.0006466438011970994,0.8269421882064304,0.7889520689699113,-0.027442018208912525
Gm17374,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm17606,63,2,0.031746031746031744,0.0020469526144155574,0.0008126995227249655,-0.0012342530916905918,0.306165636817346,0.003510363671504142,-0.12999685609538505
Gm20834,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm20903,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm20906,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm20920,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm21060,64,3,0.046875,0.0008369675323001339,0.0017886074056789488,0.000951639873378815,0.3410652213666586,0.04132685891250041,0.11991491542969937
Gm21750,65,8,0.12307692307692308,0.001866455849111059,0.001793757029013651,-7.26988200974083e-05,0.9169128512013873,0.23013934044341644,-0.012990901340478107
Gm26616,63,22,0.3492063492063492,0.6260779287208212,0.6040772674455076,-0.022000661275313575,0.41460679932742817,0.07850131720600455,-0.1034775498612501
Gm2663,63,25,0.3968253968253968,0.02223664486803534,0.027858535135430025,0.005621890267394683,0.28656596437031456,0.26746235115841566,0.1354300442513568
Gm26897,64,2,0.03125,0.0008369942830559517,0.0008008460487762652,-3.614823427968648e-05,0.03158418984893793,0.0057715890441035304,-0.2748294617870166
Gm28551,65,19,0.2923076923076923,0.16255786855915677,0.13806061351922777,-0.02449725503992902,0.009634342950708778,0.006846677328270562,-0.33102540727634056
Gm29735,63,4,0.06349206349206349,0.0014955033239641322,0.001545872355926394,5.036903196226177e-05,0.4689265341234154,0.22089889066779878,0.09180804589380773
Gm3633,65,2,0.03076923076923077,0.0009080063241885696,0.0007885253403335534,-0.00011948098385501611,0.16412441581941892,0.003510363671504142,-0.1745760406737717
Gm38392,63,29,0.4603174603174603,0.08498514088597978,0.07911581855070789,-0.005869322335271907,0.6851018198232841,0.9682227264717032,-0.0513302772215041
Gm49337,63,8,0.12698412698412698,0.0026029016951973137,0.005153286410472644,0.00255038471527533,0.28656886852709057,0.9404809859004396,0.1354292205428326
Gm49352,65,2,0.03076923076923077,0.0008241174479320139,0.0007885253403335534,-3.559210759846053e-05,0.031602576972397975,0.0057715890441035304,-0.27257965260658784
Gm49804,64,2,0.03125,0.0011915994516086903,0.0008007878708451506,-0.0003908115807635398,0.27434954053397737,0.0028648155524898344,-0.1378382323129543
Gm50139,65,31,0.47692307692307695,1.3684080400427647,1.3007691451623822,-0.06763889488038266,0.2891778152831276,0.7180469215105082,-0.13256741465585364
Gm50387,65,25,0.38461538461538464,2.5341313208846072,2.413648704084995,-0.12048261679961227,0.00940589682960021,0.026071462188985973,-0.33213769963155426
Gm5134,64,38,0.59375,0.0569785143302554,0.06783712936221495,0.010858615031959538,0.05592920946117844,0.06453754481449957,0.24344300881353834
Gm5136,65,8,0.12307692307692308,0.002442524884125047,0.0017114995031871723,-0.0007310253809378752,0.3624735943504763,0.43418687955840585,-0.11376650775749066
Gm6034,64,31,0.484375,0.2649566064654073,0.271215000530968,0.006258394065560683,0.6396875777994935,0.8321913838322139,0.0588010868038428
Gm648,63,17,0.2698412698412698,0.03863237339623922,0.028023127506324175,-0.010609245889915044,0.013945193925686557,0.010785183885585607,-0.3188052240594706
Gm6902,64,7,0.109375,0.0016514511744191475,0.0021248549175163995,0.00047340374309725165,0.483553278668337,0.6893679346514224,0.08809574500804988
Gm9844,63,37,0.5873015873015873,7.136713686787177,7.233162192841563,0.09644850605438685,0.0853835542557246,0.06859717582023357,0.22024963375256898
Gm9978,64,26,0.40625,0.005249328327282574,0.006027031689305666,0.0007777033620230924,0.487376018008964,0.5674700263526014,0.0873243856005781
Gnb1,65,22,0.3384615384615385,8.124651643597412,8.027870472455607,-0.09678117114180611,0.008747954217130594,0.013627384678738214,-0.33548488637380325
Gpaa1,65,34,0.5230769230769231,5.476254659011072,5.509828530419957,0.033573871408885146,0.2467537520495684,0.2514307083038029,0.14499213207503625
Gpr158,63,28,0.4444444444444444,0.20769148761135997,0.19043461796794192,-0.017256869643418053,0.1045591802917507,0.3498276834612277,-0.20753835618326436
Gpr4,65,26,0.4,1.125527470769049,1.0694409543436383,-0.05608651642541088,0.05982069266319171,0.07495003030893911,-0.2376632093720292
Grin2d,65,26,0.4,0.8526338757904371,0.7670623316599504,-0.08557154413048673,0.0055494262933676675,0.011122621649444601,-0.35603924811547805
Grip1,62,24,0.3870967741935484,0.10006669084309178,0.09923659807604197,-0.0008300927670498301,0.9412394771067945,0.07245776535607991,-0.009400099355444294
Gzf1,64,19,0.296875,3.2914358866298876,3.179620265362443,-0.11181562126744513,0.0008987961078170999,0.00032082461451266996,-0.4357457795026735
H2-Ob,64,33,0.515625,1.045567785868613,1.1006819591594779,0.05511417329086497,0.25598429806486667,0.5122260468138549,0.1432942138880554
H4c2,64,34,0.53125,1.3048017983120603,1.2646924332795368,-0.04010936503252339,0.47642746598689695,0.8694898662232038,-0.08954271632512217
Hepacam,63,26,0.4126984126984127,0.06672781763661012,0.045514022764876746,-0.021213794871733378,0.01279352586388503,0.11654626853821902,-0.3230011174989761
Herc3,65,35,0.5384615384615384,2.237058904886407,2.258385769136086,0.021326864249678727,0.6776886522415443,0.6079565935061615,0.05178814709824897
Hmgb3,65,18,0.27692307692307694,5.353895110712517,5.112202058124232,-0.24169305258828516,6.287424950322374e-05,3.575184675005907e-05,-0.5313798230078339
Homez,64,25,0.390625,1.9385564409442533,1.890023621394345,-0.04853281954990815,0.13202777519172837,0.04205237858442787,-0.19074352029442043
Hoxc9,65,32,0.49230769230769234,1.1431129246434482,1.1349186096137256,-0.00819431502972242,0.8147230141622245,0.8034434767803101,-0.029186041072911312
Hpd,63,14,0.2222222222222222,0.060610152846036686,0.0637763532847755,0.0031662004387388244,0.7768435323288397,0.7955707979031321,0.03586540161541523
