set	n_requested	n_present	missing	score_delta_KO_minus_WT	cohens_d	welch_p_up	welch_p_two	n_perm	perm_p_up	perm_p_down	perm_p_two	genes_present
EPITHELIAL_ISG	16	16		0.0751192878985911	0.10558440253386625	0.4369304239358032	0.8738608478716064	252	0.4523809523809524	0.5515873015873016	0.9047619047619048	Isg15,Ifit1,Ifit2,Ifit3,Mx1,Mx2,Oas2,Oas3,Oasl1,Rsad2,Stat1,Irf7,Ifi27,Usp18,Bst2,Ifih1
BULK_IMMUNE	13	13		0.9342496526974231	1.8621450000545279	0.009419496534490087	0.018838993068980174	252	0.011904761904761904	0.9920634920634921	0.023809523809523808	Cd3e,Cd3d,Cd8a,Cd8b1,Cd4,Gzmb,Gzma,Prf1,Ifng,Nkg7,Klrd1,Cxcl9,Cxcl10
HALLMARK_IFNG	188	184	Cxcl11,Mettl7b,P2ry14,Pnp	0.28655371939589436	0.8306538064704756	0.1135285750395544	0.2270571500791088	252	0.10714285714285714	0.8968253968253969	0.21428571428571427	Adar,Apol6,Arid5b,Arl4a,Auts2,B2m,Bank1,Batf2,Bpgm,Bst2,Btg1,C1s1,Casp1,Casp3,Casp4,Casp7,Casp8,Ccl5,Ccl7,Cd274,Cd38,Cd40,Cd69,Cd74,Cd86,Cdkn1a,Cfb,Cfh,Ciita,Cmklr1,Cmpk2,Cmtr1,Cxcl10,Cxcl9,Ddx60,Dhx58,Eif2ak2,Eif4e3,Epsti1,Fas,Fcgr1,Fgl2,Fpr1,Gbp3,Gch1,Gpr18,Gzma,H2-Aa,H2-DMa,Helz2,Herc6,Hif1a,Icam1,Ido1,Ifi27,Ifi30,Ifi35,Ifi44,Ifi44l,Ifih1,Ifit2,Ifit3,Ifitm2,Ifitm3,Ifnar2,Il10ra,Il15,Il15ra,Il18bp,Il2rb,Il4ra,Il6,Il7,Irf1,Irf2,Irf4,Irf5,Irf7,Irf8,Irf9,Isg15,Isg20,Isoc1,Itgb7,Jak2,Lap3,Lats2,Lcp2,Lgals3bp,Ly6e,Lysmd2,Marchf1,Mthfd2,Mvp,Mx2,Myd88,Nampt,Ncoa3,Nfkb1,Nfkbia,Nlrc5,Nmi,Nod1,Nup93,Oas2,Oas3,Oasl1,Ogfr,Parp12,Parp14,Pde4b,Peli1,Pfkp,Pim1,Pla2g4a,Plscr1,Pml,Pnpt1,Psma2,Psma3,Psmb10,Psmb2,Psmb8,Psmb9,Psme1,Psme2,Ptgs2,Ptpn1,Ptpn2,Ptpn6,Rapgef6,Rbck1,Rigi,Ripk1,Ripk2,Rnf213,Rnf31,Rsad2,Rtp4,Samd9l,Samhd1,Sectm1a,Selp,Serping1,Slamf7,Slc25a28,Socs1,Socs3,Sod2,Sp110,Sppl2a,Sri,Sspn,St3gal5,St8sia4,Stat1,Stat2,Stat3,Stat4,Tap1,Tapbp,Tdrd7,Tnfaip2,Tnfaip3,Tnfaip6,Tnfsf10,Tor1b,Trafd1,Trim14,Trim21,Trim25,Trim26,Txnip,Ube2l6,Upp1,Usp18,Vamp5,Vamp8,Vcam1,Wars1,Xaf1,Xcl1,Zbp1,Znfx1
HALLMARK_IFNG_LEUK	36	35	Cxcl11	0.6916214470313576	2.0993021130056952	0.009291460729234494	0.018582921458468987	252	0.003968253968253968	1.0	0.007936507936507936	Bank1,Ccl5,Ccl7,Cd274,Cd38,Cd40,Cd69,Cd74,Cd86,Ciita,Cmklr1,Cxcl9,Cxcl10,Fas,Fcgr1,Fpr1,Gzma,H2-Aa,H2-DMa,Icam1,Il10ra,Il15,Il15ra,Il2rb,Il7,Irf4,Irf8,Itgb7,Lcp2,Nlrc5,Selp,Slamf7,Stat4,Vcam1,Xcl1
HALLMARK_IFNG_ISG	14	14		0.06795799222790752	0.0974585560300551	0.44185857594424255	0.8837171518884851	252	0.44841269841269843	0.5555555555555556	0.8968253968253969	Isg15,Ifit2,Ifit3,Mx2,Oas2,Oas3,Oasl1,Rsad2,Stat1,Irf7,Ifi27,Usp18,Bst2,Ifih1
CTRL_OXPHOS	16	16		-0.23479447404959503	-0.2812373226877764	0.6656697775861797	0.6686604448276404	252	0.6706349206349206	0.3333333333333333	0.6666666666666666	Cox4i1,Cox5a,Cox6a1,Cox7a2,Ndufa1,Ndufb2,Ndufs2,Sdha,Sdhb,Uqcrc1,Uqcrc2,Cycs,Vdac1,Idh2,Mdh2,Fh1
HALLMARK_IFNG_REST	138	135	Mettl7b,P2ry14,Pnp	0.20420534690041742	0.5806224036916137	0.19272727999844197	0.38545455999688394	252	0.1865079365079365	0.8174603174603174	0.373015873015873	Adar,Apol6,Arid5b,Arl4a,Auts2,B2m,Batf2,Bpgm,Btg1,C1s1,Casp1,Casp3,Casp4,Casp7,Casp8,Cdkn1a,Cfb,Cfh,Cmpk2,Cmtr1,Ddx60,Dhx58,Eif2ak2,Eif4e3,Epsti1,Fgl2,Gbp3,Gch1,Gpr18,Helz2,Herc6,Hif1a,Ido1,Ifi30,Ifi35,Ifi44,Ifi44l,Ifitm2,Ifitm3,Ifnar2,Il18bp,Il4ra,Il6,Irf1,Irf2,Irf5,Irf9,Isg20,Isoc1,Jak2,Lap3,Lats2,Lgals3bp,Ly6e,Lysmd2,Marchf1,Mthfd2,Mvp,Myd88,Nampt,Ncoa3,Nfkb1,Nfkbia,Nmi,Nod1,Nup93,Ogfr,Parp12,Parp14,Pde4b,Peli1,Pfkp,Pim1,Pla2g4a,Plscr1,Pml,Pnpt1,Psma2,Psma3,Psmb10,Psmb2,Psmb8,Psmb9,Psme1,Psme2,Ptgs2,Ptpn1,Ptpn2,Ptpn6,Rapgef6,Rbck1,Rigi,Ripk1,Ripk2,Rnf213,Rnf31,Rtp4,Samd9l,Samhd1,Sectm1a,Serping1,Slc25a28,Socs1,Socs3,Sod2,Sp110,Sppl2a,Sri,Sspn,St3gal5,St8sia4,Stat2,Stat3,Tap1,Tapbp,Tdrd7,Tnfaip2,Tnfaip3,Tnfaip6,Tnfsf10,Tor1b,Trafd1,Trim14,Trim21,Trim25,Trim26,Txnip,Ube2l6,Upp1,Vamp5,Vamp8,Wars1,Xaf1,Zbp1,Znfx1
