contrast	filter	gene	n_A	n_B	log2FC	welch_p_down	welch_p_up	modt_p_down	modt_p_up	mwu_p_down	mwu_p_up
Trop2KO_minus_WT	all10	Cgas	5	5	-0.3810219747224073	0.05107201191294331	0.9489279880870567	0.044651555261820346	0.9553484447381797	0.027777777777777776	0.9841269841269841
Trop2KO_minus_WT	all10	Sting1	5	5	0.30707942912920316	0.9646092767030785	0.035390723296921556	0.9509251230894565	0.049074876910543505	0.9841269841269841	0.027777777777777776
Trop2KO_minus_WT	all10	Tbk1	5	5	0.028032684282644382	0.5631504481562714	0.43684955184372865	0.5585403150335049	0.4414596849664952	0.7261904761904762	0.34523809523809523
Trop2KO_minus_WT	all10	Irf3	5	5	0.3226148003154652	0.9908453984733718	0.009154601526628154	0.974552355373697	0.02544764462630304	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	all10	Xrcc5	5	5	-0.13429942776153503	0.17137087558019307	0.828629124419807	0.20960847099160823	0.7903915290083918	0.21031746031746032	0.8452380952380952
Trop2KO_minus_WT	all10	Xrcc6	5	5	-0.20530677013082688	0.07796599149031416	0.9220340085096859	0.10847096288441832	0.8915290371155817	0.1111111111111111	0.9246031746031745
Trop2KO_minus_WT	all10	Lig4	5	5	-0.24880578148163313	0.12404715337509695	0.875952846624903	0.11965927941429273	0.8803407205857072	0.1111111111111111	0.9246031746031745
Trop2KO_minus_WT	all10	Prkdc	5	5	0.18113836963332197	0.7220178801741961	0.27798211982580395	0.7378998594764066	0.2621001405235934	0.7261904761904762	0.34523809523809523
Trop2KO_minus_WT	all10	Nhej1	5	5	-0.27549135703452343	0.2499831424587225	0.7500168575412776	0.22730005202405126	0.7726999479759488	0.21031746031746032	0.8452380952380952
Trop2KO_minus_WT	drop_KO162	Tacstd2	4	5	-3.950028602816279	0.00324869902250799	0.996751300977492	0.0001311685910447323	0.9998688314089552	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_KO162	Cldn4	4	5	-0.9819177005772737	0.12883803275685157	0.8711619672431484	0.0758638731159936	0.9241361268840064	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO162	Cldn1	4	5	-2.225431405165565	0.028089680597026264	0.9719103194029738	0.01266813324077775	0.9873318667592222	0.031746031746031744	0.9841269841269842
Trop2KO_minus_WT	drop_KO162	Cldn7	4	5	-0.7903176956112485	0.05101516418027045	0.9489848358197296	0.037674160966970426	0.9623258390330296	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO162	Ocln	4	5	-0.7238833364995845	0.030098012761919823	0.9699019872380802	0.021695995340755697	0.9783040046592443	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO162	Epcam	4	5	-1.4060305164712528	0.01803927193267447	0.9819607280673255	0.0032187492882209943	0.996781250711779	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO162	Cxcl9	4	5	1.2431355726109778	0.9986363632239398	0.0013636367760601728	0.9994805378572205	0.0005194621427795764	1.0	0.007936507936507936
Trop2KO_minus_WT	drop_KO162	Cd8a	4	5	0.7463524268304651	0.9306295428050982	0.06937045719490177	0.961798199534238	0.03820180046576207	0.9682539682539683	0.05555555555555555
Trop2KO_minus_WT	drop_KO162	Prf1	4	5	1.2034943971583685	0.983347651736381	0.01665234826361902	0.9927119252580152	0.007288074741984762	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_KO162	B2m	4	5	0.528610970197299	0.9962567488430213	0.0037432511569786596	0.9974053259323353	0.00259467406766463	1.0	0.007936507936507936
Trop2KO_minus_WT	drop_KO162	Tap1	4	5	0.32574399480633254	0.8485645562266331	0.15143544377336693	0.8502308609150264	0.14976913908497355	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO162	Psmb8	4	5	0.3403319237981055	0.8524258435168177	0.14757415648318226	0.8761613039050776	0.12383869609492242	0.8571428571428572	0.20634920634920634
Trop2KO_minus_WT	drop_KO162	Nlrc5	4	5	0.39230095344015403	0.7623659745031939	0.23763402549680612	0.7935930495072477	0.20640695049275223	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO162	Stat1	4	5	0.4331454718434742	0.8390278384559339	0.16097216154406613	0.8505131271288839	0.149486872871116	0.7936507936507936	0.2777777777777778
Trop2KO_minus_WT	drop_KO162	Isg15	4	5	0.0848584656770921	0.5736005932463222	0.4263994067536779	0.5811190377143785	0.4188809622856215	0.45238095238095244	0.6349206349206349
Trop2KO_minus_WT	drop_KO162	Cgas	4	5	-0.41538210199194303	0.08032373365437592	0.919676266345624	0.04813419806910834	0.9518658019308917	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO162	Sting1	4	5	0.2963881851514891	0.9429319989539644	0.057068001046035634	0.9254356125954423	0.07456438740455772	0.9682539682539683	0.05555555555555555
Trop2KO_minus_WT	drop_KO162	Tbk1	4	5	-0.018622874902588293	0.46259422130147576	0.5374057786985242	0.46432803002059336	0.5356719699794066	0.5476190476190477	0.5476190476190477
Trop2KO_minus_WT	drop_KO162	Irf3	4	5	0.3788491672468961	0.9958796510330248	0.004120348966975272	0.9824782258645505	0.017521774135449527	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_KO162	Xrcc5	4	5	-0.11639666368097146	0.21840227138463308	0.7815977286153669	0.26390932320245664	0.7360906767975434	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO162	Xrcc6	4	5	-0.15499639604291282	0.16795615611700218	0.8320438438829978	0.18903803444897233	0.8109619655510276	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO162	Lig4	4	5	-0.2267847524697153	0.1468663881926308	0.8531336118073692	0.16600869272752714	0.8339913072724728	0.14285714285714285	0.9047619047619049
Trop2KO_minus_WT	drop_KO162	Prkdc	4	5	0.09087017339158976	0.6204351400984508	0.3795648599015492	0.6178522213878341	0.3821477786121659	0.6349206349206349	0.45238095238095244
Trop2KO_minus_WT	drop_KO162	Nhej1	4	5	-0.34185766619845825	0.2188908605164884	0.7811091394835116	0.2019008987441598	0.7980991012558402	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO164	Tacstd2	4	5	-3.24769934480832	0.00023685396574661089	0.9997631460342534	1.6625322693473357e-05	0.9999833746773066	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_KO164	Cldn4	4	5	-0.44689625142422784	0.25370689875202496	0.746293101247975	0.21473730186394513	0.7852626981360549	0.3650793650793651	0.7222222222222222
Trop2KO_minus_WT	drop_KO164	Cldn1	4	5	-1.6997546425117083	0.03097358961839914	0.9690264103816009	0.01823852890875464	0.9817614710912453	0.031746031746031744	0.9841269841269842
Trop2KO_minus_WT	drop_KO164	Cldn7	4	5	-0.7289061553381941	0.06072055025743562	0.9392794497425644	0.04545949874942075	0.9545405012505792	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO164	Ocln	4	5	-0.5697353830311425	0.05642167639090109	0.9435783236090989	0.04664965998720232	0.9533503400127977	0.09523809523809523	0.9444444444444444
Trop2KO_minus_WT	drop_KO164	Epcam	4	5	-0.9881425534203263	0.019555597633732897	0.9804444023662671	0.007844880848916816	0.9921551191510832	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO164	Cxcl9	4	5	1.0693463810228447	0.9885052576706422	0.01149474232935782	0.9965661958406465	0.0034338041593534453	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_KO164	Cd8a	4	5	0.5967144984065236	0.8910331249005295	0.10896687509947041	0.9276311124728509	0.0723688875271491	0.9047619047619049	0.14285714285714285
Trop2KO_minus_WT	drop_KO164	Prf1	4	5	0.900236253013416	0.9499111967662951	0.05008880323370488	0.9711956792455756	0.02880432075442435	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_KO164	B2m	4	5	0.36992583020611747	0.9406913722136878	0.05930862778631221	0.9624426558599811	0.037557344140018864	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_KO164	Tap1	4	5	0.23081285207394409	0.7743079026945857	0.22569209730541429	0.7713168330194448	0.22868316698055524	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO164	Psmb8	4	5	0.14851039204266492	0.6442607512170153	0.3557392487829847	0.6689545571880322	0.33104544281196785	0.6349206349206349	0.45238095238095244
Trop2KO_minus_WT	drop_KO164	Nlrc5	4	5	0.5250313442668499	0.8171463854787566	0.18285361452124343	0.8534037563262817	0.14659624367371826	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO164	Stat1	4	5	0.4106656863416589	0.828723492392625	0.17127650760737503	0.8389390667478059	0.16106093325219406	0.7936507936507936	0.2777777777777778
Trop2KO_minus_WT	drop_KO164	Isg15	4	5	-0.0682527621862059	0.4472856047175144	0.5527143952824856	0.4397395580418663	0.5602604419581336	0.45238095238095244	0.6349206349206349
Trop2KO_minus_WT	drop_KO164	Cgas	4	5	-0.3806009574428435	0.09824159689679221	0.9017584031032078	0.06512449452505419	0.9348755054749458	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO164	Sting1	4	5	0.28198256750387785	0.9379881322932252	0.06201186770677479	0.9145332437716808	0.08546675622831922	0.9682539682539683	0.05555555555555555
Trop2KO_minus_WT	drop_KO164	Tbk1	4	5	-0.002383852944623399	0.49534144947245723	0.5046585505275427	0.4955476270916181	0.5044523729083819	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO164	Irf3	4	5	0.35447005469723436	0.987966045515296	0.012033954484704009	0.9712779918330325	0.028722008166967454	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_KO164	Xrcc5	4	5	-0.12035139266730077	0.2121706197662808	0.7878293802337192	0.2609709533559255	0.7390290466440745	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO164	Xrcc6	4	5	-0.21933859970054215	0.1164172240254813	0.8835827759745187	0.12277923043331525	0.8772207695666847	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO164	Lig4	4	5	-0.2229044749233653	0.15000226424082327	0.8499977357591767	0.1719998449743611	0.8280001550256388	0.14285714285714285	0.9047619047619049
Trop2KO_minus_WT	drop_KO164	Prkdc	4	5	0.15575956266864033	0.6879318875269932	0.3120681124730068	0.6878019008686587	0.31219809913134133	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO164	Nhej1	4	5	-0.4070007849535475	0.16592382971360717	0.8340761702863928	0.1531430909027375	0.8468569090972625	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO165	Tacstd2	4	5	-4.0194588999838174	0.0025555730991319307	0.9974444269008681	9.754035735926352e-05	0.9999024596426407	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_KO165	Cldn4	4	5	-1.16526182270084	0.0644756039698504	0.9355243960301496	0.03177027057175391	0.968229729428246	0.09523809523809523	0.9444444444444444
Trop2KO_minus_WT	drop_KO165	Cldn1	4	5	-2.2842118801009454	0.024935790649215	0.975064209350785	0.010984284354321652	0.9890157156456784	0.031746031746031744	0.9841269841269842
Trop2KO_minus_WT	drop_KO165	Cldn7	4	5	-0.8509295135424502	0.04200054981602925	0.9579994501839707	0.029321881997240618	0.9706781180027594	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO165	Ocln	4	5	-0.6902888872739368	0.03538440383729266	0.9646155961627073	0.027364406217270595	0.9726355937827295	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO165	Epcam	4	5	-1.4319047148198027	0.014887465887303905	0.9851125341126961	0.002522087098969823	0.9974779129010302	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_KO165	Cxcl9	4	5	1.134399291887977	0.9917525637173717	0.008247436282628282	0.9978023266422814	0.002197673357718557	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_KO165	Cd8a	4	5	0.5485347747035716	0.8847095735863701	0.11529042641362991	0.9190383591477345	0.08096164085226548	0.9047619047619049	0.14285714285714285
Trop2KO_minus_WT	drop_KO165	Prf1	4	5	1.029419528070024	0.9573608601473537	0.042639139852646335	0.9794289586329429	0.020571041367057157	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_KO165	B2m	4	5	0.4478022124679075	0.9606429946878025	0.0393570053121975	0.9825407651548436	0.017459234845156425	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_KO165	Tap1	4	5	0.23194736960751605	0.7751763681942481	0.22482363180575196	0.7736635625938574	0.22633643740614265	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO165	Psmb8	4	5	0.24137814049294448	0.7319882787555351	0.26801172124446493	0.7670646965738139	0.232935303426186	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO165	Nlrc5	4	5	0.2691346312829328	0.7192303144098531	0.280769685590147	0.7361777548328878	0.26382224516711217	0.6349206349206349	0.45238095238095244
Trop2KO_minus_WT	drop_KO165	Stat1	4	5	0.39019806423086223	0.8194987071720816	0.18050129282791838	0.8296080718793266	0.17039192812067339	0.7936507936507936	0.2777777777777778
Trop2KO_minus_WT	drop_KO165	Isg15	4	5	0.014188795584368918	0.511429050019919	0.488570949980081	0.5129484285845052	0.4870515714154949	0.45238095238095244	0.6349206349206349
Trop2KO_minus_WT	drop_KO165	Cgas	4	5	-0.21717281082433537	0.05776573871247672	0.9422342612875233	0.10521274896111538	0.8947872510388846	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO165	Sting1	4	5	0.24668245123713461	0.9339626128259476	0.06603738717405234	0.8999879066460825	0.10001209335391746	0.9682539682539683	0.05555555555555555
Trop2KO_minus_WT	drop_KO165	Tbk1	4	5	-0.044789910399098076	0.4034735285672567	0.5965264714327433	0.41140136422202056	0.5885986357779794	0.5476190476190477	0.5476190476190477
Trop2KO_minus_WT	drop_KO165	Irf3	4	5	0.30208636685549095	0.9749089126601889	0.02509108733981118	0.9535697279993762	0.046430272000623767	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_KO165	Xrcc5	4	5	-0.08716547212237025	0.2623282143024821	0.7376717856975179	0.31175909587701667	0.6882409041229833	0.3650793650793651	0.7222222222222222
Trop2KO_minus_WT	drop_KO165	Xrcc6	4	5	-0.13142398027405378	0.1711778766857175	0.8288221233142825	0.21359213459681894	0.7864078654031811	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO165	Lig4	4	5	-0.22880826422696643	0.14522124938509295	0.854778750614907	0.1636705005827158	0.8363294994172842	0.14285714285714285	0.9047619047619049
Trop2KO_minus_WT	drop_KO165	Prkdc	4	5	0.20653337245876635	0.7404133042910284	0.2595866957089717	0.7420955467587176	0.2579044532412824	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO165	Nhej1	4	5	-0.20563493029487567	0.31752430536931986	0.6824756946306801	0.30528997047894973	0.6947100295210502	0.2777777777777778	0.7936507936507936
Trop2KO_minus_WT	drop_KO172	Tacstd2	4	5	-4.058949565366808	0.002129467106550971	0.9978705328934491	7.679787421260167e-05	0.9999232021257874	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_KO172	Cldn4	4	5	-0.9400823993852896	0.14185970369240358	0.8581402963075964	0.08656688563705595	0.913433114362944	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO172	Cldn1	4	5	-2.5459367341751435	0.00974775372143554	0.9902522462785645	0.003965871922323095	0.9960341280776769	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_KO172	Cldn7	4	5	-0.8704120316730037	0.03928319203181193	0.960716807968188	0.026735267596101602	0.9732647324038984	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO172	Ocln	4	5	-0.6576206792200807	0.0410449480762987	0.9589550519237013	0.03342383499513485	0.9665761650048652	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO172	Epcam	4	5	-1.3760896819594937	0.021574633700593464	0.9784253662994066	0.004105300674284692	0.9958946993257153	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_KO172	Cxcl9	4	5	1.0544820056139201	0.9881402170496014	0.011859782950398615	0.9963675742187741	0.003632425781225861	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_KO172	Cd8a	4	5	0.9242048470773891	0.9912184725673261	0.00878152743267388	0.9942664289785359	0.005733571021464148	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_KO172	Prf1	4	5	1.20985347574765	0.9843534328653184	0.015646567134681637	0.9930979902145023	0.006902009785497758	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_KO172	B2m	4	5	0.3662621915076425	0.9405587060020107	0.0594412939979893	0.9616959399396879	0.03830406006031203	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_KO172	Tap1	4	5	0.29507322633347677	0.8242959099662327	0.17570409003376727	0.8242183940879317	0.17578160591206826	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO172	Psmb8	4	5	0.10924198638744365	0.6091295997468074	0.3908704002531926	0.6276937476418336	0.37230625235816633	0.5476190476190477	0.5476190476190477
Trop2KO_minus_WT	drop_KO172	Nlrc5	4	5	0.6178909233385195	0.8618674104340209	0.13813258956597904	0.8951151811384068	0.10488481886159318	0.8571428571428572	0.20634920634920634
Trop2KO_minus_WT	drop_KO172	Stat1	4	5	0.5173520525486737	0.8788744083693395	0.12112559163066046	0.891196519484341	0.10880348051565908	0.8571428571428572	0.20634920634920634
Trop2KO_minus_WT	drop_KO172	Isg15	4	5	-0.13607549125245288	0.3954750262243028	0.6045249737756972	0.3808859748097225	0.6191140251902775	0.3650793650793651	0.7222222222222222
Trop2KO_minus_WT	drop_KO172	Cgas	4	5	-0.4091289108612015	0.08379289386614538	0.9162071061338546	0.052344443294387845	0.9476555567056122	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_KO172	Sting1	4	5	0.32883848222683554	0.9587901553555264	0.04120984464447367	0.9414409674054044	0.05855903259459564	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_KO172	Tbk1	4	5	0.09091296353407685	0.682548960463077	0.317451039536923	0.6693076741278579	0.3306923258721421	0.8571428571428572	0.20634920634920634
Trop2KO_minus_WT	drop_KO172	Irf3	4	5	0.26841049561540586	0.980564516518824	0.019435483481176	0.9384647956026951	0.06153520439730488	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_KO172	Xrcc5	4	5	-0.16919347819414376	0.1271443047265059	0.872855695273494	0.18325079458549481	0.8167492054145051	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_KO172	Xrcc6	4	5	-0.2304626603974853	0.10398191098200187	0.8960180890179982	0.11077837168713224	0.8892216283128678	0.09523809523809523	0.9444444444444444
Trop2KO_minus_WT	drop_KO172	Lig4	4	5	-0.2609337254515802	0.11829575744820275	0.8817042425517972	0.13714286151208877	0.8628571384879112	0.14285714285714285	0.9047619047619049
Trop2KO_minus_WT	drop_KO172	Prkdc	4	5	0.1889812600014782	0.7220411730388545	0.27795882696114554	0.7227097301232517	0.27729026987674826	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_KO172	Nhej1	4	5	-0.31536154777862535	0.23912533339553416	0.7608746666044659	0.2222484859597241	0.7777515140402759	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_RESUB-KO163R	Tacstd2	4	5	-3.8297064089533626	0.004102717061546447	0.9958972829384536	0.0001821618086749142	0.9998178381913251	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_RESUB-KO163R	Cldn4	4	5	-0.5519820027499875	0.23731877228370166	0.7626812277162983	0.18844291000444757	0.8115570899955524	0.3650793650793651	0.7222222222222222
Trop2KO_minus_WT	drop_RESUB-KO163R	Cldn1	4	5	-2.148200389460329	0.03162932359774016	0.9683706764022598	0.014717738738264135	0.9852822612617359	0.031746031746031744	0.9841269841269842
Trop2KO_minus_WT	drop_RESUB-KO163R	Cldn7	4	5	-0.873855409341667	0.03882307834885882	0.9611769216511412	0.025788724460551592	0.9742112755394484	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_RESUB-KO163R	Ocln	4	5	-0.6648538657268519	0.03978684767549607	0.9602131523245039	0.03126017348463562	0.9687398265153644	0.05555555555555555	0.9682539682539683
Trop2KO_minus_WT	drop_RESUB-KO163R	Epcam	4	5	-1.1071404375063167	0.035346256005654185	0.9646537439943458	0.010325560468817559	0.9896744395311824	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_RESUB-KO163R	Cxcl9	4	5	0.9062013860936915	0.9951127622968354	0.004887237703164527	0.9970192889729769	0.002980711027023109	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_RESUB-KO163R	Cd8a	4	5	0.5555834830765596	0.8853515501064916	0.11464844989350846	0.9209104166905518	0.07908958330944818	0.9047619047619049	0.14285714285714285
Trop2KO_minus_WT	drop_RESUB-KO163R	Prf1	4	5	0.8286049810736422	0.9544020712389396	0.04559792876106045	0.9705671941479825	0.029432805852017515	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_RESUB-KO163R	B2m	4	5	0.33833336511106005	0.9435989262914488	0.056401073708551235	0.9616844482655874	0.0383155517344126	0.9444444444444444	0.09523809523809523
Trop2KO_minus_WT	drop_RESUB-KO163R	Tap1	4	5	0.3166609048391571	0.8414096529573826	0.1585903470426174	0.8440544304420289	0.1559455695579711	0.7222222222222222	0.3650793650793651
Trop2KO_minus_WT	drop_RESUB-KO163R	Psmb8	4	5	-0.04649426216941954	0.4340545079749441	0.565945492025056	0.43057503386693896	0.569424966133061	0.45238095238095244	0.6349206349206349
Trop2KO_minus_WT	drop_RESUB-KO163R	Nlrc5	4	5	0.7325593747980417	0.9250176297568601	0.07498237024313992	0.9447628771716077	0.05523712282839236	0.9047619047619049	0.14285714285714285
Trop2KO_minus_WT	drop_RESUB-KO163R	Stat1	4	5	0.5488780577161858	0.8933876882411995	0.10661231175880048	0.9074350744254266	0.09256492557457341	0.9047619047619049	0.14285714285714285
Trop2KO_minus_WT	drop_RESUB-KO163R	Isg15	4	5	-0.34842692757393134	0.18851084443019978	0.8114891555698003	0.1770713075754762	0.8229286924245238	0.14285714285714285	0.9047619047619049
Trop2KO_minus_WT	drop_RESUB-KO163R	Cgas	4	5	-0.482825092491713	0.037454972565275226	0.9625450274347248	0.019873311825303754	0.9801266881746963	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_RESUB-KO163R	Sting1	4	5	0.38150545952667336	0.9864232981585438	0.013576701841456193	0.9737227436309771	0.026277256369022943	0.9920634920634921	0.015873015873015872
Trop2KO_minus_WT	drop_RESUB-KO163R	Tbk1	4	5	0.11504709612546016	0.7458387247729281	0.2541612752270719	0.7232059411388979	0.2767940588611021	0.8571428571428572	0.20634920634920634
Trop2KO_minus_WT	drop_RESUB-KO163R	Irf3	4	5	0.30925791716230044	0.9754967899055559	0.02450321009444409	0.9577132357390225	0.0422867642609776	0.9841269841269842	0.031746031746031744
Trop2KO_minus_WT	drop_RESUB-KO163R	Xrcc5	4	5	-0.17839013214289423	0.10997637711358502	0.890023622886415	0.16116274007809062	0.8388372599219094	0.20634920634920634	0.8571428571428572
Trop2KO_minus_WT	drop_RESUB-KO163R	Xrcc6	4	5	-0.29031221423914033	0.024444778140212575	0.9755552218597874	0.042638847364323204	0.9573611526356768	0.031746031746031744	0.9841269841269842
Trop2KO_minus_WT	drop_RESUB-KO163R	Lig4	4	5	-0.30459769033653483	0.08319853843569472	0.9168014615643053	0.09351107986162448	0.9064889201383756	0.09523809523809523	0.9444444444444444
Trop2KO_minus_WT	drop_RESUB-KO163R	Prkdc	4	5	0.26354747964613345	0.8022987416556355	0.19770125834436444	0.8030783171993975	0.19692168280060254	0.7936507936507936	0.2777777777777778
Trop2KO_minus_WT	drop_RESUB-KO163R	Nhej1	4	5	-0.10760185594710947	0.38901521866282235	0.6109847813371776	0.3857261043899821	0.6142738956100179	0.2777777777777778	0.7936507936507936
Trop2KO_minus_WT	drop_RESUB-171R	Tacstd2	5	4	-3.847576216368097	0.0009348410282085703	0.9990651589717914	0.00017658183680327309	0.9998234181631968	0.007936507936507936	1.0
Trop2KO_minus_WT	drop_RESUB-171R	Cldn4	5	4	-0.8020596257932322	0.15115552792312087	0.8488444720768791	0.12336571433586384	0.8766342856641361	0.2777777777777778	0.7936507936507936
Trop2KO_minus_WT	drop_RESUB-171R	Cldn1	5	4	-2.56491778341458	0.01282595593767288	0.9871740440623271	0.0035939170069097894	0.9964060829930902	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_RESUB-171R	Cldn7	5	4	-0.8687226359046125	0.0821742707359265	0.9178257292640735	0.027040714285615653	0.9729592857143844	0.015873015873015872	0.9920634920634921
Trop2KO_minus_WT	drop_RESUB-171R	Ocln	5	4	-0.570675897209469	0.09804859566476017	0.9019514043352398	0.046469804512445104	0.9535301954875549	0.09523809523809523	0.9444444444444444
