contrast	filter	set	arm	method	n_A	n_B	n_genes	effect	alternative	p	n_perm	thesis	n_KO_in_low	fdr_sweep	fdr_full10
Trop2KO_minus_WT	drop_RESUB-171R	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	5	4	135	-0.4052085424423746	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	5	4	38	-1.120677173553331	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	4	38	-1.1547919754680225	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	5	4	17	-0.8672443559195511	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-171R	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	5	4	13	-1.1842794279012225	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-171R	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	5	4	13	-1.090766640819702	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	BARRIER_STRUCT	barrier	sample_mean_z_perm	5	4	21	-1.0102518495184643	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	BARRIER_STRUCT	barrier	sample_median_z_perm	5	4	21	-1.1490004838317374	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	5	4	135	-0.44534924749626414	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	5	4	135	-0.5358807418423308	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	5	4	38	-0.9804621280490885	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	5	4	17	-0.827803272420667	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-170R	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	5	4	13	-1.1088116338566145	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-169R	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	5	4	135	-0.43372483156075076	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	5	4	38	-0.8195758507422899	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	5	4	17	-0.8160130909990799	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-169R	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	5	4	13	-1.100299612516498	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-169R	BULK_IMMUNE	immune	sample_mean_z_perm	5	4	15	0.9581078688212493	greater	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	5	4	135	-0.2219289526804262	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	5	4	135	-0.29732916009665966	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	5	4	38	-1.0397040560618716	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	5	4	17	-0.8232583688261057	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	5	4	13	-1.1883754515763802	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	5	4	13	-1.1644401609774222	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	BULK_IMMUNE	immune	sample_mean_z_perm	5	4	15	0.9686831649115252	greater	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_RESUB-168R	STING_CORE	sting	sample_mean_z_perm	5	4	14	0.39789243018466547	greater	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_control170	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	5	4	135	-0.39860920324630167	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_control170	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	5	4	135	-0.5229318555168964	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_control170	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	5	4	38	-0.9410697865468074	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_control170	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	5	4	17	-0.8849851723344452	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_control170	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	5	4	17	-0.9942083864348547	less	0.007936507936507936	126	True		0.01893224250052444	
Trop2KO_minus_WT	drop_control170	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	5	4	13	-1.1156917335575427	less	0.007936507936507936	126	True		0.01893224250052444	
Cldn4low_minus_Cldn4high_median	all10	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	5	32	-0.5399849568595774	less	0.007936507936507936	252	True	3.0	0.01893224250052444	
Cldn4low_minus_Cldn4high_median	all10	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	5	32	-0.6770579868013804	less	0.007936507936507936	252	True	3.0	0.01893224250052444	
Trop2KO_minus_WT	drop_KO172	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_modt	4	5	170	-0.2563610053286825	less	0.008065687640075866	0	True		0.019198109261982777	
Trop2KO_minus_WT	drop_RESUB-169R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	5	4	170	-0.2642598316235731	less	0.009296381361785552	0	True		0.02207890573424069	
Trop2KO_minus_WT	drop_RESUB-171R	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	5	4	170	-0.25499519761791173	less	0.009383489528059983	0	True		0.022237022229516325	
Cldn4low_minus_Cldn4high_top3	all10	KRT_EPITHELIAL	epithelial_program	gene_rank_modt	3	3	13	-1.676480619803368	less	0.009649965997718269	0	True	2.0	0.02281858771949538	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IFNA	ifn_alpha	gene_rank_modt	4	4	92	0.08907169446416946	greater	0.009735776082388013	0	True		0.022971340952562567	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	HALLMARK_IFNA	ifn_alpha	gene_rank_welch	4	4	92	0.08907169446416946	greater	0.010206591302535673	0	True		0.0240298660448829	
Trop2KO_minus_WT	drop_RESUB-170R	APM_MHCI	apm	gene_rank_modt	5	4	22	0.1144429197586243	greater	0.011540728567524746	0	True		0.027074095975826832	
Trop2KO_minus_WT	drop_RESUB-170R	APM_MHCI	apm	gene_rank_welch	5	4	22	0.1144429197586243	greater	0.011549614349798704	0	True		0.027074095975826832	
Trop2KO_minus_WT	drop_KO172	HALLMARK_APICAL_JUNCTION	barrier	gene_rank_welch	4	5	170	-0.2563610053286825	less	0.011842348243136739	0	True		0.027667075413856528	
Trop2KO_minus_WT	all10	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	5	38	-0.949846156417456	less	0.011904761904761904	252	True		0.027667075413856528	0.023199023199023196
Cldn4low_minus_Cldn4high_median	all10	BARRIER_STRUCT	barrier	sample_median_z_perm	5	5	20	-0.9270505525622299	less	0.011904761904761904	252	True	3.0	0.027667075413856528	
Cldn4low_minus_Cldn4high_median	all10	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	5	61	-0.5039025614261908	less	0.011904761904761904	252	True	3.0	0.027667075413856528	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	BARRIER_STRUCT	barrier	sample_mean_z_perm	4	4	21	-1.043270035006379	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	BARRIER_STRUCT	barrier	sample_median_z_perm	4	4	21	-1.2388432304630115	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	KEGG_TIGHT_JUNCTION	barrier	sample_mean_z_perm	4	4	135	-0.42189714795012756	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	4	4	135	-0.5593553117156509	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	4	4	62	-0.5975329026389494	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	4	4	62	-0.6001551431333272	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	4	4	33	-0.698500006503975	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	4	4	33	-0.8460113702222807	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_KERATINIZATION	epithelial_program	sample_mean_z_perm	4	4	38	-0.9357978562710348	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_SKIN_BARRIER	epithelial_program	sample_mean_z_perm	4	4	17	-0.8355809408475131	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	4	4	17	-0.7647521192084541	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	KRT_EPITHELIAL	epithelial_program	sample_mean_z_perm	4	4	13	-1.0545059988825836	less	0.014285714285714285	70	True		0.03236700537955768	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	APM_MHCI	apm	gene_rank_modt	4	4	22	0.12368016840827488	greater	0.014655974924486023	0	True		0.0331365779607899	
Trop2KO_minus_WT	drop_KO165_and_RESUB-170R_Cldn4gap	APM_MHCI	apm	gene_rank_welch	4	4	22	0.12368016840827488	greater	0.015397887923679297	0	True		0.03337956541840037	
Trop2KO_minus_WT	all10	BARRIER_STRUCT	barrier	sample_mean_z_perm	5	5	21	-0.8149962439614324	less	0.015873015873015872	252	True		0.03337956541840037	0.029423151374370883
Trop2KO_minus_WT	all10	HALLMARK_INFLAMMATORY	inflammatory	sample_median_z_perm	5	5	178	0.39966972013143637	greater	0.015873015873015872	252	True		0.03337956541840037	0.029423151374370883
Trop2KO_minus_WT	drop_KO162	BARRIER_STRUCT	barrier	sample_mean_z_perm	4	5	21	-0.8806887141689497	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO162	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	4	5	135	-0.4060997362479024	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO162	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	4	5	13	-0.948698202932684	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO162	BULK_IMMUNE	immune	sample_median_z_perm	4	5	15	1.0501013535833204	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO164	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	4	5	38	-0.9304326014408147	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO164	BULK_IMMUNE	immune	sample_mean_z_perm	4	5	15	0.8661186558465611	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO165	BARRIER_STRUCT	barrier	sample_mean_z_perm	4	5	21	-0.8808541620586009	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO165	BARRIER_STRUCT	barrier	sample_median_z_perm	4	5	21	-1.025988489277977	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO165	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	4	5	13	-0.9585848183131698	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO165	BULK_IMMUNE	immune	sample_mean_z_perm	4	5	15	0.881633235168116	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO172	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	4	5	38	-0.9198585996920837	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO172	BULK_IMMUNE	immune	sample_mean_z_perm	4	5	15	0.8593926623601101	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_KO172	STING_CORE	sting	sample_median_z_perm	4	5	14	0.4957909659430319	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-KO163R	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	4	5	38	-0.9439328932475984	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-KO163R	BULK_IMMUNE	immune	sample_mean_z_perm	4	5	15	0.8404984559554471	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-171R	KEGG_TIGHT_JUNCTION	barrier	sample_median_z_perm	5	4	135	-0.4673195976036446	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-171R	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	5	4	17	-0.9594474558684282	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-171R	BULK_IMMUNE	immune	sample_mean_z_perm	5	4	15	0.8089946269121884	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_TJ_ORGANIZATION	barrier	sample_mean_z_perm	5	4	62	-0.5472513506205383	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_TJ_ORGANIZATION	barrier	sample_median_z_perm	5	4	62	-0.5176780943237398	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_TJ_ASSEMBLY	barrier	sample_mean_z_perm	5	4	33	-0.6236811021889971	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_TJ_ASSEMBLY	barrier	sample_median_z_perm	5	4	33	-0.7312074789966431	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	5	4	17	-0.7869734993361581	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	5	4	13	-0.949533180289837	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-170R	BULK_IMMUNE	immune	sample_mean_z_perm	5	4	15	0.9006699752794992	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	5	4	17	-0.7537178499897041	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-169R	BULK_IMMUNE	immune	sample_median_z_perm	5	4	15	1.0058362709318776	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_SKIN_BARRIER	epithelial_program	sample_median_z_perm	5	4	17	-1.0077045510768081	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_RESUB-168R	STING_CORE	sting	sample_median_z_perm	5	4	14	0.4449867682570289	greater	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_control170	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	4	38	-0.966637872145152	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_control170	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	5	4	13	-1.032379185470166	less	0.015873015873015872	126	True		0.03337956541840037	
Trop2KO_minus_WT	drop_control170	BULK_IMMUNE	immune	sample_mean_z_perm	5	4	15	0.7876661316727348	greater	0.015873015873015872	126	True		0.03337956541840037	
Cldn4low_minus_Cldn4high_median	all10	BARRIER_STRUCT	barrier	sample_mean_z_perm	5	5	20	-0.7860888141740456	less	0.015873015873015872	252	True	3.0	0.03337956541840037	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNG	ifn_gamma	gene_rank_welch	5	5	184	0.0797838940043834	greater	0.017927567087016275	0	True	3.0	0.03762704487449346	
Cldn4low_minus_Cldn4high_median	all10	HALLMARK_IFNG	ifn_gamma	gene_rank_modt	5	5	184	0.0797838940043834	greater	0.019137114302042475	0	True	3.0	0.040087997657856866	
Trop2KO_minus_WT	drop_KO172	STING_CORE	sting	gene_rank_welch	4	5	14	0.03651278619441177	greater	0.021476934168142545	0	True		0.04490254769130961	
Cldn4low_minus_Cldn4high_top3	all10	KRT_EPITHELIAL	epithelial_program	gene_rank_welch	3	3	13	-1.676480619803368	less	0.022282427888719137	0	True	2.0	0.04649685819553531	
Trop2KO_minus_WT	drop_RESUB-168R	STING_CORE	sting	gene_rank_welch	5	4	14	0.07162909537706476	greater	0.022809437195321396	0	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_TJ_ORGANIZATION	barrier	gene_rank_modt	5	4	62	-0.24742530547292998	less	0.0228885993841649	0	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_TJ_ORGANIZATION	barrier	gene_rank_welch	5	4	62	-0.24742530547292998	less	0.02336731919878839	0	True		0.04748750328860826	
Trop2KO_minus_WT	all10	BARRIER_STRUCT	barrier	sample_median_z_perm	5	5	21	-0.9100920613818064	less	0.023809523809523808	252	True		0.04748750328860826	0.042081949058693245
Trop2KO_minus_WT	all10	BULK_IMMUNE	immune	sample_median_z_perm	5	5	15	0.9085827699542404	greater	0.023809523809523808	252	True		0.04748750328860826	0.042081949058693245
Trop2KO_minus_WT	drop_KO162	BARRIER_STRUCT	barrier	sample_median_z_perm	4	5	21	-1.0135028917383226	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO162	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	4	5	38	-0.9059393439505486	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO162	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	4	5	173	0.5872589826623893	greater	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO162	STING_CORE	sting	sample_median_z_perm	4	5	14	0.4740992753541212	greater	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO164	BARRIER_STRUCT	barrier	sample_mean_z_perm	4	5	21	-0.7544344837665085	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO164	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	4	5	13	-0.8874105701984845	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO165	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	4	5	38	-0.9160661957846029	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO172	BARRIER_STRUCT	barrier	sample_mean_z_perm	4	5	21	-0.7998199157549528	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_KO172	BULK_IMMUNE	immune	sample_median_z_perm	4	5	15	0.9694290780450885	greater	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-KO163R	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	4	5	13	-0.9111568002127347	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-171R	BARRIER_STRUCT	barrier	sample_mean_z_perm	5	4	21	-0.7985524847572771	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-170R	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	4	38	-0.9367079242244032	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-170R	HALLMARK_ALLOGRAFT	immune	sample_median_z_perm	5	4	173	0.6010805748223462	greater	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-169R	BARRIER_STRUCT	barrier	sample_mean_z_perm	5	4	21	-0.7716374088288684	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-169R	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	4	38	-0.9992901594838547	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-169R	KRT_EPITHELIAL	epithelial_program	sample_median_z_perm	5	4	13	-0.9195553687049403	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-168R	GOBP_KERATINIZATION	epithelial_program	sample_median_z_perm	5	4	38	-1.1215867690642711	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-168R	BULK_IMMUNE	immune	sample_median_z_perm	5	4	15	1.0283876640746348	greater	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_control170	BARRIER_STRUCT	barrier	sample_mean_z_perm	5	4	21	-0.8331775756470556	less	0.023809523809523808	126	True		0.04748750328860826	
Trop2KO_minus_WT	drop_RESUB-169R	STING_CORE	sting	gene_rank_welch	5	4	14	0.025846818434037657	greater	0.02570901287749725	0	True		0.0511817296807528	
Cldn4low_minus_Cldn4high_median	all10	GOBP_KERATINIZATION	epithelial_program	gene_rank_modt	5	5	38	-0.2241948504885279	less	0.026107014124184855	0	True	3.0	0.05187870880090312	
Trop2KO_minus_WT	drop_RESUB-168R	STING_CORE	sting	gene_rank_modt	5	4	14	0.07162909537706476	greater	0.027320315402692707	0	True		0.054190295936110265	
