n,mean_lognorm,median_lognorm,pct_pos,n_pos,genotype,compartment,n_cells_total
28,0.2201446424453155,0.0,17.857142857142858,5,K,epithelial,6696
5545,0.027488473237888705,0.0,2.272317403065825,126,K,immune,6696
1123,0.004987094698300538,0.0,0.3561887800534283,4,K,other,6696
6696,0.024520331756086207,0.0,2.0161290322580645,135,K,all,6696
170,0.613888115834634,0.6071460565279321,64.70588235294117,110,KL,epithelial,7564
6223,0.044308129598091155,0.0,4.322673951470351,269,KL,immune,7564
1171,0.015531377795558758,0.0,1.4517506404782237,17,KL,other,7564
7564,0.052654377786807025,0.0,5.23532522474881,396,KL,all,7564
