contrast,n_epi,n_immune,epi_n,epi_mean_lognorm,epi_median_lognorm,epi_pct_pos,epi_n_pos,imm_n,imm_mean_lognorm,imm_median_lognorm,imm_pct_pos,imm_n_pos,U,p,log2fc_mean,note
K: epithelial vs immune,28,5545,28,0.2201446424453155,0.0,17.857142857142858,5,5545,0.027488473237888705,0.0,2.272317403065825,126,89671.5,6.56379351902473e-08,3.001507121062432,cell-level test = pseudoreplication; n_mouse=1
KL: epithelial vs immune,170,6223,170,0.613888115834634,0.6071460565279321,64.70588235294117,110,6223,0.044308129598091155,0.0,4.322673951470351,269,847075.0,4.605022355354331e-235,3.7923021991628487,cell-level test = pseudoreplication; n_mouse=1
