theme	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
keratinization	prerank	GO_Biological_Process_2021 :: keratinocyte differentiation (GO:0030216)	0.7753243334413459	2.8537781398714714	0.0	0.0	0.0	28/39	12.46%	IVL;EPHA2;KRT16;SPRR3;SPRR1A;CSTA;SPRR1B;SPRR2A;TGM1;ANXA1;SPRR2F;EVPL;S100A7;SPRR2B;SPRR2G;JAG1;KRT10;TGM3;ST14;CDSN;SCEL;ADAM9;WNT5A;DSP;BCR;FLG;EREG;CASP3
keratinization	prerank	GO_Cellular_Component_2021 :: keratin filament (GO:0045095)	0.742654316517418	2.1135743117792147	0.0	0.00818081436431346	0.182	8/14	11.14%	KRT4;KRT14;KRT13;KRT5;FAM83H;CSNK1A1;KRT3;EPPK1
keratinization	prerank	GO_Biological_Process_2021 :: keratinocyte proliferation (GO:0043616)	0.794638695477345	1.8288609516924381	0.002232142857142857	0.08273166752402211	0.998	4/7	17.41%	FERMT1;KLK8;EREG;SDR16C5
keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte proliferation (GO:0010838)	0.5862681210403227	1.5446550600238984	0.0481651376146789	0.2850369285963243	1.0	3/11	2.32%	TGM1;CDH3;CRNN
keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte apoptotic process (GO:1902172)	0.6954252838800912	1.5278889737126211	0.06181015452538632	0.29651836828331946	1.0	3/6	17.03%	SERPINB13;ZFP36L1;ZFP36
keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte proliferation (GO:0010837)	0.47194549155186216	1.5136683680610217	0.03588516746411483	0.30756450224223747	1.0	11/23	17.03%	TGM1;CDH3;CRNN;SNAI2;PTPRK;FGFR2;EPPK1;CASK;ZFP36L1;AREG;ZFP36
keratinization	prerank	GO_Biological_Process_2021 :: negative regulation of keratinocyte proliferation (GO:0010839)	0.5511536688881691	1.3402037931060364	0.12814645308924486	0.4623838216792359	1.0	5/8	11.64%	SNAI2;PTPRK;FGFR2;EPPK1;CASK
keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte differentiation (GO:0045616)	0.38075549211666776	1.2822936124916442	0.14935064935064934	0.510058468055805	1.0	15/28	23.26%	SERPINB13;ABCA12;PRKCH;TRIM16;GRHL2;ZBED2;IL20;AQP3;ZFP36L1;ZFP36;FOXC1;NME2;HOXA7;VDR;RUNX1
keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte differentiation (GO:0045618)	0.39962143634054703	1.0662008086189472	0.3782608695652174	0.689916678842223	1.0	7/12	22.82%	PRKCH;TRIM16;ZBED2;IL20;FOXC1;NME2;VDR
keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte migration (GO:0051547)	0.2933601896941438	0.791719246321128	0.747016706443914	0.937582394223582	1.0	3/12	11.14%	ARF6;ADAM9;EPPK1
keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte migration (GO:0051549)	-0.3239728028752649	-0.7898790432074808	0.7629757785467128	0.929763791873825	1.0	4/10	22.21%	MAPRE2;IQSEC1;FGF10;FGF7
skin_barrier	prerank	GO_Biological_Process_2021 :: epidermis development (GO:0008544)	0.7868683274269652	3.3499292323452927	0.0	0.0	0.0	50/80	8.57%	TGM5;GRHL3;SPRR3;SPRR1A;GRHL1;OVOL1;SPRR1B;GJB5;SPRR2A;SPRR2D;EMP1;SPRR2E;NTF4;LAMC2;KRT14;KRT15;SPRR2F;ZNF750;EVPL;KRT5;S100A7;BNC1;COL17A1;KRT34;SPRR2B;KRT31;HDAC1;FABP5;KRT9;SPRR2G;LAMB3;KLK5;COL7A1;KRTDAP;KLK7;FOXN1;CALML5;WNT10A;PTHLH;KRT32;YBX1;LAMA3;CDSN;SCEL;SPINK5;CRABP2;GRHL2;ATP2C1;DSP;FGFR2
skin_barrier	prerank	GO_Biological_Process_2021 :: skin development (GO:0043588)	0.7468861592478575	3.178017270355614	0.0	0.0	0.0	48/77	12.46%	IVL;SFN;EPHA2;CLDN1;KRT16;TMEM79;SPRR3;SPRR1A;CSTA;SPRR1B;SPRR2A;ITGB4;TGM1;ANXA1;TP63;SPRR2F;EVPL;S100A7;SPRR2B;ABCA12;KRT9;SPRR2G;JAG1;KRT10;RYR1;LSR;MET;ITGA6;WNT10A;ALOXE3;CLDN4;DHCR24;ALOX12;TGM3;ST14;CDSN;SCEL;ADAM9;WNT5A;DSP;ALOX12B;BCR;FLG2;FLG;SLC2A10;EREG;ITGA3;CASP3
skin_barrier	prerank	GO_Cellular_Component_2021 :: cornified envelope (GO:0001533)	0.842830902903136	3.1767096427318946	0.0	0.0	0.0	34/41	10.68%	IVL;SPRR3;SPRR1A;CSTA;SPRR1B;PPL;SPRR2A;TGM1;SPRR2D;ANXA1;SPRR2E;JUP;PKP3;SPRR2F;DSG3;EVPL;DSC3;RPTN;SPRR2B;CNFN;PI3;DSC2;SPRR2G;KRT10;DSC1;PKP1;TCHH;CDSN;SCEL;DSG1;DSP;DSG2;FLG2;FLG
