gene	present	class	spearman_r_vs_TACSTD2	spearman_p_vs_TACSTD2	spearman_r_vs_CLDN4	spearman_p_vs_CLDN4	frac_expr
CLDN1	True	TJ	0.0973118058156602	1.6766255854830912e-30	0.06358341997053606	6.870363530235377e-14	0.2300028876696506
CLDN4	True	TJ	0.3204279883820882	0.0			0.8735922610453364
CLDN7	True	TJ	0.19890203251360206	1.3548620862917809e-123	0.1588915045113448	5.3135599313834874e-79	0.6770863413225527
F11R	True	TJ	0.1973898320899616	1.0260263429176738e-121	0.10912315520002082	5.794574238680301e-38	0.5325584753104244
PARD3	True	TJ	0.11234359364327436	3.792268721368859e-40	0.07185895179737942	2.5052401796221654e-17	0.25411492925209356
ELF3	True	TF	0.31744682811156666	0.0	0.3902381146539054	0.0	0.8812445856194051
GRHL1	True	TF	0.16617199243631395	2.4843888770738527e-86	0.1224971825366316	1.8619487085330925e-47	0.17073346809125037
KLF4	True	TF	0.12264967454252709	1.4298444153550122e-47	0.284842809035894	7.815219673935121e-257	0.5184088940225238
TFAP2A	True	TF	0.11601655736000349	1.0213879172878317e-42	0.0805538827612914	2.195192991557679e-21	0.1669794975454808
