gene	spearman_r	spearman_p	n_expr	padj
ORMDL1	0.02580859232190947	0.002383423385572568	6216	0.00451651054588427
COL4A3BP	0.025805993453545454	0.002385844561450975	4117	0.004520254556498687
LINC01574	0.025802286690191346	0.0023893017778895253	137	0.004526382134200457
IL18BP	0.02579926274415446	0.0023921255413587076	234	0.004530885788816507
LINC01235	0.02579228111251469	0.0023986566665614322	54	0.004542832356181524
EPB41L3	0.02578994949536152	0.0024008414634495126	243	0.0045465459212198885
SGSH	0.02578710298567057	0.0024035111995700954	1207	0.004551177051746826
ZSCAN16-AS1	0.025786791336833252	0.0024038036594033136	1343	0.004551306238331069
KIF2A	0.025777054385508476	0.002412957504304185	2010	0.004568211777339991
MID2	0.025770459175706594	0.0024191758648049165	348	0.004579557221408822
PCTP	0.025768957992289572	0.002420593318293982	1611	0.004581813166223347
LINC00884	0.0257613096881216	0.0024278268391206732	263	0.00459507659023054
MSS51	0.02576003221056053	0.002429036962613712	63	0.004596938296519395
CTD-2396E7.11	0.025748950835908214	0.0024395572640245515	2456	0.004615987115494204
PPP1R12C	0.02574250485939043	0.002445696031378612	2340	0.004627171173461194
RP11-268J15.5	0.025739642620326086	0.0024484263877510865	370	0.004631657831891008
BRAF	0.025739540506855316	0.0024485238476716024	2473	0.004631657831891008
ACACA	0.025730883318606554	0.0024567994267842455	2895	0.004646461071385959
RP11-30K9.6	0.025729402295894474	0.002458217726818196	97	0.0046486951645606
ANGEL1	0.025724288928128097	0.0024631202990298	574	0.0046575323932744415
SLC43A2	0.025723796828525283	0.0024635925836957394	1809	0.0046579914924333886
LENG8	0.02572051409248296	0.002466745257190203	4499	0.0046635179289483564
APLP1	0.025714921053783955	0.002472125201948925	491	0.004673253723009903
MPP3	0.025711764654355297	0.002475166079474853	589	0.0046785663917955946
RFT1	0.02570126523306485	0.0024853058700630678	1738	0.00469685784401025
RP11-544I20.2	0.025696039561481653	0.0024903667000473065	50	0.004705983885193202
VNN2	0.025692527702090982	0.00249377307401496	140	0.004711982133986376
CAMLG	0.025684979971480327	0.00250110852247848	7365	0.004724962740203436
B4GAT1	0.02567684055202282	0.0025090411330764505	1200	0.004739066431979594
LINC00346	0.02566415987250517	0.0025214454818572206	395	0.004762052567717131
MYDGF	0.02565942395290614	0.002526092566381995	9685	0.004770385264221748
ZNF518B	0.025653719091562138	0.002531700818014986	695	0.004780531352056021
CPXM2	0.025644125936816736	0.002541157195999398	16	0.00479794117276277
MBLAC1	0.025643568987315825	0.0025417071955033607	317	0.0047985332478031545
PRKACA	0.02564275107178049	0.0025425151018581165	2386	0.004799612074257271
RP4-803J11.2	0.025635827828097077	0.00254936303564822	19	0.0048120916520554185
BRI3BP	0.02563432526047034	0.0025508514843193835	2399	0.004814453466359543
RPGRIP1	0.025630968629098066	0.0025541794459299364	50	0.004820286398330071
FOXE3	0.025630279882363254	0.00255486280064459	43	0.004821127767263224
C7orf57	0.02562740987148443	0.002557712143135849	411	0.004826055904920361
CASC5	0.025624852713429402	0.0025602533334454637	352	0.004830401739072557
PROSER2-AS1	0.0256238064971349	0.0025612936821552993	13	0.004831915407259607
PXK	0.025622375851519448	0.0025627169298716203	1010	0.004834109268751613
DPP10	0.025622158784181944	0.0025629329379236393	277	0.004834109268751613
FOXA3	0.025608630411306704	0.002576428190071823	466	0.004858660501150961
MTRF1	0.02560658741865203	0.0025784718183320086	597	0.0048620626622709745
DEXI	0.0256049689802305	0.0025800918122691357	2926	0.004864665444832945
GET4	0.02560347260644141	0.0025815904521483144	113	0.004867038956646324
DNASE1L2	0.025599727546747178	0.002585344672506428	87	0.004873664049211755
LINC01550	0.02558545896066316	0.0025996939420170908	1132	0.004900258909836635
CHADL	0.025580362055340367	0.002604837292151522	978	0.004909497865985648
RP3-508I15.9	0.02557794386512478	0.002607280770015053	119	0.0049136469627665295
PAGE4	0.025576587449058455	0.0026086522876011525	27	0.004915775274481533
CAND2	0.025574624216796335	0.002610638545431062	140	0.004919061507298019
CCR10	0.025572084244124743	0.002613210359274331	188	0.004923450353865321
NUP50-AS1	0.02557076803976744	0.0026145439744386344	776	0.004925505759159176
ZNF646	0.025566805683553913	0.0026185625013658855	679	0.004932618384243469
SDR42E1	0.0255556877024013	0.0026298682567244777	335	0.004953455457195315
CTC-523E23.1	0.02555397331282522	0.0026316155660432335	29	0.004956286642291872
ABALON	0.02554728426420666	0.00263844320962277	47	0.004968684526416158
TRIM32	0.025546888738036733	0.00263884743750274	713	0.004968984733184257
RP11-379F4.9	0.02554438161823633	0.002641411031607084	64	0.004973350622312521
TGM1	0.025539535423446034	0.0026463728431722513	108	0.004981768651258317
XXbac-BPGBPG55C20.1	0.025537087284423676	0.0026488826252668873	30	0.004986030849025504
ABCC3	0.025534995123139823	0.00265102918996543	7293	0.004989608630260416
SLC25A19	0.025533129208073414	0.0026529449663338827	1282	0.004992751412302162
FAM19A2	0.02552847768149496	0.0026577263016574534	131	0.005001285995247666
EAF1	0.02552613880308566	0.0026601334247117843	2167	0.005005351638210353
LINC00162	0.025519448143439944	0.002667030312825241	99	0.005017863761532621
LYRM2	0.02551201802053026	0.002674708603798887	2972	0.005031843593595885
TRMT10A	0.025510188405745385	0.0026766024250994545	1234	0.005034939705490605
C2CD4A	0.025509515882332023	0.0026772988572406195	537	0.005035783051191998
GSTM1	0.025495874348296404	0.0026914611499637476	20	0.005061952090512804
AP000679.2	0.02548961858853502	0.0026979785848562704	27	0.005073341607194362
JPH2	0.025489581838947593	0.0026980169142265336	47	0.005073341607194362
CTD-3193O13.12	0.02548645721088503	0.0027012776831995843	183	0.005079002606382766
ZBTB21	0.02548434476315807	0.0027034842104306516	1421	0.005082680531596048
HOXA10-AS	0.02547514628772174	0.002713111557421679	69	0.005100307981938299
ANKRD1	0.025474547709014403	0.002713739128503108	64	0.005101015289056082
ARL6	0.025473729433723176	0.0027145972518204473	582	0.005101950438084924
CCP110	0.025455795409259803	0.002733466986778706	1692	0.005136670625927914
TRIM65	0.025447646992960114	0.0027420800722881694	1486	0.005152379117499812
LONRF2	0.025444711560959517	0.002745188968441061	1580	0.005157743265060466
TRAC	0.025441951732147385	0.0027481148206257963	629	0.0051627625429694355
CASP8	0.02543981006160528	0.0027503872904787708	2715	0.005166553524742953
ECI1	0.025436431637394886	0.002753975536493529	5535	0.005172815238220355
MSX1	0.0254361860571068	0.0027542365355251097	206	0.005172826775381989
SGCA	0.02542644956946179	0.0027646025504334194	19	0.005191334810449358
DND1	0.025425329786229328	0.002765797016866065	119	0.005193097322047226
TSTD2	0.025422156674315306	0.002769184318076049	1000	0.005198976422531641
CDPF1	0.02541002575640149	0.0027821690487883377	761	0.005222871363601266
NGRN	0.025407417843205566	0.002784967766866646	984	0.005227641798214401
FLVCR1	0.025404678019291655	0.002787910816004194	1762	0.005232682248237204
ATP7B	0.025401761030066267	0.0027910472930166644	111	0.005237162939016906
JADE2	0.025397490161550594	0.002795645334579533	2782	0.005245259138099536
POC5	0.025392055138857086	0.0028015067135315434	750	0.005255770567016336
C18orf25	0.025383686051423517	0.0028105542697590843	1697	0.00527225693283735
IDUA	0.02537244238870073	0.002822751439674513	1203	0.005294158748020106
SLC18B1	0.025359568341660702	0.00283677659508214	823	0.005319971777730961
PAQR6	0.0253539241485775	0.0028429454897300837	249	0.005330647947252571
C11orf65	0.025353879141747526	0.002842994729714198	183	0.005330647947252571
ZNF251	0.025349639248917533	0.0028476369022061242	636	0.005338858877154785
TRIM5	0.02534851707466051	0.002848866705570445	1983	0.005340671240691173
ZNF786	0.025340167935705538	0.0028580318551546034	543	0.005357358012936182
EPHX4	0.025333764095661473	0.0028650798113679767	490	0.005370073407640209
NOL6	0.02533338545636519	0.0028654970316162815	1509	0.005370359487600707
BCL7C	0.025332827078082824	0.0028661124063181003	7307	0.005371016850802187
FBXL8	0.025326885037657034	0.002872668456462121	763	0.005382805729395463
SMIM7	0.025319666491407655	0.0028806513322768325	6705	0.005396767591953375
RP1-257A7.4	0.025309766435133194	0.0028916325766192366	57	0.005416840462172648
GNG12-AS1	0.025300044123848925	0.0029024538354036475	34	0.0054366099572893895
PTPN22	0.025298793037869024	0.0029038490168125557	471	0.005438721370697098
SSNA1	0.025296071038903706	0.002906886640226411	8524	0.005443908298272325
WIPF1	0.025293647307885532	0.002909593850965046	580	0.00544844010330179
GALNT14	0.025293424027397822	0.0029098433620629357	1778	0.00544844010330179
MSMB	0.02528609179422309	0.0029180478306907688	273	0.005463298295316902
ABHD14A	0.02528443056861606	0.002919909604926619	3274	0.005466279768603171
ZC2HC1C	0.025278015689594632	0.0029271090885597487	490	0.005479252344415496
LSM11	0.02526819012960588	0.002938167825334267	315	0.00549944599325061
MAMDC2-AS1	0.02526405389944534	0.0029428345732706897	231	0.005507672967604904
TMEM52	0.025261935035227143	0.002945227824354296	503	0.00551164384574213
RNASEK	0.02526159578341851	0.0029456111731923536	760	0.005511853045292265
RP4-794H19.1	0.025251244796051026	0.00295732952329721	165	0.0055332704032414705
DCN	0.025245384481832108	0.002963982825420175	392	0.005545207798649948
SHISA5	0.025239821018581986	0.002970311741578658	6446	0.0055565361676333655
TAF2	0.025232711078318208	0.002978417853346588	1883	0.005571186726511445
PLEKHM3	0.025223539691645373	0.0029889040459810316	68	0.005590286161193973
RP11-95D17.1	0.025222349335964844	0.0029902675169651482	554	0.005592320998050457
MYBBP1A	0.025221668021770886	0.002991048171045777	1114	0.005593265591276592
SPDYE16	0.02520948642647797	0.00300503733384943	22	0.005618907670671754
ZFYVE27	0.025200934435227477	0.0030148939410766947	1612	0.005636818563193964
FBXL19	0.025200638028814906	0.00301523609275384	1577	0.0056369390231762635
VSIG10	0.02519678949333709	0.003019681800324117	2583	0.005644730291138202
RBP7	0.025195931125627884	0.003020674174861126	130	0.005646065358426769
RP13-401N8.1	0.02519523975020731	0.003021473702843048	248	0.005646964056249169
AK8	0.02519503422462564	0.003021711416215314	235	0.005646964056249169
UCN2	0.025193150774552826	0.003023890631874047	26	0.005650516309625072
SLC25A20	0.0251898599932717	0.0030277016179304345	514	0.005657116794544235
RP11-253M7.1	0.025188100503258513	0.0030297410438081796	247	0.0056604062929100345
ARPC2	0.025176298804995886	0.0030434528161239855	11055	0.005684977158924032
AC016582.2	0.025169708608518266	0.0030511342200580456	20	0.005698666059519866
DCLK1	0.025168447637398228	0.0030526059968027336	938	0.005700500866418721
PHF21A	0.025160621527877666	0.0030617549406389485	1925	0.005717059800381668
RHPN1-AS1	0.025146433724269418	0.0030784046627557356	149	0.005746562994569407
FAN1	0.025144646355805662	0.0030805080267245406	822	0.005749960586576053
PKP4	0.025143966387551533	0.0030813085531076288	3286	0.005750925949648326
RP11-27G14.4	0.02514136391721073	0.003084374193069122	24	0.0057561183336450866
TIGD6	0.02513433866864772	0.003092663637706259	518	0.0057710576311964645
C21orf62-AS1	0.025133119420096595	0.0030941043572498984	197	0.005773215309716968
SETD4	0.025123927154994306	0.0031049860686557145	1803	0.005792986693216751
TAS2R4	0.02510470595839051	0.0031278527630348375	160	0.005834576558341889
ZNF408	0.025098900826809288	0.003134789018748417	872	0.005846977827011268
RRM1	0.02509542684020048	0.0031389466111818544	2490	0.0058541945573057155
OGG1	0.02507970058514207	0.0031578304025594783	1509	0.005888872076511367
CMTM4	0.02507721312332926	0.003160826765981287	2200	0.005893918315950591
PAXBP1-AS1	0.02506302358469912	0.003177968902494514	122	0.005924794232932043
ARSB	0.025059885349846395	0.003181771572454924	494	0.005931338869040925
NAA38	0.025053895622960436	0.0031890409717853165	8739	0.005944344256068194
RP11-608O21.1	0.02504807605422675	0.0031961183525049995	19	0.005956989366464093
SALL4	0.02504373434275775	0.0032014077783812283	151	0.005966300034689541
NBPF20	0.02504132465490345	0.0032043468969240683	446	0.005971229247784412
EPS15L1	0.02503592121325458	0.003210946464957685	1692	0.005982978095955763
DDX54	0.02502694030169513	0.0032219428292974946	3969	0.006002916615224091
TMEM192	0.025019610972116087	0.0032309423867952717	2867	0.006019131493784638
CTC-529I10.1	0.025018878131917298	0.00323184348695464	69	0.006020257640851535
CXCL12	0.025014007640504203	0.0032378380621465052	136	0.006030870803651245
RP11-366L20.2	0.02500396026705252	0.0032502363314968296	21	0.006052853181061671
RP1-151F17.2	0.02499710393584207	0.0032587217253232273	146	0.00606809861090693
TM9SF1	0.02499486615197583	0.0032614955711245787	686	0.006072706688112611
RP11-217B7.2	0.024990966180554817	0.0032663349232160475	32	0.006081159414466714
ECSIT	0.02498499306370206	0.003273759458055326	4208	0.006093864244327673
KCND2	0.024981840921375804	0.003277683738601824	39	0.0061006095224577
POLN	0.02497765103456983	0.003282906599010421	146	0.00610977033193788
CACNB4	0.024977281906558558	0.0032833670948899996	517	0.0061100671059853605
SHQ1	0.02496998095454007	0.0032924873029547145	896	0.006126477336640249
EFCAB2	0.024969679547859572	0.003292864309813873	2109	0.006126617187303344
S100A7	0.024955496422915786	0.0033106494295088804	22	0.006159143122891085
CTB-129P6.4	0.024947049581986198	0.0033212829799872073	40	0.006178359512858615
ARHGAP15	0.02494059454615967	0.003329430045271834	138	0.006192947363350661
TTLL10	0.024926130471871488	0.0033477516385992407	205	0.006226456062370456
TLR5	0.024922574039049863	0.0033522705989527213	711	0.006234289568164136
PTPN11	0.024921612311032286	0.0033534935666718964	3471	0.006235992571941317
RP11-408N14.1	0.024919406959123015	0.003356299504994113	34	0.006240638608727144
LCA5L	0.024911338266166178	0.003366583783595989	432	0.006259187602422624
ADORA2B	0.02490342447223302	0.0033766984919810215	1173	0.006277417960408389
DNMT1	0.024902657866354684	0.0033776797679107686	3986	0.006278667116886608
TIGD1	0.024893470713335784	0.003389459783998567	443	0.0062999876589577754
GZMM	0.024869934714462236	0.0034198091169917785	254	0.006355815918650502
AMZ1	0.02486743422592667	0.0034230479540990812	38	0.0063612529137840185
ID2-AS1	0.0248669236280788	0.0034237096653414404	22	0.006361900126104112
AC005253.2	0.02486604577569431	0.003424847593683354	141	0.006363432040369007
PRICKLE3	0.024856260183386547	0.0034375556311018415	563	0.006386459189425545
ZBED6CL	0.024829857479792886	0.003472057846941404	403	0.006448198199228628
ZNF442	0.02482864033919899	0.0034736559399166657	137	0.006450575902331982
GOLGA1	0.024819224108790016	0.0034860419908057548	1355	0.006472984565674175
INO80B	0.02481516720450153	0.003491390794017833	899	0.006481730444176343
C4orf27	0.024809447059069945	0.003498945176435262	2457	0.006495160988303138
BTBD1	0.024808399647263262	0.003500330064007392	1807	0.006497137568281485
DUS2	0.024802915421273324	0.003507589451686639	635	0.00650942151420716
GOLGA8A	0.024801798708633103	0.003509069305011048	1510	0.0065115724706353295
PCLO	0.02479914813640464	0.0035125840840581506	880	0.0065174987799733325
AIM1	0.024797258053867618	0.003515092375330364	1969	0.0065215566674662155
TRAPPC2P1	0.02477256295568943	0.0035480148315692717	2103	0.006582036106056257
DSCR3	0.02476993202017631	0.003551538766067028	2886	0.006587971333838646
CHCHD6	0.024756799495880895	0.0035691764224897444	3056	0.006620001128370063
STK16	0.0247565901983607	0.0035694581637129613	4111	0.006620001128370063
TFF3	0.024753580630443438	0.003573511664347254	1164	0.00662691331669769
AC099850.1	0.024752966820246195	0.0035743389015530065	136	0.006627841831246243
CHIA	0.024752050041523508	0.0035755747763695227	723	0.006629527837395835
METTL23	0.02475118449010474	0.0035767419502802434	4840	0.006631086167778416
TRRAP	0.024750595921826244	0.0035775358174530937	1696	0.0066319521862129365
PDE4C	0.024746945473366994	0.003582463161822545	5741	0.006640479890001113
METAP1	0.024745209613223056	0.003584808375860433	2863	0.006644220217773647
SLC4A2	0.02474324710046692	0.0035874614880072116	4037	0.0066485304804677105
AFG3L2	0.024737675300738456	0.0035950037146148003	2895	0.006661899972202739
LPAR2	0.0247327257118507	0.0036017157824814864	1974	0.006673728796515129
MTX3	0.024731946849203688	0.0036027730243693955	1269	0.00667507841858746
HGH1	0.024729952626389395	0.003605481304171726	1006	0.006679486494229054
BDNF-AS	0.024727837996487603	0.0036083551267940403	330	0.0066842004206022305
CTD-2371O3.3	0.02472128681712136	0.003617271533906929	392	0.006699523218027506
RP11-493L12.3	0.024721275440857924	0.00361728703485064	18	0.006699523218027506
KCMF1	0.024717832957458906	0.0036219804316993277	5005	0.006707603724653398
RP11-277A4.4	0.024713827752222646	0.003627447998680249	113	0.006716503560409871
CTC-360G5.9	0.024700981614380304	0.0036450351365457313	38	0.006747953434449655
CHUK	0.024700935534432727	0.00364509836208829	1471	0.006747953434449655
RP11-536K7.3	0.024690198060938345	0.003659858291537344	136	0.006774659712114316
CPA1	0.02468419304258155	0.0036681365737685147	15	0.006789364220114859
ZNF41	0.024678238812100392	0.003676361646887291	200	0.006803347223456541
PDE7B	0.024677790873718807	0.003676981099016433	31	0.0068038732215093935
NFE2	0.024670581564328	0.0036869638851277278	428	0.006821723425381721
PIGW	0.024665384829413058	0.0036941751185124074	912	0.006834442838432808
ANG	0.02465648661914636	0.0037065524713077893	2073	0.006856716688856562
ELMOD3	0.024654609196207492	0.0037091687654578773	1834	0.006860931234165546
RP11-455F5.5	0.024653650066436626	0.003710506014336628	199	0.006862779348732507
GRASP	0.02465139707317083	0.0037136489322940327	71	0.006867966503760545
MIR3179-3	0.024649610538648416	0.0037161428618725147	25	0.006871952593606635
FAM218A	0.024647581505435567	0.0037189771560365036	115	0.006876567307649897
RP11-46J23.1	0.02464524464199211	0.0037222438833602114	114	0.006881980697810367
GABPB2	0.02464256275193224	0.003725996141312869	1118	0.006888290707735432
IKBKAP	0.02463754261376266	0.0037330291067868525	1512	0.0069006640965803955
PRRG2	0.024636199287701846	0.0037349130853728775	2561	0.006903517975941471
FOXD2-AS1	0.024634501980056633	0.003737294749332481	265	0.006907291160735874
EIF2D	0.024630710040133064	0.0037426205910320053	3104	0.006916504610413968
OR2B6	0.024628372972284165	0.003745906475901943	55	0.006921946808210282
CENPB	0.024625387587623577	0.003750107698923935	3713	0.006929079286760047
CYP46A1	0.02462370430323686	0.00375247841122051	156	0.006932828537460648
RP11-318A15.2	0.024620833039256416	0.003756525399357635	205	0.006939673799104571
RRP8	0.02462044133163931	0.003757077810641356	1984	0.006940062643118638
GLI2	0.024614732532890173	0.0037651371087086736	31	0.006954316852803708
TAGLN3	0.024612546861658296	0.003768226849000583	25	0.006959390387094161
ZC2HC1A	0.02460897039326624	0.0037732876383681523	1691	0.006968102920203657
RP11-290H9.5	0.024603221548250932	0.0037814353376215085	62	0.006982513923553835
RP3-508I15.14	0.024602695291052495	0.003782181987392844	134	0.006983257327218462
UBE2R2	0.02459120839071269	0.003798512927133843	6652	0.007012772137714718
AC073133.1	0.024579323680781404	0.00381547684763165	18	0.007043450075159582
RGN	0.024578777019324153	0.003816258791030206	961	0.007044252881187712
MYL3	0.024574672159269	0.003822135027131409	137	0.007054458001790144
TMEM221	0.02457015656969348	0.0038286087299788133	50	0.007065763901834876
RP11-341G23.4	0.024566563002507844	0.003833767706566778	56	0.007074641616527493
GS1-393G12.14	0.02456392888119382	0.0038375532993056016	71	0.007080983574182345
NKX2-1	0.024551646684430616	0.0038552493675877257	8236	0.007111696484043267
PCSK9	0.02454093408557515	0.003870744461937599	279	0.007139631074513581
MED9	0.024538692343598068	0.0038739941482476385	686	0.007144975849793941
UCK1	0.02453767852222953	0.0038754646231727273	2634	0.007147038475062406
CTB-50L17.16	0.02453725333292246	0.0038760814805438425	90	0.007147526647642261
CIART	0.02452883087014802	0.003888319040084236	680	0.007169441456812294
PKD1L1	0.024525227140290887	0.0038935658516003413	23	0.007178463628842958
NDUFB2-AS1	0.024524813329489577	0.0038941687463619973	314	0.00717892307401539
RP11-666O2.2	0.024523783670150213	0.003895669259382573	278	0.007181037050012541
RP11-166A12.1	0.02452027461142899	0.003900786923273371	31	0.007189817669967272
TTC28	0.02451934430473841	0.0039021447200832545	1243	0.007191486696930429
TOMM5	0.024519168698557508	0.0039024010681377418	3314	0.007191486696930429
EIF1AY	0.024509353280127936	0.003916753855035268	4783	0.0072172812524422
LIX1	0.02449850977892426	0.003932665697521174	27	0.007245943687598698
TRPV1	0.02449769307956645	0.003933866502639391	296	0.0072474982666852795
LA16c-321D4.2	0.02449171535850746	0.003942665776152805	33	0.0072630502140654815
TRAF1	0.024489678803591538	0.0039456676874294	406	0.007267920596402081
DHRSX	0.024484586479827333	0.003953182930931515	3576	0.007281102899193917
CCDC30	0.024472837730500772	0.003970571326062446	819	0.0073124658565547115
EPHX2	0.024471201704051395	0.0039729981799459	1339	0.007315607734587857
RGPD5	0.024465791928546896	0.003981032541378678	294	0.007329071881393472
MTFR1	0.024465407218632235	0.0039816044570869236	2140	0.007329459973289795
TRIM68	0.024459283049244426	0.003990718792732253	786	0.007345571718154216
FOXA2	0.024456701616585468	0.003994566298455796	3687	0.007351986956815134
MDM1	0.02445587233927879	0.003995803012326243	868	0.0073535963134632116
RP11-96K19.5	0.024455031302627092	0.00399705761809974	145	0.007355238302318261
TMEM247	0.024449166111417082	0.004005816890363982	67	0.007370020433621984
EDEM1	0.02442553156841971	0.004041290365686017	4131	0.007433937878587012
DNAJC2	0.02442373602626376	0.004043996943189415	5813	0.007438242497137794
SELK	0.024418075800834608	0.004052539866844324	9059	0.007451929849369382
IFNE	0.02441536212234617	0.004056641401599554	22	0.007458796134456576
RPL26L1	0.024407315526208073	0.004068825425502158	6389	0.0074798701120737734
CDH7	0.02440730590010458	0.004068840021057621	24	0.0074798701120737734
ZNF501	0.02439858438371767	0.004082083539459078	110	0.0075028569773069745
DOPEY1	0.024397826014087746	0.004083236961281711	413	0.007504297410642419
FOXP4-AS1	0.024392582880803898	0.0040912194575454825	460	0.00751828712809422
BBS5	0.024390529153532122	0.004094350046969077	388	0.007523358944715857
GPR35	0.02438242569588853	0.004106723735611824	164	0.007545412479561255
HEXIM2	0.024378006199481557	0.004113486437973589	1282	0.007557153713934643
HAL	0.02437491483505932	0.004118222840467152	137	0.007565170512531612
AC009410.1	0.024370764989210935	0.004124588764354012	59	0.0075761790181079975
AC145124.2	0.024369738193135666	0.00412616526172819	249	0.007578388952791337
NME6	0.024368409754510323	0.004128205698980604	2466	0.007581450513229217
SLC35B1	0.024366811754461412	0.004130661386522183	6658	0.007585274057924613
ZNF319	0.02436477589495483	0.004133791863716216	909	0.007590048036798263
MAP6D1	0.024364634723496394	0.004134009018416751	119	0.007590048036798263
LSM10	0.024362506173659815	0.004137284480320256	5900	0.00759537473743309
SEPSECS-AS1	0.024360040672201905	0.004141081394248097	352	0.007601279403256678
TNFRSF13C	0.024359931352115796	0.004141249822200934	87	0.007601279403256678
XYLB	0.024353608838479545	0.004151001412441576	230	0.007617800693338758
CCDC64	0.024347985230383364	0.004159692538982916	692	0.007633060253479455
PSMB10	0.024339376632767806	0.0041730288623818374	2020	0.007655456147845639
HINT3	0.024331653109217494	0.004185027038254912	3129	0.0076767730497478495
DTWD1	0.024331184914272105	0.004185755364771935	2404	0.007677415203214888
ERMARD	0.024327716913880578	0.004191153785329796	710	0.007686622244586508
CTC-543D15.8	0.024323959914501956	0.004197009198680879	179	0.007696665676330484
FKBP1B	0.024317284731577647	0.004207431008331568	2255	0.007714383665411548
PPTC7	0.02431344376552023	0.0042134384537681185	3642	0.007724700595802683
PAIP2B	0.02431085829096087	0.00421748663318961	1135	0.007731423969820222
ALKBH7	0.02430733667858729	0.004223006235125485	8857	0.007740843272314816
PCDHGA4	0.02430465483269123	0.004227214021868986	21	0.007747856510915189
RASL11A	0.02430030464492	0.004234047505535712	186	0.007758979976513031
NOP14	0.02429418275436746	0.004243681034543258	1694	0.007775931566139253
KLF8	0.024290515892674128	0.004249460795568278	526	0.007785819260484684
RASGRF2	0.0242885294022992	0.004252594911007362	186	0.007790858282220094
ZNF770	0.024286304179440173	0.004256108167274543	3270	0.007796590927001028
FTX	0.02428391814452731	0.0042598782429859395	883	0.007802792951708836
PCSK4	0.024277797728749717	0.004269562711036833	506	0.007819826235870294
QRFPR	0.02427727361134338	0.0042703929607938035	24	0.007820641155394012
RP11-79H23.3	0.024276565166738862	0.004271515434315641	73	0.00782199104748327
ZNF18	0.024276094398507454	0.00427226147668063	277	0.007822651438176523
TMEM126A	0.02426336167904969	0.00429248431446936	5104	0.007858971146561844
ULK4	0.024259129021043657	0.004299226062261432	548	0.007870604436341687
BIN3	0.024256106200288195	0.004304046664485541	2567	0.00787871889872502
C4orf46	0.02425283119089213	0.00430927497152157	862	0.007887578149244595
UBE2G2	0.024248390866551877	0.004316372812159413	4918	0.007899857436284905
CTC-444N24.13	0.0242424287716602	0.004325919866668412	20	0.007916616674219525
COX7B	0.02423936433345845	0.004330834371482246	10728	0.00792489589235261
RUFY1	0.02423853249866014	0.004332169275792119	2715	0.007926623978252289
ELMO2	0.024232895117430053	0.00434122581527078	787	0.00794247885096007
SNAPC5	0.024230690199638413	0.004344772716172687	4087	0.007948251628675714
TMEM256-PLSCR3	0.02422117029565098	0.0043601169114817016	44	0.007975603186043989
SHISA9	0.024214053432180555	0.004371619950225139	33	0.007995924135326633
MRPS11	0.024211593135856194	0.004375602938890964	4790	0.008002488092509452
MASP1	0.024208866793305424	0.004380020473023062	13	0.00800984553031346
RP11-211G23.2	0.024202136429223375	0.004390943095332579	68	0.008029096577113995
TMEM71	0.024199175484280355	0.004395756189647277	284	0.008037173532228698
NKRF	0.02419373579081328	0.004404611017994711	972	0.008052638248265055
FAM175A	0.024191561789363127	0.004408154414547219	1123	0.00805839053877915
GOLGA6L9	0.02418942356760187	0.004411642013605833	571	0.008064039800986814
AC012360.4	0.024185690833753555	0.004417736374073594	41	0.00807445251549498
NOC4L	0.024170966453112612	0.004441851053152387	2459	0.008116335148166546
ETNK2	0.024168026608419626	0.0044466800094152565	717	0.008124427414807945
KMT2E-AS1	0.024165036122707463	0.004451597028027394	1098	0.008132679106919172
NOTCH2NL	0.024162347993776975	0.004456021109279386	317	0.008140028841242345
RP11-188D8.1	0.02416079112136922	0.004458585207326378	36	0.008143979837392321
NAIP	0.02415748792814105	0.0044640298439242426	613	0.008153191194288702
ZNF696	0.024150345180517233	0.004475823800690456	376	0.008173996372378457
UPK3A	0.024143835077556037	0.00448659773051271	232	0.008192935144958748
MICB	0.024143395517666196	0.004487326028568337	469	0.00819352792388013
IPPK	0.024141274775447412	0.004490841349408992	808	0.008199209037416057
PRKAB2	0.02413633435183651	0.004499040223060431	781	0.008213439414234356
KB-1592A4.15	0.024135070258177533	0.0045011402255839906	184	0.008216139917416538
ZNF717	0.024134956617197553	0.004501329057578554	1177	0.008216139917416538
RP11-328K4.1	0.02412334316485332	0.004520664480744342	34	0.00825050139627297
HSPA1L	0.024123161544659745	0.004520967459690987	156	0.00825050139627297
SLC16A7	0.024122471809379417	0.004522118244189561	2368	0.008251859570467996
DLX2	0.02410974191365954	0.004543405053370153	101	0.008289957961907048
THOC1	0.02409636149314066	0.004565877459845958	1077	0.008328911012177117
AEBP1	0.02409629774351334	0.004565984767822573	180	0.008328911012177117
C12orf60	0.024093106644797767	0.00457135917522758	207	0.008337965239000197
ORC2	0.024090257623501664	0.004576162300300717	1441	0.008345975937568844
DNAH7	0.024084952427184173	0.004585118437140012	384	0.008361558752797017
HOXA2	0.024082525115724198	0.004589221470943362	26	0.00836828929976978
TRIM44	0.024081354343241646	0.004591201688040233	5481	0.008371148101163546
NPRL2	0.024079475125479755	0.004594381770638146	2208	0.008376193909875367
CYP1A2	0.024076410739315456	0.004599571718035193	20	0.008384902744832074
RP11-596C23.2	0.024073829270725603	0.004603947899248683	301	0.008392126673646208
QRSL1	0.02407283490570025	0.004605634581583952	1068	0.008394447297270966
SNHG9	0.02406728651749523	0.004615056258761112	2659	0.008410109255169176
RP11-1C8.7	0.024065687974794327	0.004617773968859104	22	0.008414306333237566
APOLD1	0.024064959262809202	0.004619013345510765	540	0.008415809144868221
