cohort	theme	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: keratinocyte differentiation (GO:0030216)	0.6644796918048818	2.382432847895869	0.0	0.0	0.0	21/39	15.51%	KRT16;ANXA1;EPHA2;IVL;EVPL;CSTA;CDSN;ST14;WNT5A;EREG;SPRR3;SCEL;SPRR1B;SPRR1A;TXNIP;KRT10;ADAM9;EXPH5;SPRR2A;OPN3;S100A7
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte proliferation (GO:0010837)	0.5857106628208214	1.8402292420300792	0.001838235294117647	0.05206582850266726	0.994	8/23	16.22%	CDH3;AREG;ZFP36L1;NOTCH2;VDR;EPB41L4B;PTPRK;MDK
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte proliferation (GO:0010838)	0.6839341632898632	1.7327313566157014	0.007633587786259542	0.10264506076764937	1.0	3/11	5.18%	CDH3;AREG;NOTCH2
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte apoptotic process (GO:1902172)	0.7171081507982244	1.515574006671545	0.056451612903225805	0.22341663326873393	1.0	4/6	16.55%	GSN;ZFP36L1;SFRP4;SERPINB13
LUAD	keratinization	prerank	GO_Cellular_Component_2021 :: keratin filament (GO:0045095)	0.5252709300842172	1.4459030779931143	0.072	0.27769152806307557	1.0	9/14	27.35%	KRT14;KRT4;KRT5;KRT18;FBF1;FAM83H;KRT3;KRT13;CSNK1A1
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte differentiation (GO:0045616)	0.434535941562741	1.4051126545989006	0.07663551401869159	0.3064497369082396	1.0	9/28	12.07%	ABCA12;RUNX1;ZFP36L1;VDR;ZBED2;ERRFI1;PRKCH;FOXC1;GRHL2
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte differentiation (GO:0045618)	0.48568593854719655	1.2731749435418638	0.1760154738878143	0.42368593948228905	1.0	4/12	10.90%	VDR;ZBED2;PRKCH;FOXC1
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte migration (GO:0051549)	0.4174310651870313	1.0326107424550508	0.4297029702970297	0.6593249413702263	1.0	3/10	11.77%	ADAM9;ARF6;EPB41L4B
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte migration (GO:0051547)	0.37945008752299847	1.0124082740301346	0.4330097087378641	0.6767952571629542	1.0	3/12	11.77%	ADAM9;ARF6;EPB41L4B
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: keratinocyte proliferation (GO:0043616)	0.42091098134739424	0.927452990928547	0.5397489539748954	0.7688478900493374	1.0	3/7	21.47%	EREG;SDR16C5;KLK8
LUAD	keratinization	prerank	GO_Biological_Process_2021 :: negative regulation of keratinocyte proliferation (GO:0010839)	0.3579707512024748	0.8403061908850006	0.6581532416502947	0.8468683891728691	1.0	2/8	14.51%	VDR;PTPRK
LUAD	skin_barrier	prerank	GO_Biological_Process_2021 :: skin development (GO:0043588)	0.6482905918558642	2.6363684715419193	0.0	0.0	0.0	33/77	9.96%	CLDN4;KRT16;ITGB4;SFN;MET;CLDN1;ANXA1;EPHA2;IVL;WNT10A;TP63;EVPL;CSTA;ITGA3;CDSN;ST14;LSR;WNT5A;EREG;ABCA12;TMEM79;SLC2A10;SPRR3;RYR1;SCEL;SPRR1B;SPRR1A;KRT9;TXNIP;KRT10;DHCR24;ERRFI1;ADAM9
LUAD	skin_barrier	prerank	GO_Cellular_Component_2021 :: cornified envelope (GO:0001533)	0.7055969551121752	2.5966038395182593	0.0	0.0	0.0	23/41	13.84%	ANXA1;PPL;IVL;EVPL;CSTA;CDSN;PKP3;SPRR3;SCEL;SPRR1B;DSC2;SPRR1A;RPTN;DSC1;KRT10;DSC3;JUP;CNFN;DSG2;DSG3;SPRR2A;PKP2;TCHH
