gene	log2FC_high_minus_low	t_stat	p_ttest	spearman_r_vs_TACSTD2	padj_ttest	spearman_p_vs_TACSTD2	spearman_padj_vs_TACSTD2
TACC1	-0.0774234513274478	-0.9984200940201016	0.3184333847161046	-0.0317606887607129	0.4111337266977943	0.3115992995253308	0.39778221733957475
PLAG1	-0.116253539823008	-0.9985459977371208	0.3183723011206975	-0.0096053484315215	0.4110807133338314	0.7596433933394504	0.8214199339122994
NHEDC2	-0.0762738938053102	-0.9989713523898794	0.3181667134460394	-0.0629506085728399	0.410841098625523	0.04474493273338075	0.07403396752226844
CELA2B	-0.0318309734513274	-0.999419548964416	0.3180090150118413	0.0028584834364712	0.4106850588909175	0.9274557487553873	0.9569135853828576
TLN2	-0.0846410029498514	-0.9996340322537144	0.3178454060729552	-0.0388241631330673	0.4106850588909175	0.2160635797486154	0.29129139034929563
OR4S2	-0.0016693215339233	-0.9999999999999948	0.3180258678152852	-0.0321412151646457	0.4106850588909175	0.3058345979092797	0.3916651671809314
RNASE12	-0.0012557522123893	-0.999999999999996	0.3180258678152846	-0.0398638606422501	0.4106850588909175	0.20400718436900686	0.2770934498905531
P2RX6P	-0.0031536873156342	-0.999999999999996	0.3180258678152844	-0.0092154662700083	0.4106850588909175	0.76911702408635	0.8294405365983725
SNAR-C3	-0.0012424778761061	-0.999999999999998	0.3180258678152836	-0.0539652780502661	0.4106850588909175	0.08541183327654368	0.1307468719118289
PRR20C	-0.0009938053097345	-0.9999999999999982	0.3180258678152836	-0.0400732262749501	0.4106850588909175	0.2016396727322637	0.27438605960054174
PLA2G2E	-0.0020451327433628	-0.9999999999999992	0.318025867815283	-0.0541790019237325	0.4106850588909175	0.08417920871892108	0.12914356262139068
SNORA36C	-0.0018454277286135	-0.9999999999999992	0.318025867815283	-0.0316311332730272	0.4106850588909175	0.313578191395316	0.39998510527156494
DEFB121	-0.0016203539823008	-1.0000000000000002	0.3180258678152824	-0.0351575771852229	0.4106850588909175	0.2626464500101641	0.34489776248616283
KRTAP13-3	-0.0026091445427728	-1.0000000000000002	0.3180258678152824	-0.0401027773849444	0.4106850588909175	0.20130712576173207	0.27402435299617817
DEFB130	-0.0010088495575221	-1.0000000000000004	0.3180258678152824	-0.0427447746932801	0.4106850588909175	0.17316767876090694	0.24078106637056684
?|136542	-0.0010091445427728	-1.000000000000007	0.3180258678152792	-0.0440271179340785	0.4106850588909175	0.16061752947656321	0.22549941052819825
SNORA30	-0.001133628318584	-1.000000000000007	0.3180258678152792	-0.0390046069076181	0.4106850588909175	0.21393520254336243	0.288877249948384
PPIAL4B	-0.0024867256637168	-1.0000000000000084	0.3180258678152786	-0.0422104650096141	0.4106850588909175	0.1786077205956647	0.2469236702915149
DEFB105A	-0.0017047197640117	-1.0000000000000109	0.3180258678152773	-0.027833280170054	0.4106850588909175	0.37524276938576284	0.4648227127642705
C3orf49	-0.0356320058997047	-1.0008611766384616	0.3172618880062944	-0.0399720141713237	0.4106850588909175	0.202781671823854	0.2757024981817035
SPATA1	-0.058125663716813	-1.0009670040907204	0.3172034958995192	-0.0110722042500815	0.4106850588909175	0.7243328477520137	0.7917449347433095
GPR107	-0.0390902654867346	-1.0016518105858483	0.3168742748414487	-0.029353506236755	0.4104371522078828	0.3497128328662496	0.43858304573879686
H3F3A	-0.0503342182890875	-1.0027079140734485	0.3163643300563308	-0.0367290632099226	0.4098542119048698	0.24189623919698394	0.32143234891353273
LOC285796	-0.0579601769911501	-1.0028573901132876	0.3163136369340731	-0.0162096813101371	0.4098143989812269	0.6056225329972922	0.685831022253539
C10orf10	-0.0915554572271428	-1.0030659607365715	0.3161889790663457	-0.0357520413000361	0.4096787466224095	0.25465717205288907	0.3358025457289423
MT1B	-0.0380938053097345	-1.0039109858996558	0.316039005824991	0.0069873665632117	0.4095619738408703	0.8238788612024655	0.8755232165477828
ITGB1BP3	-0.0551433628318584	-1.0041658986316548	0.3157390337734664	0.0014305047460523	0.4091990634031479	0.963658287165049	0.9856954343094381
C19orf61	-0.0429182890855486	-1.0047438830007502	0.3153798935560161	-0.0117990490628561	0.4089143119050784	0.7070453855537334	0.7766521995156163
GCOM1	-0.1210612094395306	-1.0054437456771994	0.3150440556421288	-0.0068849727489828	0.4085440567017578	0.8264184098354722	0.8774498321225819
VAMP4	-0.0413797935103339	-1.0060952358448407	0.3147298324802867	-0.0463614850459161	0.4082261473856637	0.1395512299948548	0.20015277014072722
DCAF8L1	-0.0735961651917405	-1.0081537179673572	0.3137414236907394	-0.0648455856080777	0.4069955407791533	0.03867884778620786	0.06524334442945094
JMJD6	-0.0384157817109311	-1.0084607573298126	0.3135943013179393	-0.0641429699149959	0.4068700856555854	0.04084125046216543	0.0684260029790712
PFDN1	-0.0350337758112111	-1.00855821730762	0.3135496292317355	-0.0313701659936548	0.4068495694683056	0.3175893461704807	0.4043729395236894
LOC646999	-0.0815526548672593	-1.0085753060783604	0.3135393071254665	-0.0552975256802716	0.4068495694683056	0.0779608297013444	0.12069495767804844
DDX11	-0.0749163716814269	-1.0086282391497612	0.3135164266758884	-0.0238499341216639	0.4068495694683056	0.44739953212709027	0.5369212833675784
TOX2	-0.102191297935108	-1.008632991730914	0.3135150560964293	-0.0425181587104961	0.4068495694683056	0.17545965822864615	0.24322665654517928
RFX8	-0.1035893805309724	-1.008725962535744	0.3134724211491256	-0.0181016352755919	0.4068495694683056	0.5642053858022424	0.648406659791762
C5orf43	-0.0393153392330472	-1.009197360729672	0.3132452978387341	-0.0469648527692878	0.4066088748501019	0.1344677664027653	0.19385037878300485
VBP1	-0.045937168141581	-1.00930248370373	0.3131921679349203	-0.0460508649333669	0.4065656154096689	0.14222520335972932	0.2035045598672458
MAGEA8	-0.133081415929203	-1.0109583271219933	0.3124060976920205	-0.0286581891334745	0.405647788603958	0.36125002953065244	0.4505890532356825
DZIP1L	-0.1048637168141581	-1.0112119191942557	0.3122768894751045	-0.0482393129436985	0.4055056635625487	0.12420126958041933	0.18114186249776965
ZNF502	-0.1044693215339211	-1.0113075013607593	0.3122315333952593	-0.0205262105454119	0.4054724132206131	0.513206063429388	0.6004856082414987
MGC34034	-0.0460480825958702	-1.0128323797741845	0.3115075099495195	-0.0435690266960828	0.4046345573719478	0.16501957060608383	0.23082726609953677
DSCR10	-0.036258407079646	-1.013054864809929	0.3114238012885546	-0.0275331814789897	0.4045514199224264	0.38041512776212827	0.46985456461054587
FANCG	-0.0645095870206411	-1.0134598973063662	0.3112076853277035	-0.0548578283786064	0.4043218440563064	0.0803592347934843	0.12400594485194172
DGKG	-0.1367542772861343	-1.013594481857887	0.3111425098623146	-0.0255260760204419	0.4042627509317966	0.41612109954319026	0.5060987164604447
BREA2	-0.0767718289085555	-1.0142438842081507	0.310831770897386	-0.0389080820194551	0.4039101371304092	0.2150718504371338	0.2901830369002601
GABPB2	-0.0606893805309765	-1.0144253081733257	0.3107437767443695	-0.0282845682419062	0.4038213531182369	0.3675467210704967	0.45715098652473624
TMCO3	-0.0636999999999954	-1.0146814906812691	0.3106221869148585	-0.0495790542786925	0.4036888964589507	0.11407822254012645	0.16839415507253352
GOLGA6L10	-0.0830171091445439	-1.015384197806838	0.3102872184457159	-0.0093509335670761	0.4033301630170031	0.7658213602160373	0.8266200065843977
CILP	-0.1724544247787678	-1.0154807350071329	0.3102418865469163	-0.0402603405964009	0.4033223107148044	0.19954076379311114	0.27194449553057437
ATRNL1	-0.194154867256636	-1.0160063875653649	0.3099953838626317	-0.0332026183799897	0.4030584726407426	0.29013043809509387	0.37480354229123314
RASL10A	-0.0807396755162233	-1.01639440853548	0.3098054883389174	-0.0292802054128384	0.4028596372044973	0.35091796355890065	0.4397989006693261
NPW	-0.1777138643067832	-1.0164022702244937	0.3098074988886802	-0.0101431066680916	0.4028596372044973	0.7466357030289993	0.8103442340462028
LOC283332	-0.0275905604719763	-1.0174545699729336	0.3093105976985836	-0.0135633526257395	0.4022899316282496	0.6657202045493301	0.7390733528712318
MRPL42P5	-0.0879889380530944	-1.0174865927588477	0.309286766664002	-0.0183546732128335	0.4022844221751117	0.5587710019598623	0.6434940635124234
GNG13	-0.0963983775811213	-1.0184036700923818	0.308859623660324	-0.0266763585636415	0.4017542972658209	0.3954219652827918	0.48538194004518476
RPL3	-0.0447060471976463	-1.0189119915822606	0.3086163841804497	-0.0190477171856927	0.4014633359032208	0.5440181304563677	0.6298608289120927
NOTCH1	-0.0815721238938014	-1.018923828797763	0.3086038016399631	-0.0286398916504203	0.4014633359032208	0.36155681795960826	0.4508480000431704
NBPF6	-0.0732837758112094	-1.0192921813343296	0.3084774910510515	0.0060372638308544	0.4014098302134809	0.8475103811401747	0.894078645289217
WDR83	-0.0423588495575195	-1.0200887562731324	0.3080524099844602	-0.0413751251513047	0.4009075104266859	0.18736552158826875	0.2573502480903965
RC3H1	-0.0321845132743359	-1.0202656206953942	0.3079681142150274	-0.0214443225086743	0.400823214456353	0.4945396412774136	0.5828634729562719
NPIP	-0.0710672566371641	-1.0206983355522354	0.3077812002882272	-0.013165676510864	0.4006053408937618	0.6749523111726184	0.7473986487796039
TBC1D3	-0.0669851032448392	-1.0208342259706111	0.3077086907927038	-0.0189454102978498	0.4005363569600691	0.5461837194402552	0.6316431714292066
HIST1H4A	-0.0412554572271385	-1.0208404325105225	0.3076954493750313	-0.0515957707876234	0.4005363569600691	0.10007635591934778	0.15023161648319758
NLRP2	-0.2405355457227145	-1.0212204851644315	0.307516287393438	-0.0261908598130741	0.40036206355427	0.4040815734336998	0.49370914137914995
GALK2	-0.0407324483775912	-1.0212778472664867	0.3074948946318201	-0.0285613757883362	0.4003596008873204	0.36287512054144344	0.4521348682840222
THBS1	-0.1022497050147421	-1.021618000017542	0.3073273850545986	-0.0386155624909825	0.4001668811550015	0.21854299542487585	0.29420902925066894
SNORA46	-0.0100265486725663	-1.0218072652539183	0.3072955671437555	-0.0227299338128131	0.4001508304872067	0.46902298600063863	0.5583024237602546
ARHGAP28	-0.1161333333333383	-1.0223907069967682	0.3069625576626003	-0.046037893758543	0.3997679084504685	0.14233771435746623	0.20365135380575522
CCS	-0.0465859882005865	-1.0234991117521093	0.3064380388197564	-0.020853083918203	0.3992114307360618	0.506518565931153	0.5940092644427161
GMFB	-0.0450784660766974	-1.0237848167119243	0.3063037194781959	-0.0297631034425796	0.3990617693163703	0.3430270500037521	0.4314369501058035
C16orf48	-0.0741945427728651	-1.0246704878177504	0.3058868955673802	-0.0388470504815522	0.398619903897316	0.21579277815108103	0.2910218574158637
HHIPL1	-0.1050765486725691	-1.0249684911781578	0.305744740955383	-0.0517281799902542	0.3984599461571773	0.09920717837923283	0.14913402446552318
AXL	-0.0894058997050049	-1.0255604035685102	0.3054663668079366	-0.0272955492073109	0.3981729847979009	0.38454171592094677	0.4739244806088614
TTTY6	-0.0194734513274336	-1.0260239606202686	0.3055714883487497	-0.0197349166803648	0.3982594372650986	0.5295832182142679	0.6165207524773983
SERPINA6	-0.1212458702064909	-1.0261781979748186	0.3052090074651742	0.0182435330129655	0.3978627800660376	0.5611547822097943	0.6455512539934483
LRRC49	-0.0869011799410035	-1.0266233725542764	0.3049841347850128	-0.0766463684040896	0.3975948874229308	0.01449013862388862	0.0273371205613337
TLR3	-0.1184399705014751	-1.0270863023906096	0.304747666820837	-0.0154695377036799	0.3973623118343464	0.6221870456355051	0.7000524528208947
DNASE2B	-0.1281426253687323	-1.0272799380041175	0.3046562126224183	-0.0390883899286782	0.3972682955499396	0.21295211228206584	0.287739032851837
EIF3G	-0.0392143067846699	-1.0274269045437114	0.3045889514909049	-0.0584518160472837	0.3972058168143478	0.062412353791808164	0.09923525583533316
INHBA	-0.1308410029498574	-1.0275828833566103	0.3045137638645733	-0.0441210449122951	0.3971329927671	0.159725983764564	0.22449335569839798
PAQR5	-0.109018731563431	-1.0276418423948	0.3044859349763884	-0.0350330921675002	0.3971219265018266	0.26434111120948356	0.3468125647450599
LOC127841	-0.0720162241887901	-1.0284760362050176	0.3040966846955231	-0.0083283851449533	0.3966550476410672	0.7907985340392345	0.8484058269139572
TUSC1	-0.0793529498525051	-1.0284814558566202	0.3040913172172335	-0.0408070759571768	0.3966550476410672	0.193499291263489	0.26476542586239865
SNORA6	-0.0256185840707964	-1.028511317046814	0.304108643442299	-0.0198402091331366	0.3966550476410672	0.5273888092392389	0.6143493108080784
C5orf49	-0.1734882005899711	-1.029051274655681	0.3038279075096449	-0.0206830037312118	0.3963896124283814	0.5099925144916283	0.5976110914676444
LOC100288778	-0.0663483775811251	-1.0292096341896817	0.3037493263549853	-0.0172744762033957	0.3963122764580775	0.5821450510375097	0.6641532591164253
E2F6	-0.0440199115044102	-1.029243397782363	0.3037349945853956	-0.0392965068732885	0.3963122764580775	0.21052421948033828	0.2849085185188757
TMEM214	-0.0354843657817038	-1.0299369638190927	0.3034081201296194	-0.0250503737496659	0.3959626035008925	0.4248645974504263	0.5149645876524532
RPUSD4	-0.0377929203539917	-1.0303257016762943	0.3032314495419777	-0.0333820120313467	0.3957875045518979	0.2875307101517842	0.37196001760656144
PPP3R2	-0.0286563421828908	-1.030675495817839	0.3030642442633351	-0.0597914355532326	0.3955944134490253	0.056632612690807056	0.09111814565378283
HTRA3	-0.1103222713864298	-1.0308276712347526	0.3029963404755383	-0.0349413463628419	0.3955309257940358	0.2655948894985952	0.3482018929643696
SF3B4	-0.0397980825958708	-1.032085688381783	0.3024036751596168	-0.0208391621742446	0.3948325776537097	0.5068024549285844	0.5942800091206214
ZSCAN5B	-0.0672294985250752	-1.032271936268778	0.3023217228841862	-0.0337047465767317	0.3947506818553929	0.2828933455219158	0.3668205669783657
LOC221442	-0.1197595870206456	-1.0323305067594302	0.3022865382856171	-0.0315998090556401	0.3947298455033531	0.3140578893355538	0.40054721178225255
ACTL7A	-0.0194941002949852	-1.032391646766416	0.3022599995254334	-0.0436780631361698	0.3947202970712516	0.16396364589165402	0.22955357679730337
ATXN7L1	-0.0592789085545772	-1.0346614249320094	0.3012010428027396	-0.0187040033814038	0.3935376700019248	0.5513105691731176	0.6363660173801925
PRKACA	-0.0348771386430559	-1.035004941541153	0.3010367697773932	-0.0497759575895714	0.3933480704894273	0.11264671085725096	0.16654450337745658
SPATC1	-0.0840865781710928	-1.0367141988644444	0.3002462313402514	-0.0149024832851773	0.3924095090205933	0.6350089367009404	0.7115732476649913
WDR69	-0.1823252212389383	-1.0367383384174012	0.3002286492080938	-0.019555749044964	0.3924095090205933	0.5333278907535884	0.6201065638087541
CWF19L1	-0.0426823008849552	-1.0378804067813132	0.299697585077831	-0.0323984341486719	0.3918476258851019	0.3019781650199917	0.3878150711785581
CD46	-0.061144690265495	-1.0380793590095438	0.2996241847062582	-0.0249965457973087	0.391776607351091	0.4258606708000009	0.5158368972519923
STAG3L1	-0.0950690265486704	-1.0381907016656975	0.2995524926180809	-0.0463653324196469	0.3917078135954905	0.13951835382121902	0.20011959784459069
GOLGA8DP	-0.0706407079646019	-1.0392825704367006	0.2990529806694564	-0.0226493048357718	0.3911542872798127	0.47060162660509025	0.5598569504666224
PIGR	-0.2657311209439363	-1.0395628594011364	0.2989163577142699	-0.0212481350871235	0.3910254125063056	0.49849769898881513	0.5866199957215363
UPK3A	-0.1558476401179942	-1.0404176681935493	0.2985212327822351	-0.0685041381456568	0.3906038909806723	0.028925022578250383	0.05052287889362633
KIAA2022	-0.1689250737463092	-1.040524069187238	0.298468713418823	-0.0449379008744748	0.3905642607233371	0.15212940831355665	0.21537940505325961
MRPS26	-0.0572991150442536	-1.040804192484307	0.2983422900935763	-0.0330941922749325	0.3904237133873739	0.29170935838289097	0.376440576252483
PROP1	-0.0193362831858407	-1.040840473038677	0.2983225552494724	-0.0535227370334675	0.3904227742252609	0.08801044493791227	0.13420890103062758
C11orf84	-0.0555153392330307	-1.0409342151774288	0.2982837345551731	-0.0477498730319322	0.3903968551840943	0.1280692994810789	0.18595818080108564
PKD2	-0.0535056047197723	-1.0422743228874227	0.2976572573255261	-0.0352736899087647	0.3897011346784677	0.2610725297601805	0.3431601918161538
TGDS	-0.0491325958702217	-1.0432344740169086	0.2972143790731856	-0.0419979553401017	0.3892205908255725	0.180806309973627	0.24950954787649138
C1QTNF3	-0.1173712389380527	-1.0433615852217588	0.297153972951595	-0.0224189521428495	0.3891663093069817	0.4751278146325736	0.5641649881211609
FER1L5	-0.1137917404129813	-1.043890299111618	0.2969101346762948	-0.0444245075403696	0.3888717744755555	0.15687108264690514	0.22105589448424479
KCTD2	-0.0377147492625429	-1.044428168956428	0.2966607352048193	-0.0435066392523864	0.3885961420587665	0.1656260343168806	0.23148631523763083
MED20	-0.0433235988200486	-1.0444362415933677	0.2966618282750632	-0.027287296042573	0.3885961420587665	0.3846855252387208	0.4739883467261396
PDZD7	-0.1175219764011843	-1.044631924687286	0.296566519982253	-0.0378076236985809	0.3885208764747402	0.22833860538305453	0.30587182360133824
PPFIA4	-0.1369792035398225	-1.0447707000565023	0.2965024095005928	-0.0437118017743562	0.3884616762633804	0.16363794806164106	0.22922264422117158
SEBOX	-0.0204159292035398	-1.0450910318871438	0.2963858885385272	-0.0108487372827381	0.3883337986914266	0.729676665280152	0.7962718300218743
