gene	present	class	spearman_r_vs_TACSTD2	spearman_p_vs_TACSTD2	spearman_r_vs_CLDN4	spearman_p_vs_CLDN4	frac_expr
CLDN1	True	TJ	0.3433150955985296	1.2810755453939449e-279	0.23749612170010334	1.4767562980556226e-130	0.7462437395659433
CLDN4	True	TJ	0.42996556747928916	0.0			0.8759697535107532
CLDN7	True	TJ	0.2514287312999414	1.338823374873267e-146	0.20834045710900218	2.971856201546081e-100	0.8530884808013356
F11R	True	TJ	0.044015138661535835	8.862530522719696e-06	0.10701331362808325	2.520189419286332e-27	0.8573112049494255
PARD3	True	TJ	0.16156286032512526	1.6394139607374544e-60	0.09280156718666041	6.3642764827016146e-21	0.595895119316508
ELF3	True	TF	0.24417752751845304	4.020401325934847e-138	0.23371551336689408	2.2190416502390925e-126	0.810861239320436
GRHL1	True	TF	0.14705685231169063	2.480198389803642e-50	0.1540053280695766	4.390833230333179e-55	0.3231857016596288
KLF4	True	TF	0.4136452442727012	0.0	0.30913492851841695	2.227887913565754e-224	0.6939998035942256
TFAP2A	True	TF	0.1858796304809063	7.794103732520952e-80	0.010606333933742865	0.28453248948365023	0.561524108808799
