gene	spearman_r	spearman_p	n_expr	padj
HSDL2	0.07847222036517192	2.192225921378158e-15	5882	1.2004124656140411e-14
NT5C	0.07846910967684653	2.1977991078464343e-15	5864	1.2031769913074347e-14
HNRNPL	0.07846687541215333	2.2018106784236244e-15	8226	1.2050855008752349e-14
LINC01697	0.07840568916021398	2.314515431357254e-15	657	1.2652610811361462e-14
IFIH1	0.0783854223066142	2.3530847260476924e-15	3961	1.2857326690348254e-14
SUGT1	0.07835996137923452	2.402436626756438e-15	5222	1.3117612793272835e-14
TRIM26	0.07831845446176003	2.485084654973727e-15	4666	1.3559198814411834e-14
TIMM17A	0.07829504516383512	2.5329250361960473e-15	6303	1.3813655368584149e-14
DENND1B	0.07825654331891309	2.6135887655849157e-15	2435	1.4246791612401805e-14
MMRN2	0.07825050178396055	2.62647365299171e-15	201	1.4313626194422392e-14
ABHD13	0.07823079421193861	2.668940624894656e-15	2137	1.4534700867481868e-14
NCAPH2	0.07821614005474896	2.7009557672558026e-15	1950	1.4702070097131846e-14
CKMT1A	0.0781816238316289	2.7778655488235334e-15	1917	1.5113538889685535e-14
PXN	0.07808829773972452	2.996778217338713e-15	4505	1.6273697620576562e-14
PPARGC1B	0.07808719184991253	2.999471515484248e-15	1251	1.6283441505332173e-14
PIR	0.07808697811682636	2.999992318490442e-15	5116	1.6283441505332173e-14
MICALL1	0.07808123357145381	3.0140234420078902e-15	2240	1.635186133225567e-14
EIF4A3	0.07807029229508176	3.0409265910410993e-15	7219	1.6493916799550895e-14
MINOS1P3	0.07796865767469711	3.3024030148098715e-15	343	1.7891006224305346e-14
C15orf41	0.07796573039873195	3.3102530785947886e-15	1208	1.7929299909517653e-14
RYK	0.07795308312849797	3.3443808822834446e-15	5731	1.810986984839888e-14
DNASE1L1	0.07792766151901225	3.4140305917372653e-15	2236	1.848266077726443e-14
PYROXD1	0.07792553678552123	3.419916148742217e-15	3007	1.8510154936255068e-14
CDC40	0.07784767790976312	3.6426145701332364e-15	4410	1.9701554588473513e-14
SUB1	0.0778396283624809	3.666437123642151e-15	8563	1.982572719050063e-14
ABCC3	0.0778233565731779	3.715062655431975e-15	4425	2.0069737915755685e-14
CHPF	0.07780854708315285	3.7598698474331856e-15	3688	2.0307015436878365e-14
MECP2	0.07779787284173875	3.7924950329289554e-15	4101	2.046876495654691e-14
SPEN	0.07775935809982033	3.912546561447195e-15	5143	2.1101808847043445e-14
ASRGL1	0.07775480179810831	3.9269938165223355e-15	2330	2.1174749450726217e-14
DNAJC13	0.07770747644475756	4.080194735358188e-15	3675	2.1985319905953987e-14
SMC6	0.07769852956609358	4.109811659270908e-15	6261	2.2134505715040172e-14
AXIN1	0.07768357850636218	4.159777256354656e-15	2828	2.2393093336367777e-14
SEC61A1	0.07767970030736297	4.17283534802124e-15	4378	2.2458117600401503e-14
UTP23	0.07762212772778167	4.371497740874411e-15	4360	2.3499745765216134e-14
ABHD5	0.0775883648135819	4.492301982378312e-15	3326	2.4120885503697032e-14
EI24	0.07758520088169504	4.5037895612774725e-15	8153	2.4176907314903503e-14
NGFR	0.07757060633190353	4.5571547551703256e-15	752	2.4457654603204707e-14
AMFR	0.07754940655316074	4.635782459922973e-15	4433	2.4862187997594846e-14
SRP68	0.07752869259390077	4.71389757893428e-15	5308	2.526340716485853e-14
TTC23	0.07751628485636448	4.761307787387781e-15	1929	2.5493669007259785e-14
STAU2	0.07749010348408099	4.8628926649177636e-15	4448	2.6031512706623957e-14
RASA2	0.07748201628293366	4.894700437888394e-15	2249	2.6195669305712547e-14
BANF1	0.07745487275747065	5.002963057351918e-15	9198	2.6762585496627404e-14
LPAR5	0.07744949477768812	5.024691332581334e-15	910	2.687255066140141e-14
NUDT19	0.07738600767272294	5.288320991106978e-15	2760	2.8262699649117396e-14
ST8SIA6	0.07737428641916466	5.338460872606417e-15	463	2.8524019449300257e-14
IDH3G	0.07732593301406908	5.550294890004428e-15	4213	2.9642063838631334e-14
SRSF3	0.07731290315881854	5.608779254445031e-15	8787	2.994743448288178e-14
CIAO2B	0.07726339031775856	5.836600509844882e-15	6369	3.1142112699423565e-14
TATDN1	0.07723931962568041	5.950622102331846e-15	4570	3.172835187896046e-14
SELENOI	0.07720453787944294	6.119263605563381e-15	4762	3.260480106490426e-14
BUD31	0.07718850929666964	6.1985540463375655e-15	5945	3.3011941656580235e-14
COX6C	0.07718736383526412	6.2042589872094635e-15	9765	3.303465474665986e-14
ASXL1	0.07716616128376186	6.310795677367043e-15	4443	3.357852731325568e-14
ZNF114	0.077064476175446	6.847281575957486e-15	588	3.637400296186031e-14
SLC7A8	0.07700017229103957	7.209454519255469e-15	4773	3.8262486756751956e-14
C4orf3	0.07694996477251276	7.505280458016047e-15	8330	3.9804883964386606e-14
SIX2	0.07693622149495212	7.588318146529704e-15	2309	4.022667937256721e-14
KDELC2	0.07692018422671436	7.686359779948385e-15	3613	4.072758619368354e-14
POLR2E	0.0769196707397111	7.68951942003202e-15	7306	4.073491835027586e-14
CMSS1	0.07687517144698308	7.968247396428536e-15	4497	4.218224296775393e-14
MT-ATP6	0.07687101072171608	7.994811393800867e-15	10061	4.2313101926858396e-14
STIM1	0.0768044930317389	8.431516277274577e-15	4391	4.458324582022228e-14
RNF8	0.07676281775135374	8.71699752301058e-15	3533	4.6060928169273595e-14
AKAP13	0.07675214703549325	8.791609744354544e-15	5868	4.643378869813597e-14
TPST2	0.07673755482775098	8.89466014006395e-15	3608	4.695643597072196e-14
PLIN3	0.07669040819299207	9.235801384735177e-15	5390	4.8734946437325853e-14
PTGS1	0.07660106416365381	9.917955616088915e-15	517	5.2298405959045414e-14
COTL1	0.07657892518264227	1.0094512188464023e-14	3513	5.3204944985980644e-14
SLC38A5	0.07646027153784299	1.1094788535660996e-14	427	5.832964919344303e-14
AP000695.2	0.07639832304365947	1.1655146248872375e-14	209	6.123356496945362e-14
CBX6	0.07637358192185334	1.188664335427018e-14	3776	6.242120541672377e-14
RPP21	0.0763434855839086	1.2174352968431455e-14	5820	6.391744298234853e-14
FUNDC1	0.07631779434164716	1.2425363740731213e-14	3679	6.522036464185185e-14
ERP44	0.07626897756781234	1.291642574047757e-14	7103	6.773593361570061e-14
AVPI1	0.07618318361191226	1.3826130666101819e-14	2947	7.239072933554977e-14
GTF2F2	0.07617652193606483	1.3899347639125433e-14	5619	7.274087066991996e-14
SURF4	0.07614856747757436	1.4210769765574978e-14	7148	7.431979865087981e-14
MOB3A	0.07612694071722186	1.4456399270847213e-14	2812	7.558716354563332e-14
PTPRK	0.07603268199296713	1.55766365668276e-14	4391	8.140735693093905e-14
TIMM8B	0.07602463888557635	1.5676088848023955e-14	4693	8.190845694669101e-14
CLU	0.07601527683147195	1.5792636636303653e-14	6823	8.249863337816744e-14
NUDT16P1	0.07589691349868467	1.7341728193968467e-14	1602	9.034398394577532e-14
UFD1	0.0758495232820082	1.800302472623829e-14	5248	9.364022248763127e-14
GRN	0.07579889827774755	1.8736868273024308e-14	8166	9.739095500716782e-14
TTYH1	0.0757439121662038	1.9567278209164027e-14	133	1.0159217464051708e-13
S100A4	0.0757344174132437	1.9714289648207488e-14	4556	1.0230913483044873e-13
CTPS1	0.07570040464892411	2.0249895502171455e-14	3285	1.049699667861715e-13
MAP7	0.07567235829962342	2.0702292570240904e-14	5949	1.0721815014138312e-13
DHRS9	0.07559349652706387	2.2028310683335234e-14	998	1.1395701183002787e-13
AC131009.2	0.0755285981146236	2.3181910586895445e-14	227	1.1973579487552526e-13
BCL2L13	0.07552059366465008	2.3328246645337152e-14	5420	1.2046450282547133e-13
CSNK1G1	0.07551730197252036	2.338868810876679e-14	3832	1.2074943232925784e-13
SEC14L1	0.07551568315061755	2.341846909738538e-14	5033	1.208759775328141e-13
ARNTL2	0.07549675855693107	2.3769397775554536e-14	4067	1.2265971792478515e-13
ZBTB43	0.07542658978430003	2.5116295482608955e-14	3395	1.2946462601799645e-13
TRIOBP	0.07542429855939564	2.516151839968558e-14	5323	1.2963946744204579e-13
TAF11	0.07541888940421017	2.526859920677273e-14	4163	1.3016194219738442e-13
RRS1	0.07536961042896038	2.626500598448879e-14	3875	1.351731450016163e-13
SNRNP27	0.07531210943701942	2.7476578676868822e-14	5483	1.4115515379395678e-13
SSU72	0.0752468529587791	2.8918224839179196e-14	8634	1.4842833774023102e-13
CLDN16	0.07523571494509795	2.9171609221676955e-14	1341	1.4966190389774682e-13
DERL1	0.07523045435456657	2.929204296618111e-14	5423	1.5024617208369014e-13
PTDSS1	0.07520025648191739	2.999289870631745e-14	7069	1.5370355463036408e-13
ZFYVE21	0.07518168455738926	3.043209237383776e-14	4602	1.5588462145401753e-13
SLC27A4	0.07512001788006017	3.193625144414353e-14	1075	1.634434929999474e-13
PUF60	0.0750778541499572	3.3006537781386235e-14	7350	1.6880801864647434e-13
UBE2D2	0.07500180898456939	3.5026763948453606e-14	8103	1.789805995655221e-13
IPO8	0.0749426703199272	3.668144633720165e-14	4723	1.873522636568095e-13
MED1	0.07492816132166154	3.709900408806637e-14	4503	1.8935846812907575e-13
ICK	0.07485812791984871	3.9181151358693247e-14	4794	1.9971938885904569e-13
PMF1	0.0748522217060279	3.936191171037348e-14	5795	2.0055165055809572e-13
AC098934.1	0.07484431536212693	3.960517027262335e-14	443	2.0170146441239662e-13
CSRNP1	0.07480843680498261	4.0727766800755626e-14	2287	2.0718862605361112e-13
RAMAC	0.07480523234391434	4.0829539187039806e-14	2186	2.0766030374109072e-13
COPG1	0.07478235423720637	4.156343936268934e-14	7898	2.1120562075794596e-13
MT-TA	0.07473150206345465	4.324148006177392e-14	1387	2.194895042392056e-13
AMMECR1	0.07472955321730705	4.330709698553221e-14	3783	2.197739359854287e-13
LINC00886	0.07470208524115415	4.424241360443318e-14	1252	2.2442115949988683e-13
AL139393.2	0.07466784432958556	4.543620317813006e-14	795	2.3042574143266576e-13
SLC25A36	0.07462780656998855	4.68723017026045e-14	7240	2.3744630222048194e-13
NBDY	0.07462503038660966	4.697351761580354e-14	3987	2.3790650189253733e-13
PFKL	0.07456473364766765	4.9225639901672696e-14	3514	2.488732043342668e-13
VSNL1	0.07453282187835032	5.046018096915269e-14	2786	2.547217497954279e-13
WIZ	0.07445090369293669	5.3770333661789554e-14	3902	2.7107338758991844e-13
MT-ND4L	0.07437483486985745	5.703477450121587e-14	9688	2.873410185611442e-13
UBN1	0.07434326063465285	5.844627983171738e-14	4490	2.9425828946003806e-13
FRK	0.0743169506909505	5.964863078888343e-14	2354	3.001141243771459e-13
TSPAN1	0.07430615772129369	6.014886717865335e-14	5243	3.024982932128811e-13
MFSD11	0.07422779676082594	6.390652012090491e-14	2779	3.2104418715140533e-13
TANC1	0.07418810267803339	6.589707800160266e-14	3081	3.3089911891435245e-13
CWC15	0.0741726535840327	6.668817835410844e-14	6957	3.34798300522333e-13
SRSF11	0.07413769935865383	6.851269124948885e-14	8922	3.4388273782949133e-13
YRDC	0.07412876578996246	6.898681620173729e-14	2542	3.4618674032716035e-13
NECAB2	0.0741170540118147	6.961327519962812e-14	690	3.491776309925803e-13
PTCSC2	0.07410096725295488	7.048287366370509e-14	174	3.5338495215258304e-13
LBX2-AS1	0.07406539557864247	7.244384843834816e-14	1475	3.63058115682506e-13
STX11	0.07402907072974663	7.4501667174814e-14	1173	3.7280088168758363e-13
ASTE1	0.07400217068843477	7.606248768360791e-14	1559	3.805281008694871e-13
PPFIA1	0.07399405492117483	7.653966780050473e-14	3979	3.827483976472591e-13
DCUN1D5	0.0739242740937326	8.076582230672447e-14	3945	4.0370591241482803e-13
EIF4G2	0.07390583791356314	8.192015315825905e-14	9623	4.09386595456241e-13
ZNF580	0.07389735416080176	8.245677272496123e-14	5065	4.119785346907342e-13
SNHG9	0.073884313847668	8.328834973246885e-14	2613	4.1586159472428615e-13
HDGFL3	0.07384009625645478	8.616991688599044e-14	4982	4.2978159459248716e-13
VDAC2	0.07382192189982104	8.738251266660044e-14	7934	4.357347990318437e-13
TTC3	0.07379804999395749	8.900075942383346e-14	7020	4.43418640239768e-13
EBAG9	0.07376920951214938	9.099514046821941e-14	5636	4.5296148699219115e-13
PCBP2	0.07375652243814285	9.188632781461988e-14	9429	4.571992597422453e-13
MT-ATP8	0.07371895032208635	9.457615001617223e-14	9780	4.703789525305634e-13
TBX4	0.0736826990779541	9.724469603944412e-14	397	4.832319839152447e-13
KDELR2	0.07367342818649414	9.79389461178116e-14	7791	4.865764665476202e-13
DGKA	0.07364893759711366	9.979643583031635e-14	4443	4.956974112333903e-13
ARHGAP12	0.07361383002169299	1.0251969451945922e-13	3720	5.088934760630503e-13
TAF3	0.07351758765621107	1.1036517055251226e-13	3400	5.468905340534729e-13
CCNYL1	0.0734966643833621	1.12147309147248e-13	2663	5.556015069588714e-13
PDXK	0.0734729360807198	1.1420259807391123e-13	4913	5.656616701834109e-13
RPL22L1	0.07344016439644416	1.1710217894543596e-13	6308	5.796482047152374e-13
PTK2	0.07343566845714639	1.175055728148998e-13	6639	5.813940528964995e-13
NDUFB5	0.07341860696902111	1.1904885896112351e-13	7762	5.889028955898752e-13
KLF16	0.0733688177678367	1.2366727168430087e-13	4142	6.110900210888611e-13
DBNL	0.07335760198193302	1.2473168858569198e-13	4657	6.162169874603925e-13
CNTN1	0.07335458591243538	1.250194565255507e-13	2198	6.175056618826619e-13
SLC7A1	0.07333936057316887	1.2648211787439753e-13	3398	6.245956555011691e-13
MITD1	0.07332015501479723	1.28351149468675e-13	3259	6.334162363408923e-13
TMEM106C	0.07330409833632097	1.2993454692567098e-13	4473	6.410924150099034e-13
FNDC3B	0.07324659102403727	1.3576456365385551e-13	5917	6.691504050710793e-13
PUS3	0.07324656643416146	1.357671106984394e-13	2364	6.691504050710793e-13
USP53	0.07323234311195541	1.3724827195489763e-13	3144	6.761599789736773e-13
CRKL	0.07318472252687844	1.4232378571250928e-13	4629	7.005628748226476e-13
PRPF38A	0.07318443114683958	1.4235540236416457e-13	4154	7.005681655072316e-13
PRAME	0.07317670678506777	1.431960671828537e-13	3537	7.045541375032815e-13
RP2	0.07314382799975251	1.4682925927867732e-13	1813	7.219656054307182e-13
TMEM60	0.0731320345732405	1.4815440879557732e-13	3125	7.280132452769822e-13
DERA	0.07309212656037124	1.5272635304759516e-13	5247	7.496762435706694e-13
UBE2E3	0.07308201511734179	1.539065770861218e-13	5859	7.55307887291712e-13
MRPS12	0.0730700346587103	1.5531655708527583e-13	5079	7.619014513306367e-13
MT-TW	0.07306917000721566	1.554188074847802e-13	883	7.620770855249867e-13
FLJ37453	0.07306358418792307	1.5608096067793397e-13	1391	7.649968111176175e-13
IL36G	0.07300775657811612	1.628530196552483e-13	116	7.969272478344646e-13
IRF5	0.07295074831061069	1.7006603525900138e-13	1763	8.31409786183072e-13
MIR4458HG	0.07294404560606	1.70934450157804e-13	3307	8.35477182552676e-13
RTL8B	0.07293072007251537	1.7267389029067013e-13	3957	8.437992534059206e-13
NECAP2	0.0729000007347437	1.7675033871788557e-13	3748	8.628004404151648e-13
RASA1	0.07288014985894559	1.7943467399696644e-13	2897	8.757175642856203e-13
RBMX2	0.07285584365069986	1.827760656370578e-13	4499	8.916455537181693e-13
RAB3GAP1	0.07280686298615813	1.8969623116892884e-13	5445	9.248144847083718e-13
FGD4	0.07276483454244072	1.9583884449847735e-13	2034	9.541528069469145e-13
NPC1	0.07273734002663468	1.99962551551693e-13	3440	9.727976686092756e-13
NIPA1	0.07273039348575781	2.0101783821252636e-13	2728	9.777241672856084e-13
UMPS	0.07271506899135613	2.0336524873490188e-13	4932	9.887223559731199e-13
INAFM2	0.07270303619447038	2.0522728879394176e-13	1903	9.975637953709337e-13
PTP4A2	0.07269504756710626	2.064727447038176e-13	8616	1.003405046189866e-12
LINC00941	0.07266558098579903	2.1113121902719434e-13	683	1.0256094667610723e-12
KRT5	0.07261190610712656	2.1988364300613587e-13	6198	1.0674478313808983e-12
FRMD4B	0.07258623129758708	2.2419532626270382e-13	2846	1.0881490465116168e-12
KIAA0355	0.07255898377582554	2.288619549081047e-13	2432	1.1100942105481298e-12
MKNK2	0.07251804888334755	2.360526598601103e-13	7985	1.143521839888323e-12
COX6A1	0.0725003915256513	2.3922246331176955e-13	8862	1.1583881915654148e-12
FAM192A	0.07248166419642031	2.4263002950404585e-13	6165	1.1738974091465522e-12
LINC02006	0.07240605763935	2.5687856501256817e-13	661	1.24126406662277e-12
MIB1	0.0723933931754346	2.5934430923548334e-13	5283	1.2526510350060047e-12
DOLPP1	0.07231523340695353	2.750844551477956e-13	2885	1.3275588538144614e-12
PSMD12	0.0722883319760141	2.807160692098475e-13	6720	1.353313408057058e-12
MAPK14	0.07227657442364321	2.8321283910140615e-13	5439	1.365063270289568e-12
CLCN5	0.07227135892567965	2.843273444201229e-13	1224	1.369859404811758e-12
IRS2	0.07222906452464495	2.9352579411503117e-13	5301	1.4129894366024312e-12
PLA2G4C	0.07221965583311703	2.95611452521317e-13	326	1.4221341228888358e-12
EML3	0.07218538154358696	3.0333295839325003e-13	2783	1.4589749212883978e-12
MED4	0.07218276296696303	3.039309642280798e-13	5793	1.461544749992389e-12
PSMG1	0.07216085976224426	3.089785652214911e-13	4201	1.4855062521589946e-12
BCL7B	0.07214797463961793	3.1198630900128845e-13	5178	1.4993383523719996e-12
DCAF12	0.07208389080692294	3.2737760644070986e-13	5730	1.5716591746624117e-12
AHSG	0.07206569125420456	3.318829901246873e-13	619	1.5929550172588568e-12
EHBP1L1	0.07204525387918273	3.3701495368694127e-13	1161	1.6172487463746985e-12
CYB5B	0.07198461874045789	3.527037680805023e-13	7328	1.690413504435972e-12
CAB39	0.07196881079701524	3.569104170784546e-13	4971	1.7098603063796138e-12
AL669942.1	0.07192225014780397	3.6958898732200346e-13	161	1.7691219096811594e-12
GPRC5A	0.07190006471495769	3.7578467558313826e-13	3904	1.7969040834951064e-12
HCG11	0.07187555714061396	3.8274744711325604e-13	2480	1.8290543628924724e-12
DDX55	0.07177705462889108	4.1203312578516777e-13	3463	1.966136018152731e-12
POP4	0.07177514561820583	4.126218905152114e-13	4357	1.9685359660228618e-12
PURB	0.07176502823026414	4.1575604614588046e-13	5989	1.9822515457273343e-12
FBXL16	0.07174205303891876	4.2296034328409814e-13	572	2.016181287250757e-12
ITSN2	0.07171810959821101	4.305986665203235e-13	4405	2.051313024432644e-12
RRN3	0.07161213384826189	4.660649055556313e-13	3870	2.217046205648086e-12
DNAJA4	0.07157242548005065	4.800795719100496e-13	5909	2.2822933099425323e-12
TRIM25	0.07156365870027741	4.832290283806732e-13	3801	2.296313953386344e-12
RPF2	0.07153386780224422	4.940837032004086e-13	5009	2.3464372637703877e-12
MR1	0.0715130831395304	5.017982421179222e-13	2964	2.3825808482096667e-12
MRTO4	0.07144730479431517	5.270004111390563e-13	4049	2.4991390181326593e-12
MIER1	0.07143699700026818	5.310607325966965e-13	4704	2.5178733121750775e-12
RHBDF1	0.07140958911614897	5.420068928890677e-13	2264	2.567648514888359e-12
CYP4F29P	0.07140006326168273	5.458629533431412e-13	268	2.5853818756524822e-12
OIP5-AS1	0.0713811873542871	5.535836303999451e-13	6667	2.620867144295963e-12
RBP1	0.07134603431484865	5.682487775768094e-13	1723	2.68807804909401e-12
VPS35L	0.07131440061246279	5.817712954629111e-13	3010	2.751478345428506e-12
FAM126B	0.07130581961026809	5.85493572789892e-13	2437	2.767941379359963e-12
NAALADL2	0.07129388432627394	5.907097721794761e-13	2390	2.7908755415556792e-12
NLRC5	0.07127461603201041	5.992272111071194e-13	1949	2.829951362646717e-12
SNHG12	0.0712650652749456	6.034936393151149e-13	4271	2.849513606136292e-12
PLEKHA5	0.07116537102093239	6.498468828742663e-13	6082	3.0627055268892375e-12
DNAJC3	0.07113987747165396	6.62250554762148e-13	5656	3.1192409086517765e-12
BX470102.2	0.07111718014098115	6.734890923134492e-13	405	3.170872906298419e-12
KIAA1522	0.07107132096660698	6.967703618595078e-13	5264	3.2771208858588048e-12
TBC1D23	0.07100797268282916	7.30234125146357e-13	3681	3.431696447983433e-12
WISP2	0.07100618058214866	7.312033905732044e-13	760	3.435547597904171e-12
METTL9	0.07095966960468703	7.568054125165544e-13	6489	3.5543821769665695e-12
TMEM187	0.07094161300995994	7.669800008869946e-13	2018	3.6006932583597796e-12
SVIL-AS1	0.07092486204343176	7.765388604758631e-13	2275	3.643331638698169e-12
NRP2	0.07088978172720593	7.969376605562299e-13	4141	3.738273222461922e-12
NOLC1	0.07082985499136844	8.330075088609594e-13	6901	3.90268101271501e-12
C1orf21	0.07081375027901955	8.42970983864316e-13	4703	3.9461364138529956e-12
SNX1	0.07076834515533245	8.716956296579075e-13	6440	4.077274541821591e-12
IRF2BP2	0.07075204968974151	8.822370907479353e-13	8472	4.124058363068298e-12
NADSYN1	0.07070486372813013	9.13472091550003e-13	2737	4.265721261395352e-12
SPIN1	0.07069881103362535	9.175564175539206e-13	5643	4.2830502860911335e-12
LINC01503	0.07067802456640439	9.317199297623653e-13	2193	4.3482790943823265e-12
VWF	0.0706465937270141	9.53544694471961e-13	349	4.4492286822208785e-12
CHUK	0.07061819728375117	9.73693301533497e-13	3028	4.5413942559120286e-12
REEP1	0.07059300599540975	9.919169953802988e-13	1565	4.620753866781741e-12
RAB6A	0.07057552125910743	1.0047620083646515e-12	5656	4.676791994291473e-12
MOSMO	0.07055168071356643	1.0225395939660583e-12	2453	4.757609169653843e-12
KIAA1147	0.07053174193578103	1.037644390612357e-12	3115	4.825930055122921e-12
SLC37A1	0.07052827459746495	1.0402933570950849e-12	1228	4.835308819665057e-12
MARK3	0.07050989870861882	1.0544432652532807e-12	6091	4.899092489037828e-12
PPP2R1B	0.07048973442814131	1.0701876293821237e-12	3301	4.9702295692988774e-12
RAB22A	0.07046600184299669	1.0890138161708708e-12	4570	5.056639456544015e-12
PSMD13	0.07040613247898365	1.1379617529383622e-12	6208	5.279645365877862e-12
LINC02210	0.07040028880257909	1.1428534834124938e-12	1941	5.3012685950486924e-12
RNF40	0.07038565152327433	1.1551970642515676e-12	4546	5.357442430206724e-12
ATP6V0D1	0.07037474547263506	1.1644790568001468e-12	7389	5.3983065086664854e-12
MPHOSPH6	0.07033563028656266	1.1983752494250413e-12	4591	5.553198277032646e-12
ERP29	0.07030913375067302	1.2218844878607311e-12	8109	5.65870914244891e-12
HSPA7	0.07030761652890434	1.2232442647817615e-12	213	5.663862928050877e-12
PCMT1	0.0702519486565875	1.2741751002759737e-12	6275	5.896112255422692e-12
UBALD1	0.0700677335992157	1.457997942688011e-12	3942	6.734506002693837e-12
XKR9	0.07002822385580877	1.5006874403714447e-12	526	6.928898652826126e-12
DVL1	0.0700133495329698	1.5170745358806422e-12	3493	6.9975177365835854e-12
EDEM3	0.06999404900547851	1.5385998737506409e-12	3539	7.093950533485869e-12
OSER1	0.06998841677837854	1.54493761355811e-12	3797	7.120309218363658e-12
COPS7A	0.06995285958429778	1.5855441113350075e-12	6353	7.304521154007311e-12
TEPP	0.06993878201076956	1.601908471241628e-12	338	7.378429018743065e-12
NUFIP2	0.06993102104319393	1.611000870473609e-12	7664	7.418819105987481e-12
P3H4	0.06990945888543401	1.6365286524925736e-12	2493	7.534864357863238e-12
KLF7	0.06983811001431858	1.7238609210596571e-12	1859	7.930590013491057e-12
GAN	0.06983557804182985	1.7270426561361257e-12	2662	7.943634338570374e-12
FAM114A1	0.06981670290715344	1.7509437989385053e-12	4180	8.051954462720816e-12
CPT1A	0.06980923735900998	1.7604865266239449e-12	4659	8.092593175891793e-12
PSMD5	0.06977073867536131	1.8105125424298585e-12	4526	8.317551912328478e-12
FAM208B	0.06974149419077039	1.8494427709072725e-12	3221	8.491296693168739e-12
PPP2R5E	0.06969137270659505	1.9180824375838296e-12	6601	8.792361101778155e-12
CEL	0.06968222599325662	1.93087537028299e-12	744	8.84923461409615e-12
MCCC1	0.06957510628718537	2.087069734385174e-12	4038	9.546003104152965e-12
SLC15A2	0.06954037448744975	2.1403243673890474e-12	2798	9.777884951039627e-12
FGD6	0.0695200681446835	2.1720752681451905e-12	3210	9.92096027493317e-12
CREBBP	0.06951955304137261	2.17288665924981e-12	4811	9.922690461849918e-12
GMDS	0.06950892391035007	2.189696181470041e-12	2459	9.997462382675119e-12
MIR22HG	0.06948000085731261	2.236085079574088e-12	1693	1.0203166810278582e-11
POLR2H	0.06946559108413246	2.2595548524784617e-12	6434	1.0306158124110352e-11
GSK3A	0.0694456469147788	2.2924377184969635e-12	6561	1.0454062899976808e-11
NEK7	0.06941168682607876	2.349512358225152e-12	3377	1.0705823296179685e-11
B3GALT4	0.06940673434819601	2.35795127022195e-12	1329	1.0740009181165823e-11
SDE2	0.0693666527776293	2.4273520121940434e-12	3024	1.1042959233579328e-11
ANKRD46	0.06933715561004163	2.4797015920020934e-12	2732	1.127664455141634e-11
CHD9	0.0693311487840154	2.4904969874047476e-12	5217	1.1323492546499524e-11
CKB	0.06927432821309522	2.5949209703877057e-12	5427	1.1791263315917827e-11
AC004816.1	0.06924586099020053	2.6488399680115434e-12	879	1.2031503205197778e-11
NDE1	0.06923736295674474	2.6651477179923416e-12	2122	1.2100783522428411e-11
VTI1A	0.0692327588158373	2.674024153085856e-12	2149	1.2138683163167103e-11
ANKRD29	0.06922714218589668	2.684891848792444e-12	1841	1.2183194703778651e-11
VASN	0.06922250357034487	2.693899814510424e-12	1096	1.2216819680751305e-11
DPH6	0.06918291440415326	2.7719955337952714e-12	2222	1.2558568744656514e-11
RAB5IF	0.06915805688887683	2.8221608013435915e-12	4441	1.2778271705728248e-11
IRX4	0.06914139238631381	2.856288941771099e-12	1022	1.2927694504014496e-11
DOCK9-DT	0.06910978392400619	2.9221369177151203e-12	562	1.322050820878687e-11
CARNMT1	0.06910532658694972	2.931541556660594e-12	3074	1.3260441772171309e-11
SPATS2L	0.06908118674041396	2.982992684415095e-12	7555	1.3490513839730568e-11
NMT1	0.0690567580007436	3.0359606402856857e-12	5985	1.3721943875245924e-11
FZD6	0.06903882215965008	3.0754362724197752e-12	5720	1.3897627505272813e-11
OR7E14P	0.0690329473489817	3.0884754360620604e-12	1037	1.3951053476248825e-11
RCC1	0.06902685694743049	3.1020503248588016e-12	3908	1.4004099655896712e-11
LYSMD4	0.06901851928758819	3.120729025634313e-12	1085	1.4085651788665855e-11
REXO2	0.06901547168443785	3.1275839961995047e-12	5416	1.4113815011769475e-11
GABRA3	0.06900916017961232	3.1418274363704686e-12	1390	1.4175302465669908e-11
KAZALD1	0.06900283131620696	3.1561739049350727e-12	623	1.4234431189815317e-11
FOXK2	0.06899883134563593	3.1652742691639435e-12	4622	1.4267058594239052e-11
PRR36	0.06898345165385976	3.200504961897821e-12	1286	1.4417357190890066e-11
SLC9A6	0.0689446511959578	3.291103586196001e-12	2419	1.4816748588844727e-11
KRT86	0.06893617223634088	3.3112341002255515e-12	536	1.4904452078291543e-11
TLE3	0.06892946197960978	3.3272509345186384e-12	4149	1.497067123106876e-11
BCL7A	0.06887917307779683	3.449728312693818e-12	3598	1.550957821179357e-11
GID8	0.06886588040801361	3.4828340130200037e-12	5521	1.5652281855535434e-11
PCF11	0.06885099513182551	3.520275874612151e-12	4190	1.581745112866866e-11
FGGY	0.06884469484343485	3.5362419779062145e-12	3091	1.5886078826716167e-11
OCIAD2	0.06877144465981308	3.727163037560799e-12	6320	1.6724113019477623e-11
UCP2	0.06876234020688553	3.751587986503387e-12	5631	1.6827126561285628e-11
COIL	0.06875830570851743	3.762461634276188e-12	4298	1.6866004488377408e-11
LRP1	0.06874546254822267	3.797282220533305e-12	1807	1.7012121010662685e-11
ITPRID2	0.0686961404692751	3.933965391520897e-12	5951	1.7610713924806077e-11
TM2D3	0.06863295621467817	4.116128083323938e-12	4755	1.840104189734642e-11
