gene	spearman_r	spearman_p	n_expr	padj
TACSTD2	1.0	0.0	9295	0.0
MAL2	0.47978173098718463	0.0	8978	0.0
JUP	0.47057536503752606	0.0	8744	0.0
DSC2	0.46679586550961016	0.0	6602	0.0
CSTB	0.4626605099391369	0.0	9882	0.0
ANXA1	0.45425604090029154	0.0	9016	0.0
LYPD3	0.44201115566273425	0.0	5317	0.0
CLDN4	0.42996556747928916	0.0	8920	0.0
RND3	0.41966859559988645	0.0	6165	0.0
RAP2B	0.41781849248536845	0.0	6979	0.0
SAMD9	0.41673915138149337	0.0	5349	0.0
EMP1	0.4136586639079034	0.0	6659	0.0
KLF4	0.4136452442727012	0.0	7067	0.0
PERP	0.4108592541533309	0.0	9505	0.0
SFN	0.4023644261817448	0.0	8638	0.0
CHMP4B	0.40096233768063383	0.0	8798	0.0
LRRC8A	0.3982254166092386	0.0	6299	0.0
KRT19	0.3946206354340856	0.0	9213	0.0
ACTN4	0.3898863888874497	0.0	9208	0.0
YWHAZ	0.3815300265854155	0.0	9769	0.0
CDKN1A	0.37312460280792076	0.0	7603	0.0
TMSB4X	0.36895652465713424	0.0	9769	0.0
SH3BGRL3	0.3674835665177147	0.0	8899	0.0
SERINC2	0.3640254294241601	0.0	7452	0.0
SERPINB5	0.36099106307432943	4.6085111646467e-311	6250	4.065770349794888e-308
IL1RN	0.3590593637766037	1.5806685616789128e-307	2972	1.3428657580663298e-304
CALB2	0.35893695790594243	2.6426092048098186e-307	5016	2.164863212140272e-304
HSPA1A	0.35596172601995124	6.558121639587928e-302	8530	5.187248074788548e-299
ANXA2	0.35270175226040723	4.586522591593918e-296	10040	3.50685517353271e-293
HSPB1	0.3508156312306859	1.026985973867635e-292	9629	7.599033635024456e-290
SDC1	0.3499977962363548	2.8644477862574402e-291	8700	2.053271978786661e-288
S100A2	0.347640092280707	3.981610715054171e-287	5929	2.7675814115731083e-284
PHLDA2	0.3472185186228947	2.1731971859560003e-286	6052	1.4661410897487865e-283
P2RY1	0.3453004099878694	4.744513856277604e-283	4438	3.109418823865591e-280
CLDN1	0.3433150955985296	1.2810755453939449e-279	7599	8.162586350068418e-277
ADIRF	0.3416359410708572	9.778255208370742e-277	4240	5.90246363077916e-274
DSP	0.34096913511101284	1.3491151185623505e-275	8693	7.934872458867487e-273
RAB11FIP1	0.34017195382454124	3.0832247276791795e-274	7483	1.7680752200876254e-271
PHLDA1	0.33886022589553444	5.2046571958807927e-272	5135	2.9118152868076494e-269
GNG4	0.33699177663944724	7.42079820491221e-269	4235	4.05281593391134e-266
KLF5	0.3362500317167582	1.3076608575821737e-267	8736	6.975610407260442e-265
S100A16	0.3347573564188084	4.107650464494027e-265	8659	2.1413928716946363e-262
GADD45A	0.33394358597133883	9.31320594617033e-264	5292	4.7472515109612235e-261
STK24	0.33018151368614856	1.5211698574085697e-257	8155	7.585346562877777e-255
TBL1XR1	0.32898097164150936	1.4010582214807313e-255	7389	6.837760315813833e-253
ZNF185	0.3289042199134771	1.8695289657892103e-255	3372	8.93401154526519e-253
THBD	0.3285704804672978	6.547086760972686e-255	3691	3.064838288228397e-252
CD24	0.32674660163555896	6.006610735726084e-252	6961	2.7015615109036257e-249
FOXQ1	0.3262164484171078	4.3245933535920874e-251	4383	1.9076446604749095e-248
POLR2J3	0.3260688851106548	7.486262774508535e-251	5066	3.2399980287108824e-248
MX1	0.3247843116177531	8.7754516384453e-249	6843	3.7276168459751533e-246
SPINT2	0.32468766444034836	1.2546625194140427e-248	9684	5.232627067330784e-246
POF1B	0.32203958754914885	2.1396816727917936e-244	4771	8.764288966160385e-242
EGFL6	0.3211092447937486	6.41192901112865e-243	3440	2.5802952220573505e-240
PIM1	0.3200874487296904	2.6469158183938134e-241	4681	1.0290670346155472e-238
MYH14	0.31889597370028927	1.989896781134676e-239	7416	7.482664322240524e-237
IER3	0.3181536262945935	2.9066701354049677e-238	7295	1.0753741865470832e-235
ADM	0.3180803230714932	3.786263137786592e-238	7034	1.3785603786436326e-235
SDCBP2	0.3173465099500724	5.318653159429494e-237	4015	1.8769117872460573e-234
TXN	0.31516976698625054	1.2909834501509795e-233	9567	4.4867542999338135e-231
B3GNT5	0.3143392625903215	2.4830151357106693e-232	7263	8.375794291607548e-230
LAD1	0.31275011024277893	6.926451420443726e-230	7450	2.302593372204901e-227
KLK10	0.31264066703376975	1.0194770680192815e-229	3760	3.34068071231804e-227
PPP1R15A	0.3122001577451127	4.823028736592538e-229	8273	1.5581779318304172e-226
CSTA	0.31210668092759414	6.704944185492944e-229	6419	2.1360834684282936e-226
JUN	0.3079585306194917	1.3283693158394162e-222	8875	4.0626847155632706e-220
ZNF706	0.30706112329733576	2.966167573478688e-221	7820	8.722814333391557e-219
ISG15	0.3059004101453805	1.6210794695196e-219	6539	4.7068760597266555e-217
CTNND1	0.3056366275163317	4.014081767142413e-219	8421	1.1509375946839084e-216
NET1	0.30552659362292184	5.85769726131941e-219	7891	1.658813083705489e-216
BHLHE40	0.30434184537387454	3.3927021580873474e-217	7198	9.490463671000923e-215
ACTG1	0.3023052265527501	3.480672083905268e-214	10052	9.619235694050487e-212
S100A14	0.29790748013812013	9.144701077926898e-208	7317	2.411047739373416e-205
GRHL3	0.29771104873587173	1.7590779495831928e-207	3021	4.585196591765827e-205
ATF3	0.2966447342114668	6.077024250506952e-206	6986	1.5662335085182974e-203
PMAIP1	0.29511531970059796	9.522660376365157e-204	6525	2.4003382825611423e-201
LY6G6C	0.2942172152710286	1.82584528388907e-202	1482	4.5523086002008145e-200
VEGFA	0.29407859836622097	2.877584936805526e-202	7740	7.097424008650016e-200
RAPGEFL1	0.2940640001408773	3.0187551229317015e-202	5314	7.36640478827738e-200
OAS1	0.2923610986597268	7.902075147254842e-200	5596	1.9079768392392795e-197
RAB7A	0.291650517053738	7.975562552631795e-199	9149	1.9056609774194598e-196
ZFP36	0.29120038879593907	3.437766870040047e-198	8824	8.046479231120265e-196
RALA	0.2911961258883033	3.485619762400925e-198	7212	8.076075364641659e-196
CDKN2B	0.29025718442764376	7.279287291605528e-197	3517	1.669722918948476e-194
IFI6	0.28956251031009805	6.843931762966293e-196	8882	1.5543178889002062e-193
SBDS	0.28943325633609346	1.0377257887814672e-195	8012	2.3336621708891465e-193
ARF6	0.2893908200528697	1.189635685661275e-195	8131	2.649307122106634e-193
KLK11	0.28820092451673884	5.4307845395883e-194	2843	1.186393673991204e-191
FGFBP1	0.28717087751274667	1.4617630834657783e-192	5490	3.1632001517488703e-190
TRIB1	0.2869940153924991	2.5692607109321403e-192	6829	5.507822634332844e-190
TRIM29	0.28655979223064393	1.0242310183803453e-191	6982	2.1753528795933668e-189
MAPK6	0.28640069203453244	1.6989762796649313e-191	7003	3.5753319177022195e-189
BCL10	0.285996776387559	6.131021011187436e-191	5810	1.278485090496522e-188
SPINK5	0.2853135740791513	5.34747987562345e-190	3519	1.1050494899734296e-187
NDUFA4L2	0.28399390291933185	3.447954756506469e-188	3471	6.937647912696963e-186
IVL	0.28298973043328896	8.087232766078226e-187	716	1.5991805619681237e-184
SLC2A1	0.2821418140988319	1.1491915850455948e-185	7801	2.233911574387784e-183
ZNF750	0.28207278988200307	1.425740339730959e-185	4042	2.7482043624158603e-183
SLK	0.2813579351835217	1.3253689226630939e-184	6954	2.533442695670504e-182
CCNL1	0.28117413204753483	2.348768913547679e-184	7675	4.452567052806335e-182
TUBA4A	0.28098166217454845	4.2742291577531246e-184	5652	8.036251509880424e-182
LMNA	0.2805855463994006	1.4633097215014992e-183	8378	2.7068869670807573e-181
ABHD3	0.27999614738828055	9.098737941577941e-183	6114	1.6696548072313185e-180
CAPNS2	0.2791730087858454	1.1590547295109195e-181	2844	2.1100315385334503e-179
MAP2	0.27687233856107446	1.357724800851223e-178	2919	2.4522434237736502e-176
DSC3	0.27680561502217815	1.6648251102700873e-178	5264	2.9602913472383924e-176
GDA	0.2764864811838482	4.411500346926207e-178	2412	7.783922689061025e-176
TM4SF1	0.27636614899392165	6.368201880352648e-178	8316	1.1150672880269393e-175
CAPNS1	0.27544839163660795	1.040682090390695e-176	9326	1.794824495442238e-174
EIF2S2	0.27542834206776634	1.1060425598722432e-176	8893	1.8933137491305607e-174
FAM129B	0.27539075494666276	1.2398208288636527e-176	8012	2.1065933461092194e-174
APOBEC3A	0.2751395879761033	2.657731383112621e-176	2871	4.449857114294694e-174
SH3GL1	0.27358620288133806	2.916010022874119e-174	6659	4.812045892423492e-172
SLC38A2	0.27292177261589834	2.1547122130652967e-173	7737	3.505304166190906e-171
DYNLT3	0.27290542225304015	2.2632525750246245e-173	6157	3.6559498285855517e-171
CAPG	0.27264312601526713	4.976590073459702e-173	6793	7.982728888462843e-171
ARL5B	0.27211915509025053	2.395400111011261e-172	6271	3.815672760165021e-170
KRT16	0.2720461286689807	2.981060036612961e-172	2290	4.7158313875743516e-170
LRRC4	0.27164274196076416	9.966990207737852e-172	5280	1.5659097355143207e-169
HSPA1B	0.27119693808293643	3.7742544422802795e-171	9058	5.889377441974494e-169
NAA20	0.2710185644168059	6.42536862271005e-171	7717	9.958453072143455e-169
FOSB	0.26867206465170423	6.780080632290349e-168	7721	1.0299436393607682e-165
BICD2	0.2686224817489958	7.848605914037978e-168	6695	1.1844165951065998e-165
ARPC5	0.2686048891119966	8.266855206098314e-168	8900	1.2393799001142687e-165
RIOK3	0.26824351953731096	2.3994808372289855e-167	6950	3.5739799639193813e-165
KIF5B	0.2655135341893375	7.128925401437792e-164	8970	1.0482262234498724e-161
ADGRF4	0.26515540259098463	2.021088619970834e-163	952	2.9341601749931004e-161
DNAJB1	0.2633328400362937	3.961403153112646e-161	8530	5.643892268701731e-159
LIPH	0.2621792542009226	1.0948813545949589e-159	3699	1.5502708957838992e-157
DNAJB4	0.2620006075347269	1.8279128674514335e-159	6084	2.5723107578896307e-157
KRT80	0.26093875384422976	3.8142732240728524e-158	2639	5.334865805718481e-156
PKP3	0.2606494290814241	8.70690444738223e-158	6710	1.2104180255397186e-155
CDKN2A	0.26007044223113757	4.527111221323049e-157	6695	6.255595011729403e-155
ABLIM1	0.2598509203226161	8.448891787290805e-157	7172	1.160483112675907e-154
TPM4	0.2598149526026372	9.357794576975034e-157	9166	1.2776731667062698e-154
H3F3B	0.25975891051530303	1.0972339822139247e-156	9854	1.4892516617765091e-154
MXD1	0.25954790238002173	1.9971784635228307e-156	4699	2.6947811527227466e-154
RAB10	0.259424537580247	2.8338802797633335e-156	8706	3.8013769507141135e-154
PLSCR1	0.259100695450597	7.094275780175952e-156	7526	9.406271551773178e-154
PPL	0.25861940817749046	2.767837548672724e-155	3903	3.6487734305433873e-153
GJB3	0.2585298022578805	3.565148731473213e-155	4237	4.672993234430432e-153
NOP10	0.25837890113276873	5.459078148334931e-155	8476	7.074595173248964e-153
FERMT1	0.2577617461441041	3.1089981118885286e-154	5449	3.9840334463965954e-152
RNF7	0.2576359440655586	4.429662949805489e-154	7641	5.644867152368795e-152
SCNN1A	0.25577965179589496	8.037591042691341e-152	7693	1.0185981399848288e-149
HBEGF	0.25576086612647886	8.470119357967345e-152	4976	1.0675142738079942e-149
TFG	0.25553828867237804	1.5756296735269394e-151	8256	1.9749613907847505e-149
PPP1R13L	0.25550469695435124	1.7302707689417725e-151	4590	2.1570082009775205e-149
HTATIP2	0.25498699362184946	7.311083769225824e-151	7457	9.016217177338815e-149
SUMO3	0.25496895603721687	7.687089825394674e-151	8323	9.42922280293599e-149
OVOL1	0.2548849681893947	9.708527377527225e-151	1554	1.1845436222644654e-148
UBE2H	0.25463647339465545	1.9360556951201888e-150	8683	2.349695530934756e-148
ANKRD22	0.25429543798100585	4.98626679895027e-150	3029	6.019736201806384e-148
PLS3	0.2542388947958678	5.832230918885428e-150	8117	7.004173445936857e-148
SERPINE1	0.254163805915266	7.181087266993198e-150	3375	8.579155194285937e-148
PDCD10	0.25358380318794577	3.573510343618655e-149	7368	4.247107785591954e-147
CD9	0.25326945468107354	8.512304862950343e-149	9140	1.0064703553935824e-146
PCYT1A	0.25300819616552245	1.749575904577702e-148	5858	2.05803959483094e-146
AC023157.3	0.25297653609922605	1.9090807796887622e-148	4323	2.2342089247194297e-146
HMGN1	0.2529644080229181	1.9739586448857885e-148	9309	2.2984093094614323e-146
DEDD2	0.2527967613386311	3.132427817768199e-148	6753	3.6106346373852747e-146
PRNP	0.2525435036149159	6.28851844596838e-148	6530	7.2123018056811345e-146
SSR3	0.25251690462375825	6.765762278275458e-148	8709	7.721047519357336e-146
NMRAL2P	0.2522204003510388	1.528229967378859e-147	6103	1.7353732174126867e-145
ATP6AP1	0.25217454718052945	1.7332911170009924e-147	7762	1.958533578412254e-145
CLDN7	0.2514287312999414	1.338823374873267e-146	8687	1.5053887535707352e-144
RAB11A	0.25041925528753806	2.107211880894954e-145	8529	2.3463702001926436e-143
CFL1	0.25011211271237016	4.862075103573064e-145	10043	5.3877429336115425e-143
SPINT1	0.2500376777258241	5.953127366435679e-145	8467	6.565040169774116e-143
PLD1	0.2491870659670173	5.989611006304887e-144	3938	6.573669725484282e-142
VTCN1	0.24866680452282927	2.447665346265876e-143	2685	2.6735498910784124e-141
TMEM79	0.2484939687246737	3.9041843606356096e-143	2926	4.24427397460946e-141
SNCG	0.2483035338442132	6.527883054023255e-143	1495	7.06304629684837e-141
SLC25A25	0.24795401358706032	1.6749577122388458e-142	5098	1.8037643194053826e-140
SHOX2	0.24789835047642655	1.9458810773190075e-142	3074	2.085729913623523e-140
ABHD2	0.2476140220142423	4.182683787213123e-142	7816	4.441777810698825e-140
MBD2	0.24697834819958098	2.3062722630302765e-141	7832	2.4266639068526825e-139
EGR1	0.24690681016541827	2.7939505758137616e-141	7904	2.926376178448222e-139
KPNA4	0.24639661133592425	1.0953981098851782e-140	7332	1.1421019020248282e-138
ECM1	0.24638595683459805	1.1270632050352453e-140	2005	1.1697998098234595e-138
IRAK1	0.24566141963726754	7.801145247778581e-140	6168	7.988512039890405e-138
HES1	0.24541803085695893	1.492036894262298e-139	6905	1.5210818791372707e-137
VASP	0.24536063107451797	1.738401756623895e-139	6499	1.7644008625415444e-137
PAX8-AS1	0.2446037309741188	1.299303518577271e-138	4581	1.2958010482228453e-136
ELF3	0.24417752751845304	4.020401325934847e-138	8257	3.99220630364907e-136
VMP1	0.24391046493448074	8.150190151587988e-138	8964	8.058149211082986e-136
BAG3	0.2436839724595074	1.4830261554397744e-137	7010	1.447559742701172e-135
RHCG	0.24343269544605228	2.879132446025094e-137	1920	2.798370340971339e-135
RAB38	0.2429062119569877	1.1530358529344586e-136	4244	1.1159635609540343e-134
HMCES	0.24283989844106102	1.372895348683163e-136	6191	1.3231711558022853e-134
EFNB2	0.24277858106248937	1.61324727115787e-136	4083	1.54831238099662e-134
KRT13	0.2417814678612214	2.2092996348448623e-135	3270	2.094087397688903e-133
RCC2	0.241700785599705	2.728918116009973e-135	7080	2.5759639401249696e-133
ZFAND2A	0.2411570081506197	1.1307633664232107e-134	5359	1.058671432612882e-132
RSRC1	0.24094169799884335	1.9833301483251302e-134	6712	1.8493344285480422e-132
ARPC5L	0.24002867093359756	2.1353521248574103e-133	7929	1.975028509676584e-131
NEBL	0.23967060311855792	5.4078920888320656e-133	5012	4.961849149345196e-131
VPS4B	0.23934743327651206	1.2493279262237076e-132	7121	1.1417164928971874e-130
PKP1	0.23925788233637862	1.5752409599311074e-132	5985	1.43384433090872e-130
IGF2BP3	0.23906959213577922	2.5637753002022536e-132	5204	2.315270780946429e-130
TOB1	0.2386571315957994	7.440543639681243e-132	8339	6.692987843412093e-130
SKIL	0.23830705743367028	1.8350163182898428e-131	6456	1.6442032933176724e-129
UBC	0.23707243113472584	4.376474233174404e-130	9424	3.9061309712278007e-128
NAA50	0.23648287020197414	1.9773664215346895e-129	7652	1.7580167045411902e-127
SH3PXD2A	0.23622708444670196	3.7991149065528744e-129	3885	3.3516960664042242e-127
TTC9	0.2360405603951338	6.113220200469668e-129	3997	5.37260708652771e-127
TMPRSS4	0.2353806392652078	3.2788105936981697e-128	6504	2.8596713839638256e-126
INSIG1	0.23531099068528502	3.9135413764392675e-128	5853	3.4003337913925725e-126
NMB	0.23523011872247226	4.805915938839374e-128	4263	4.159928294531983e-126
KLF6	0.23511048924069317	6.511356576641189e-128	7965	5.6149435020675044e-126
RAB12	0.23508591066894757	6.930441218740554e-128	6837	5.953949838032615e-126
KIAA1551	0.23501717719013146	8.250858125976e-128	4901	7.061872525881995e-126
RBM17	0.23448697041388067	3.1616346511127945e-127	7856	2.6959693541719435e-125
AHNAK2	0.2339687494189916	1.171436819031591e-126	3404	9.952006575906162e-125
IFI44	0.23327438915124174	6.740085319682656e-126	4862	5.704947493095231e-124
ALDH3A1	0.23293143458960505	1.5962015250918533e-125	6757	1.3460908302410637e-123
SCEL	0.2327851826708956	2.3044792280603336e-125	2255	1.9292023552280265e-123
CHMP1B	0.23232104191844344	7.378584341572816e-125	7608	6.132245203876713e-123
NFKBIZ	0.23230491903814207	7.682614221482182e-125	6767	6.361870217052646e-123
CAPZB	0.2316537971300903	3.913540869324037e-124	9153	3.2290935417465746e-122
MBOAT2	0.23160592744809128	4.4102701474679774e-124	4987	3.62590597285378e-122
ABHD17C	0.23136590589978653	8.025869691846919e-124	4930	6.574907106842308e-122
TIPARP	0.23134673155879112	8.418829005273303e-124	6056	6.872281128930926e-122
GPCPD1	0.23127942323530254	9.956567306200434e-124	4953	8.098714215234949e-122
MAFF	0.23105438056862412	1.7439598233269357e-123	4355	1.4135318172252032e-121
RAC1	0.23068434594777829	4.377524656940043e-123	9586	3.5232161607330074e-121
OAS3	0.230024433222538	2.2504505320544276e-122	5319	1.8049242763728834e-120
TMEM41A	0.22994398494246496	2.7466055023513944e-122	6707	2.19517898999778e-120
FOS	0.2298743010344041	3.263760536538703e-122	8737	2.599449277330721e-120
SERBP1	0.229596422867751	6.489843225907697e-122	9209	5.151004287746393e-120
C6orf132	0.2295352436340237	7.549243687291184e-122	4653	5.971191437899489e-120
BCAP31	0.22945347741452182	9.239326305369223e-122	8846	7.282875147510626e-120
PPP1R2	0.22944012955886156	9.549036343228888e-122	5910	7.501225878115898e-120
GDI1	0.22869658373652219	5.97255490301853e-121	7782	4.659811713110172e-119
RTN4	0.22862310443810926	7.156285118090637e-121	9017	5.564436204703831e-119
FSCN1	0.22856443873675436	8.267300995330625e-121	6629	6.40659966996263e-119
RHOD	0.22810927807266818	2.5295005995358256e-120	3084	1.9470364010789517e-118
PARP9	0.22788305994276462	4.405735772544935e-120	7118	3.3798918779476825e-118
SOX13	0.22759616385028728	8.897342979374356e-120	3819	6.802908442029633e-118
UNC5B-AS1	0.2275331273325197	1.038175568806241e-119	1871	7.91151867019188e-118
B2M	0.22702911696037995	3.5589123720216137e-119	10125	2.6942023758888374e-117
HMGB3	0.22638098250797228	1.7275723601051472e-118	7095	1.2907835438466405e-116
TMBIM1	0.22625868597769117	2.326254024663149e-118	7786	1.7324550265494583e-116
ABI1	0.22593667640554085	5.087799715173192e-118	6646	3.764643544085248e-116
PTBP3	0.22562910434385716	1.0731627779102148e-117	8093	7.864603130896008e-116
OAS2	0.22558446468964788	1.1958280111815178e-117	5113	8.735637872764858e-116
TMEM154	0.22541121358750144	1.819681954194245e-117	3894	1.3208817932059363e-115
USP6NL	0.22525828484507598	2.6351595062614874e-117	4120	1.904575771202141e-115
EIF3J	0.22525746391620535	2.6404006244758953e-117	7514	1.904575771202141e-115
TMOD3	0.2252381178291601	2.7669699556985318e-117	6625	1.989616202000405e-115
FOSL1	0.22522646545578426	2.846107437460082e-117	3352	2.040125387514355e-115
ITGA6	0.2249895967571173	5.0472279703782655e-117	6340	3.5954445709483433e-115
VPS37B	0.22487628074808289	6.637055501643811e-117	4300	4.713336814139496e-115
IER5	0.22486142228886719	6.879615387637469e-117	5293	4.870512893877416e-115
AHNAK	0.2246438380486456	1.1633541863024486e-116	8057	8.185588443375942e-115
LINC01206	0.22441081992994658	2.0406707294288557e-116	2058	1.4271007680377771e-114
TPRG1	0.2243814217131728	2.1905063500434457e-116	2168	1.5272290169391052e-114
PLBD1	0.22434967508179204	2.3646628634565446e-116	4024	1.6436556594535216e-114
FBXO32	0.22433442676937573	2.4531586942159874e-116	4396	1.7000167410249642e-114
INAVA	0.22391651769819773	6.707741893080182e-116	5135	4.592901001297708e-114
RASAL2	0.22367475233873865	1.1991953084725299e-115	3496	8.162356672327267e-114
IRF6	0.22358321929133615	1.4939573613236218e-115	6918	1.0138578092911609e-113
GDF15	0.22351089591894474	1.7771525348059834e-115	4297	1.2024874585067743e-113
CCNY	0.2219806946823911	6.893555622970872e-114	6287	4.6100402005745155e-112
FUT2	0.22169181734132712	1.370946973730491e-113	2247	9.141506303322676e-112
KCTD5	0.22161482611396466	1.6463606490054684e-113	4241	1.0946150888952879e-111
CEACAM19	0.2213106888484876	3.3907273767492344e-113	1908	2.2478758545628307e-111
TINAGL1	0.2209051922888921	8.869377049918922e-113	4109	5.846142838248283e-111
KDM7A-DT	0.22089397119956303	9.10829695220019e-113	2775	5.969317585416227e-111
BRD2	0.22050283943189597	2.2983929465166254e-112	8702	1.5020096127406937e-110
ZDHHC5	0.22004549617140018	6.7681244309519e-112	5880	4.3979387591267613e-110
CMIP	0.21991390173250813	9.230632399620349e-112	8245	5.981136892160779e-110
KLK6	0.21979020873896055	1.2354415339283142e-111	1931	7.9826923676754e-110
ATP1B3	0.2197483419104439	1.363490547504849e-111	8065	8.785321960299501e-110
ETHE1	0.21961190146603404	1.880048776626698e-111	4739	1.204596615593944e-109
CEACAM1	0.21935588843692866	3.433193727777366e-111	2028	2.1875166035488115e-109
SYPL1	0.21890798767010894	9.827542394751742e-111	8204	6.244436771490732e-109
DLG1	0.21865322396854905	1.7855965605775104e-110	6367	1.1252201622672234e-108
GALNT1	0.21858930887847355	2.0739304183963894e-110	8091	1.3033374229363393e-108
DVL3	0.21846522695812554	2.7729616033429274e-110	7292	1.7331387808577673e-108
AP001453.2	0.2182394307738065	4.7022030317350285e-110	2526	2.93095470494397e-108
TMEM159	0.21796335583000476	8.961433854773512e-110	6700	5.5556045881295905e-108
FUT3	0.21782255860240363	1.2447030492810406e-109	1790	7.695686939193668e-108
CDH1	0.2174857176293231	2.7291093529260523e-109	7684	1.682804041328435e-107
PCBP1	0.2173378590325287	3.8503746110782157e-109	9399	2.3614944606660992e-107
NECTIN1	0.21714761954885994	5.993320479608452e-109	5649	3.6659942709668976e-107
SOWAHC	0.2171270848388217	6.286356188070462e-109	4578	3.835011655371284e-107
PLP2	0.2168831936629536	1.1078044782802075e-108	8823	6.740270324347851e-107
RNF19B	0.21656575637050043	2.3135307158979126e-108	6063	1.4002049488460771e-106
SAMD4B	0.21589130873164905	1.1017107164087115e-107	6859	6.615455605492939e-106
LY6K	0.21521591983900393	5.2298505288464767e-107	2216	3.124018526840638e-105
EPHB3	0.21489702305125752	1.0891022169913022e-106	2649	6.455252365205812e-105
FAM110A	0.21435635026168795	3.767246424833962e-106	5158	2.227141713733026e-104
TMEM45B	0.21428974184569952	4.388521950604309e-106	2873	2.5877613496905305e-104
EPS8L1	0.21409013804725535	6.931797742930869e-106	2082	4.066536486632948e-104
ITPKC	0.21397099345175338	9.104410312459598e-106	4518	5.300430551959347e-104
PPP1CB	0.21353693638925095	2.4547619248119682e-105	8438	1.4255020007933398e-103
IFI44L	0.21322439154977768	5.007111768336353e-105	4724	2.8930259380881426e-103
LAMP1	0.21261448859685805	2.0057473114296853e-104	8741	1.1530784919692763e-102
RHEB	0.21235224359376562	3.637815086336715e-104	6667	2.086105061259789e-102
SYK	0.21212935462739407	6.030146567821633e-104	4541	3.4493641389698912e-102
LGALS3	0.21202214335710098	7.688000500156515e-104	8799	4.386750136134083e-102
S100A10	0.21194605133461278	9.133670557091699e-104	9201	5.1858449316477575e-102
BMP7	0.21190143269737646	1.0104422145533648e-103	3778	5.722845312944465e-102
CRYAB	0.2117711050784858	1.3570113616831862e-103	1491	7.666779954258355e-102
MFSD1	0.21118478523790715	5.101455031591926e-103	6629	2.854077451576966e-101
FAM3B	0.21116870548592176	5.289832685185678e-103	3547	2.95226720517735e-101
GPC1	0.21116223840434054	5.367538539288951e-103	5531	2.9883640537429604e-101
ZFAND5	0.21103095467996158	7.21599327049707e-103	8393	3.9980785903058403e-101
TMPRSS11E	0.2108304648132653	1.1334409076501808e-102	2134	6.264787358959e-101
NSDHL	0.21060655225249766	1.8757370310267815e-102	4285	1.0342705773483729e-100
ERRFI1	0.21037737562458228	3.139252506391556e-102	5898	1.7268147240194127e-100
JUNB	0.210273868164718	3.960524311138271e-102	9157	2.1681743830283928e-100
METRNL	0.21017459079875891	4.948843573582293e-102	3060	2.7027755688293007e-100
CLDND1	0.20941590641828703	2.7054573844229842e-101	7625	1.4705635422723793e-99
SLC20A2	0.20904553863301975	6.184845632108425e-101	5402	3.3538531704326967e-99
GOLGA7	0.2089303626047951	7.995697330520333e-101	7711	4.31541894982295e-99
CLDN3	0.20855767523077756	1.833496094512386e-100	3414	9.849352088038668e-99
ZC3H12A	0.20847996898696647	2.179420977267709e-100	5940	1.1625943808503886e-98
CNBP	0.20760893620772017	1.505377285534885e-99	8638	7.993135225833146e-98
COX7A1	0.20760089441992102	1.5324151540398808e-99	919	8.117907344888402e-98
CITED4	0.20734064320249085	2.725190806309376e-99	5654	1.4337253833744142e-97
FYTTD1	0.2072702808087256	3.1837197800122328e-99	6791	1.6711250415084805e-97
IDS	0.20710751131737232	4.561158160858132e-99	5979	2.3886722806795397e-97
NUAK2	0.20678962680261215	9.19664093472283e-99	2634	4.805297261063149e-97
MLLT11	0.20661746104633674	1.3438890003987905e-98	3559	6.998482458220795e-97
EHD4	0.20661691366078067	1.3455099677719812e-98	5077	6.998482458220795e-97
PELI1	0.206587215611541	1.4364413932886047e-98	4418	7.454545855034845e-97
UNC5B	0.20642946945310753	2.0326860844503713e-98	1758	1.0525000768650705e-96
SOX15	0.20637840832728938	2.2743147611726286e-98	5198	1.1749601799949944e-96
WAC	0.2060880208749706	4.3054424388480765e-98	8246	2.2143102839080087e-96
STK38	0.20605649839825307	4.614022489155909e-98	6254	2.3624207110771928e-96
PPP1R18	0.20602305868337037	4.965518250972793e-98	4148	2.5367273416662345e-96
FAM3C	0.20600782950965124	5.134330125103627e-98	7129	2.617139209102822e-96
VBP1	0.20583858599146093	7.443189187464609e-98	6685	3.7856291259880976e-96
MAPRE1	0.2055351827927649	1.4471646725821554e-97	7497	7.344040544179089e-96
RAD23B	0.20527445084130733	2.5603330969054874e-97	8392	1.296444162843666e-95
PRDM1	0.20520861986858369	2.9566710805578544e-97	2023	1.493835269732072e-95
DMRTA2	0.20506265875469393	4.067388977678235e-97	2574	2.050500403735898e-95
TPD52L1	0.20471516855493874	8.682481602373852e-97	6676	4.3579598029595495e-95
CEACAM5	0.2046457527209614	1.0100877740236616e-96	1461	5.047798117767919e-95
NSFL1C	0.20447419032012315	1.467817034291337e-96	6943	7.319301550559716e-95
NCBP2	0.2039622763510039	4.467976113221753e-96	7070	2.2183211273826964e-94
CTNNBIP1	0.2039529538187162	4.559347062051772e-96	5745	2.2587970390786945e-94
SLC6A8	0.20387862778871865	5.357742305016266e-96	5442	2.6465429818077696e-94
LINC00520	0.20371402352764306	7.657420523331695e-96	546	3.761154431781208e-94
XAF1	0.20254821028181838	9.521576173498412e-95	6189	4.653604336792069e-93
DCUN1D1	0.2025475447868292	9.535242995432349e-95	6602	4.653604336792069e-93
DUSP14	0.20252698965937294	9.967144542349233e-95	5898	4.854062877121162e-93
DR1	0.20234235557382818	1.4835022019417692e-94	5572	7.209443539860233e-93
IGF2BP2	0.20224873481804717	1.8146857958019008e-94	5969	8.80026697338351e-93
