gene	present	class	spearman_r	spearman_p	pearson_r	pearson_p
CLDN1	True	TJ	0.4364464250627822	1.516626532399099e-48	0.41684920367176953	5.095058895465675e-44
CLDN4	True	TJ	0.2513994044901831	4.004268960874225e-16	0.34767322187098854	2.8817283907889468e-30
CLDN7	True	TJ	0.10538198392370643	0.0007628861886130094	0.20741562790971288	2.402399781146149e-11
F11R	True	TJ	0.29609291580101993	5.008512700974931e-22	0.3151023010941959	7.052920135949084e-25
PARD3	True	TJ	0.16419938267589876	1.396337745902831e-07	0.15638656980544924	5.387532762097158e-07
ELF3	True	TF	0.27370419107660315	6.21756117586943e-19	0.3471060591433089	3.6234439715530715e-30
GRHL1	True	TF	0.4446513811338928	1.569302964125648e-50	0.4492098911928904	1.1723824991204346e-51
KLF4	True	TF	0.3211321261501351	7.934509401977748e-26	0.3092304574586863	5.644539374914725e-24
TFAP2A	True	TF	0.30152459413236726	8.060881143992368e-23	0.27057994372041094	1.5968090592043492e-18
