cohort	theme	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: keratinocyte differentiation (GO:0030216)	0.7566564158904352	2.9162789551941315	0.0	0.0	0.0	23/39	8.76%	EPHA2;IVL;CSTA;TGM1;SPRR1A;SPRR3;SPRR2A;SPRR1B;EVPL;SCEL;KRT16;SPRR2F;ANXA1;ST14;SPRR2B;S100A7;KRT10;ADAM9;JAG1;SPRR2G;BCR;TGM3;DSP
LUSC	keratinization	prerank	GO_Cellular_Component_2021 :: keratin filament (GO:0045095)	0.8202786332067636	2.3665303270288276	0.0	0.00016319272261401094	0.004	8/14	6.83%	KRT4;KRT13;FAM83H;KRT5;CSNK1A1;EPPK1;KRT14;KRT3
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: keratinocyte proliferation (GO:0043616)	0.641371269549868	1.528897557016908	0.05569007263922518	0.32546700618472213	1.0	4/7	14.49%	SDR16C5;FERMT1;KLK8;EREG
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte apoptotic process (GO:1902172)	0.6514945346158941	1.4669344722779716	0.0777479892761394	0.3769335105214387	1.0	3/6	14.06%	SERPINB13;ZFP36;ZFP36L1
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte differentiation (GO:0045616)	0.3829408123516568	1.3795371110898151	0.06647398843930635	0.45023189150335197	1.0	5/28	4.32%	SERPINB13;AQP3;ABCA12;PRKCH;ZFP36
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte proliferation (GO:0010838)	0.4849894733487118	1.2847221762598628	0.18681318681318682	0.5151388968440859	1.0	3/11	2.88%	TGM1;CDH3;CRNN
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte proliferation (GO:0010837)	0.38734520675401	1.2702493258908651	0.15451895043731778	0.5252836248141701	1.0	10/23	14.43%	TGM1;CDH3;CRNN;EPPK1;ZFP36;SNAI2;PTPRK;FGFR2;ZFP36L1;VDR
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: negative regulation of keratinocyte proliferation (GO:0010839)	0.4903150204856876	1.2077209766717318	0.21818181818181817	0.5762770516633448	1.0	5/8	14.43%	EPPK1;SNAI2;PTPRK;FGFR2;VDR
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: regulation of keratinocyte migration (GO:0051547)	0.34511077982561117	0.9653921491836986	0.4881889763779528	0.7764161414426657	1.0	3/12	4.33%	ARF6;EPPK1;ADAM9
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte migration (GO:0051549)	-0.33274369895382516	-0.8088233045052342	0.6962233169129721	0.9100357177316865	1.0	3/10	8.51%	MAPRE2;IQSEC1;FGF10
LUSC	keratinization	prerank	GO_Biological_Process_2021 :: positive regulation of keratinocyte differentiation (GO:0045618)	0.2434852946703486	0.677331469975857	0.8982630272952854	0.9720599966904994	1.0	3/12	14.43%	PRKCH;TRIM16;VDR
LUSC	skin_barrier	prerank	GO_Biological_Process_2021 :: epidermis development (GO:0008544)	0.722358022935512	3.173254222600368	0.0	0.0	0.0	44/80	8.76%	OVOL1;SPRR1A;SPRR3;SPRR2A;SPRR2D;SPRR1B;TGM5;GJB5;GRHL3;ZNF750;EVPL;SPRR2E;GRHL1;SCEL;FABP5;SPRR2F;EMP1;HDAC1;KRT5;BNC1;SPRR2B;S100A7;LAMB3;KRT34;NTF4;KRT31;KRT15;LAMC2;COL17A1;KRT14;ATP2A2;SPINK5;KRTAP5-9;COL7A1;SPRR2G;LAMA3;KRT9;KLK7;YBX1;KLK5;FOXN1;KRTDAP;PTHLH;DSP
LUSC	skin_barrier	prerank	GO_Cellular_Component_2021 :: cornified envelope (GO:0001533)	0.8316982516109092	3.1643888401553504	0.0	0.0	0.0	26/41	6.58%	IVL;CSTA;TGM1;SPRR1A;SPRR3;SPRR2A;SPRR2D;SPRR1B;PPL;EVPL;JUP;SPRR2E;PKP3;SCEL;SPRR2F;DSG3;ANXA1;PI3;CNFN;DSC3;SPRR2B;RPTN;KRT10;PKP1;SPRR2G;DSC2
