Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
prerank	GO_Biological_Process_2021 :: regulation of peptidase activity (GO:0052547)	0.7455619922580683	2.3637002160676714	0.0	0.00019696439731431322	0.002	7/20	2.06%	PRSS22;CSTB;CSTA;SERPINB4;A2ML1;SERPINB3;HDAC1
prerank	GO_Biological_Process_2021 :: hemidesmosome assembly (GO:0031581)	0.8613023790615078	2.3302888871618683	0.0	0.00045137674384530113	0.004	10/12	6.62%	ITGB4;LAMC2;KRT14;KRT5;COL17A1;DST;LAMB3;ITGA6;PLEC;LAMA3
prerank	KEGG_2021_Human :: Drug metabolism	0.5206153554872226	2.304835197675982	0.0	0.0008333109117144022	0.009	49/104	20.99%	ALDH3B2;ADH7;FMO4;MGST2;XDH;ALDH3A1;UGT1A6;UGT1A10;UGT1A9;CES2;ADH1C;UGT1A8;UPP1;UGT1A7;GSTP1;UGT1A1;UMPS;ADH5;GSTK1;TK1;HPRT1;UGT2A1;UGT1A4;TYMP;UGT1A3;GMPS;GSTA3;MAOA;IMPDH1;GSTO1;CMPK1;NME1-NME2;CYP3A5;GSTM3;FMO1;GSTM2;GSTO2;GSTA1;UGT1A5;FMO3;CYP2C19;CYP2C9;NME3;UCK2;DUT;RRM2;ITPA;GSTM4;NME2
prerank	KEGG_2021_Human :: Metabolism of xenobiotics by cytochrome P450	0.5549160863849555	2.2884843170220504	0.0	0.0012380619259756834	0.014	29/72	14.54%	CYP2S1;ALDH3B2;ADH7;MGST2;ALDH3A1;UGT1A6;UGT1A10;UGT1A9;ADH1C;UGT1A8;CBR3;UGT1A7;GSTP1;UGT1A1;ADH5;CYP2F1;GSTK1;UGT2A1;UGT1A4;UGT1A3;CYP2A13;GSTA3;GSTO1;CYP3A5;GSTM3;GSTM2;GSTO2;GSTA1;UGT1A5
prerank	GO_Biological_Process_2021 :: negative regulation of peptidase activity (GO:0010466)	0.559987095671449	2.2634956644717175	0.0	0.0015888461383354602	0.02	24/61	15.05%	CSTB;SERPINB2;CSTA;SERPINB13;SERPINB4;SERPINB7;SERPINB3;SERPINB5;SERPINB11;SERPINB12;FETUB;SERPINB10;SERPINB1;TIMP4;SPINK5;GAPDH;AKT1;ECM1;SERPINE1;SERPINB8;HRG;AHSG;SERPINE2;SERPINA3
prerank	KEGG_2021_Human :: Retinol metabolism	0.570825511330316	2.2583031450026185	0.0	0.001624956277843084	0.021	31/64	17.41%	CYP2S1;DHRS3;DHRS9;ADH7;RDH13;UGT1A6;UGT1A10;UGT1A9;RDH16;ADH1C;UGT1A8;CYP2C18;ALDH1A3;UGT1A7;UGT1A1;ADH5;UGT2A1;UGT1A4;UGT1A3;PNPLA4;DHRS4;DHRS4L2;RETSAT;RDH10;CYP3A5;CYP2W1;UGT1A5;RDH12;CYP2C9;AWAT2;SDR16C5
prerank	GO_Cellular_Component_2021 :: intermediate filament (GO:0005882)	0.5896692828089405	2.246797867515632	0.0	0.0016568181656439287	0.023	22/49	14.01%	KRT16;PPL;KRT4;KRT6C;KRT14;KRT13;EVPL;KRT5;DST;FAM83H;KRT10;KRT75;CSNK1A1;PLEC;PKP1;KRT3;DSP;KRT76;FLG;EPPK1;CLIP1;PKP2
prerank	KEGG_2021_Human :: Proteasome	0.5825070998638735	2.2349102603657895	0.0	0.001986057672919325	0.03	27/45	27.76%	PSMC1;PSMD2;PSMC2;PSMB1;PSMD7;PSMB2;ADRM1;PSMA5;PSMC6;PSMA2;PSMD9;PSMD12;PSMD14;PSMD8;PSME4;PSMA7;PSMC4;PSMC3;PSMB7;PSMB3;PSMB5;PSMA4;PSMC5;PSMD13;PSMA3;PSMB10;POMP
prerank	GO_Biological_Process_2021 :: mitochondrial ATP synthesis coupled electron transport (GO:0042775)	0.5461145268874215	2.232418464354484	0.0	0.0018416171148888285	0.031	42/68	25.86%	NDUFB5;UQCRH;NDUFA6;NDUFB4;UQCR10;SDHD;NDUFB3;NDUFS6;UQCRHL;NDUFS5;COX7B;COX4I1;COX8A;NDUFB7;COX6B1;NDUFAB1;NDUFA12;UQCRC1;NDUFA1;NDUFB10;COX5B;NDUFB2;NDUFB1;COX5A;NDUFS7;UQCRFS1;NDUFA11;SDHA;CYCS;NDUFB9;COX7A2L;NDUFC1;CYC1;NDUFA13;COX6A1;UQCR11;NDUFA10;NDUFA8;NDUFV1;NDUFV3;SDHAF2;COX6C
prerank	GO_Biological_Process_2021 :: aerobic electron transport chain (GO:0019646)	0.5461145268874215	2.232418464354484	0.0	0.0018416171148888285	0.031	42/68	25.86%	NDUFB5;UQCRH;NDUFA6;NDUFB4;UQCR10;SDHD;NDUFB3;NDUFS6;UQCRHL;NDUFS5;COX7B;COX4I1;COX8A;NDUFB7;COX6B1;NDUFAB1;NDUFA12;UQCRC1;NDUFA1;NDUFB10;COX5B;NDUFB2;NDUFB1;COX5A;NDUFS7;UQCRFS1;NDUFA11;SDHA;CYCS;NDUFB9;COX7A2L;NDUFC1;CYC1;NDUFA13;COX6A1;UQCR11;NDUFA10;NDUFA8;NDUFV1;NDUFV3;SDHAF2;COX6C
prerank	GO_Biological_Process_2021 :: retinoic acid metabolic process (GO:0042573)	0.6744786549259607	2.2139318846928893	0.0	0.0024761238519513664	0.042	14/26	14.01%	CYP2S1;ADH7;SCPEP1;BCO2;UGT1A9;ADH1C;UGT1A8;CYP2C18;ALDH1A3;UGT1A7;UGT1A1;UGT1A3;CYP3A5;CYP2W1
prerank	KEGG_2021_Human :: Non-alcoholic fatty liver disease	0.4596874577508369	2.203329878678169	0.0	0.00260977826441465	0.045	65/149	19.06%	IL1A;MAP3K5;BID;RAC1;RXRA;TGFB1;COX6B2;TNFRSF1A;NDUFB5;CDC42;UQCRH;NDUFA6;NDUFB4;UQCR10;MAPK13;SDHD;MAPK10;MAPK11;PIK3CA;IRS1;PPARG;NDUFB3;JUN;NDUFS6;UQCRHL;GSK3B;IL1B;AKT1;PPARA;NDUFS5;COX7B;NDUFA4L2;EIF2S1;COX4I1;COX8A;NDUFB7;CASP3;COX6B1;MAPK12;NDUFAB1;NDUFA12;UQCRC1;SDHB;PIK3R2;NDUFA1;NDUFB10;MAP3K11;COX7A2;COX5B;CASP7;NFKB1;NDUFB2;NDUFB1;ADIPOR2;COX5A;NDUFS7;CEBPA;UQCRFS1;NDUFA11;SREBF1;SDHA;FAS;CYCS;NDUFB9;ADIPOR1
prerank	GO_Biological_Process_2021 :: anaphase-promoting complex-dependent catabolic process (GO:0031145)	0.5039042506525027	2.1954326596610896	0.0	0.0028260109179879724	0.052	47/82	29.83%	UBC;PSMC1;PSMD2;PSMC2;PSMB1;PSMD10;PSMD7;PSMB2;PSMA5;FZR1;PSMC6;PSMA2;PSMD9;PSMD12;PSMD14;CDK1;CDC20;PSMD8;PSME4;PSMA7;RPS27A;PSMC4;PSMC3;UBA52;PTTG1;PLK1;UBE2C;PSMB7;UBE2S;PSMB3;SKP2;PSMB5;ANAPC7;ANAPC11;PSMA4;PSMC5;BUB1B;PSMD13;CDC20B;PSMA3;MAD2L1;RB1;PSMB10;PSMD5;UBE2D1;CCNB1;PSMD11
prerank	GO_Biological_Process_2021 :: regulation of endopeptidase activity (GO:0052548)	0.5167035761424722	2.15653237266644	0.0	0.0047394558103756625	0.088	23/68	15.05%	SERPINB2;SERPINB13;SERPINB4;SERPINB7;A2ML1;SERPINB3;SERPINB5;SERPINB11;HDAC1;SERPINB12;FETUB;SERPINB10;SERPINB1;TIMP4;GAPDH;AKT1;SERPINE1;SERPINB8;HRG;AHSG;SERPINE2;ATP13A2;SERPINA3
prerank	GO_Biological_Process_2021 :: autonomic nervous system development (GO:0048483)	-0.7026956993006366	-2.1509962746109736	0.0	0.016863291187806922	0.016	13/21	19.60%	ASCL1;PHOX2B;EDNRB;ARX;NF1;SOX8;PHOX2A;SOX4;FN1;ISX;NRP1;SOX11;KIF26A
prerank	GO_Biological_Process_2021 :: cell-substrate junction assembly (GO:0007044)	0.5990114471229753	2.150284041378379	0.0	0.005243192256507019	0.101	20/33	12.77%	ITGB4;LAMC2;RHOD;KRT14;KRT5;COL17A1;TRIP6;DST;LAMB3;ITGA6;PLEC;TESK2;LAMA3;PTPRK;THSD1;ACTN1;BCR;WHAMM;RCC2;SRC
prerank	GO_Biological_Process_2021 :: interleukin-1-mediated signaling pathway (GO:0070498)	0.48090799278465457	2.1467715400790293	0.0	0.005374855380557895	0.108	55/94	29.03%	IL1RN;IL1RAP;IL1A;RPS6KA4;TOLLIP;UBC;PSMC1;PSMD2;PSMC2;PSMB1;RBX1;PSMD10;PSMD7;PSMB2;IL1B;PSMA5;NOD2;RPS6KA5;PSMC6;PSMA2;TNIP2;PSMD9;PSMD12;IKBKG;IRAK2;PSMD14;PSMD8;NFKB1;CUL1;PSME4;PSMA7;RPS27A;PSMC4;PSMC3;UBA52;MYD88;PSMB7;PSMB3;MAPK3;PSMB5;PELI3;RELA;PSMA4;PSMC5;PSMD13;PSMA3;IL1R2;UBE2V1;PSMB10;MAP3K8;EGR1;PSMD5;MAP3K7;UBE2N;PELI1
prerank	GO_Biological_Process_2021 :: antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	0.5046968276606045	2.1350137240679814	0.0	0.0062590908479881755	0.131	35/73	25.85%	PSMC1;PSMD2;PSMC2;PSMB1;ITGB5;VAMP3;PSMD10;PSMD7;PSMB2;VAMP8;PSMA5;PSMC6;PSMA2;PSMD9;PSMD12;IKBKG;PSMD14;ITGAV;PSMD8;PSME4;PSMA7;PSMC4;PSMC3;PSMB7;PSMB3;CD207;NCF2;PSMB5;TAP2;HLA-E;PSMA4;PSMC5;PSMD13;PSMA3;SNAP23
prerank	MSigDB_Hallmark_2020 :: TNF-alpha Signaling via NF-kB	0.4316451563898737	2.126177067042836	0.0	0.0068093405928662575	0.147	70/197	16.09%	SERPINB2;IL1A;SMAD3;MXD1;FOSL1;NFE2L2;ZC3H12A;HES1;GADD45A;CXCL1;KLF4;CXCL6;PLAU;LAMB3;TRIP10;CDKN1A;JAG1;SGK1;CD44;IL18;JUNB;BCL6;PDLIM5;FOSL2;SPHK1;F2RL1;HBEGF;IER5;MAFF;SAT1;FJX1;PHLDA2;F3;TNFAIP8;BHLHE40;MYC;LDLR;RNF19B;SPSB1;JUN;SDC4;KLF10;TNC;IL1B;DUSP5;KYNU;IFNGR2;SERPINE1;TIPARP;IER3;ETS2;SERPINB8;PPP1R15A;MARCKS;YRDC;IL23A;TGIF1;TNIP2;REL;DNAJB4;CCNL1;CLCF1;AREG;IER2;PANX1;PLK2;EDN1;BCL3;NAMPT;NFKB1
prerank	GO_Biological_Process_2021 :: regulation of cAMP-mediated signaling (GO:0043949)	-0.6734929714426425	-2.116258041839529	0.0	0.0182685654534575	0.036	14/23	22.05%	RNF157;PDE4D;RAPGEF2;PDE3B;PDE3A;PEX5L;PRKAR1A;PRKAR2B;MGRN1;PRKAR2A;PDE11A;OR51E2;PDE2A;APLNR
prerank	GO_Cellular_Component_2021 :: keratin filament (GO:0045095)	0.742654316517418	2.1135743117792147	0.0	0.00818081436431346	0.182	8/14	11.14%	KRT4;KRT14;KRT13;KRT5;FAM83H;CSNK1A1;KRT3;EPPK1
prerank	GO_Biological_Process_2021 :: negative regulation of endopeptidase activity (GO:0010951)	0.520663037088551	2.11356760187652	0.0	0.007908120552169677	0.182	23/62	15.05%	ANXA8;SERPINB2;SERPINB13;SERPINB4;SERPINB7;SERPINB3;ANXA8L1;SERPINB5;SERPINB11;IFI16;SERPINB12;FETUB;SERPINB10;SERPINB1;TIMP4;GAPDH;AKT1;SERPINE1;SERPINB8;HRG;AHSG;SERPINE2;SERPINA3
prerank	MSigDB_Hallmark_2020 :: Apoptosis	0.4443113286686138	2.1128796987721095	0.0	0.007792801074387264	0.184	46/158	12.46%	BCL10;GNA15;HSPB1;IL1A;EMP1;ANXA1;TNFSF10;TSPO;GADD45A;FDXR;BID;BCL2L10;IFNGR1;CDKN1A;CD44;BIK;BCAP31;IL18;TNFRSF12A;LMNA;LGALS3;PLAT;BCL2L1;CASP1;EBP;IGFBP6;VDAC2;SAT1;AIFM3;APP;PAK1;JUN;CASP2;FEZ1;CCNA1;PMAIP1;IL1B;CASP4;GPX1;IER3;RNASEL;PPP2R5B;EREG;PSEN1;RETSAT;CASP3
prerank	GO_Biological_Process_2021 :: glutathione derivative metabolic process (GO:1901685)	0.6704905220495102	2.1116227877703535	0.0	0.007386164899286747	0.186	11/21	14.26%	MGST2;GSTP1;AKR1A1;GSTK1;GSTA3;GSTO1;GSTZ1;GSTM3;GSTM2;GSTO2;GSTA1
prerank	GO_Biological_Process_2021 :: glutathione derivative biosynthetic process (GO:1901687)	0.6704905220495102	2.1116227877703535	0.0	0.007386164899286747	0.186	11/21	14.26%	MGST2;GSTP1;AKR1A1;GSTK1;GSTA3;GSTO1;GSTZ1;GSTM3;GSTM2;GSTO2;GSTA1
prerank	GO_Cellular_Component_2021 :: desmosome (GO:0030057)	0.7167348687102213	2.108590287961107	0.0	0.0074238198575968355	0.189	12/16	16.32%	JUP;DSG3;DSC3;DSC2;DSC1;PKP1;CDSN;DSG1;DSG2;DSG4;PKP2;PKP4
prerank	GO_Biological_Process_2021 :: defense response to fungus (GO:0050832)	0.6425898683546192	2.0914133832788626	0.002173913043478261	0.009192609800369447	0.237	9/22	12.14%	BCL10;S100A9;RNASE7;S100A8;S100A12;NLRP10;GAPDH;FAM3A;HRG
prerank	GO_Biological_Process_2021 :: positive regulation of apoptotic signaling pathway (GO:2001235)	0.5252980785020122	2.0825622561709536	0.0	0.010201114410903806	0.26	27/55	19.86%	BCL10;S100A9;S100A8;TNFSF10;SLC9A3R1;BID;LTBR;TRAF7;BCAP31;TNFRSF12A;TPD52L1;BCL2L1;PAK2;PML;PYCARD;PMAIP1;STYXL1;NKX3-1;BAD;SIAH1;FADD;DAB2IP;CAV1;FIS1;FAS;NUPR1;DEDD2
prerank	GO_Biological_Process_2021 :: regulation of cellular amine metabolic process (GO:0033238)	0.5224388777096347	2.079660408382258	0.0	0.010452421462882541	0.269	29/51	27.23%	PSMC1;PSMD2;PSMC2;PSMB1;PSMD10;PSMD7;PSMB2;PSMA5;OAZ1;PSMC6;PSMA2;PSMD9;PSMD12;PSMD14;PSMD8;PSME4;PSMA7;PSMC4;PSMC3;PSMB7;PSMB3;PSMB5;PSMA4;PSMC5;PSMD13;PSMA3;INS;NQO1;PSMB10
prerank	GO_Biological_Process_2021 :: flavonoid glucuronidation (GO:0052696)	0.8550044462009684	2.076491567404664	0.0	0.010719009832789466	0.284	9/9	14.54%	UGT1A6;UGT1A10;UGT1A9;UGT1A8;UGT1A7;UGT1A1;UGT1A4;UGT1A3;UGT1A5
prerank	GO_Biological_Process_2021 :: positive regulation of epidermis development (GO:0045684)	0.857708850788443	2.0709766698791636	0.0	0.01127747433853491	0.3	4/8	2.57%	SFN;TMEM79;SULT2B1;KRT10
prerank	GO_Cellular_Component_2021 :: intermediate filament cytoskeleton (GO:0045111)	0.4853553323562584	2.0480773648555473	0.0	0.015355836825617145	0.379	30/82	14.01%	KRT16;PPL;S100A8;KRT4;KRT6C;KRT14;KRT17;KRT13;EVPL;KRT5;DST;KRT80;PHLDB2;KRT10;KRT75;PLEC;PKP1;HOXA13;KRT3;PSMD10;MMP14;DSP;KRT76;FLG;NDOR1;EPPK1;PKN2;CLIP1;NSFL1C;PKP2
prerank	GO_Biological_Process_2021 :: antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	0.5140561333487976	2.030475441710314	0.0	0.01949947533411701	0.454	17/55	13.38%	S100A9;RNASE7;S100A12;KRT6A;S100A7;PGLYRP3;CXCL1;CXCL6;DEFB1;PGLYRP4;DEFB4A;DEFB126;GAPDH;FAM3A;HRG;PF4V1;SEMG1
prerank	GO_Biological_Process_2021 :: positive regulation of neural precursor cell proliferation (GO:2000179)	-0.6542753696134843	-2.024566048468625	0.0	0.06245663402891453	0.168	8/21	4.17%	PROX1;INSM1;TOX;LRP2;DISC1;NAP1L1;NES;DLL4
prerank	GO_Biological_Process_2021 :: positive regulation of calcium ion transport (GO:0051928)	-0.5764772786152694	-2.0200933104772445	0.0	0.05176093545146292	0.185	20/36	20.77%	TRPC3;ANK2;CACNB2;CACNA1D;CCR1;P2RX5;P2RX2;CXCL12;GRIN1;WNK3;PDGFRB;TRPC6;F2R;P2RX3;P2RX4;P2RX7;PLA2G1B;CCL4;SPHK2;STC1
prerank	GO_Biological_Process_2021 :: activation of protein kinase A activity (GO:0034199)	-0.6826961403292908	-2.0101503775420184	0.0	0.051714092975941234	0.227	10/17	17.07%	ADCY6;ADCY5;PRKAR1A;PRKAR2B;PRRC1;ADCY1;ADCY7;PRKAR2A;PRKACB;ADCY4
prerank	GO_Biological_Process_2021 :: glucuronate metabolic process (GO:0019585)	0.7317624464876631	2.005056094067969	0.0	0.026463573667730226	0.573	8/13	9.56%	UGT1A6;UGT1A10;UGT1A9;UGT1A7;UGT1A1;UGT2A1;UGT1A4;UGT1A3
prerank	GO_Cellular_Component_2021 :: glial cell projection (GO:0097386)	-0.7315865880045096	-2.004412643396938	0.0	0.04887231612762562	0.247	6/14	5.82%	KCNJ10;SLC4A8;FYN;MAPT;ATP1B2;SLC1A2
prerank	MSigDB_Hallmark_2020 :: Glycolysis	0.41263007298160626	2.000335084715247	0.0	0.027662046404212503	0.589	85/196	22.44%	GPR87;SDC1;PGM2;GPC1;ADORA2B;TPBG;TGFA;DSC2;B4GALT2;PGAM1;CD44;BIK;B4GALT4;NSDHL;AGRN;ELF3;MET;ALDOA;FAM162A;EXT1;ARTN;GOT2;SLC35A3;HK2;EFNA3;SRD5A3;PMM2;EGFR;B3GNT3;IGFBP3;DDIT4;GCLC;CHST4;AKR1A1;NOL3;CHST6;MDH1;AGL;PYGL;EGLN3;GYS1;XYLT2;PGLS;SLC16A3;MIF;TXN;B4GALT7;IER3;ENO1;TPST1;COPB2;PPIA;TGFBI;FKBP4;TPI1;PKP2;CHPF;ANGPTL4;CDK1;PGK1;DEPDC1;LHPP;GALE;PC;HOMER1;PSMC4;MXI1;CENPA;G6PD;EXT2;PFKFB1;NT5E;PLOD1;PFKP;P4HA2;B3GALT6;PLOD2;POLR3K;TALDO1;TSTA3;GPC3;DLD;VLDLR;RPE;MDH2
prerank	GO_Biological_Process_2021 :: regulation of cellular component size (GO:0032535)	0.6133371273004947	1.9982758566085166	0.0	0.027747359471653875	0.598	12/27	15.35%	RARG;SLC9A3R1;AP2M1;RAC1;VAV3;EZR;PEX11A;RAB22A;PPP1R15A;PEX11G;ATP13A2;PPP1CA
prerank	GO_Cellular_Component_2021 :: cytoplasmic vesicle lumen (GO:0060205)	0.44127993441959423	1.9897492654808338	0.0	0.030019562644004832	0.629	42/113	16.84%	CSTB;S100A11;S100A9;S100A8;PGM2;S100A12;PGAM1;OSTF1;ALDOA;PDXK;SERPINB1;GSTP1;PSMD2;PSMC2;PSMB1;PYCARD;PFKL;PSMD7;DERA;DBNL;AGL;PYGL;PSMA5;PPIE;APRT;MIF;PSMA2;IMPDH1;PPIA;PSMD12;AHSG;VCL;GPI;ARPC5;PSMD14;CYFIP1;DYNLT1;SERPINA3;S100P;NFKB1;GYG1;ALDOC
prerank	GO_Biological_Process_2021 :: NIK/NF-kappaB signaling (GO:0038061)	0.4655368426572192	1.9871379030290957	0.0	0.03026186691345454	0.642	40/74	28.69%	PSMC1;PSMD2;PSMC2;PSMB1;PSMD10;PSMD7;PSMB2;CARD14;PSMA5;AKT1;PSMC6;PSMA2;REL;PSMD9;PSMD12;PSMD14;PSMD8;CARD10;CUL1;PSME4;PSMA7;PSMC4;PSMC3;RELB;PSMB7;PSMB3;DICER1;PSMB5;RELA;BIRC2;TNFRSF10A;PSMA4;PSMC5;PSMD13;PSMA3;PSMB10;NFKB2;TNFRSF10B;PSMD5;MAP3K7
prerank	GO_Biological_Process_2021 :: DNA-dependent DNA replication (GO:0006261)	0.43638873163172354	1.9870354228094993	0.0	0.029641046429875265	0.642	60/117	28.55%	UBC;SIRT7;PSMC1;PSMD2;PSMC2;PSMB1;GINS3;PSMD10;HMGA1;PSMD7;SSBP1;PSMB2;POLD4;PSMA5;RAD51;RFC4;PSMC6;PSMA2;MCM5;PSMD9;PSMD12;POLE4;POLD2;RFC2;CDC45;POLE3;RPA3;PSMD14;WDHD1;CDK2AP1;PSMD8;PSME4;MCM2;WRNIP1;PSMA7;RPS27A;PSMC4;PSMC3;UBA52;PSMB7;PSMB3;CDT1;POLB;POLG;MCM4;POLE2;PSMB5;CDC6;PSMA4;PSMC5;PSMD13;GINS2;DBF4;PSMA3;PSMB10;RECQL4;GMNN;PNKP;RPA2;PSMD5
prerank	GO_Biological_Process_2021 :: antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	0.4657528013456104	1.986883096667798	0.0	0.029046093466445128	0.643	36/78	25.85%	PSMC1;PSMD2;PSMC2;PSMB1;ITGB5;VAMP3;PSMD10;PSMD7;PSMB2;VAMP8;PSMA5;PSMC6;PSMA2;PSMD9;PSMD12;IKBKG;MFSD6;PSMD14;ITGAV;PSMD8;PSME4;PSMA7;PSMC4;PSMC3;PSMB7;PSMB3;CD207;NCF2;PSMB5;TAP2;HLA-E;PSMA4;PSMC5;PSMD13;PSMA3;SNAP23
prerank	GO_Biological_Process_2021 :: regulation of proteolysis (GO:0030162)	0.5034361541461151	1.9840783759733445	0.0	0.029669269726060123	0.655	19/51	14.21%	PERP;CSTB;CSTA;SERPINB13;SERPINB4;SERPINB3;TBC1D10A;PARL;STUB1;BAK1;PLAT;ASPH;LTBP4;AKT1;AURKAIP1;RNF139;BAD;SERPINE2;TRAF3
prerank	GO_Cellular_Component_2021 :: hemidesmosome (GO:0030056)	0.8888614472709309	1.982826013386099	0.0	0.029660868591562427	0.664	6/6	11.14%	ITGB4;JUP;COL17A1;DST;PLEC;EPPK1
prerank	MSigDB_Hallmark_2020 :: Pancreas Beta Cells	-0.5510202261365753	-1.9772108591563369	0.0	0.06678398652948932	0.354	15/40	11.89%	PAK3;ABCC8;INSM1;STXBP1;HNF1A;AKT3;NEUROD1;PCSK1;SST;NEUROG3;DPP4;FOXA2;PDX1;SCGN;PCSK2
