cohort	patient	pathway	family_tag	outdeg_high	outdeg_low	indeg_high	indeg_low	flowbet_high	flowbet_low	info_high	info_low	prob_to_tnk_high	prob_to_tnk_low	prob_out_high	prob_out_low	n_sig_edges	delta_outdeg	delta_tnk
GSE189357	TD1	WNT	other	3.24551323173365e-06	0	3.24551323173365e-06	0	0	0	0	0	0	0	3.24551323173365e-06	0	1	3.24551323173365e-06	0
GSE189357	TD1	EGF	other	0.00231394568400129	4.24398730241177e-05	0.00240433202661484	0	0	0	0.540278484706005	0.229415313809558	0	0	0.00231394568400129	4.24398730241177e-05	1	0.00227150581097717	0
GSE189357	TD1	CXCL	ifn_recruit	0.000352336369542033	2.04685033043323e-05	0	0	0	0	0	0	0.000352336369542033	2.04685033043323e-05	0.000352336369542033	2.04685033043323e-05	3	0.000331867866237701	0.000331867866237701
GSE189357	TD1	MIF	other	0.0402252982309488	0.0229216960653044	0.0110814233750517	0.0235425445006675	0.00559165784504399	0.0146405275627605	0.301392644698712	0.341595593149983	0.0231467713337701	0.013353106774429	0.0402252982309488	0.0229216960653044	3	0.0173036021656443	0.00979366455934111
GSE189357	TD1	LIFR	other	7.30868558150304e-06	0	7.30868558150304e-06	0	0	0	0	0	0	0	7.30868558150304e-06	0	1	7.30868558150304e-06	0
GSE189357	TD1	IFN-II	other	0	0	0.000220791291683976	3.64343174868662e-05	0	0	0.362848254645287	0.222908419464773	0	0	0	0	2	0	0
GSE189357	TD1	TNF	other	0	0	5.58979316490169e-06	0	0	0	0.499997712962869	0	0	0	0	0	2	0	0
GSE189357	TD1	TWEAK	other	0	0	0.000283017527361108	1.81603274311656e-05	0	0	0.383593438359199	0.209683326949551	0	0	0	0	1	0	0
GSE189357	TD1	CD137	other	1.10346136518682e-06	0	0	0	0	0	0	0	1.10346136518682e-06	0	1.10346136518682e-06	0	2	1.10346136518682e-06	1.10346136518682e-06
GSE189357	TD1	MK	other	0.031980649448515	0.0054571005426492	0.017792105685878	0.00549403908919748	0.00257759117490633	0.00208889420709265	0.500717380613804	0.499282619386196	0.012062711008996	0.00208889420709265	0.031980649448515	0.0054571005426492	5	0.0265235489058658	0.00997381680190339
