split	cohort	patient	method	family	n_ligands	n_ligands_detected	family_sum	family_mean
q4q1	GSE123902	LX255B	cp10k_log2fc_trim	ifn_recruit	5	0	0.0	0.0
q4q1	GSE123902	LX255B	cp10k_log2fc_trim	mhc_cd8	3	0	0.0	0.0
q4q1	GSE123902	LX255B	cp10k_delta	barrier	4	1	-0.5714959947237293	-0.1428739986809323
q4q1	GSE123902	LX255B	cp10k_delta	ifn_recruit	5	0	0.0	0.0
q4q1	GSE123902	LX255B	cp10k_delta	mhc_cd8	3	0	0.0	0.0
q4q1	GSE123902	LX255B	cp10k_delta_trim	barrier	4	1	-0.12691638535008196	-0.03172909633752049
q4q1	GSE123902	LX255B	cp10k_delta_trim	ifn_recruit	5	0	0.0	0.0
q4q1	GSE123902	LX255B	cp10k_delta_trim	mhc_cd8	3	0	0.0	0.0
q4q1	GSE123902	LX255B	expr_prop_pp	barrier	4	1	-1.7543859649122806	-0.43859649122807015
q4q1	GSE123902	LX255B	expr_prop_pp	ifn_recruit	5	0	0.0	0.0
q4q1	GSE123902	LX255B	expr_prop_pp	mhc_cd8	3	0	0.0	0.0
q4q1	GSE123902	LX255B	conn_z	barrier	4	1	-1.8182918897473654	-0.45457297243684136
q4q1	GSE123902	LX255B	conn_z	ifn_recruit	5	0	0.0	0.0
q4q1	GSE123902	LX255B	conn_z	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_hill	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_hill	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_hill	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_hill_pop	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_hill_pop	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_hill_pop	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_prod	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_prod	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cellchat_prod	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cpdb_means	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cpdb_means	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cpdb_means	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	conn_prod	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	conn_prod	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	conn_prod	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	natmi_spec	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	natmi_spec	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	natmi_spec	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	sca_lrscore	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	sca_lrscore	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	sca_lrscore	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	liana_logfc	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	liana_logfc	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	liana_logfc	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_log2fc	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_log2fc	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_log2fc	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_log2fc_trim	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_log2fc_trim	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_log2fc_trim	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_delta	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_delta	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_delta	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_delta_trim	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_delta_trim	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	cp10k_delta_trim	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	expr_prop_pp	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	expr_prop_pp	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	expr_prop_pp	mhc_cd8	3	0	0.0	0.0
decile	GSE123902	LX255B	conn_z	barrier	4	0	0.0	0.0
decile	GSE123902	LX255B	conn_z	ifn_recruit	5	0	0.0	0.0
decile	GSE123902	LX255B	conn_z	mhc_cd8	3	0	0.0	0.0
q4q1	GSE123902	LX653	cellchat_hill	barrier	4	2	0.062226670411874935	0.015556667602968734
q4q1	GSE123902	LX653	cellchat_hill	ifn_recruit	5	1	0.12311891736666698	0.024623783473333397
q4q1	GSE123902	LX653	cellchat_hill	mhc_cd8	3	3	0.005248167331970227	0.0017493891106567423
q4q1	GSE123902	LX653	cellchat_hill_pop	barrier	4	2	0.007497291619872098	0.0018743229049680244
q4q1	GSE123902	LX653	cellchat_hill_pop	ifn_recruit	5	1	0.0148338071330374	0.00296676142660748
q4q1	GSE123902	LX653	cellchat_hill_pop	mhc_cd8	3	3	0.0006323179546202859	0.0002107726515400953
q4q1	GSE123902	LX653	cellchat_prod	barrier	4	2	0.06990578398951591	0.017476445997378978
q4q1	GSE123902	LX653	cellchat_prod	ifn_recruit	5	1	0.18765048732995693	0.03753009746599138
q4q1	GSE123902	LX653	cellchat_prod	mhc_cd8	3	3	0.039350183097845715	0.013116727699281905
q4q1	GSE123902	LX653	cpdb_means	barrier	4	2	0.08556891774014934	0.021392229435037335
q4q1	GSE123902	LX653	cpdb_means	ifn_recruit	5	1	0.18690246648410708	0.037380493296821415
q4q1	GSE123902	LX653	cpdb_means	mhc_cd8	3	3	0.1921731120863801	0.06405770402879336
q4q1	GSE123902	LX653	conn_prod	barrier	4	2	0.06463521471028646	0.016158803677571616
q4q1	GSE123902	LX653	conn_prod	ifn_recruit	5	1	0.19657866902170038	0.03931573380434007
q4q1	GSE123902	LX653	conn_prod	mhc_cd8	3	3	0.163344703152835	0.054448234384278336
q4q1	GSE123902	LX653	natmi_spec	barrier	4	2	0.4018852632234141	0.10047131580585353
q4q1	GSE123902	LX653	natmi_spec	ifn_recruit	5	1	0.33397903233046844	0.06679580646609369
q4q1	GSE123902	LX653	natmi_spec	mhc_cd8	3	3	0.036010319578403005	0.012003439859467668
q4q1	GSE123902	LX653	sca_lrscore	barrier	4	2	0.12897761374117866	0.032244403435294666
q4q1	GSE123902	LX653	sca_lrscore	ifn_recruit	5	1	0.11306400666605193	0.022612801333210385
q4q1	GSE123902	LX653	sca_lrscore	mhc_cd8	3	3	0.012234024719125935	0.0040780082397086454
q4q1	GSE123902	LX653	liana_logfc	barrier	4	2	0.24689970655589807	0.06172492663897452
q4q1	GSE123902	LX653	liana_logfc	ifn_recruit	5	1	0.539286523053074	0.1078573046106148
q4q1	GSE123902	LX653	liana_logfc	mhc_cd8	3	3	0.5544943915984389	0.18483146386614632
q4q1	GSE123902	LX653	cp10k_log2fc	barrier	4	2	0.20731641669588857	0.05182910417397214
q4q1	GSE123902	LX653	cp10k_log2fc	ifn_recruit	5	1	0.5532132494653231	0.11064264989306463
q4q1	GSE123902	LX653	cp10k_log2fc	mhc_cd8	3	3	-0.905734697163217	-0.3019115657210723
q4q1	GSE123902	LX653	cp10k_log2fc_trim	barrier	4	2	0.3012587338510406	0.07531468346276016
q4q1	GSE123902	LX653	cp10k_log2fc_trim	ifn_recruit	5	1	0.6666964729029121	0.1333392945805824
q4q1	GSE123902	LX653	cp10k_log2fc_trim	mhc_cd8	3	3	-0.32389754008693983	-0.10796584669564661
q4q1	GSE123902	LX653	cp10k_delta	barrier	4	2	0.20343299549165933	0.05085824887291483
q4q1	GSE123902	LX653	cp10k_delta	ifn_recruit	5	1	0.7218661337231693	0.14437322674463388
q4q1	GSE123902	LX653	cp10k_delta	mhc_cd8	3	3	-7.422808784517575	-2.4742695948391917
q4q1	GSE123902	LX653	cp10k_delta_trim	barrier	4	2	0.2307001878398515	0.057675046959962874
q4q1	GSE123902	LX653	cp10k_delta_trim	ifn_recruit	5	1	0.7274809578354539	0.14549619156709076
q4q1	GSE123902	LX653	cp10k_delta_trim	mhc_cd8	3	3	-0.38879518555957215	-0.12959839518652405
q4q1	GSE123902	LX653	expr_prop_pp	barrier	4	2	44.44444444444444	11.11111111111111
q4q1	GSE123902	LX653	expr_prop_pp	ifn_recruit	5	1	38.888888888888886	7.777777777777777
q4q1	GSE123902	LX653	expr_prop_pp	mhc_cd8	3	3	36.11111111111111	12.037037037037036
q4q1	GSE123902	LX653	conn_z	barrier	4	2	2.044700377608042	0.5111750944020105
q4q1	GSE123902	LX653	conn_z	ifn_recruit	5	1	1.86106438659854	0.372212877319708
q4q1	GSE123902	LX653	conn_z	mhc_cd8	3	3	1.2254423723058596	0.4084807907686199
decile	GSE123902	LX653	cellchat_hill	barrier	4	1	0.015337804328428436	0.003834451082107109
decile	GSE123902	LX653	cellchat_hill	ifn_recruit	5	1	0.04834151241685483	0.009668302483370967
decile	GSE123902	LX653	cellchat_hill	mhc_cd8	3	3	0.024809363750536745	0.008269787916845581
decile	GSE123902	LX653	cellchat_hill_pop	barrier	4	1	0.0017746219884132075	0.0004436554971033019
decile	GSE123902	LX653	cellchat_hill_pop	ifn_recruit	5	1	0.005593232841619566	0.0011186465683239132
decile	GSE123902	LX653	cellchat_hill_pop	mhc_cd8	3	3	0.0028705048967563145	0.0009568349655854382
decile	GSE123902	LX653	cellchat_prod	barrier	4	1	0.009919986101783611	0.002479996525445903
decile	GSE123902	LX653	cellchat_prod	ifn_recruit	5	1	0.07810377450823291	0.015620754901646583
decile	GSE123902	LX653	cellchat_prod	mhc_cd8	3	3	0.1377252540408928	0.045908418013630936
decile	GSE123902	LX653	cpdb_means	barrier	4	1	0.010960576985743348	0.002740144246435837
decile	GSE123902	LX653	cpdb_means	ifn_recruit	5	1	0.05327770461074538	0.010655540922149076
decile	GSE123902	LX653	cpdb_means	mhc_cd8	3	3	0.5567356970710683	0.1855785656903561
decile	GSE123902	LX653	conn_prod	barrier	4	1	0.006127970827562718	0.0015319927068906795
decile	GSE123902	LX653	conn_prod	ifn_recruit	5	1	0.05603596601975397	0.011207193203950794
decile	GSE123902	LX653	conn_prod	mhc_cd8	3	3	0.4732182675575535	0.1577394225191845
decile	GSE123902	LX653	natmi_spec	barrier	4	1	0.13624467899687243	0.034061169749218106
decile	GSE123902	LX653	natmi_spec	ifn_recruit	5	1	0.09850165158064378	0.019700330316128757
decile	GSE123902	LX653	natmi_spec	mhc_cd8	3	3	0.12995175883142687	0.043317252943808955
decile	GSE123902	LX653	sca_lrscore	barrier	4	1	0.02969288147700397	0.007423220369250992
decile	GSE123902	LX653	sca_lrscore	ifn_recruit	5	1	0.030397841073002307	0.006079568214600461
decile	GSE123902	LX653	sca_lrscore	mhc_cd8	3	3	0.0503985717659875	0.016799523921995834
decile	GSE123902	LX653	liana_logfc	barrier	4	1	0.03162554012522723	0.007906385031306808
decile	GSE123902	LX653	liana_logfc	ifn_recruit	5	1	0.15372696046373877	0.030745392092747754
decile	GSE123902	LX653	liana_logfc	mhc_cd8	3	3	1.6063996585005802	0.5354665528335267
decile	GSE123902	LX653	cp10k_log2fc	barrier	4	1	0.00891131236167761	0.0022278280904194027
decile	GSE123902	LX653	cp10k_log2fc	ifn_recruit	5	1	-0.0679552706794452	-0.013591054135889041
decile	GSE123902	LX653	cp10k_log2fc	mhc_cd8	3	3	-0.12077379823891254	-0.04025793274630418
decile	GSE123902	LX653	cp10k_log2fc_trim	barrier	4	1	0.09662341111672682	0.024155852779181704
decile	GSE123902	LX653	cp10k_log2fc_trim	ifn_recruit	5	1	0.19451371207223683	0.03890274241444737
decile	GSE123902	LX653	cp10k_log2fc_trim	mhc_cd8	3	3	0.6805900169662025	0.22686333898873415
decile	GSE123902	LX653	cp10k_delta	barrier	4	1	0.006701991681703073	0.0016754979204257683
decile	GSE123902	LX653	cp10k_delta	ifn_recruit	5	1	-0.08980728315531072	-0.017961456631062144
decile	GSE123902	LX653	cp10k_delta	mhc_cd8	3	3	0.507925165932317	0.16930838864410566
decile	GSE123902	LX653	cp10k_delta_trim	barrier	4	1	0.06926793881526423	0.017316984703816058
decile	GSE123902	LX653	cp10k_delta_trim	ifn_recruit	5	1	0.22422606440036108	0.04484521288007222
decile	GSE123902	LX653	cp10k_delta_trim	mhc_cd8	3	3	7.548397559601543	2.516132519867181
decile	GSE123902	LX653	expr_prop_pp	barrier	4	1	21.428571428571427	5.357142857142857
decile	GSE123902	LX653	expr_prop_pp	ifn_recruit	5	1	21.42857142857143	4.2857142857142865
decile	GSE123902	LX653	expr_prop_pp	mhc_cd8	3	3	57.14285714285714	19.047619047619047
decile	GSE123902	LX653	conn_z	barrier	4	1	0.7974481334392136	0.1993620333598034
decile	GSE123902	LX653	conn_z	ifn_recruit	5	1	0.8346609721724113	0.16693219443448226
decile	GSE123902	LX653	conn_z	mhc_cd8	3	3	2.086240300021683	0.695413433340561
q4q1	GSE123902	LX661	cellchat_hill	barrier	4	4	0.34225693261070844	0.08556423315267711
q4q1	GSE123902	LX661	cellchat_hill	ifn_recruit	5	1	0.09813293230886368	0.019626586461772736
q4q1	GSE123902	LX661	cellchat_hill	mhc_cd8	3	3	0.019595620073411285	0.006531873357803762
q4q1	GSE123902	LX661	cellchat_hill_pop	barrier	4	4	0.002582800410619369	0.0006457001026548422
q4q1	GSE123902	LX661	cellchat_hill_pop	ifn_recruit	5	1	0.0007405482656823347	0.00014810965313646695
q4q1	GSE123902	LX661	cellchat_hill_pop	mhc_cd8	3	3	0.00014787596904432807	4.9291989681442693e-05
q4q1	GSE123902	LX661	cellchat_prod	barrier	4	4	0.5237286629350352	0.1309321657337588
q4q1	GSE123902	LX661	cellchat_prod	ifn_recruit	5	1	0.11528473434306122	0.023056946868612243
q4q1	GSE123902	LX661	cellchat_prod	mhc_cd8	3	3	0.12964084621696176	0.04321361540565392
q4q1	GSE123902	LX661	cpdb_means	barrier	4	4	0.600617166001636	0.150154291500409
q4q1	GSE123902	LX661	cpdb_means	ifn_recruit	5	1	0.10023184615240527	0.020046369230481052
q4q1	GSE123902	LX661	cpdb_means	mhc_cd8	3	3	0.5895201915506003	0.19650673051686676
q4q1	GSE123902	LX661	conn_prod	barrier	4	4	0.5619422356919308	0.1404855589229827
q4q1	GSE123902	LX661	conn_prod	ifn_recruit	5	1	0.08963005899310963	0.017926011798621928
q4q1	GSE123902	LX661	conn_prod	mhc_cd8	3	3	0.43615405106282545	0.14538468368760848
q4q1	GSE123902	LX661	natmi_spec	barrier	4	4	1.1577751650582264	0.2894437912645566
q4q1	GSE123902	LX661	natmi_spec	ifn_recruit	5	1	0.2755817401268413	0.05511634802536826
q4q1	GSE123902	LX661	natmi_spec	mhc_cd8	3	3	0.11904644160279862	0.039682147200932875
q4q1	GSE123902	LX661	sca_lrscore	barrier	4	4	0.41757624405826177	0.10439406101456544
q4q1	GSE123902	LX661	sca_lrscore	ifn_recruit	5	1	0.08536381199086301	0.017072762398172604
q4q1	GSE123902	LX661	sca_lrscore	mhc_cd8	3	3	0.06119636091542091	0.02039878697180697
q4q1	GSE123902	LX661	liana_logfc	barrier	4	4	1.733014813726687	0.43325370343167174
q4q1	GSE123902	LX661	liana_logfc	ifn_recruit	5	1	0.28920797476644117	0.057841594953288236
q4q1	GSE123902	LX661	liana_logfc	mhc_cd8	3	3	1.7009957137079252	0.5669985712359751
q4q1	GSE123902	LX661	cp10k_log2fc	barrier	4	4	1.093477760952794	0.2733694402381985
q4q1	GSE123902	LX661	cp10k_log2fc	ifn_recruit	5	1	0.21971550413174065	0.04394310082634813
q4q1	GSE123902	LX661	cp10k_log2fc	mhc_cd8	3	3	0.01960371375559411	0.006534571251864703
q4q1	GSE123902	LX661	cp10k_log2fc_trim	barrier	4	4	2.3495051408236467	0.5873762852059117
q4q1	GSE123902	LX661	cp10k_log2fc_trim	ifn_recruit	5	1	0.4346444261427761	0.08692888522855521
q4q1	GSE123902	LX661	cp10k_log2fc_trim	mhc_cd8	3	3	0.25787412771782	0.08595804257260665
q4q1	GSE123902	LX661	cp10k_delta	barrier	4	4	1.3892553030057513	0.3473138257514378
q4q1	GSE123902	LX661	cp10k_delta	ifn_recruit	5	1	0.24130048971623042	0.04826009794324608
q4q1	GSE123902	LX661	cp10k_delta	mhc_cd8	3	3	0.8530751024171455	0.2843583674723818
q4q1	GSE123902	LX661	cp10k_delta_trim	barrier	4	4	2.589983612580186	0.6474959031450465
q4q1	GSE123902	LX661	cp10k_delta_trim	ifn_recruit	5	1	0.38693810453208266	0.07738762090641653
q4q1	GSE123902	LX661	cp10k_delta_trim	mhc_cd8	3	3	3.16353638964047	1.0545121298801565
q4q1	GSE123902	LX661	expr_prop_pp	barrier	4	4	141.37931034482762	35.344827586206904
q4q1	GSE123902	LX661	expr_prop_pp	ifn_recruit	5	1	34.48275862068966	6.8965517241379315
q4q1	GSE123902	LX661	expr_prop_pp	mhc_cd8	3	3	62.06896551724138	20.689655172413794
q4q1	GSE123902	LX661	conn_z	barrier	4	4	5.783375183745074	1.4458437959362684
q4q1	GSE123902	LX661	conn_z	ifn_recruit	5	1	1.7919282109774637	0.35838564219549274
q4q1	GSE123902	LX661	conn_z	mhc_cd8	3	3	2.0615725006947687	0.6871908335649229
decile	GSE123902	LX661	cellchat_hill	barrier	4	4	0.33422821055671686	0.08355705263917922
decile	GSE123902	LX661	cellchat_hill	ifn_recruit	5	2	0.19453629278211826	0.03890725855642365
decile	GSE123902	LX661	cellchat_hill	mhc_cd8	3	3	0.05596440759683152	0.018654802532277175
decile	GSE123902	LX661	cellchat_hill_pop	barrier	4	4	0.0009751680752593198	0.00024379201881482996
decile	GSE123902	LX661	cellchat_hill_pop	ifn_recruit	5	2	0.0005675929685421623	0.00011351859370843245
decile	GSE123902	LX661	cellchat_hill_pop	mhc_cd8	3	3	0.00016328574882511074	5.4428582941703584e-05
decile	GSE123902	LX661	cellchat_prod	barrier	4	4	0.5043700589983174	0.12609251474957936
decile	GSE123902	LX661	cellchat_prod	ifn_recruit	5	2	0.23701890459143918	0.047403780918287834
decile	GSE123902	LX661	cellchat_prod	mhc_cd8	3	3	0.3328120229875588	0.11093734099585294
decile	GSE123902	LX661	cpdb_means	barrier	4	4	0.5014487097489664	0.1253621774372416
decile	GSE123902	LX661	cpdb_means	ifn_recruit	5	2	0.2817593873823393	0.05635187747646786
decile	GSE123902	LX661	cpdb_means	mhc_cd8	3	3	1.470097871189926	0.4900326237299753
decile	GSE123902	LX661	conn_prod	barrier	4	4	0.5878236472326921	0.14695591180817302
decile	GSE123902	LX661	conn_prod	ifn_recruit	5	2	0.22657982833568796	0.045315965667137595
decile	GSE123902	LX661	conn_prod	mhc_cd8	3	3	1.0876457688273886	0.36254858960912956
decile	GSE123902	LX661	natmi_spec	barrier	4	4	1.3782244439212512	0.3445561109803128
decile	GSE123902	LX661	natmi_spec	ifn_recruit	5	2	1.2854941548778622	0.25709883097557246
decile	GSE123902	LX661	natmi_spec	mhc_cd8	3	3	0.3502814089767745	0.11676046965892484
decile	GSE123902	LX661	sca_lrscore	barrier	4	4	0.6476546345082083	0.16191365862705207
decile	GSE123902	LX661	sca_lrscore	ifn_recruit	5	2	0.35005672422944023	0.07001134484588804
decile	GSE123902	LX661	sca_lrscore	mhc_cd8	3	3	0.16858017321493102	0.05619339107164367
decile	GSE123902	LX661	liana_logfc	barrier	4	4	1.4468751336300063	0.3617187834075016
decile	GSE123902	LX661	liana_logfc	ifn_recruit	5	2	0.8129857418008266	0.1625971483601653
decile	GSE123902	LX661	liana_logfc	mhc_cd8	3	3	4.241805816774256	1.4139352722580851
decile	GSE123902	LX661	cp10k_log2fc	barrier	4	4	0.7564007026434736	0.1891001756608684
decile	GSE123902	LX661	cp10k_log2fc	ifn_recruit	5	2	0.7978044773551374	0.15956089547102748
decile	GSE123902	LX661	cp10k_log2fc	mhc_cd8	3	3	2.016125961264863	0.6720419870882877
decile	GSE123902	LX661	cp10k_log2fc_trim	barrier	4	4	2.251239503590698	0.5628098758976745
decile	GSE123902	LX661	cp10k_log2fc_trim	ifn_recruit	5	2	1.0116623924161852	0.20233247848323704
decile	GSE123902	LX661	cp10k_log2fc_trim	mhc_cd8	3	3	2.1979418713678545	0.7326472904559514
decile	GSE123902	LX661	cp10k_delta	barrier	4	4	0.5654035630804205	0.14135089077010513
decile	GSE123902	LX661	cp10k_delta	ifn_recruit	5	2	0.9335897579679536	0.18671795159359073
decile	GSE123902	LX661	cp10k_delta	mhc_cd8	3	3	18.53324541649478	6.177748472164926
decile	GSE123902	LX661	cp10k_delta_trim	barrier	4	4	2.3106071945966224	0.5776517986491556
decile	GSE123902	LX661	cp10k_delta_trim	ifn_recruit	5	2	0.9678928168425295	0.1935785633685059
decile	GSE123902	LX661	cp10k_delta_trim	mhc_cd8	3	3	18.84163862952115	6.2805462098403835
decile	GSE123902	LX661	expr_prop_pp	barrier	4	4	127.27272727272728	31.81818181818182
decile	GSE123902	LX661	expr_prop_pp	ifn_recruit	5	2	72.72727272727272	14.545454545454543
decile	GSE123902	LX661	expr_prop_pp	mhc_cd8	3	3	100.0	33.333333333333336
decile	GSE123902	LX661	conn_z	barrier	4	4	4.880080501008878	1.2200201252522196
decile	GSE123902	LX661	conn_z	ifn_recruit	5	2	4.1435264091657595	0.828705281833152
decile	GSE123902	LX661	conn_z	mhc_cd8	3	3	3.7350093792886794	1.2450031264295598
q4q1	GSE123902	LX666	cellchat_hill	barrier	4	2	0.02671491231020581	0.006678728077551452
q4q1	GSE123902	LX666	cellchat_hill	ifn_recruit	5	1	0.005304953634424391	0.0010609907268848782
q4q1	GSE123902	LX666	cellchat_hill	mhc_cd8	3	3	0.0028996489662497793	0.0009665496554165931
q4q1	GSE123902	LX666	cellchat_hill_pop	barrier	4	2	0.0028625860985901936	0.0007156465246475484
q4q1	GSE123902	LX666	cellchat_hill_pop	ifn_recruit	5	1	0.0005684423123398153	0.00011368846246796307
q4q1	GSE123902	LX666	cellchat_hill_pop	mhc_cd8	3	3	0.0003107064221358896	0.00010356880737862988
q4q1	GSE123902	LX666	cellchat_prod	barrier	4	2	0.04278131940694968	0.01069532985173742
q4q1	GSE123902	LX666	cellchat_prod	ifn_recruit	5	1	0.003233647789128414	0.0006467295578256829
q4q1	GSE123902	LX666	cellchat_prod	mhc_cd8	3	3	0.012448449250029525	0.004149483083343175
q4q1	GSE123902	LX666	cpdb_means	barrier	4	2	0.05828466790965933	0.014571166977414833
q4q1	GSE123902	LX666	cpdb_means	ifn_recruit	5	1	0.017513338936530565	0.0035026677873061128
q4q1	GSE123902	LX666	cpdb_means	mhc_cd8	3	3	0.14592868371076362	0.04864289457025454
q4q1	GSE123902	LX666	conn_prod	barrier	4	2	0.055386316673376235	0.013846579168344059
q4q1	GSE123902	LX666	conn_prod	ifn_recruit	5	1	0.008827112130451894	0.0017654224260903787
q4q1	GSE123902	LX666	conn_prod	mhc_cd8	3	3	0.16098481380609408	0.053661604602031364
q4q1	GSE123902	LX666	natmi_spec	barrier	4	2	0.14848008915798216	0.03712002228949554
q4q1	GSE123902	LX666	natmi_spec	ifn_recruit	5	1	0.17518839368848216	0.035037678737696434
q4q1	GSE123902	LX666	natmi_spec	mhc_cd8	3	3	0.03002042968534313	0.010006809895114377
q4q1	GSE123902	LX666	sca_lrscore	barrier	4	2	0.049216410930683144	0.012304102732670786
q4q1	GSE123902	LX666	sca_lrscore	ifn_recruit	5	1	0.03641481602143834	0.007282963204287668
q4q1	GSE123902	LX666	sca_lrscore	mhc_cd8	3	3	0.009610718992486667	0.0032035729974955554
q4q1	GSE123902	LX666	liana_logfc	barrier	4	2	0.1681740027062512	0.0420435006765628
q4q1	GSE123902	LX666	liana_logfc	ifn_recruit	5	1	0.05053281446628054	0.010106562893256107
q4q1	GSE123902	LX666	liana_logfc	mhc_cd8	3	3	0.4210611766259448	0.14035372554198158
q4q1	GSE123902	LX666	cp10k_log2fc	barrier	4	2	0.17317472906260611	0.04329368226565153
q4q1	GSE123902	LX666	cp10k_log2fc	ifn_recruit	5	1	0.03856820030021211	0.0077136400600424215
q4q1	GSE123902	LX666	cp10k_log2fc	mhc_cd8	3	3	0.19268003911060283	0.06422667970353428
q4q1	GSE123902	LX666	cp10k_log2fc_trim	barrier	4	2	0.20297362314486267	0.05074340578621567
q4q1	GSE123902	LX666	cp10k_log2fc_trim	ifn_recruit	5	1	0.07165595421261159	0.014331190842522318
q4q1	GSE123902	LX666	cp10k_log2fc_trim	mhc_cd8	3	3	0.27315714122969703	0.091052380409899
q4q1	GSE123902	LX666	cp10k_delta	barrier	4	2	0.17452978144415787	0.04363244536103947
