method	split	family	n	mean_sum	median_sum	mean_per_ligand	frac_pos	p_wilcox	p_signflip	n_GSE123902	mean_GSE123902	n_GSE131907	mean_GSE131907	n_GSE205335	mean_GSE205335	n_GSE189357	mean_GSE189357	n_cohorts_pos	meta_mean	i2	p_meta	ifn_sum	ifn_mean	ifn_cohorts_pos	separates	cohorts_ok	sig	positive	trim_ok	lig4	lig3
cp10k_log2fc	q4q1	barrier	63	1.1478478196131083	1.0046142328087384	0.2869619549032771	0.9047619047619048	1.1776641449331383e-10	9.999000099990002e-05	13	0.7597443809751936	20	0.8411537781799956	21	1.447901920009441	9	1.689857755461127	4	1.124583340604082	68.43141200362811	4.88066863844858e-08	-0.005083523396591748	-0.0010167046793183483	3	True	True	True	True	True	False	False
natmi_spec	decile	barrier	59	1.0305372496662217	0.9837016703691768	0.25763431241655543	0.9491525423728814	9.213862240183854e-11	9.999000099990002e-05	11	0.8724039565349945	18	0.9074813186222122	21	1.2181166658493183	9	1.0322378322651817	4	1.0276902607469125	2.1085851955280797	1.1077757101705094e-35	0.19550763655648148	0.0391015273112963	4	True	True	True	True	True	False	True
natmi_spec	q4q1	barrier	63	0.9080095838842253	0.8940599888790465	0.22700239597105631	0.9523809523809523	1.5470912076747997e-11	9.999000099990002e-05	13	0.7126722711065666	20	0.7783689417543607	21	1.1096778656569912	9	1.0076944718263108	4	0.897743727595891	32.15315957552537	1.4180277224947003e-22	0.17846231884601169	0.035692463769202334	4	True	True	True	True	True	True	True
cpdb_means	decile	barrier	59	0.5046986792650453	0.44941481790031484	0.12617466981626133	0.9491525423728814	7.075725805273177e-11	9.999000099990002e-05	11	0.35517038518867033	18	0.4453853506955643	21	0.6152744817402594	9	0.5480719344996324	4	0.4810426263759766	48.74718776300687	7.569916244714268e-15	0.043735690771340194	0.008747138154268039	3	True	True	True	True	True	True	True
conn_prod	decile	barrier	59	0.49208253156600096	0.35981888368449605	0.12302063289150024	0.9322033898305084	9.213862240183854e-11	9.999000099990002e-05	11	0.3162693015328623	18	0.39262342106619735	21	0.6994489734270194	9	0.42202855826373487	4	0.42550272107018594	54.17167548506564	4.010691836570947e-09	0.02733991600288779	0.005467983200577557	3	True	True	True	True	True	True	True
cpdb_means	q4q1	barrier	63	0.42738785166302073	0.3800116594383734	0.10684696291575518	0.9365079365079365	3.425108994448457e-11	9.999000099990002e-05	13	0.29242304066177244	20	0.3371281506231355	21	0.5613936347336751	9	0.5102339760330417	4	0.4130471451584713	64.1498704255084	1.0125905827529696e-10	0.04188090246821051	0.008376180493642103	4	True	True	True	True	True	True	True
cellchat_prod	decile	barrier	59	0.422709697623985	0.32789762452798765	0.10567742440599626	0.9491525423728814	7.86538191129203e-11	9.999000099990002e-05	11	0.3231536880158407	18	0.3240472483070327	21	0.5897620670916621	9	0.3519253014654862	4	0.37766749126292487	43.117380483822146	4.914578648179265e-12	0.029068348077440048	0.005813669615488009	4	True	True	True	True	True	True	True
conn_prod	q4q1	barrier	63	0.4077155203151448	0.289404468672527	0.1019288800787862	0.9206349206349206	9.828325029824855e-11	9.999000099990002e-05	13	0.20712399656277736	20	0.31060724162534015	21	0.6319292957003406	9	0.3900895313693399	4	0.3534003611073627	68.99838620777845	7.192248567234436e-07	0.027032865832950392	0.005406573166590079	4	True	True	True	True	True	True	True
cellchat_prod	q4q1	barrier	63	0.37383213351703837	0.2987417792807929	0.09345803337925959	0.9365079365079365	3.425108994448457e-11	9.999000099990002e-05	13	0.21455118727311212	20	0.2777425253661369	21	0.5737531010234383	9	0.35095481646755755	4	0.3302077349517962	68.44482377410996	1.1433824466521185e-07	0.02708901373844852	0.005417802747689704	4	True	True	True	True	True	True	True
sca_lrscore	decile	barrier	59	0.36207965953534693	0.33805646193410405	0.09051991488383673	0.9491525423728814	9.213862240183854e-11	9.999000099990002e-05	11	0.31636439788215626	18	0.2596609352801676	21	0.4611109981263906	9	0.39171819335383634	4	0.3530133577858955	57.618349746303196	2.1395468386261835e-13	0.04315625430038565	0.008631250860077131	4	True	True	True	True	True	False	True
sca_lrscore	q4q1	barrier	63	0.31523902872943166	0.27693543050562863	0.07880975718235791	0.9365079365079365	2.4731394344291504e-11	9.999000099990002e-05	13	0.2408046211360343	20	0.24296646615722256	21	0.399934206247009	9	0.3857390089837899	4	0.31379828914866875	57.778576154668116	1.0109724454218274e-12	0.039810190473643994	0.0079620380947288	4	True	True	True	True	True	False	True
cellchat_hill	decile	barrier	59	0.2973113433730184	0.2598817861890098	0.0743278358432546	0.9491525423728814	8.291898126584204e-11	9.999000099990002e-05	11	0.23404381888552397	18	0.22124322518219805	21	0.4062633477231424	9	0.2725532106446414	4	0.27105146290526677	46.16027491660545	9.926019472704465e-13	0.02176611857090799	0.004353223714181598	4	True	True	True	True	True	True	True
cellchat_hill	q4q1	barrier	63	0.2652613040165777	0.22567209395147633	0.06631532600414443	0.9365079365079365	1.5470912076747997e-11	9.999000099990002e-05	13	0.1641504009564365	20	0.193127950444159	21	0.3944522254660828	9	0.27016124410442327	4	0.2392345272606069	68.35347800589479	1.8842642900741917e-08	0.02212080547564632	0.004424161095129263	4	True	True	True	True	True	True	True
cellchat_hill_pop	q4q1	barrier	63	0.019446411995714563	0.010690637014487836	0.004861602998928641	0.9365079365079365	1.6998949836524523e-11	9.999000099990002e-05	13	0.010117238782012046	20	0.013415168196402752	21	0.03495123653050915	9	0.010146724499457084	4	0.013771249836729334	68.15454468704333	6.103381855272838e-06	0.0014859097089986147	0.0002971819417997229	4	True	True	True	True	True	True	True
cellchat_hill_pop	decile	barrier	59	0.015850767983063695	0.006364987566478848	0.003962691995765924	0.9491525423728814	6.710522165256139e-11	9.999000099990002e-05	11	0.011609717875660258	18	0.012402044828838648	21	0.02575054529334012	9	0.0048322395876952175	4	0.012033250217135727	80.98890153596652	0.0010360667366984492	0.0010332210733824082	0.00020664421467648164	4	True	True	True	True	True	True	True
