method	split	family	n	mean_sum	median_sum	mean_per_ligand	frac_pos	p_wilcox	p_signflip	n_GSE123902	mean_GSE123902	n_GSE131907	mean_GSE131907	n_GSE205335	mean_GSE205335	n_GSE189357	mean_GSE189357	n_cohorts_pos	meta_mean	i2	p_meta	ifn_sum	ifn_mean	ifn_cohorts_pos	separates	cohorts_ok	sig	positive	trim_ok	lig4	lig3
expr_prop_pp	decile	barrier	59	104.54474584396993	100.0	26.136186460992484	0.9491525423728814	5.4216027176280275e-11	9.999000099990002e-05	11	87.7241018863331	18	99.63155747189698	21	121.53551168231846	9	95.28456713574764	4	102.48128027597825	0.0	8.006258908641892e-29	17.370243994895144	3.474048798979029	4	True	True	True	True	True	True	True
expr_prop_pp	q4q1	barrier	63	100.76781921680033	102.85714285714285	25.191954804200083	0.9523809523809523	7.23422735081563e-12	9.999000099990002e-05	13	75.58868519814258	20	87.92785248483213	21	128.7018487083689	9	100.49153672335308	4	96.7065701160959	45.28667885243953	4.1366415653470366e-19	17.284337347429215	3.4568674694858426	4	True	True	True	True	True	True	True
conn_z	decile	barrier	59	3.679378557089052	3.689187668445178	0.919844639272263	0.9322033898305084	3.9282745831103867e-10	9.999000099990002e-05	11	3.6656691121462317	18	3.377640518239747	21	3.805114412158216	9	4.006226961223059	4	3.7106563625811337	0.0	5.892067756136129e-34	0.8085659147602231	0.16171318295204462	4	True	True	True	True	True	False	True
conn_z	q4q1	barrier	63	3.463667851865563	3.4639009510811447	0.8659169629663908	0.9523809523809523	2.1495042514877258e-11	9.999000099990002e-05	13	3.0769358572983574	20	3.2744243611050536	21	3.5436812066799415	9	4.2561239955857735	4	3.469676321164319	0.0	1.5317386601554395e-36	0.8563431564012239	0.1712686312802448	4	True	True	True	True	True	False	True
cp10k_delta_trim	decile	barrier	59	2.1611479520475334	1.845296016072548	0.5402869880118834	0.9322033898305084	9.213862240183854e-11	9.999000099990002e-05	11	1.3890816964783463	18	1.9599116687781466	21	2.6477134880327564	9	2.3719374692053465	4	2.007455220979057	55.1878733348353	1.1791913939461873e-10	0.09517235389636393	0.01903447077927279	3	True	True	True	True	True	True	True
cp10k_delta	decile	barrier	59	2.146771173857598	1.8388178551882473	0.5366927934643995	0.9152542372881356	9.711701633410262e-11	9.999000099990002e-05	11	1.1762834490294884	18	1.7438294061088746	21	2.7718842231423517	9	2.680209258036087	4	1.9953882454469154	74.91728107220472	1.4860413433365366e-06	-0.4144261953056726	-0.08288523906113453	3	True	True	True	True	True	False	False
cp10k_log2fc_trim	decile	barrier	59	1.8638552020430776	1.6922716611334034	0.4659638005107694	0.9491525423728814	7.86538191129203e-11	9.999000099990002e-05	11	1.3709850303094298	18	1.6064347214248151	21	2.2207249837167393	9	2.148396882604406	4	1.7829976630902595	40.428850764938744	6.622840954636359e-17	0.1377429397668576	0.027548587953371523	3	True	True	True	True	True	True	True
cp10k_delta_trim	q4q1	barrier	63	1.7460578079731575	1.2815624709276712	0.43651445199328937	0.9365079365079365	3.7575282043085665e-11	9.999000099990002e-05	13	1.1318836739663474	20	1.4011164630546598	21	2.34600050490614	9	1.99986825295825	4	1.6533695374785964	61.11105386170264	1.948825189021161e-09	0.15979379703152782	0.03195875940630557	4	True	True	True	True	True	True	True
cp10k_delta	q4q1	barrier	63	1.5921454698886794	1.3731810863269507	0.39803636747216986	0.9047619047619048	1.8449378641676554e-10	9.999000099990002e-05	13	1.0198616332948558	20	1.1382009148680972	21	2.1156414991730386	9	2.2060526211286593	4	1.5349315717810914	64.02095894856502	2.3880920404038725e-07	-0.1385326538164048	-0.027706530763280966	3	True	True	True	True	True	False	False
cp10k_log2fc_trim	q4q1	barrier	63	1.5695036118117907	1.3198458787171936	0.39237590295294766	0.9365079365079365	2.3602886736017186e-11	9.999000099990002e-05	13	1.1044726793745494	20	1.2158491652516008	21	2.0302526207244633	9	1.9520327080031	4	1.5238868716471872	63.83544823789078	9.569070698826217e-11	0.16042246771685367	0.03208449354337073	4	True	True	True	True	True	True	True
cp10k_log2fc	decile	barrier	59	1.5099530094463114	1.132513344835573	0.37748825236157785	0.9322033898305084	7.86538191129203e-11	9.999000099990002e-05	11	0.9860952525589263	18	1.1994456465732448	21	1.877110917175703	9	1.9145365422417788	4	1.4395119618231036	66.22992810218663	1.1824020558938906e-09	-0.0605210306597309	-0.012104206131946182	3	True	True	True	True	True	False	False
liana_logfc	decile	barrier	59	1.4562525634377808	1.2967370581736015	0.3640631408594452	0.9491525423728814	7.075725805273177e-11	9.999000099990002e-05	11	1.0248051067646353	18	1.2851104734661645	21	1.7753068871843987	9	1.5814013239060811	4	1.3879956230576476	48.74718776300686	7.569916244714268e-15	0.1261945283713314	0.025238905674266284	3	True	True	True	True	True	True	True
liana_logfc	q4q1	barrier	63	1.2331806682608553	1.0964818731034536	0.3082951670652138	0.9365079365079365	3.425108994448457e-11	9.999000099990002e-05	13	0.8437545412088218	20	0.9727462220961302	21	1.6198396256338061	9	1.472224053831855	4	1.191802135946941	64.14987042550835	1.0125905827529434e-10	0.12084274059768331	0.024168548119536663	4	True	True	True	True	True	True	True
