cohort	patient	split	family	ligand	receptor	axis	detected	n_high	n_low	n_tnk	lig_prop_high	lig_prop_low	rec_prop	d_cellchat_hill	d_cellchat_hill_pop	d_cellchat_prod	d_cpdb_means	d_conn_prod	d_natmi_spec	d_sca_lrscore	d_liana_logfc	d_cp10k_log2fc	d_cp10k_log2fc_trim	d_cp10k_delta	d_cp10k_delta_trim	d_expr_prop_pp	d_conn_z
GSE131907	BRONCHO_11	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	20	20	809	0.8	0.25	0.10259579728059333	0.03233075179380945	0.0007257364571134568	0.06737295403219105	0.3179660621284821	0.19630591143129839	0.3861714902022968	0.11808913005095634	0.9174561220075064	0.5150281750505785	1.210068921621866	1.044286386317829	1.8419904802673366	55.00000000000001	1.4573165823317449
GSE131907	BRONCHO_11	decile	barrier	F11R	F11R	F11R-F11R	False	20	20	809	0.8	0.25	0.027194066749072928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	20	20	809	0.6	0.05	0.23362175525339926	0.14594572462311262	0.003276080116983692	0.16282182117016192	0.21003027239133765	0.18087667251737843	0.7999682964317898	0.25642627119843575	0.606019264831082	0.7723151589014363	0.6283111211874122	0.7467971154267807	0.5457544095811827	54.99999999999999	1.9234683440848341
GSE131907	BRONCHO_11	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	True	20	20	809	0.6	0.05	0.26328800988875156	0.15469237361809504	0.0034724183306360256	0.1752943994200166	0.2100302723913377	0.17301412067042746	0.8399183474666886	0.2542405558636743	0.606019264831082	0.7723151589014363	0.6283111211874122	0.7467971154267807	0.5457544095811827	54.99999999999999	1.9253596240192077
GSE131907	BRONCHO_11	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	True	20	20	809	0.7	0.15	0.10012360939431397	0.00349337978386269	7.841676815500857e-05	0.0049341831201804316	0.3597343266667489	0.1089411192415678	0.5681650076748356	0.1959114704879942	1.037973858239298	1.1907369871623754	1.336032143369673	1.5236121111882455	1.5767626993595476	54.99999999999999	1.7623844326120568
GSE131907	BRONCHO_11	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	True	20	20	809	0.7	0.15	0.11866501854140915	0.030935164347548803	0.0006944093572890987	0.04397363826095393	0.35973432666674887	0.14873314782870822	0.7477270975765624	0.2083837012787039	1.037973858239298	1.1907369871623754	1.336032143369673	1.5236121111882455	1.5767626993595476	54.99999999999999	1.8531591768729903
GSE131907	BRONCHO_11	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	False	20	20	809	0.5	0.35	0.02843016069221261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	barrier	LGALS9	CD44	LGALS9-CD44	True	20	20	809	0.5	0.35	0.6637824474660075	0.0449766351123112	0.0010096017570968901	0.06585116328156887	0.010486853842840205	0.026301695388539326	0.013318399461909936	0.006253962367787191	0.030258664067186105	-0.13295827131814106	0.07975712669608095	-0.16886454425816178	0.08146642258533554	15.000000000000002	0.12291974099789571
GSE131907	BRONCHO_11	decile	barrier	LGALS9	PTPRC	LGALS9-CD45	True	20	20	809	0.5	0.35	0.757725587144623	0.0473302535430809	0.0010624340176096448	0.06707352869881328	0.010486853842840316	0.03084832364068535	0.021090131875230178	0.006186443968863475	0.030258664067186105	-0.13295827131814106	0.07975712669608095	-0.16886454425816178	0.08146642258533554	15.000000000000002	0.13650420897845195
GSE131907	BRONCHO_11	decile	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	20	20	809	0.0	0.0	0.19406674907292953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	20	20	809	0.05	0.05	0.19406674907292953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	20	20	809	0.05	0.0	0.19406674907292953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	20	20	809	0.1	0.0	0.042027194066749075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	20	20	809	0.1	0.0	0.011124845488257108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	False	20	20	809	0.7	0.05	0.05686032138442522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_11	decile	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	20	20	809	0.95	0.5	0.19530284301606923	0.046666453618556064	0.001047533534981551	0.19935309554520475	0.5553301806990515	0.44696261914532	0.1743323612922719	0.08862625988218764	1.6023441955009872	1.0254499837601536	1.3126470352681145	5.570870299099923	6.103951210751481	44.99999999999999	1.193991002142494
GSE131907	BRONCHO_11	decile	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	20	20	809	0.9	0.5	0.19530284301606923	0.034312493412678724	0.0007702211059878407	0.15669158071563466	0.46380464070694716	0.37329744391197517	0.1367219376210247	0.07019822301743661	1.3382573101784003	1.0296831990226516	1.038158692277435	6.561325596020658	5.746838282862887	40.0	0.9234864713980411
GSE131907	BRONCHO_11	decile	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	20	20	809	0.9	0.35	0.19530284301606923	0.07407757031047318	0.0016628377147415944	0.24416815726014895	0.5564665718004101	0.4478772540070475	0.2032369540359535	0.12030491852879166	1.6056231271138683	1.256378504433915	1.4602498441291114	4.581396084461227	4.6125953151171935	55.00000000000001	1.1006805025647954
GSE131907	BRONCHO_58	q4q1	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	115	115	1546	0.6434782608695652	0.1391304347826087	0.11384217335058215	0.08541212913987543	0.004814386527504634	0.08800842496510185	0.1447208471065568	0.1371025556889333	0.5073930839036568	0.13319533387842156	0.4175760968677589	0.4023800407518174	0.544133487687026	0.39597983334783937	0.4677861809714197	50.43478260869565	1.6581189379704546
GSE131907	BRONCHO_58	q4q1	barrier	F11R	F11R	F11R-F11R	False	115	115	1546	0.6434782608695652	0.1391304347826087	0.008408796895213453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	q4q1	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	115	115	1546	0.808695652173913	0.25217391304347825	0.42238033635187583	0.2099366333053124	0.011833402459264003	0.3268285568640189	0.2213181528566548	0.39045824936106377	0.3941544157044544	0.1128236612430144	0.6385892031700026	0.503985434112097	0.8032730706787399	0.7251613676183631	0.9249207661818948	55.65217391304348	1.4033257511372534
GSE131907	BRONCHO_58	q4q1	barrier	NECTIN2	CD96	NECTIN2-CD96	True	115	115	1546	0.808695652173913	0.25217391304347825	0.258732212160414	0.1311710280635895	0.007393657512905297	0.21233228235825297	0.22131815285665468	0.19719073345304233	0.40205558593408697	0.10680273118838329	0.6385892031700026	0.503985434112097	0.8032730706787399	0.7251613676183631	0.9249207661818948	55.65217391304348	1.4023336260969903
GSE131907	BRONCHO_58	q4q1	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	True	115	115	1546	0.6956521739130435	0.2	0.17399741267787838	0.08821205513521005	0.004972208679061978	0.11536767552049626	0.21111270056268333	0.12709189059104564	0.3894732650870141	0.12627387001812435	0.6091424923409199	0.6236581226660788	0.8055334106248793	0.7285066902627324	0.8156833573114928	49.565217391304344	1.6061562731530648
GSE131907	BRONCHO_58	q4q1	barrier	CDH1	KLRG1	CDH1-KLRG1	True	115	115	1546	0.6956521739130435	0.2	0.1261319534282018	0.034856809705711395	0.0019647578947967486	0.04340425085882998	0.21111270056268333	0.10280017499447167	0.5293484016625829	0.12068298045143663	0.6091424923409199	0.6236581226660788	0.8055334106248793	0.7285066902627324	0.8156833573114928	49.565217391304344	1.607248386652909
GSE131907	BRONCHO_58	q4q1	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	115	115	1546	0.3217391304347826	0.0782608695652174	0.1073738680465718	0.0032500341658461794	0.0001831931935141832	0.001984338468841181	0.04744130259377502	0.018010955984979718	0.27000611999973645	0.06179744623275493	0.13688666397070393	0.08181205061385273	0.16737887498105736	0.06669709272075766	0.12301630554170291	24.34782608695652	2.2998747516065743
GSE131907	BRONCHO_58	q4q1	barrier	LGALS9	CD44	LGALS9-CD44	True	115	115	1546	0.3217391304347826	0.0782608695652174	0.5879689521345407	0.11440955373035853	0.006448871133925452	0.18003873788156843	0.0474413025937751	0.10926988870846757	0.09164526096746989	0.10152415707869761	0.13688666397070393	0.08181205061385273	0.16737887498105736	0.06669709272075766	0.12301630554170291	24.34782608695652	-0.4626596483720379
GSE131907	BRONCHO_58	q4q1	barrier	LGALS9	PTPRC	LGALS9-CD45	True	115	115	1546	0.3217391304347826	0.0782608695652174	0.7108667529107374	0.12401707648388859	0.006990413987066846	0.22596343794092213	0.0474413025937751	0.1380041563629311	0.27640815898224735	0.10587860512866726	0.13688666397070393	0.08181205061385273	0.16737887498105736	0.06669709272075766	0.12301630554170291	24.34782608695652	2.3003081701530217
GSE131907	BRONCHO_58	q4q1	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	115	115	1546	0.06956521739130435	0.008695652173913044	0.32664941785252266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	115	115	1546	0.05217391304347826	0.008695652173913044	0.32664941785252266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	115	115	1546	0.034782608695652174	0.0	0.32664941785252266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	115	115	1546	0.2956521739130435	0.08695652173913043	0.08473479948253558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	115	115	1546	0.2956521739130435	0.08695652173913043	0.012289780077619664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	115	115	1546	0.3130434782608696	0.0782608695652174	0.18175937904269082	0.033626041476285	0.001895383743351262	0.025083885173629968	0.030803964934114553	0.02100275520122085	0.24352935987076418	0.04691287790265608	0.08888145490032918	0.0027873235186725628	0.13261967661640173	0.002330127616954586	0.0962825483969151	23.478260869565222	1.3266060814843152
GSE131907	BRONCHO_58	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	115	115	1546	0.9826086956521739	0.808695652173913	0.3182406209573092	0.01366616171431484	0.0007703143043343262	0.039219383780185524	0.2817605493471518	0.39369425678165415	0.057357381736855784	0.023374151151789757	0.8129890945225725	0.0016228133313752075	0.27608207083390823	0.030435276820611534	4.223349650292796	17.391304347826086	1.0220663594775545
GSE131907	BRONCHO_58	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	115	115	1546	0.9739130434782609	0.782608695652174	0.3182406209573092	0.015029864169277651	0.0008471814986404924	0.04300289215418196	0.28801815914373585	0.40243779821711745	0.060306076305802925	0.024326853089494338	0.8310447397652726	-0.03700531664159241	0.26021042711610837	-0.6780102284881018	3.960227771862886	19.130434782608695	1.1608062007729558
GSE131907	BRONCHO_58	q4q1	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	115	115	1546	0.9652173913043478	0.782608695652174	0.3182406209573092	0.013782449337801317	0.0007768690357696263	0.03873588832366437	0.22645185898994202	0.31641333937074956	0.04959819245300215	0.021018258583844762	0.6534019479297524	-0.10958047706082615	0.15012810514014055	-1.57141100939457	1.7838094404595495	18.260869565217387	0.7658225796089252
GSE131907	BRONCHO_58	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	46	46	1546	0.5869565217391305	0.06521739130434782	0.11384217335058215	0.09442977135016735	0.002502928621125297	0.09526624911030589	0.16362973397652436	0.15501605444835287	0.6275974893703482	0.15480749826445245	0.4721356114998239	0.4075168250215326	0.6115621196724841	0.4140369072004458	0.527912705170383	52.17391304347827	1.7627246271278822
GSE131907	BRONCHO_58	decile	barrier	F11R	F11R	F11R-F11R	False	46	46	1546	0.5869565217391305	0.06521739130434782	0.008408796895213453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	46	46	1546	0.782608695652174	0.15217391304347827	0.42238033635187583	0.27096326950198213	0.007182075237641633	0.41525593024187274	0.26833429183522906	0.4734059835633314	0.45822501627032775	0.13847642069135652	0.7742491042622737	0.5440217805185142	1.0255377947611826	0.8194303351981556	1.2157166109488318	63.04347826086957	1.5556811464866152
GSE131907	BRONCHO_58	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	True	46	46	1546	0.782608695652174	0.15217391304347827	0.258732212160414	0.16930123184530965	0.00448745022590425	0.2632108429967883	0.26833429183522906	0.2390813186113238	0.48169315679669333	0.1303962905316804	0.7742491042622737	0.5440217805185142	1.0255377947611826	0.8194303351981556	1.2157166109488318	63.04347826086957	1.5566808355484105
GSE131907	BRONCHO_58	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	True	46	46	1546	0.6086956521739131	0.10869565217391304	0.17399741267787838	0.10375314669775747	0.0027500513523288175	0.11918742058983171	0.21918803210279492	0.1319533183964161	0.5491938534755497	0.15075792036709587	0.6324429738738263	0.6399564967325481	0.8485837491841682	0.7256400524671358	0.8123096647225281	50.0	1.7282088812303704
GSE131907	BRONCHO_58	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	True	46	46	1546	0.6086956521739131	0.10869565217391304	0.1261319534282018	0.04099783964072905	0.0010866770592990974	0.04402047765686487	0.21918803210279492	0.10673241352512018	0.6334852856696725	0.14335688392501236	0.6324429738738263	0.6399564967325481	0.8485837491841682	0.7256400524671358	0.8123096647225281	50.0	1.7493711817666546
GSE131907	BRONCHO_58	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	46	46	1546	0.32608695652173914	0.021739130434782608	0.1073738680465718	0.0035106252728647324	9.30516334823612e-05	0.0021778935430247334	0.06470547223684768	0.02456524902834579	0.43764777853975423	0.09878823764268065	0.1867005278289573	0.20106608649866953	0.18232489657977177	0.15721684371778694	0.13471099438322204	30.434782608695656	2.263991415155813
GSE131907	BRONCHO_58	decile	barrier	LGALS9	CD44	LGALS9-CD44	True	46	46	1546	0.32608695652173914	0.021739130434782608	0.5879689521345407	0.12358303029666728	0.0032756565984671856	0.19422010419545774	0.06470547223684775	0.14903384526960511	0.14724507859373587	0.17076572568656911	0.1867005278289573	0.20106608649866953	0.18232489657977177	0.15721684371778694	0.13471099438322204	30.434782608695656	0.06637888876325085
GSE131907	BRONCHO_58	decile	barrier	LGALS9	PTPRC	LGALS9-CD45	True	46	46	1546	0.32608695652173914	0.021739130434782608	0.7108667529107374	0.13396089417964097	0.003550729302418949	0.24269154002411514	0.06470547223684775	0.18822468228945544	0.4076930947018983	0.1796875994373975	0.1867005278289573	0.20106608649866953	0.18232489657977177	0.15721684371778694	0.13471099438322204	30.434782608695656	2.261398502843032
GSE131907	BRONCHO_58	decile	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	46	46	1546	0.043478260869565216	0.0	0.32664941785252266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	decile	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	46	46	1546	0.021739130434782608	0.021739130434782608	0.32664941785252266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	decile	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	46	46	1546	0.021739130434782608	0.0	0.32664941785252266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	decile	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	46	46	1546	0.2608695652173913	0.06521739130434782	0.08473479948253558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	decile	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	46	46	1546	0.2608695652173913	0.06521739130434782	0.012289780077619664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	BRONCHO_58	decile	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	46	46	1546	0.1956521739130435	0.043478260869565216	0.18175937904269082	0.017939524324451478	0.00047549992167765097	0.012596846261284432	0.027390527066086745	0.018675405456144066	0.2480933544380987	0.045889756776575225	0.07903235513115649	0.015183995411032492	0.06731006581979394	0.012853582257238039	0.04776128906755295	15.217391304347828	1.4194714816625962
GSE131907	BRONCHO_58	decile	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	46	46	1546	0.9782608695652174	0.8043478260869565	0.3182406209573092	0.014500942862263999	0.0003843578609194504	0.041965322563578544	0.3133815315785562	0.4378771600558826	0.06234486699614755	0.02493278359768325	0.9042279630291422	0.017827360475754332	0.19674919259240112	0.40005051262818014	3.681934784064154	17.391304347826086	1.219868918690051
GSE131907	BRONCHO_58	decile	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	46	46	1546	0.9565217391304348	0.782608695652174	0.3182406209573092	0.0141704159384623	0.00037559700842762327	0.040866120710765674	0.2692457748697257	0.3762077958555372	0.055348507811974756	0.021981585020991457	0.7768790883697198	-0.14608930971741338	0.08770528676899343	-3.224705027753348	1.623302835419011	17.391304347826086	1.2008394546930203
GSE131907	BRONCHO_58	decile	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	46	46	1546	0.9565217391304348	0.8478260869565217	0.3182406209573092	0.011965725561369156	0.0003171601132975557	0.03444592305566363	0.24482048266112888	0.34207918102631774	0.05058426763782653	0.020334387758069616	0.7064025924865062	0.09933187562759672	0.29009204645776226	1.768386175942652	4.489649852190034	10.869565217391308	1.0319258933599684
GSE131907	EBUS_06	q4q1	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	296	296	611	0.6351351351351351	0.10135135135135136	0.1260229132569558	0.15754897472883084	0.01968870935266256	0.19518256939868506	0.24136059698153356	0.2410732764263984	0.5775988906978581	0.17508567954223275	0.6964194726625164	0.6129565801423584	0.9845030406652038	0.7679001941285092	0.9810751097901566	53.37837837837838	1.7430344587244406
GSE131907	EBUS_06	q4q1	barrier	F11R	F11R	F11R-F11R	False	296	296	611	0.6351351351351351	0.10135135135135136	0.014729950900163666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	296	296	611	0.7668918918918919	0.22635135135135134	0.15548281505728315	0.07285768689194588	0.009104939107295332	0.1399927038293492	0.3327330279864371	0.20323801065388059	0.47011445800822776	0.1334781540836662	0.9600645788320031	0.8233822225564883	1.2051287997481042	1.4977202460603198	1.7350318041362067	54.054054054054056	1.5498219164030937
GSE131907	EBUS_06	q4q1	barrier	NECTIN2	CD96	NECTIN2-CD96	True	296	296	611	0.7668918918918919	0.22635135135135134	0.16039279869067102	0.0725323212150841	0.009064278542819491	0.13939241088762153	0.33273302798643717	0.18976276022465483	0.46206869786955573	0.13291053167780215	0.9600645788320031	0.8233822225564883	1.2051287997481042	1.4977202460603198	1.7350318041362067	54.054054054054056	1.5500558135403786
GSE131907	EBUS_06	q4q1	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	296	296	611	0.722972972972973	0.23648648648648649	0.09656301145662848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	barrier	CDH1	KLRG1	CDH1-KLRG1	True	296	296	611	0.722972972972973	0.23648648648648649	0.18003273322422259	0.08937238025067343	0.01116876083731914	0.17284217972624788	0.31343667912897566	0.21028285059523838	0.442062275785873	0.12393234083654925	0.9043870852241569	0.7258546234250892	1.1614817804384168	1.3634983404557601	1.6973421412538712	48.64864864864865	1.510934136274742
GSE131907	EBUS_06	q4q1	barrier	LGALS9	HAVCR2	LGALS9-TIM3	False	296	296	611	0.02027027027027027	0.010135135135135136	0.04746317512274959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	barrier	LGALS9	CD44	LGALS9-CD44	False	296	296	611	0.02027027027027027	0.010135135135135136	0.40589198036006546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	barrier	LGALS9	PTPRC	LGALS9-CD45	False	296	296	611	0.02027027027027027	0.010135135135135136	0.6546644844517185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	296	296	611	0.006756756756756757	0.0	0.12274959083469722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	296	296	611	0.010135135135135136	0.006756756756756757	0.12274959083469722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	296	296	611	0.0033783783783783786	0.0	0.12274959083469722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	296	296	611	0.12162162162162163	0.060810810810810814	0.02618657937806874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	296	296	611	0.12162162162162163	0.060810810810810814	0.004909983633387889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	False	296	296	611	0.11824324324324324	0.006756756756756757	0.03600654664484452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	296	296	611	0.2195945945945946	0.0945945945945946	0.220949263502455	0.036327855345872836	0.004539849190015525	0.02995863637969387	0.009921744363390494	0.008955234951860569	0.005155476396311323	0.01454871736071467	0.028628102780063024	-0.10100379008751863	0.10432312921310324	-0.0968493890599274	0.07498991794652769	12.5	0.011937814104961975
GSE131907	EBUS_06	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	296	296	611	0.3277027027027027	0.09121621621621621	0.220949263502455	0.07380089411393012	0.009222810600175197	0.06673675124578883	0.053426665384351146	0.04822220001723599	0.028244964268321834	0.06627188387187122	0.15415677040247486	0.06361846068534403	0.24393664412542826	0.06403110675057405	0.18421960577187899	23.648648648648646	0.06786798358858737
GSE131907	EBUS_06	q4q1	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	296	296	611	0.23648648648648649	0.06756756756756757	0.220949263502455	0.0431827298989015	0.005396494769308186	0.03619454345954461	0.03770245751074769	0.03402973841143271	0.02024588084884343	0.058012476761983345	0.10878629696016506	0.053620058275515026	0.128021320490213	0.05108432742861335	0.0927938885494416	16.89189189189189	0.04682677752533426
GSE131907	EBUS_06	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	118	118	611	0.5677966101694916	0.07627118644067797	0.1260229132569558	0.15169787832230838	0.015245297495963655	0.18141357063410193	0.22510607656120613	0.22483810571720456	0.6160154674274495	0.17792440315170854	0.6495188406576469	0.6062363108485487	0.9285331711989887	0.7145293469148144	0.903339832605668	49.152542372881356	1.7784063924907592
GSE131907	EBUS_06	decile	barrier	F11R	F11R	F11R-F11R	False	118	118	611	0.5677966101694916	0.07627118644067797	0.014729950900163666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	118	118	611	0.7627118644067796	0.1694915254237288	0.15548281505728315	0.08598812806549745	0.008641614556363576	0.16129110972794486	0.39055349037830644	0.23855556185318633	0.554754352164407	0.1543387899521485	1.126899167541316	0.9806231143166584	1.4052647238076452	1.8647511651122892	2.1164808416632424	59.32203389830508	1.6609375582824
GSE131907	EBUS_06	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	True	118	118	611	0.7627118644067796	0.1694915254237288	0.16039279869067102	0.08560412485755042	0.00860302309279598	0.16060140688273564	0.39055349037830633	0.22273865867196557	0.5121372031377582	0.1533255872507034	1.126899167541316	0.9806231143166584	1.4052647238076452	1.8647511651122892	2.1164808416632424	59.32203389830508	1.6606544567558614
GSE131907	EBUS_06	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	118	118	611	0.6271186440677966	0.15254237288135594	0.09656301145662848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	EBUS_06	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	True	118	118	611	0.6271186440677966	0.15254237288135594	0.18003273322422259	0.10750665117550967	0.010804178002299799	0.16665452553754287	0.2788168110042642	0.1870565818103399	0.47779636312611945	0.13045853402509766	0.8044952611046545	0.5874783026272241	1.148458887768162	1.0216986703112458	1.4436700737192207	47.45762711864406	1.5861571367624616
GSE131907	EBUS_06	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	False	118	118	611	0.01694915254237288	0.01694915254237288	0.04746317512274959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
