model	k	or	ci_low	ci_high	log_or	se	z_vs_0.42	p_vs_0.42	Q	I2	tau2
fixed	7	0.9755547183693821	0.6813749073087709	1.3967450199945362	-0.024749027853065816	0.18310896519397685	4.602459191219211	4.175313914339159e-06	9.484141375210818	0.3673649766880843	0.16041215339466997
random	7	0.8797820134664138	0.5258370624449389	1.471970019800697	-0.12808111416554682	0.26259324861306094	2.815835736236818	0.004865053439617955	9.484141375210818	0.3673649766880843	0.16041215339466997
