n	n_high	n_low	high_R	high_NR	low_R	low_NR	median	or_response_high_vs_low	ci_low	ci_high	log_or	se_log_or	haldane	fisher_p	z_vs_0.42	p_vs_0.42	cohort	label	spec	in_pool
91	45	46	19	26	30	16	0.9761	0.38974358974358975	0.16701493229452707	0.9094999091359524	-0.9422662182774157	0.4323499170142631	False	0.03607858130570385	-0.17292856464275946	0.8627075785541582	Gide_all	Gide pre+on (not pooled)	footnote_not_pooled	False
16	8	8	1	7	4	4	277.5	0.14285714285714282	0.01158411713792811	1.7617366107674075	-1.9459101490553135	1.2817398889233114	False	0.28205128205128205	-0.8413638294868684	0.40014414229560386	Cho	Cho GEO label (not pooled)	label_sensitivity_GSM3589680	False
