radius_um,scope,n_index,median_neighbors,rho_CLDN4_vs_Tnb,p_CLDN4_vs_Tnb,n_T,rho_CLDN4_vs_Bnb,p_CLDN4_vs_Bnb,n_B,rho_CLDN4_vs_TBnb,p_CLDN4_vs_TBnb,n_TB,rb_TBnb_in_CLDN4high,p_rb
25,all_QC_cells,38574,9.0,0.0009326803620858445,0.8794401807873791,26450,-0.006084589679045684,0.322405388348202,26450,0.0027452008973213524,0.6552763530563432,26450,,
25,PanCK_high,19300,11.0,-0.0032973884152171966,0.6713875215597982,16556,-0.005040187823289642,0.5166766574695506,16556,-0.0009903929531600276,0.8986045127981145,16556,,
50,all_QC_cells,38574,32.0,0.00515596961185064,0.3523388743555974,32541,-0.001395291154259567,0.8012816476487192,32541,0.006881886226462507,0.21445838449437968,32541,,
50,PanCK_high,19300,41.0,-0.00346061534832453,0.636710875357868,18629,0.0023596760041419153,0.747417453206763,18629,0.0015102381206863924,0.8367004496857681,18629,,
100,all_QC_cells,38574,106.0,0.006480764323722972,0.21069195128645604,37303,-0.004799519655044158,0.3539510615964827,37303,0.003424391306235453,0.508377506492761,37303,,
100,PanCK_high,19300,146.0,-0.003450803649811491,0.6327632555977416,19177,-0.010550419104517596,0.14402134439951114,19177,-0.0044534618192593,0.5374438979133412,19177,,
