scope,n,rho_CLDN4_vs_T,p_CLDN4_vs_T,rho_CLDN4_vs_B,p_CLDN4_vs_B,rho_CLDN4_vs_TB,p_CLDN4_vs_TB
all_QC_cells,38574,0.04179913178142804,2.161194985306912e-16,0.029362421170718737,8.025878892966437e-09,0.04557980508952097,3.3557646654193177e-19
PanCK_high,19300,0.03887769723128658,6.562509089738833e-08,0.024998168324534834,0.0005143411999004435,0.0412324058435818,1.002799959069835e-08
