gsm,cell_type,spotid,tissue,scan,neg_geomean,total_counts,q3,signal_to_bg,epi_score,t_score,b_score,tb_score
GSM8382142,CK,94,Lung Cancer,DSP-1001660003045-D-D12.dcc,117.01182672688863,6662131.0,339.0,2.8971430451320335,0.6575205185982078,-0.4772968166101217,-0.2885965144716258,-0.3981809738060864
GSM8382143,CD45,94,Lung Cancer,DSP-1001660003045-D-E01.dcc,17.354014730880046,724490.0,36.0,2.074447933707291,-0.28670792403839807,-0.3068896586966616,-0.04190313520119293,-0.21462684547142707
GSM8382144,CD68,96,Lung Cancer,DSP-1001660003045-D-E02.dcc,14.318217270006945,364234.0,19.0,1.3269808413789201,-0.7500423035127319,0.16530491435863492,0.03923307881523952,0.14008032566546502
GSM8382145,CK,96,Lung Cancer,DSP-1001660003045-D-E03.dcc,13.558014259226812,301104.0,18.0,1.3276280475771167,-0.1391663976858335,0.13503041719008024,0.16198103537941355,0.13643968918652716
GSM8382146,CD45,96,Lung Cancer,DSP-1001660003045-D-E04.dcc,48.33938320857965,1514722.0,75.0,1.5515299331888956,-0.5095308395619718,0.4333326746636006,0.37563141312973647,0.40907578971151803
GSM8382147,CD68,98,Lung Cancer,DSP-1001660003045-D-E05.dcc,19.071436350364376,399706.0,23.0,1.205992017458117,-0.19360370759007317,-0.13449010177196863,0.013529485482425052,-0.08160666177655829
GSM8382148,CK,98,Lung Cancer,DSP-1001660003045-D-E06.dcc,29.476237116445546,823291.0,43.0,1.45880221515823,1.2051138875009406,-0.1898996942512463,-0.0005967224342331434,-0.10319352775148394
GSM8382149,CD45,98,Lung Cancer,DSP-1001660003045-D-E07.dcc,24.12314330408791,749531.0,37.0,1.533796799761579,-0.8376587430680815,-0.020687930630106433,0.14012919319484407,0.04187056683179957
GSM8382150,CK,99,Lung Cancer,DSP-1001660003045-D-E08.dcc,67.69787472793267,3044923.0,133.0,1.964611157063741,0.8976912079351873,-0.4510160198894586,-0.10182217809975125,-0.31644698791083403
GSM8382152,CD68,1,Lung Cancer,DSP-1001660003047-E-A02.dcc,400.1059891858388,7125372.0,406.0,1.0147311236858882,-0.2183482462339308,-0.025833854722704608,-0.06446937917320605,-0.03752170802366006
GSM8382153,CK,1,Lung Cancer,DSP-1001660003047-E-A03.dcc,176.66869677761795,3235280.0,183.0,1.035837153598023,-0.29621852664951387,0.05848144225834906,-0.026241252376863144,0.030918314681220416
GSM8382154,CD45,1,Lung Cancer,DSP-1001660003047-E-A04.dcc,63.11301629537876,1493925.0,70.0,1.1091214476644418,-0.4229486114252161,-0.05041995542992961,0.26520502189546535,0.07061018584944323
GSM8382155,CD68,100,Lung Cancer,DSP-1001660003047-E-A05.dcc,134.69238245501728,2402633.0,139.0,1.0319811519142243,-0.14748279727513403,-0.0704554828015449,-0.04234392208757898,-0.0607300418447112
GSM8382156,CK,100,Lung Cancer,DSP-1001660003047-E-A06.dcc,124.69075578444031,4185409.0,213.0,1.7082260722537017,0.8596982149842995,-0.2825137083628202,-0.1737410098945502,-0.24830761572429472
GSM8382157,CD45,100,Lung Cancer,DSP-1001660003047-E-A07.dcc,91.85556573528693,1716865.0,96.0,1.0451190325979447,-0.4954764455832117,-0.004719156704994454,0.04281524985384788,0.014336197704820197
GSM8382158,CD68,101,Lung Cancer,DSP-1001660003047-E-A08.dcc,109.25092746350683,1915681.0,112.0,1.0251629217281606,-0.2021850309157096,0.05290595020806599,0.020133154316486657,0.047618015844023365
GSM8382159,CK,101,Lung Cancer,DSP-1001660003047-E-A09.dcc,115.69135559452333,2068755.0,118.0,1.0199552023019598,0.049489748877746376,-0.029318576847488398,0.0823181309028409,0.016586452475028768
GSM8382160,CD45,101,Lung Cancer,DSP-1001660003047-E-A10.dcc,33.85440727381843,585484.0,35.0,1.0338388061830732,-0.16442351880751094,-0.09970830824288868,0.07062297118197547,-0.015118519898836613
GSM8382161,CD68,102,Lung Cancer,DSP-1001660003047-E-A11.dcc,119.10276247403837,2112686.0,123.0,1.032721638398699,-0.18964842681359606,0.02485616974750604,-0.02097076650714369,0.00980138095470462
GSM8382162,CK,102,Lung Cancer,DSP-1001660003047-E-A12.dcc,194.04064066041985,6008106.0,296.0,1.52545363173694,1.2183101100964184,-0.2700000075523765,-0.12490666934350836,-0.20824912008129415
GSM8382163,CD45,102,Lung Cancer,DSP-1001660003047-E-B01.dcc,239.28908512867622,4721907.0,257.0,1.0740147209882132,0.06677649947320097,-0.006997797339698852,-0.004602588835791899,-0.0064792139155605
GSM8382164,CD68,103,Lung Cancer,DSP-1001660003047-E-B02.dcc,122.28616432418573,2159648.0,126.0,1.0303700397860933,-0.08521138885115587,0.035883674738766747,-0.044852555199349275,0.008133305560595883
GSM8382165,CK,103,Lung Cancer,DSP-1001660003047-E-B03.dcc,212.38100986298355,3960116.0,226.0,1.0641252725269679,-0.1445443772038173,-0.036238478075121705,-0.012691613139699243,-0.018190700004529603
GSM8382166,CD68,109,Lung Cancer,DSP-1001660003047-E-B04.dcc,74.12204568515862,1303245.0,77.0,1.0388272380806352,-0.05888906082413925,0.03913862228986131,-0.006515464055632414,0.02855411721677026
GSM8382167,CK,109,Lung Cancer,DSP-1001660003047-E-B05.dcc,180.3180775698255,3240136.0,186.0,1.0315105534994087,-0.061024237940952464,0.009286015727741237,-0.004140742881039383,0.0015386716818639457
GSM8382168,CD45,109,Lung Cancer,DSP-1001660003047-E-B06.dcc,87.67487667702818,1551612.0,91.0,1.0379256116346844,-0.280944927155101,0.03667835998223534,-0.008953381200042188,0.014048185158232585
GSM8382169,CD68,111,Lung Cancer,DSP-1001660003047-E-B07.dcc,61.9228988623877,1230869.0,70.0,1.1304380331993529,-0.45490338255333373,0.024692897396212388,-0.07629103642148793,-0.003411457339732138
GSM8382170,CK,111,Lung Cancer,DSP-1001660003047-E-B08.dcc,892.1507197639239,17292624.0,974.0,1.0917437809810147,0.037319404464398076,-0.050925352218668785,-0.07604839516379824,-0.0484230059416082
GSM8382171,CD45,111,Lung Cancer,DSP-1001660003047-E-B09.dcc,101.64164556386727,2351034.0,118.0,1.1609414560870508,-0.3995443749797558,0.2721271574938373,0.17873928768661207,0.2375140162454774
GSM8382172,CD68,116,Lung Cancer,DSP-1001660003047-E-B10.dcc,28.971704098623594,508609.0,31.0,1.0700095477460287,-0.1646482360266872,0.06604302987655064,0.03804396344349348,0.06313339738819757
GSM8382173,CK,116,Lung Cancer,DSP-1001660003047-E-B11.dcc,62.03302036552804,1161165.0,67.0,1.080069930582199,0.7389676340511815,-0.11519004758711215,0.06304157534891974,-0.032847173247012584
GSM8382174,CD45,116,Lung Cancer,DSP-1001660003047-E-B12.dcc,318.4619924123351,5660381.0,322.0,1.0111096698254778,-0.18968831850300605,-0.007150970143533275,0.006729586901878637,0.0028467424499960536
GSM8382175,CD68,117,Lung Cancer,DSP-1001660003047-E-C01.dcc,41.843785555251486,763280.0,45.0,1.0754285111365218,-0.11043181006343783,0.045101571564651444,0.04138120046777338,0.06059934340412232
GSM8382176,CK,117,Lung Cancer,DSP-1001660003047-E-C02.dcc,55.345310414162604,1014104.0,59.0,1.0660343136299797,-0.13647202961788407,-0.009432448115000547,0.09078452606963472,0.04612376341059932
GSM8382177,CD45,117,Lung Cancer,DSP-1001660003047-E-C03.dcc,138.87862665053123,2539310.0,146.0,1.051277676927125,-0.2647398976150743,-0.02938284553915249,-0.0043383974264532554,-0.015106864585710422
GSM8382178,CD68,118,Lung Cancer,DSP-1001660003047-E-C04.dcc,49.84862167168057,915175.0,54.0,1.0832797014060243,-0.32179977297684337,-0.06363819366305945,0.01356260680249477,-0.028045613210215592
GSM8382179,CK,118,Lung Cancer,DSP-1001660003047-E-C05.dcc,138.05697584608868,3210416.0,167.0,1.2096455030724282,0.31865039489750524,-0.16067500649151567,-0.09326428957759925,-0.10820391248029715
GSM8382180,CD45,118,Lung Cancer,DSP-1001660003047-E-C06.dcc,50.58456588327689,899600.0,52.0,1.0279815412469726,-0.011435547791036615,-0.10739123761586011,-0.001882582161549795,-0.048819419003129916
GSM8382181,CD68,119,Lung Cancer,DSP-1001660003047-E-C07.dcc,17.49173405997069,310879.0,19.0,1.0862273537236615,-0.6732468496149431,0.08880331177982326,0.16606225353671844,0.10857610380762761
GSM8382182,CK,119,Lung Cancer,DSP-1001660003047-E-C08.dcc,126.8684131100768,2242284.0,130.0,1.0246837397359585,-0.026751556343326932,-0.030729865108479526,-0.01140122352468076,-0.01455265268888395
GSM8382183,CD45,119,Lung Cancer,DSP-1001660003047-E-C09.dcc,550.6865978155865,9945355.0,561.0,1.0187282607300119,-0.2495603559406092,0.014548828886138843,0.07222610468622515,0.041944216031254644
GSM8382184,CD68,120,Lung Cancer,DSP-1001660003047-E-C10.dcc,192.0933237397506,3387068.0,196.0,1.020337386975209,-0.19648270400807544,0.021524312070072327,-0.012660854139473265,0.014395095281702908
GSM8382185,CK,120,Lung Cancer,DSP-1001660003047-E-C11.dcc,74.3114853104782,1437828.0,81.0,1.0900064729103012,0.539294776256594,-0.20127360437303388,-0.10251385122101864,-0.14506278189952626
GSM8382186,CD68,15,Lung Cancer,DSP-1001660003047-E-C12.dcc,267.9835341924939,5125995.0,290.0,1.0821560394516312,-0.2602022465671574,0.06735616043249992,-0.053355954673929507,0.021242169261604715
GSM8382187,CK,15,Lung Cancer,DSP-1001660003047-E-D01.dcc,250.22083731758934,4608370.0,264.0,1.0550680064463283,-0.05473677686299405,0.018223846495331042,-0.030762484297756743,-0.0036551215788094282
GSM8382188,CD45,15,Lung Cancer,DSP-1001660003047-E-D02.dcc,280.9993792502206,5239117.0,295.0,1.0498243831966343,-0.1940818280131138,0.09326175004628023,-0.0200310101452148,0.05578907479473827
GSM8382189,CD68,17,Lung Cancer,DSP-1001660003047-E-D03.dcc,71.77902596070905,1273610.0,75.0,1.0448734709921261,-0.17163894856618622,0.05905600729127869,-0.08834587288966578,0.004469381673123607
GSM8382190,CK,17,Lung Cancer,DSP-1001660003047-E-D04.dcc,97.97488651789352,2616422.0,141.0,1.4391443053547057,-0.019042259456392596,-0.15941811397982564,-0.15082742367242874,-0.12712179641743626
GSM8382191,CD45,17,Lung Cancer,DSP-1001660003047-E-D05.dcc,123.02852150249701,2189171.0,128.0,1.040409154209027,-0.29476991859708734,-0.01160922198265002,-0.028776576834913303,-0.009768583765433991
GSM8382192,CD68,18,Lung Cancer,DSP-1001660003047-E-D06.dcc,94.6314691235878,1767394.0,102.0,1.0778655445662475,-0.25151918255625016,0.009011083182826063,0.0777998748256179,0.039057602728201246
GSM8382193,CK,18,Lung Cancer,DSP-1001660003047-E-D07.dcc,175.75712223796216,3100905.0,179.0,1.018450903842447,-0.2944009206314111,-0.015016304479238407,-0.05430062612787889,-0.020494594426012203
GSM8382194,CD45,18,Lung Cancer,DSP-1001660003047-E-D08.dcc,76.57395637091847,1398547.0,82.0,1.0708601708235916,-0.3824288317217568,0.03378189255778041,-0.09119489419952931,-0.0034877074834360755
GSM8382196,CK,2,Lung Cancer,DSP-1001660003047-E-D09.dcc,45.78239354668212,878666.0,51.0,1.1139653488845604,0.24169622585650297,-0.0426875042724264,-0.10182000240306621,-0.05886109062987366
GSM8382198,CD68,20,Lung Cancer,DSP-1001660003047-E-D10.dcc,141.03029623250612,2573189.0,149.0,1.0565105795023988,-0.23997991392234042,0.02348101970105354,-0.1024693634127325,-0.01752217303355952
GSM8382199,CK,20,Lung Cancer,DSP-1001660003047-E-D11.dcc,298.81365327759084,6514006.0,358.0,1.198071092378856,0.21476814289199497,-0.1294298682290962,-0.09660322884862627,-0.10919917744041419
GSM8382200,CD45,20,Lung Cancer,DSP-1001660003047-E-D12.dcc,64.26479020848309,1237563.0,72.0,1.1203646626157637,-0.32422570989761956,0.010881606532477495,-0.07258721027735904,-0.005558298801161321
GSM8382201,CD68,21,Lung Cancer,DSP-1001660003047-E-E01.dcc,30.93403415437694,559199.0,34.0,1.0991130296915783,-0.23514935184597396,-0.028795844055948816,0.010527758500826323,-0.014103348861810083
GSM8382202,CD45,21,Lung Cancer,DSP-1001660003047-E-E02.dcc,27.183798016171806,512364.0,30.0,1.103598547272637,-0.25316368385446886,0.01581807376534039,-0.035104595499869884,-0.007273167814863424
GSM8382203,CD68,22,Lung Cancer,DSP-1001660003047-E-E03.dcc,57.28240053510513,1129180.0,63.0,1.0998142433187812,-0.16193192581403526,0.07867671984203195,-0.013580026340275886,0.05833826263517139
GSM8382204,CK,22,Lung Cancer,DSP-1001660003047-E-E04.dcc,99.55256067830696,1974144.0,111.0,1.1149888987655894,0.20784885866751646,-0.06497360988672662,-0.10414751746621542,-0.08105444341003443
GSM8382205,CD45,22,Lung Cancer,DSP-1001660003047-E-E05.dcc,359.30242557538793,6807280.0,379.0,1.0548217129151531,-0.1868771839365091,0.04802787261245722,-0.05135807973188955,0.0090898241862587
GSM8382206,CD68,24,Lung Cancer,DSP-1001660003047-E-E06.dcc,28.58563539234488,521631.0,31.0,1.084460764104676,-0.39893763994793563,0.02225517652635567,0.020754867727137416,0.020053967577628118
GSM8382207,CD45,24,Lung Cancer,DSP-1001660003047-E-E07.dcc,150.46857368183598,4336489.0,223.0,1.4820370429743746,-0.3499339866328741,0.3669202377192975,1.0831226296857919,0.6548163691627473
GSM8382208,CD68,25,Lung Cancer,DSP-1001660003047-E-E08.dcc,36.84294029132072,665991.0,39.0,1.0585474365407104,-0.23787299556995478,-0.038438976220713794,0.08552453580011976,0.0032388716878601898
GSM8382209,CK,25,Lung Cancer,DSP-1001660003047-E-E09.dcc,33.772954678164815,595863.0,36.0,1.0659416785726192,-0.29991442863720996,0.041136948500315906,0.014364101693338238,0.03963845015922285
GSM8382210,CD45,25,Lung Cancer,DSP-1001660003047-E-E10.dcc,85.93328051180579,1589372.0,91.0,1.0589610853678293,-0.09958377791446038,0.0069307760854537825,0.14183266512550086,0.07000495811326557
GSM8382211,CD68,27,Lung Cancer,DSP-1001660003047-E-E11.dcc,23.053723894775516,429587.0,26.0,1.1278004420748777,-0.1837370615082703,-0.00037697402332526053,-0.02939484437200246,-0.013325959810787769
GSM8382212,CK,27,Lung Cancer,DSP-1001660003047-E-E12.dcc,130.69923801929954,2461017.0,140.0,1.0711615623904944,-0.3739915482304941,0.0069343318435479695,-0.06118625359940699,-0.015897949147215318
GSM8382213,CD45,27,Lung Cancer,DSP-1001660003047-E-F01.dcc,79.8703213936679,1433897.0,84.0,1.0517047951513503,-0.20804227164682043,-0.021977441309420254,0.04969140965926355,0.01598658151513499
GSM8382214,CD68,3,Lung Cancer,DSP-1001660003047-E-F02.dcc,75.26146401310866,1339962.0,79.0,1.0496739737382756,-0.2860147163094213,0.04694180806972259,-0.012944346399716533,0.022233039891565554
GSM8382215,CK,3,Lung Cancer,DSP-1001660003047-E-F03.dcc,113.1909734403417,3204419.0,153.0,1.351697890297233,0.42656537629452806,-0.25818745779022567,-0.2236232857673368,-0.22689677757212978
GSM8382216,CD45,3,Lung Cancer,DSP-1001660003047-E-F04.dcc,120.00971661664924,2307437.0,133.0,1.108243596848462,-0.26722007960205074,-0.05577047749805031,-0.029585776256194407,-0.04344161064288388
GSM8382217,CK,30,Lung Cancer,DSP-1001660003047-E-F05.dcc,510.6707263260722,9088882.0,520.0,1.0182686674465278,-0.2218842415384108,0.005046840591849566,-0.061125776140332544,-0.016590910654465052
GSM8382218,CD68,32,Lung Cancer,DSP-1001660003047-E-F06.dcc,105.62725977186007,1813586.0,106.0,1.003528826071461,-0.11619129929949557,0.004792852782537604,-0.014405554796517173,0.0021105635089266883
GSM8382219,CK,32,Lung Cancer,DSP-1001660003047-E-F07.dcc,121.97284396979818,2655189.0,148.0,1.2133848419296218,1.0540225206068135,-0.09776371164100084,-0.08509676897129959,-0.081148686979994
GSM8382220,CD45,32,Lung Cancer,DSP-1001660003047-E-F08.dcc,219.9876495591026,4216213.0,236.0,1.0727874972662748,-0.2802414728394633,-0.015902597101123295,0.006659573994998169,-0.0012115911676189306
GSM8382221,CD68,33,Lung Cancer,DSP-1001660003047-E-F09.dcc,26.11374544011767,457280.0,28.0,1.0722322488824043,-0.26502965114217414,-0.04878830765522624,0.03488765485563894,-0.017118736274653212
GSM8382222,CK,33,Lung Cancer,DSP-1001660003047-E-F10.dcc,143.29653176141164,2745121.0,156.0,1.088651609933865,0.0035526142373147884,-0.057095572321871124,-0.06186513853544895,-0.049167327971941344
GSM8382223,CD68,35,Lung Cancer,DSP-1001660003047-E-F11.dcc,85.76261124279137,1759195.0,99.0,1.154349180434047,-0.1371171376064071,0.06859577802097583,-0.0329968598214645,0.025395606004364968
GSM8382224,CK,35,Lung Cancer,DSP-1001660003047-E-F12.dcc,356.7578059776274,7779813.0,431.0,1.2081025075791287,0.6502075578798068,-0.11221138066748848,-0.03913318663180032,-0.08945423423469023
GSM8382225,CD45,35,Lung Cancer,DSP-1001660003047-E-G01.dcc,305.82904244605464,5558358.0,316.0,1.0332570035618491,-0.31838752654557956,0.030163099189043585,-0.021736854135195216,0.011642306938455693
GSM8382226,CD68,4,Lung Cancer,DSP-1001660003047-E-G02.dcc,92.15525031128293,1646450.0,96.0,1.0417203542471019,-0.27933578711969176,0.016653976669519732,-0.10386187519332601,-0.032206049370284706
GSM8382227,CK,4,Lung Cancer,DSP-1001660003047-E-G03.dcc,119.67547890223835,2698132.0,148.0,1.2366777334636752,1.0755005123017396,-0.202337610401516,-0.13333321531989473,-0.15316215446634862
GSM8382228,CD45,4,Lung Cancer,DSP-1001660003047-E-G04.dcc,47.46185940623619,1313636.0,68.0,1.4327293715565057,-0.35131175789174574,0.15330399545533924,0.3263374393010623,0.22969253130090594
GSM8382229,CD68,40,Lung Cancer,DSP-1001660003047-E-G05.dcc,56.44918521691955,975444.0,58.0,1.0274727576159173,-0.18447746672397702,0.036808793744794066,-0.03719268270405918,0.015059236252517483
GSM8382230,CK,40,Lung Cancer,DSP-1001660003047-E-G06.dcc,223.91080087702844,4857052.0,262.0,1.1701088066041536,0.042371003250888606,-0.1398831283480213,-0.08635009013361472,-0.12279041014038938
GSM8382231,CD45,40,Lung Cancer,DSP-1001660003047-E-G07.dcc,279.5076095441842,4937347.0,284.0,1.0160725157470378,-0.2380014029005615,0.006216081055464784,-0.039886959748557604,-0.007641088804132057
GSM8382232,CK,42,Lung Cancer,DSP-1001660003047-E-G08.dcc,231.5443207326566,6005438.0,318.0,1.373387172675101,0.43993139792745906,-0.20959790329416306,-0.13480990168546514,-0.15914203089873835
GSM8382233,CD45,42,Lung Cancer,DSP-1001660003047-E-G09.dcc,147.7388715856571,2758044.0,158.0,1.0694544929456404,-0.2865126240689575,-0.017487127496293553,-0.07739911553316103,-0.044436424521308915
GSM8382234,CD68,45,Lung Cancer,DSP-1001660003047-E-G10.dcc,25.163511497863755,440736.0,27.0,1.0729822029128229,-0.1606203136151172,0.05452741227377578,0.015375288176735502,0.04932963883745689
GSM8382235,CK,45,Lung Cancer,DSP-1001660003047-E-G11.dcc,147.78762727258143,2739670.0,157.0,1.0623352096344787,-0.08318419020613321,0.023770906053167895,-0.022838256603495477,0.009984879818513814
GSM8382236,CD45,45,Lung Cancer,DSP-1001660003047-E-G12.dcc,14.350463099243305,248780.0,16.0,1.1149465971480512,-0.3834187405099607,-0.019323387784904167,-0.12006142366993888,-0.045612283298030576
GSM8382237,CD68,46,Lung Cancer,DSP-1001660003047-E-H01.dcc,31.92916963652755,767912.0,40.0,1.2527729488536172,-0.26102112528988997,0.03966942870955714,0.03943928565856458,0.055612118347468265
GSM8382238,CK,46,Lung Cancer,DSP-1001660003047-E-H02.dcc,83.86570733598069,2393805.0,124.25,1.4815352299150448,0.9068471809897076,-0.2606248038341499,-0.05894821811573259,-0.18068446251013448
GSM8382239,CD45,46,Lung Cancer,DSP-1001660003047-E-H03.dcc,64.6523062028212,1931271.0,82.0,1.2683228923459782,-0.4724963398083566,0.11643891010671181,0.15224783970247202,0.12794648872320913
GSM8382240,CD68,48,Lung Cancer,DSP-1001660003047-E-H04.dcc,33.804490352056966,606582.0,37.0,1.0945291473015386,-0.07194553611407084,-0.028075815711405827,-0.05408852611296844,-0.03959408691961075
GSM8382241,CK,48,Lung Cancer,DSP-1001660003047-E-H05.dcc,579.9201890832179,10876182.0,615.0,1.0604907564474328,-0.249513379095458,-0.02972578485971855,-0.016224866651265213,-0.013491264288647109
GSM8382242,CD45,48,Lung Cancer,DSP-1001660003047-E-H06.dcc,4.065788160588614,58049.0,4.0,0.9838190879627409,-0.017417119496144107,-0.3750724706167867,0.20769702431103898,-0.1852788091244788
GSM8382243,CD68,49,Lung Cancer,DSP-1001660003047-E-H07.dcc,16.20376214509906,339080.0,20.0,1.2342812626417834,-0.2722038134445337,-0.2247851762839823,0.1223066399046342,-0.10548218666997045
GSM8382244,CK,49,Lung Cancer,DSP-1001660003047-E-H08.dcc,295.59314363198655,5742746.0,326.0,1.1028672586731916,0.24818457358842894,-0.05218398400783464,-0.03568572495943512,-0.04594868312154876
GSM8382245,CD45,49,Lung Cancer,DSP-1001660003047-E-H09.dcc,185.6423191765127,3356486.0,193.0,1.0396336398733064,-0.24895804081589779,0.04076068004662048,0.02333346377732104,0.04636968461178226
GSM8382246,CK,51,Lung Cancer,DSP-1001660003047-E-H10.dcc,251.3469488539436,4996300.0,278.0,1.1060408780277033,-0.14179531138410972,-0.0770657838686315,-0.024393348700920914,-0.04432703126631177
GSM8382247,CD45,51,Lung Cancer,DSP-1001660003047-E-H11.dcc,48.72215064609752,939129.0,54.0,1.1083254594453174,-0.25979914168193163,-0.044167789059910145,0.08318383746689673,0.03306004593707712
GSM8382248,CD68,53,Lung Cancer,DSP-1001660003047-E-H12.dcc,33.268898922701275,636990.0,38.0,1.1422079248336776,-0.1605133105004639,0.021739047232879116,-0.06624433858732592,-0.0036423964058771574
GSM8382250,CD45,81,Lung Cancer,DSP-1001660003116-F-D01.dcc,17.776518198068644,320028.0,20.0,1.125079713426273,-0.30395474340699336,-0.01883631300138111,-0.12256047681528548,-0.05117123346004515
GSM8382251,CD68,86,Lung Cancer,DSP-1001660003116-F-D02.dcc,113.17833855714964,2621129.0,138.0,1.2193145946414172,0.4727012536001096,-0.16546633280692857,-0.062341106467283414,-0.13043771177318986
GSM8382252,CK,86,Lung Cancer,DSP-1001660003116-F-D03.dcc,51.213121527345685,958119.0,56.0,1.0934697657532615,-0.5858083524697375,0.0008544956178542229,0.018668145676588033,0.005312389042102517
GSM8382253,CK,87,Lung Cancer,DSP-1001660003116-F-D04.dcc,267.694989678366,5467836.0,299.0,1.1169428324349542,0.8500204034084149,-0.12209899270492253,-0.05904004684309472,-0.08072174214591232
GSM8382254,CK,88,Lung Cancer,DSP-1001660003116-F-D05.dcc,213.20833201413777,3874135.0,223.0,1.0459253533544504,-0.3241564208562093,0.0044138964661666336,-0.09182728243306926,-0.02751950383473556
GSM8382255,CD68,9,Lung Cancer,DSP-1001660003116-F-D06.dcc,80.53656697164959,1572750.0,89.0,1.1050880779575531,-0.10555139205659803,0.12422355739320201,0.0484851615366777,0.09876796145836453
GSM8382256,CK,9,Lung Cancer,DSP-1001660003116-F-D07.dcc,50.02971799554156,1015197.0,58.0,1.1593109520459164,0.8657601114045774,-0.11744763534698288,-0.07932303868881485,-0.11061213660006297
GSM8382257,CD45,9,Lung Cancer,DSP-1001660003116-F-D08.dcc,53.95329881731488,1045906.0,60.0,1.1120728725626057,-0.1492688117539367,0.039668223805056524,-0.0323403160075828,-0.006855594333197157
GSM8382258,CD68,90,Lung Cancer,DSP-1001660003116-F-D09.dcc,67.67046620638203,1379974.0,78.0,1.1526446376490869,-0.35026700582538606,-0.025357245237243475,0.002775436172651524,-0.018586113883205968
GSM8382259,CK,90,Lung Cancer,DSP-1001660003116-F-D10.dcc,110.81946042199719,4887598.0,239.0,2.1566609248041377,-0.022598087305544468,-0.4669502036847928,-0.28756896168560653,-0.39030748528982384
GSM8382260,CD45,90,Lung Cancer,DSP-1001660003116-F-D11.dcc,56.930608570882434,1753939.0,88.0,1.5457414246755168,-0.13625413705583522,0.019524696057886093,0.0017296448505734752,0.015613112766871495
GSM8382261,CD68,93,Lung Cancer,DSP-1001660003116-F-D12.dcc,126.3597744008642,4992902.0,253.0,2.0022194658039028,0.8201579431249959,-0.36955642924564547,-0.15567637847543603,-0.2780043448688896
GSM8382262,CK,93,Lung Cancer,DSP-1001660003116-F-E01.dcc,124.04991013884369,2314956.0,133.0,1.0721491039464588,-0.17162497495981865,0.0041826815971823805,-0.003969859970789802,0.0064452717139507065
GSM8382263,CD45,93,Lung Cancer,DSP-1001660003116-F-E02.dcc,54.619923092623935,1353201.0,74.0,1.3548169936913224,-0.5648451151230165,-0.03228989439426799,-0.1277454839836243,-0.06832153389577567
GSM8382264,CK,94,Lung Cancer,DSP-1001660003116-F-E03.dcc,118.54126678853049,3580538.0,189.0,1.5943814767659188,-0.2935541182946233,-0.20892739240710378,-0.10226757125176089,-0.17387680516997017
GSM8382265,CD45,94,Lung Cancer,DSP-1001660003116-F-E04.dcc,76.63742834788745,1764341.0,97.0,1.2657000905573035,-0.47061212367513905,-0.062238438087849346,-0.12323020981424326,-0.08724319708403172
GSM8382266,CD68,96,Lung Cancer,DSP-1001660003116-F-E05.dcc,70.23412976548993,1394878.0,78.0,1.1105711747328562,-0.2585391405086219,0.003035400239999486,0.015847808270010866,0.012269547641368117
GSM8382267,CK,96,Lung Cancer,DSP-1001660003116-F-E06.dcc,148.82288819424392,3790392.0,207.0,1.3909150837727542,0.33398681955716425,-0.15167954417760843,-0.10995236622169635,-0.12582179233921043
GSM8382268,CD45,96,Lung Cancer,DSP-1001660003116-F-E07.dcc,66.65098292854896,1205405.0,71.0,1.065250606673172,-0.22284204248825157,0.009710665160167942,-0.049447114229660194,-0.016137954617898576
GSM8382269,CD68,98,Lung Cancer,DSP-1001660003116-F-E08.dcc,119.25924058326473,2370681.0,136.0,1.1403728493897893,-0.054820150816595525,-0.02813992269803922,0.0474956101694044,0.008269324970411773
GSM8382270,CK,98,Lung Cancer,DSP-1001660003116-F-E09.dcc,248.0227702651291,7045893.0,390.0,1.5724362710048814,-0.14308979536536048,-0.24526469004488982,-0.0846843762677465,-0.19578478318246395
GSM8382271,CD45,98,Lung Cancer,DSP-1001660003116-F-E10.dcc,179.6969982233628,4967608.0,270.0,1.5025292724388797,0.07583695382633193,-0.24611040472792034,-0.18986772581935307,-0.21322849533121513
GSM8382272,CK,99,Lung Cancer,DSP-1001660003116-F-E11.dcc,68.06052886434483,1367686.0,78.0,1.1460386996913596,-0.43912123436128514,-0.013548514019771751,-0.06494068665809394,-0.017602519402430516
GSM8382273,CD45,99,Lung Cancer,DSP-1001660003116-F-E12.dcc,186.9820890462315,4172041.0,221.0,1.181931387799168,-0.41210339969690546,0.1724578339330778,0.06651094631184273,0.13698309763819827
GSM8382275,CD68,1,Lung Cancer,DSP-1001250002071,24.854908954863337,538174.0,29.0,1.16677152399408,-0.32048378930340116,0.0030695213129896537,0.04891514983783152,0.030446285607176105
GSM8382276,CK,1,Lung Cancer,DSP-1001250002071,43.74610475822238,1003177.0,55.0,1.2572547956892637,1.0618586675108546,-0.1475398571311044,-0.09158144850677674,-0.1269551341403825
GSM8382277,CD45,1,Lung Cancer,DSP-1001250002071,46.39388241766699,1144389.0,56.0,1.2070556953145823,-0.2906256041330759,-0.09945366634739017,0.24702352072057465,0.03176901321561898
GSM8382278,CD68,100,Lung Cancer,DSP-1001250002071,47.17757463576339,912162.0,52.0,1.1022185943526848,0.038642244428941375,-0.11257257015266431,0.045376719919428155,-0.05003845024060727
GSM8382279,CK,100,Lung Cancer,DSP-1001250002071,80.25920771803042,3099263.0,160.0,1.9935407356887678,0.6425039524777985,-0.39017887092338777,-0.2366650770112666,-0.34728065035933353
