predictor	endpoint	n	rho	p	ci_low	ci_high	n_adj	rho_adj	p_adj
CLDN4	CD8A	133	-0.21881627964499034	0.01139210838731976	-0.3736971462911739	-0.053761818423309904	133	-0.19640407691098652	0.024003110951902436
CLDN4	CD274	133	-0.11559515553511723	0.18518079776146718	-0.27247720503111067	0.04643959236737836	133	-0.07109484559300037	0.4178974096798642
CLDN4	epithelial_mean_z	133	0.4265290675565646	3.0674647058182267e-07	0.2805399561786447	0.5592001822419687	133		
